ID,Name,Address,City,State,Zipcode,Phone
1054,Il Fornaio,520 Cowper Street (At The Garden Court Hotel),Palo Alto ,CA,94301.0,(650) 853-3888
1055,Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto ,CA,94301.0,(650) 329-8129
1056,La Morenita Restaurant,800 Emerson St,Palo Alto ,CA,94301.0,(650) 329-1727
1057,Pizza My Heart,220 University Ave,Palo Alto ,CA,94301.0,(650) 327-9400
1058,Steam,209 University Ave,Palo Alto ,CA,94301.0,(650) 322-1888
1059,Siam Orchid,496 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 325-1994
1060,Thai Food Restaurant,496 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 325-1994
1061,Cafe Renzo,473 University Ave,Palo Alto ,CA,94301.0,(650) 329-8300
1062,Arte Ristorante,473 University Ave,Palo Alto ,CA,94301.0,(650) 329-8300
1063,Han Fine Korean Cuisine,452 University Ave,Palo Alto ,CA,94301.0,(650) 323-2555
1064,O Sushi House,403 University Ave,Palo Alto ,CA,94301.0,(650) 325-3000
1065,Ray's Crab Shack,5989 Mowry Ave,Newark ,CA,94560.0,(510) 648-3069
1066,Cook's Seafood Restaurant & Market,751 El Camino Real,Menlo Park ,CA,94025.0,(650) 600-3490
1067,Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025
1068,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 329-4145
1069,Iron Works Barbeque,,,,,(512) 478-4856
1070,Round Table Pizza,,,,,
1071,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1072,Olive Garden Italian Restaurant,,,,,
1073,Bay Cafe Restaurant & Banquets,1875 Embarcadero Rd,Palo Alto ,CA,94303.0,(650) 600-3454
1074,Cha Cha Cha,1801 Haight St,San Francisco ,CA,94117.0,(415) 386-7670
1075,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
1076,Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080
1077,Round Table Pizza,263 University Ave,Palo Alto ,CA,94301.0,(650) 322-2893
1078,Round Table Pizza,702 Colorado Ave,Palo Alto ,CA,94303.0,(650) 322-5914
1079,Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861
1080,Round Table Pizza,128 Woodside Plz,Redwood City ,CA,94061.0,(650) 365-2770
1081,World Gourmet Buffet,6010 Stevenson Blvd,Fremont ,CA,94538.0,(510) 323-2765
1082,Zibibbo,430 Kipling St,Palo Alto ,CA,94301.0,(650) 328-6722
1083,Junnoon,150 University Ave,Palo Alto ,CA,94301.0,(650) 329-9644
1084,St. Michael's Alley,800 High St,Palo Alto ,CA,94301.0,(650) 326-2530
1085,Osteria - Palo Alto,247 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 328-5700
1086,Garden Fresh & Vegetarian Restaurant,460 Ramona St,Palo Alto ,CA,94301.0,(650) 462-9298
1087,Rojoz Gourmet Wraps,855 El Camino Real Ste 60,Palo Alto ,CA,94301.0,(650) 324-9727
1088,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
1089,Round Table Pizza,263 University Ave,Palo Alto ,CA,94301.0,(650) 322-2893
1090,Nola Restaurant & Bar,535 Ramona St,Palo Alto ,CA,94301.0,(650) 328-2722
1091,Tamarine Restaurant,546 University Ave,Palo Alto ,CA,94301.0,(650) 325-8500
1092,Pluto's,482 University Ave,Palo Alto ,CA,94301.0,(650) 853-1556
1093,Buca di Beppo,643 Emerson St,Palo Alto ,CA,94301.0,(650) 329-0665
1094,Three Seasons,518 Bryant St,Palo Alto ,CA,94301.0,(650) 838-0353
1095,Miyake,140 University Ave,Palo Alto ,CA,94301.0,(650) 323-9449
1096,Bella Luna,233 University Ave,Palo Alto ,CA,94301.0,(650) 322-1846
1097,Taipan Restaurant,560 Waverley St,Palo Alto ,CA,94301.0,(650) 329-9168
1098,MacArthur Park,27 University Ave,Palo Alto ,CA,94301.0,(650) 321-9990
1099,Sushi House,855 El Camino Real Ste 158,Palo Alto ,CA,94301.0,(650) 321-3453
1100,Calafia Cafe,855 El Camino Real Ste 130,Palo Alto ,CA,94301.0,(650) 322-9200
1101,Il Fornaio,520 Cowper Street (At The Garden Court Hotel),Palo Alto ,CA,94301.0,(650) 853-3888
1102,Siam Royal Authentic Thai Cuisine,338 University Ave,Palo Alto ,CA,94301.0,(650) 329-8129
1103,La Morenita Restaurant,800 Emerson St,Palo Alto ,CA,94301.0,(650) 329-1727
1104,Pizza My Heart,220 University Ave,Palo Alto ,CA,94301.0,(650) 327-9400
1105,Steam,209 University Ave,Palo Alto ,CA,94301.0,(650) 322-1888
1106,Siam Orchid,496 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 325-1994
1107,Thai Food Restaurant,496 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 325-1994
1108,Cafe Renzo,473 University Ave,Palo Alto ,CA,94301.0,(650) 329-8300
1109,Arte Ristorante,473 University Ave,Palo Alto ,CA,94301.0,(650) 329-8300
1110,Han Fine Korean Cuisine,452 University Ave,Palo Alto ,CA,94301.0,(650) 323-2555
1111,O Sushi House,403 University Ave,Palo Alto ,CA,94301.0,(650) 325-3000
1112,Ray's Crab Shack,5989 Mowry Ave,Newark ,CA,94560.0,(510) 648-3069
1113,Cook's Seafood Restaurant & Market,751 El Camino Real,Menlo Park ,CA,94025.0,(650) 600-3490
1114,Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025
1115,AACHI AAPPAKADAI,1105 W El Camino Real,Sunnyvale ,CA,94087.0,(408) 329-4145
1116,Iron Works Barbeque,,,,,(512) 478-4856
1117,Round Table Pizza,,,,,
1118,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1119,Olive Garden Italian Restaurant,,,,,
1120,Bay Cafe Restaurant & Banquets,1875 Embarcadero Rd,Palo Alto ,CA,94303.0,(650) 600-3454
1121,Cha Cha Cha,1801 Haight St,San Francisco ,CA,94117.0,(415) 386-7670
1122,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
1123,Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080
1124,Round Table Pizza,263 University Ave,Palo Alto ,CA,94301.0,(650) 322-2893
1125,Round Table Pizza,702 Colorado Ave,Palo Alto ,CA,94303.0,(650) 322-5914
1126,Round Table Pizza,1225 El Camino Real,Menlo Park ,CA,94025.0,(650) 321-6861
1127,Round Table Pizza,128 Woodside Plz,Redwood City ,CA,94061.0,(650) 365-2770
1128,World Gourmet Buffet,6010 Stevenson Blvd,Fremont ,CA,94538.0,(510) 323-2765
1129,Bon Vivant Cafe,535 Bryant St,Palo Alto ,CA,94301.0,(650) 485-3228
1130,Figo,326 University Ave,Palo Alto ,CA,94301.0,(650) 321-4075
1131,Restaurants From Scratch,566 Emerson St,Palo Alto ,CA,94301.0,(650) 323-3131
1132,Sushi Tomo,201 University Ave,Palo Alto ,CA,94301.0,(650) 324-3300
1133,World Wrapps,201 University Ave,Palo Alto ,CA,94301.0,(650) 327-9777
1134,Sam's Chowder House,185 University Ave,Palo Alto ,CA,94301.0,(650) 614-1177
1135,Lulu's Mexican Food,855 El Camino Real,Palo Alto ,CA,94301.0,(650) 327-8226
1136,Asian Box,855 El Camino Real,Palo Alto ,CA,94301.0,(650) 391-9305
1137,Kirk's Steakburgers,855 El Camino Real # 75,Palo Alto ,CA,94301.0,(650) 326-6159
1138,Left At Albuquerque,445 Emerson St,Palo Alto ,CA,94301.0,(650) 326-1011
1139,Patxi's Pizza,441 Emerson St,Palo Alto ,CA,94301.0,(650) 473-1437
1140,A 9 Com,265 Lytton Ave,Palo Alto ,CA,94301.0,(650) 322-6988
1141,Palo Alto Grill,140 University Ave,Palo Alto ,CA,94301.0,(650) 321-3514
1142,Poolside Grill,625 El Camino Real,Palo Alto ,CA,94301.0,(650) 328-2800
1143,Pasta,32 University Ave,Palo Alto ,CA,94301.0,(650) 328-4585
1144,Hobees Restaurant,67 El Camino Real,Palo Alto ,CA,94301.0,(650) 327-4111
1145,Rojoz Gourmet Wraps,60 El Camino Real,Palo Alto ,CA,94301.0,(650) 324-9727
1146,Kirk's Steakburgers,75 El Camino Real,Palo Alto ,CA,94301.0,(650) 326-6159
1147,All-American BBQ & Picnic Co.,,Palo Alto ,CA,94301.0,(650) 326-4663
1148,Darbar Indian Cuisine,129 Lytton Ave,Palo Alto ,CA,94301.0,(650) 321-6688
1149,Hyderabad House,448 University Ave,Palo Alto ,CA,94301.0,(650) 327-3455
1150,Old Pro Inc.,541 Ramona St,Palo Alto ,CA,94301.0,(650) 326-1446
1151,Pasta?,326 University Ave,Palo Alto ,CA,94301.0,(650) 328-4585
1152,New York Pizza,325 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 328-6800
1153,The Cheesecake Factory,375 University Ave,Palo Alto ,CA,94301.0,(650) 473-9622
1154,La Strada Italian Restaurant,335 University Ave,Palo Alto ,CA,94301.0,(650) 324-8300
1155,Thaiphoon Restaurant,543 Emerson St,Palo Alto ,CA,94301.0,(650) 323-7700
1156,Restaurant Soleil,625 El Camino Real,Palo Alto ,CA,94301.0,(650) 321-4422
1157,Workshop Burgers,233 University Ave,Palo Alto ,CA,94301.0,(650) 328-7437
1158,Vero,530 Bryant St,Palo Alto ,CA,94301.0,(650) 325-8376
1159,Madame Tams Gourmet Asian Bistro,322 University Ave,Palo Alto ,CA,94301.0,(650) 330-1920
1160,Tandoori Oven,365 N California Ave,Palo Alto ,CA,94301.0,(650) 324-2111
1161,Kirk's Steakburgers,361 N California Ave,Palo Alto ,CA,94301.0,(650) 326-6159
1162,Kanpai,330 Lytton Ave,Palo Alto ,CA,94301.0,(650) 325-2696
1163,Janta Indian Restaurant,369 Lytton Ave,Palo Alto ,CA,94301.0,(650) 462-5903
1164,Scott's Seafood Bar & Grill,855 El Camino Real # 1,Palo Alto ,CA,94301.0,(650) 323-1555
1165,Tava Indian Kitchen,855 El Camino Real,Palo Alto ,CA,94301.0,(650) 321-8282
1166,Amber Dhara,150 University Ave,Palo Alto ,CA,94301.0,(650) 329-9644
1167,Zao Noodle Bar,261 University Ave,Palo Alto ,CA,94301.0,(650) 328-1988
1168,Bangkok Cuisine,407 Lytton Ave,Palo Alto ,CA,94301.0,(650) 322-6533
1169,Copa Pizzeria,185 University Ave,Palo Alto ,CA,94301.0,(650) 614-1177
1170,Paxti's Chicago Style Pizza,441 Emerson St,Palo Alto ,CA,94301.0,(650) 473-9999
1171,Scotts Seafood Grill & Bar,1 El Camino Real,Palo Alto ,CA,94301.0,(650) 323-1555
1172,Bistro 412 Restaurant & Bar,412 Emerson St,Palo Alto ,CA,94301.0,(650) 326-7183
1173,Mandarin Gourmet,420 Ramona St,Palo Alto ,CA,94301.0,(650) 328-8898
1174,Evvia Estiatorio,420 Emerson St,Palo Alto ,CA,94301.0,(650) 326-0983
1175,Howies Artisan Pizza,855 El Camino Real Ste 60,Palo Alto ,CA,94301.0,(650) 327-4992
1176,Fayrouz Dining,260 N California Ave,Palo Alto ,CA,94301.0,(650) 321-6464
1177,Blue Chalk Cafe,630 Ramona St,Palo Alto ,CA,94301.0,(650) 326-1020
1178,Caffe Del Doge,419 University Ave,Palo Alto ,CA,94301.0,(650) 323-3600
1179,La Bodeguita Del Medio,463 N California Ave,Palo Alto ,CA,94301.0,(650) 326-7762
1180,Reposado,236 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 833-3151
1181,University Coffee Cafe,271 University Ave,Palo Alto ,CA,94301.0,(650) 322-5301
1182,Hukilau,642 Ramona St,Palo Alto ,CA,94301.0,(650) 329-9533
1183,Loving Hut-Palo Alto,165 University Ave,Palo Alto ,CA,94301.0,(650) 321-5588
1184,Peet's Coffee & Tea,77 El Camino Real,Palo Alto ,CA,94301.0,(650) 328-4771
1185,Peet's Coffee & Tea,436 University Ave,Palo Alto ,CA,94301.0,(650) 319-0367
1186,Sprout Cafe,168 University Ave,Palo Alto ,CA,94301.0,(650) 323-7688
1187,Cafe 220,220 University Ave,Palo Alto ,CA,94301.0,(650) 853-8182
1188,Cafe Epi,405 University Ave,Palo Alto ,CA,94301.0,(650) 328-4888
1189,Bistro Maxine,548 Ramona St,Palo Alto ,CA,94301.0,(650) 323-1815
1190,Gruillense El,1234 Middlefield Rd,Palo Alto ,CA,94301.0,(650) 364-4320
1191,Peet's Coffee & Tea,850 Webster St,Palo Alto ,CA,94301.0,(925) 595-4500
1192,Robaii,496 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 325-1994
1193,Peet's Coffee & Tea,153 Homer Ave,Palo Alto ,CA,94301.0,(650) 325-2091
1194,Cafe Renaissance,321 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 321-6222
1195,Miguno,321 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 321-6222
1196,Coconuts Caribbean Restaurant & Bar,642 Ramona St,Palo Alto ,CA,94301.0,(650) 329-9533
1197,Chassy Bagels Inc,526 University Ave,Palo Alto ,CA,94301.0,(650) 322-5189
1198,Shokolaat,516 University Ave,Palo Alto ,CA,94301.0,(650) 289-0719
1199,Hana Haus,456 University Ave,Palo Alto ,CA,94301.0,(650) 326-1263
1200,Hahn's Hibachi,452 University Ave,Palo Alto ,CA,94301.0,(650) 323-8555
1201,Han,452 University Ave,Palo Alto ,CA,94301.0,(650) 323-8555
1202,Sushirrito,448 University Ave,Palo Alto ,CA,94301.0,(650) 600-9696
1203,Zola,565 Bryant St,Palo Alto ,CA,94301.0,(650) 521-0651
1204,Michael's Gelato & Cafe,440 University Ave,Palo Alto ,CA,94301.0,(650) 322-8200
1205,Rangoon Restaurant,565 Bryant St,Palo Alto ,CA,94301.0,(650) 325-8146
1206,Cafe Taxim,423 University Ave,Palo Alto ,CA,94301.0,(650) 330-1440
1207,Red Crawfish,423 University Ave,Palo Alto ,CA,94301.0,(650) 521-0661
1208,Panna Emerson St,651 Emerson St,Palo Alto ,CA,94301.0,(650) 600-8976
1209,Starbucks Coffee,376 University Ave,Palo Alto ,CA,94301.0,(650) 322-6684
1210,Tacolicious,632 Emerson St,Palo Alto ,CA,94301.0,(650) 838-0500
1211,Madison and Fifth,367 University Ave,Palo Alto ,CA,94301.0,(650) 323-3900
1212,Crepevine,367 University Ave,Palo Alto ,CA,94301.0,(650) 323-3900
1213,Pizza A Go-Go,335 University Ave,Palo Alto ,CA,94301.0,(650) 322-8100
1214,Burmaruby Restaurant,326 University Ave,Palo Alto ,CA,94301.0,(650) 285-2770
1215,Sliderbar Cafe,324 University Ave,Palo Alto ,CA,94301.0,(650) 322-7300
1216,A.G. Ferrari Foods,200 Hamilton Ave,Palo Alto ,CA,94301.0,(650) 752-0900
1217,Noah's,278 University Ave,Palo Alto ,CA,94301.0,(650) 473-0751
1218,The Clay Oven,491 Lytton Ave,Palo Alto ,CA,94301.0,(650) 322-8222
1219,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
1220,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1221,Caprino's Italian Restaurant,1000 Sixth Ave,Belmont ,CA,94002.0,(650) 591-4156
1222,Shalizaar Restaurant,3416 Hillcrest Dr,Belmont ,CA,94002.0,(650) 654-0564
1223,Marvin Gardens,1160 Old County Rd,Belmont ,CA,94002.0,(650) 592-6154
1224,Kumud Groceries & Koriander,520 Masonic Way,Belmont ,CA,94002.0,(650) 632-1901
1225,Vivace Ristorante,1910 Ralston Ave,Belmont ,CA,94002.0,(650) 637-0611
1226,Cinnamon's Restaurant & Spirits Lounge,1101 Shoreway Rd,Belmont ,CA,94002.0,(650) 591-1472
1227,Sushi Monster,955 Ralston Ave,Belmont ,CA,94002.0,(650) 595-3965
1228,Avanti Pizza & Pasta,2040 Ralston Ave,Belmont ,CA,94002.0,(650) 508-1000
1229,Cafe Bliss,2039 Ralston Ave,Belmont ,CA,94002.0,(650) 595-1520
1230,Pilgrim Kitchen,311 El Camino Real,Belmont ,CA,94002.0,(650) 592-0638
1231,China Village Seafood Restaurant,600 Ralston Ave,Belmont ,CA,94002.0,(650) 593-1831
1232,Lobster PC Svc,2033 Ralston Ave # 22,Belmont ,CA,94002.0,(650) 483-5005
1233,Sushi Kuu,1001 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 592-1878
1234,Maine & U,889 Ralston Ave,Belmont ,CA,94002.0,(650) 508-8600
1235,Yama Sushi,889 Ralston Ave,Belmont ,CA,94002.0,(650) 508-8600
1236,Mistral,6 Bridge Ct,Belmont ,CA,94002.0,(650) 802-9222
1237,Bangkok House,1316 El Camino Real,Belmont ,CA,94002.0,(650) 726-5247
1238,Classic 101 Burgers & Shakes,575 Ralston Ave,Belmont ,CA,94002.0,(650) 592-0505
1239,Sushi Lover,550 Masonic Way,Belmont ,CA,94002.0,(650) 593-2291
1240,Peacock Indian Cuisine,520 Masonic Way,Belmont ,CA,94002.0,(650) 632-1902
1241,American Fare Pdq,1480 El Camino Real,Belmont ,CA,94002.0,(650) 595-3273
1242,Saint James Gate,1410 Old County Rd,Belmont ,CA,94002.0,(650) 592-5923
1243,IHOP,510 El Camino Real,Belmont ,CA,94002.0,(650) 610-8887
1244,Shalizaar Restaurant,300 El Camino Real,Belmont ,CA,94002.0,(650) 596-9000
1245,Lunardi's Markets,1085 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 591-5768
1246,Whispers Cafe & Creperie,390 El Camino Real Ste F,Belmont ,CA,94002.0,(650) 594-0000
1247,El Metate Taqueria,120 Harbor Blvd,Belmont ,CA,94002.0,(650) 595-1110
1248,Beli Deli,1301 Sixth Ave,Belmont ,CA,94002.0,(650) 593-7311
1249,Peet's Coffee & Tea,1200 El Camino Real,Belmont ,CA,94002.0,(650) 593-3053
1250,Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025
1251,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
1252,Iron Works Barbeque,,,,,(512) 478-4856
1253,Round Table Pizza,,,,,
1254,Pier 39,Pier 41,San Francisco ,CA,94133.0,(415) 762-5625
1255,Olive Garden Italian Restaurant,,,,,
1256,Bay Cafe Restaurant & Banquets,1875 Embarcadero Rd,Palo Alto ,CA,94303.0,(650) 600-3454
1257,Cha Cha Cha,1801 Haight St,San Francisco ,CA,94117.0,(415) 386-7670
1258,The Counter,41 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 212-3200
1259,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1260,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
1261,Tam's Cuisine of China,494 Manor Plz,Pacifica ,CA,94044.0,(650) 359-7575
1262,Harris' Restaurant,2100 Van Ness Ave,San Francisco ,CA,94109.0,(415) 673-1888
1263,Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080
1264,Round Table Pizza,1304 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 573-5858
1265,Round Table Pizza,"61 West 43rd Avenue,Suite 1001",San Mateo ,CA,94403.0,(650) 577-0303
1266,Round Table Pizza,1852 S Norfolk St,San Mateo ,CA,94403.0,(650) 341-0600
1267,Round Table Pizza,1324 El Camino Real,San Carlos ,CA,94070.0,(650) 591-1998
1268,Round Table Pizza,1084 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-7457
1269,Round Table Pizza,430 S Norfolk St,San Mateo ,CA,94401.0,(650) 375-1300
1270,Round Table Pizza,844 N Delaware St,San Mateo ,CA,94401.0,(650) 685-7000
1271,Round Table Pizza,414 Broadway,Millbrae ,CA,94030.0,(650) 697-5520
1272,Round Table Pizza,50 Cabrillo Hwy N,Half Moon Bay ,CA,94019.0,(650) 726-5208
1273,Sushi Main St,696 Mill St,Half Moon Bay ,CA,94019.0,(650) 276-3808
1274,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
1275,Dinner at Buca di Beppo,,,,,
1276,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1277,Caprino's Italian Restaurant,1000 Sixth Ave,Belmont ,CA,94002.0,(650) 591-4156
1278,Shalizaar Restaurant,3416 Hillcrest Dr,Belmont ,CA,94002.0,(650) 654-0564
1279,Marvin Gardens,1160 Old County Rd,Belmont ,CA,94002.0,(650) 592-6154
1280,Kumud Groceries & Koriander,520 Masonic Way,Belmont ,CA,94002.0,(650) 632-1901
1281,Vivace Ristorante,1910 Ralston Ave,Belmont ,CA,94002.0,(650) 637-0611
1282,Cinnamon's Restaurant & Spirits Lounge,1101 Shoreway Rd,Belmont ,CA,94002.0,(650) 591-1472
1283,Sushi Monster,955 Ralston Ave,Belmont ,CA,94002.0,(650) 595-3965
1284,Avanti Pizza & Pasta,2040 Ralston Ave,Belmont ,CA,94002.0,(650) 508-1000
1285,Cafe Bliss,2039 Ralston Ave,Belmont ,CA,94002.0,(650) 595-1520
1286,Pilgrim Kitchen,311 El Camino Real,Belmont ,CA,94002.0,(650) 592-0638
1287,China Village Seafood Restaurant,600 Ralston Ave,Belmont ,CA,94002.0,(650) 593-1831
1288,Lobster PC Svc,2033 Ralston Ave # 22,Belmont ,CA,94002.0,(650) 483-5005
1289,Sushi Kuu,1001 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 592-1878
1290,Maine & U,889 Ralston Ave,Belmont ,CA,94002.0,(650) 508-8600
1291,Yama Sushi,889 Ralston Ave,Belmont ,CA,94002.0,(650) 508-8600
1292,Mistral,6 Bridge Ct,Belmont ,CA,94002.0,(650) 802-9222
1293,Bangkok House,1316 El Camino Real,Belmont ,CA,94002.0,(650) 726-5247
1294,Classic 101 Burgers & Shakes,575 Ralston Ave,Belmont ,CA,94002.0,(650) 592-0505
1295,Sushi Lover,550 Masonic Way,Belmont ,CA,94002.0,(650) 593-2291
1296,Peacock Indian Cuisine,520 Masonic Way,Belmont ,CA,94002.0,(650) 632-1902
1297,American Fare Pdq,1480 El Camino Real,Belmont ,CA,94002.0,(650) 595-3273
1298,Saint James Gate,1410 Old County Rd,Belmont ,CA,94002.0,(650) 592-5923
1299,IHOP,510 El Camino Real,Belmont ,CA,94002.0,(650) 610-8887
1300,Shalizaar Restaurant,300 El Camino Real,Belmont ,CA,94002.0,(650) 596-9000
1301,Lunardi's Markets,1085 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 591-5768
1302,Whispers Cafe & Creperie,390 El Camino Real Ste F,Belmont ,CA,94002.0,(650) 594-0000
1303,El Metate Taqueria,120 Harbor Blvd,Belmont ,CA,94002.0,(650) 595-1110
1304,Beli Deli,1301 Sixth Ave,Belmont ,CA,94002.0,(650) 593-7311
1305,Peet's Coffee & Tea,1200 El Camino Real,Belmont ,CA,94002.0,(650) 593-3053
1306,Fishermen's Grotto,9 Fishermans Wharf,San Francisco ,CA,94133.0,(415) 673-7025
1307,The Spinnaker,100 Spinnaker Dr,Sausalito ,CA,94965.0,(415) 413-0201
1308,Iron Works Barbeque,,,,,(512) 478-4856
1309,Round Table Pizza,,,,,
1310,Pier 39,Pier 41,San Francisco ,CA,94133.0,(415) 762-5625
1311,Olive Garden Italian Restaurant,,,,,
1312,Bay Cafe Restaurant & Banquets,1875 Embarcadero Rd,Palo Alto ,CA,94303.0,(650) 600-3454
1313,Cha Cha Cha,1801 Haight St,San Francisco ,CA,94117.0,(415) 386-7670
1314,The Counter,41 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 212-3200
1315,Iron Gate Restaurant,1360 El Camino Real,Belmont ,CA,94002.0,(650) 592-7893
1316,Jing-Jing Szechwan Hunan Gourmet,443 Emerson St,Palo Alto ,CA,94301.0,(650) 328-6885
1317,Tam's Cuisine of China,494 Manor Plz,Pacifica ,CA,94044.0,(650) 359-7575
1318,Harris' Restaurant,2100 Van Ness Ave,San Francisco ,CA,94109.0,(415) 673-1888
1319,Chantilly Restaurant,3001 El Camino Real,Redwood City ,CA,94061.0,(650) 321-4080
1320,Round Table Pizza,1304 W Hillsdale Blvd,San Mateo ,CA,94403.0,(650) 573-5858
1321,Round Table Pizza,"61 West 43rd Avenue,Suite 1001",San Mateo ,CA,94403.0,(650) 577-0303
1322,Round Table Pizza,1852 S Norfolk St,San Mateo ,CA,94403.0,(650) 341-0600
1323,Round Table Pizza,1324 El Camino Real,San Carlos ,CA,94070.0,(650) 591-1998
1324,Round Table Pizza,1084 Foster City Blvd,Foster City ,CA,94404.0,(650) 341-7457
1325,Round Table Pizza,430 S Norfolk St,San Mateo ,CA,94401.0,(650) 375-1300
1326,Round Table Pizza,844 N Delaware St,San Mateo ,CA,94401.0,(650) 685-7000
1327,Round Table Pizza,414 Broadway,Millbrae ,CA,94030.0,(650) 697-5520
1328,Round Table Pizza,50 Cabrillo Hwy N,Half Moon Bay ,CA,94019.0,(650) 726-5208
1329,Sushi Main St,696 Mill St,Half Moon Bay ,CA,94019.0,(650) 276-3808
1330,Starbucks Coffee,1071 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 594-9663
1331,A G Ferrari Foods,1050 El Camino Real Ste D,Belmont ,CA,94002.0,(650) 632-1655
1332,Sunshine Cafe,1397 El Camino Real,Belmont ,CA,94002.0,(650) 654-1230
1333,Papa Murphy's Take N Bake Pizza,1602 El Camino Real,Belmont ,CA,94002.0,(650) 594-4877
1334,Toby McMillen,1926 Oak Knoll Dr,Belmont ,CA,94002.0,(650) 453-3926
1335,Avanti Restaurants,2040 Ralston Ave,Belmont ,CA,94002.0,(650) 508-1000
1336,Coyote's Mexican Cafe,1003 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 595-1422
1337,Doc's Bagels,1027 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 592-4000
1338,Jimmy's Cafe,1094 Alameda De Las Pulgas,Belmont ,CA,94002.0,(650) 632-1954
1339,Silly Gelato and Crepe,1035 Ralston Ave,Belmont ,CA,94002.0,(650) 488-8003
1340,Olivera's Almonds,425 Old County Rd Ste C,Belmont ,CA,94002.0,(650) 593-2044
1341,Rangoon Ruby Investment,1000 Sixth Ave,Belmont ,CA,94002.0,(650) 591-4156
1342,Mr. Pickle's Sandwich Shop,891 Ralston Ave,Belmont ,CA,94002.0,(650) 631-3653
1343,Le Papillon,865 Ralston Ave,Belmont ,CA,94002.0,(650) 592-1100
1344,Toto's Pizzeria & Restaurant,1250 El Camino Real Ste B,Belmont ,CA,94002.0,(650) 631-8686
1345,Chuck Donut,641 Ralston Ave,Belmont ,CA,94002.0,(650) 592-6404
1346,Donut Wheel,641 Ralston Ave,Belmont ,CA,94002.0,(650) 592-6404
1347,Chez Saigon Thai & Vietnamese Restaurant,1316 El Camino Real,Belmont ,CA,94002.0,(650) 591-9888
1348,Holiday Liquors & Deli,601 Ralston Ave,Belmont ,CA,94002.0,(650) 592-7881
1349,Old County Deli,1331 Old County Rd,Belmont ,CA,94002.0,(650) 593-6376
1350,Cafe Mossant,1400 El Camino Real,Belmont ,CA,94002.0,(650) 654-7700
1351,All For Dessert Inc.,550 Masonic Way,Belmont ,CA,94002.0,(650) 593-3505
1352,Godfather's Burger Lounge,1500 El Camino Real,Belmont ,CA,94002.0,(650) 637-9257
1353,Kim's Cafeteria,477 Harbor Blvd,Belmont ,CA,94002.0,(650) 593-2756
1354,Blue Sky Cafe,1625 El Camino Real Ste 9,Belmont ,CA,94002.0,(650) 595-0228
