ID_A,ID_B,Flag,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
6482,1063,,Boyd's Good Eats,Osteria,26426,94301,256 Hill Top Ln,247 Hamilton Ave
9578,4294,,Wing Street,Kona Grill,61611,75225,304 W Washington St,8687 N Central Exwy
291,892,,Ahoy's Bar-B-Que,Viognier,95050,94401,2367 El Camino Real,222 E 4th Ave
9573,3727,,Happy Fish Sushi,Formula,61606,10506,1200 W Main St Ste 22,136 Long Ridge Rd
5531,5901,,Olive Garden Italian Restaurant,Chappaqua Animal Hospital,,10514,,495 King St
935,4720,,Round Table Pizza,Rochester Clothing,94401,11030,844 N Delaware St,1625 Northern Blvd
8147,4075,,Market Street Studio & Bistro,Sea Jasmine Thai Cuisine,27320,32958,231 S Scales St,971 Sebastian Blvd
5681,4826,,Arby's,Five Guys Burgers and Fries,63124,34109,8860 Ladue Rd Ste 210,1410 Pine Ridge Rd
5364,5331,,Burkes Restaurant and Bar,Venice Restaurant & Pizza,10704,6877,645 Bronx River Rd,125 Danbury Rd
10556,3050,,Nico's Pizzeria,MasterCard International,12305,10577,441 State St,2000 Purchase Street
6375,4651,,Candicci's,Wedding Salon of Manhasset,63011,11030,100 Holloway Rd,1468 Northern Blvd
164,4553,,Antojitos Salvadorenos Restaurant,Cyc Fitness,94085,30326,911 E Duane Ave Ste A,3393 Peachtree Road NE
524,1960,,Lucky Chinese Restaurant Mountain View,Salon Republic,94040,90035,1040 Grant Rd Ste 100,9911 W Pico Blvd
2979,4255,,China Garden,True Food Kitchen,10601,75225,260 Main St,"8383 Preston Ctr Plz, Ste 100"
9361,4693,,The Smokin Cantina,Le French Park Ave Cleaners Inc,76258,11030,1017 N Hwy 377,573 Plandome Rd
6019,1694,,La Camelia Restaurant,Scudders Performance,10549,,234 N Bedford Rd,Serving Sparks and the Surrounding Area
11063,3667,,Starbucks Coffee,Banksville Market,25801,10506,308 Galleria Plz,16 Greenwich Rd
7854,3566,,Ruby Tuesday,Cheriefoto,58103,90210,2535 23rd Ave S,Serving Los Angeles and the Surrounding Area
7866,3838,,Pizza Ranch,Emme Nailspa,56529,78256,1504 Center Ave W,17803 La Cantera Terrace
3497,3049,,Vasolas Delicatessent Inc,Broadway Pizza,10506,10603,4 Bedford Banksville Rd,616 N Broadway
6220,6002,,Moderno,Animal Hospital of West Lake Forest,60035,60045,1850 2nd St,1089 Conway Rd
4746,3196,,Green Cactus,Mother Earth Sanctuary Cafe,11577,33460,215 Mineola Ave,410 2nd Ave N
10230,860,,China Restaurant,El Palenque Taqueria,56301,94401,3520 W Division St,15 N Kingston St
10269,132,,Number One Wok,Asia Village,56303,94086,2104 8th St N,747 S Wolfe Rd
1791,47,,The Cellar,Off The Stick Kabob Grill,90067,94085,1880 Century Park E Ste 102,927 E Arques Ave
3404,3911,,Casa Bianca Pizza Pie,Kilted Mermaid,90041,32960,1650 Colorado Blvd,1937 Old Dixie Hwy
10396,4284,,Sam & Louie's New York Pizzeria,Penne Pomodoro,66749,75205,2150 N State St,6815 Snider Plz
11244,120,,Hillsborough BBQ Company,Auto Champs,27278,94085,236 S Nash St,771 N Mathilda Ave
1810,4335,,The Stand,Oasis Restaurant,90067,75206,2000 Avenue Of The Stars,5945 Greenville Ave
744,111,,Vivis Cafe,Calderon Tire Service,94061,94086,764 Woodside Rd,205 E Washington Ave
9395,5145,,The New Taiwan Buffet,La Nasa Laura Phd,76240,11724,"1221 N Grand Ave, Gainesville TX, 76240",3 Harbor Rd
6040,3635,,Buffalo Wild Wings,Pilates on the Green,60077,10506,4999 Old Orchard Ctr Unit D-150,26 Village Grn
182,3848,,Daddy Dough Bake Shop,Palmer Course at La Cantera,94085,78255,907 E Duane Ave,17865 Babcock Rd
7733,3755,,Jade Lee Kitchen,Cuppencake,1420,78257,96 Franklin Rd,22211 IH 10 W
1360,3662,,Redwood Shores,Powell Septic Svce,94002,10506,1111 Shoreway Rd,442 Old Post Rd
5304,3788,,Penne Lane Pasta Co,Chick-fil-A,11746,78257,1345 New York Ave,18203 W Ih 10
6657,5232,,Formosa Restaurant,Marshall F J DDS,22554,11724,315 Garrisonville Rd Ste 103,56 Turkey Ln
3930,3386,,Grind and Grape,Puppet Bike,32963,60606,925 Bougainvillea Ln,The Loop
7589,5386,,Mamie's Cafe & Homemade,Tazza Cafe,16662,6877,110 E Allegheny St,408 Main St
2449,3455,,Starbucks Coffee,The Delicious Cook,90210,90024,9844 Wilshire Blvd,Serving Los Angeles and the Surrounding Area
6382,5125,,Rib City,Beth Estergomy LCSW,63131,11724,1181 Colonnade Ctr,3 Harbor Rd
4082,5752,,Cafe Chino,Treats Unleashed,77027,63124,3285 Southwest Fwy,8861 Ladue Rd
8504,2917,,Hoagies,Ron Blacks Beer Hall,61832,10601,1114 E Voorhees St,181 Mamaroneck Ave
10748,1077,,Bk Donuts,Tacolicious,79605,94301,14TH & Texas Ave,632 Emerson St
7372,1705,,Ruby Tuesday,Piccolo Ristorante Italiano,15501,94025,1019 N Center Ave,651 Oak Grove Ave
7499,1765,,Linda's Little General,G Lynette Sargentini,16650,94025,6453 Raystown Rd,859 Oak Grove Ave
2891,3917,,Mcbee Systems,The Barefoot Cafe,10577,32960,2900 Westchester Ave,2036 14th Ave
10758,1827,,Pizza Mark,Angelo Mio,76464,94025,330 Fisher St,820 Santa Cruz Ave
8030,617,,Hibashi Teppan Grill & Sushi Bar,Orchard Supply Hardware,75244,94404,13465 Inwood Rd Suite 100,1010 Metro Center Blvd
8448,4944,,Pappasito's Cantina,Hendrickx Belgian Bread Crafter,77069,60611,7050 Fm 1960 Rd W,100 E Walton St
1105,2081,,Steam,Starbucks,94301,92014,209 University Ave,2707 Via De La Valle
8410,613,,Pappasito's Cantina,Top of the Market,77010,94403,1600 Lamar St Hilton Americas,1855 S Norfolk St
8753,3848,,Bobby Simon's,Palmer Course at La Cantera,18901,78255,52 E State St # K,17865 Babcock Rd
2253,3673,,MacArthur Park,Village Svce Cntr,94301,10506,27 University Ave,193 Pound Ridge Rd
9351,855,,Pellegrino's Italian Restaurant,Takahashi Market,76258,94401,212 S Washington St,221 S Claremont St
4607,5926,,Villa Milano,Paris Interiors Incorporated,11030,10514,168 Plandome Rd,211 King St
8956,4170,,Julie N Dave's Restaurant,Guadalajara Del Centro,54812,77002,1710 E Division Ave,1201 San Jacinto St
1398,2224,,Silver House,Ron Ramies Automotive,94403,94028,2224 S El Camino Real,115 Portola Rd
10324,5042,,Lucky Garden Chinese Rstrnt,Bistronomic,71654,60611,905 Highway 65 S,840 N Wabash Ave
1112,2442,,Ray's Crab Shack,Bouchon Bistro,94560,90210,5989 Mowry Ave,235 N Canon Dr
7483,4829,,Traditions Restaurant,Old Europe Bistro,16662,34109,2329 Curryville Rd,2464 Vanderbilt Beach Rd
7169,4757,,Augies Numero #1 Restaurant & Pizza,Top Gun Karate,6810,11030,30 Germantown Rd,1170 Northern Blvd
6016,441,,Pamfila Restaurant INC,Main Movers,10594,,1006 Broadway,Serving Mountain View and the Surrounding Area
5685,1256,,Lombardo's Trattoria,Baltica,,94403,,33 W 25th Ave
11331,2385,,Mangrum Country Inn Restaurant,Nozawa Bar,74764,90210,,212 N Canon Dr
2124,2773,,All-American BBQ & Picnic Co.,Tajin,94301,10006,,85 Greenwich St
8651,4436,,El Rio Lindo,New York Prime,72342,30326,101 Missouri,3424 Peachtree Rd NE
9969,2680,,Peggy's Liberty Plaza Restaurant,Aloha Maids,16508,92660,3512 Liberty St,Serving Newport Beach and the Surrounding Area
7980,3429,,Pappasito's Cantina,Greystone Park and Mansion,75220,90210,10433 Lombardy Ln,905 Loma Vista Dr
11778,4165,,Aaron's Barbecue & Grill,Coaches Pub,65655,77002,403 Harlin Dr,2204 Louisiana St
429,5121,,El Chalateco,Educators Realty,95050,11724,2323 The Alameda,117 Main St
9039,5240,,Brunetti's Express Restaurant,Harbor Teachers Assn,23116,11724,9167 Atlee Rd,Turkey Ln
656,2692,,El Grullense Grill,Walkow Orthodontics + Pediatric Dentistry,94061,92660,768 Woodside Rd,360 San Miguel Dr
9096,2232,,Noodles & Company,Monte Bello Open Space Preserve,23111,,7291 Battle Hill Dr Ste C,Page Mill Rd
2909,241,,Marketplace Cafe - Nordstrom The Westchester,Preferred Auto Repair,10601,,135 Westchester Ave,Serving Santa Clara and the Surrounding Area
178,3480,,TL BEER GARDEN (Taverna Lounge),Royce Hall - UCLA,94085,90095,769 N Mathilda Ave,340 Royce Dr
3560,5899,,Sahara Restaurant,Oak Lane Child Care Center,11223,10514,2337 Coney Island Ave,49 Memorial Dr
8934,3502,,Olive Garden Italian Restaurant,"Jonathan Nissanoff, MD",,90210,,8670 Wilshire Blvd.
5711,4253,,Amighetti's,Hillstone Restaurant,63119,75225,9631 Manchester Rd,8300 A Preston Rd
7847,2156,,King House Buffet,Corey Murphy,58102,92130,122 Broadway N,Serving Encinitas and the Surrounding Area
11448,722,,Peter Piper Pizza,Red Morton Community Park,76710,94061,120 S New Rd,1120 Roosevelt Ave
10751,4775,,A M Donut & Croissants,The Crust Pizza,79504,34108,425 Interstate 20 E,875 Vanderbilt Beach Rd
4000,5392,,Beef 'O' Bradys,Starbucks,32962,6840,782 S US Highway 1,88 Park St
4163,1267,,"Gabby's Ribs, Steaks, & Bar-B-Q",Bay Area Boxing,77087,94002,4659 Telephone Rd,210 El Camino Real
2462,1453,,Pasta Pomodoro,Menlo BBQ,92657,94025,21133 Newport Coast Dr,555 Willow Rd
11689,4597,,Taco Bar,Stresa Italian Restaurant,20878,11030,10003 Fields Rd Ste B,1524 Northern Blvd
1237,1478,,Bangkok House,Country Corner,94002,94025,1316 El Camino Real,3207 Alameda de Las Pulgas
9401,1302,,Kathy's Country Kitchen,Contemporary Dental,76227,94403,423 Tisdell Ln,105 37th Ave
4090,981,,Mia Bella,Artistry Beauty Nail Salon,77002,94401,1204 Caroline St,512 E 3rd Ave
1157,4589,,Workshop Burgers,River Street Sweets,94301,30326,233 University Ave,3500 Peachtree St
9906,1963,,T.G.I. Friday's,"Farshid Sam Rahbar, MD, FACP, ABIHM",16509,90067,6755 Peach St,2080 Century Park E
10251,2965,,HomeTown Buffet,The Westchester,56307,10601,460 Huskie Dr,125 Westchester Ave
5078,171,,West Egg Cafe,Delicious Crepes Bistro,60611,95050,620 N Fairbanks Ct,57 Washington St
310,1547,,Round Table Pizza,George & Sons Garage Doors,,89434,,Serving Reno and the Surrounding Area
8753,3357,,Bobby Simon's,OVIE Bar & Grill,18901,60606,52 E State St # K,120 N Canal St
1966,1772,,Filippi's Pizza Grotto,Bistro Vida,92131,94025,9969 Mira Mesa Blvd,641 Santa Cruz Ave
4948,162,,Little Bar Restaurant,Pho Nam,34140,94087,PO Box 717,844 W El Camino Real
7190,2198,,The Cheesecake Factory,Diamond Boutique,6810,92014,7 Backus Ave,2710 Via De La Valle
4124,5156,,Olive Garden Italian Restaurant,Beztech,,11724,,52 Main St
2427,3854,,Crescent Hotel Cafe,Saks Fifth Avenue OFF 5th,90210,78257,403 N Crescent Dr,5819 Worth Pkwy
1291,1810,,Yama Sushi,Akasaka Sushi,94002,94025,889 Ralston Ave,925 El Camino Real
6180,3310,,Sage Grille,Mi-Te Printing & Graphics,60040,60602,260 Green Bay Rd,180 W Washington St
11158,1322,,Sandwich,Blue Line Pizza,27516,94070,407 W Franklin St,1201 San Carlos Ave
6041,532,,Buca Italian Restaurant,Chatime,,94404,,969A Edgewater Blvd
8029,2260,,Pappasito's Cantina,Hanna House,75220,94305,10433 Lombardy Ln,737 Frenchmans Rd
382,83,,Joao's Restaurant,"BreakThrough Physical Therapy, Inc.",95050,94086,57 Washington St,263 N Mathilda Ave
4452,2730,,Shula's Steak Houses,Battery Park,30326,10004,3405 Lenox Rd NE,Financial District
2822,5760,,Ruben's Empanadas,Nordstrom,10004,63117,15 Bridge St,1453 Saint Louis Galleria
5727,2834,,The Original Pancake House,National Museum of the American Indian,63124,10004,8817 Ladue Rd,1 Bowling Grn
482,4605,,California BBQ,La Coquille,94043,11030,1350 Pear Ave Ste D,1669 Northern Blvd
7793,5150,,Toscana Restaurant,Cirrus Air Technologies,58102,11724,202 Broadway N,60 Main St
3469,2504,,Anejo Cantina & Grill,Street Kings Gourmet Food Truck,91403,90212,14755 Ventura Blvd,269 S Beverly Dr
1465,2891,,Round Table Pizza,Pepsi Gardens,94061,10577,128 Woodside Plz,700 Anderson Hill Rd
2996,5746,,Splendid Diner,St. Louis Smoothie,10601,63124,106 Mamaroneck Ave,9914 Clayton Rd
3168,976,,Fire Rock Pizza,Oidon,33401,94401,1 N Clematis St,71 E 4th Ave
6678,5023,,Hong Kong,The Local Chicago,22556,60611,1075 Garrisonville Rd Ste 111,198 E Delaware Pl
8287,4002,,Pizza Hut,Riverside Cafe,27288,32963,730 Linden Drive,1 Beachland Blvd
7051,365,,China City Buffet,"Moore Architects, PC",73005,,711 S Mission St,Serving Mountain View and the Surrounding Area
10617,4970,,Deangelos Restaurant,Devon Seafood Grill,12303,60611,1510 Chrisler Ave,39 E Chicago Ave
8273,1480,,Sakura,The Pet Place,27288,94025,640 S Van Buren Rd,777 Santa Cruz Ave
3248,2689,,The Bagel Restaurant & Deli,Bellagio Spas & Salons,60657,92657,3107 N Broadway St,21165 Newport Coast Dr
10517,3024,,Lucky Wok,The Atrium,12308,10573,1810 Van Vranken Ave,975 Anderson Hill Rd
7992,2646,,Mama Faye's BBQ,Newport Beach Public Library,75226,92663,2933 Commerce St,1000 Avocado Ave
4876,4631,,AAA Coney Island,Lululemon Athletica,34108,11030,9853 Tamiami Trl N Ste 106,1950 Northern Blvd
1630,1384,,Una Mas,Carpaccio,94025,94025,683 Santa Cruz Ave,1120 Crane St
9424,192,,Rice Pot Express,Dusita Thai Cuisine,75078,95050,1049 N Preston Rd,2325 El Camino Real
1848,2599,,Trimana,The Resort at Pelican Hill,90067,92657,1875 Century Park E # C,22701 S Pelican Hill Rd
2437,3156,,Kumo Technology,Cafe Via Flora,90210,33480,9663 Santa Monica Blvd,240 Worth Ave
3156,5510,,Blue Front BBQ,The Mac Shop,33401,19806,1132 N Dixie Hwy,21A Trolley Sq
5146,377,,Corner Bakery Cafe,Spark Appliance Repair,60611,,676 N Saint Clair St Lbby 103,Serving Mountain View and the Surrounding Area
2457,6079,,Tamarind of London,Lake Forest Health & Fitness Center,92657,60045,7862 E Coast Hwy,1200 N Westmoreland Rd
10906,436,,218 Bar,Cooper & Gamble Real Estate,55792,,218 Chestnut St,Serving Mountain View and the Surrounding Area
8688,2547,,August Moon Chinese Restaurant,Beverly Hills Concierge Doctor,72390,90210,108 Garland Ave,9400 Brighton Way
11733,6097,,Shelly B's,Brook Furniture Rental,63555,60045,361 E Grand Ave,100 Frield Drive
10218,1674,,Olive Garden Italian Restaurant,Royal Floors,,,,Serving Fernley and the Surrounding Area
10346,498,,Olive Garden Italian Restaurant,Dent Discount Mobile,,,,Serving San Jose and the Surrounding Area
10191,1371,,Howie's Corner Bar Office,DAVIDsTEA,56375,94301,1 Main St E,318 University Ave
743,5567,,World Gourmet Buffet,Talbots,94538,19807,6010 Stevenson Blvd,3801 Kennett Pike Ste E155
4025,910,,Italian Grill,Sozai Corner,32966,94401,2180 58th Ave,71 E 4th Ave
2990,3600,,Corleone S Ii Pizza,Tory Electric,10601,10506,206 Mamaroneck Ave,Serving Bedford and the Surrounding Area
3244,3377,,Sopraffina Marketcaffe,Asada Mexican Grill,60606,60606,222 W Adams St,180 N Wells St
3265,302,,Corner Bakery Cafe,FNS Training Center,60606,95051,444 W Jackson Blvd,2342 Walsh Ave
4334,3789,,Lins China Diner,The Cheesecake Factory,75225,78256,5930 Park Ln,15900 La Cantera Parkway
11790,421,,Brendas Corner Restaurant,Michelle Damas Photography,65775,,2055 E State Route K,Serving Mountain View and the Surrounding Area
4880,3898,,Skillets,Taste Crepes & More,34108,78205,875 Vanderbilt Beach Rd,17503 La Cantera Pkwy
2875,620,,Azteca Paradise Restaurant,Zalles Racquet Sports,10523,94404,210 Saw Mill River Rd,969 Edgewater Blvd
7473,5750,,Savannah's,Mandarin House Restaurant,15904,63114,1103 Scalp Ave,9150 Overland Plz
9336,666,,Al Biernat's,California Cuisine,75219,94403,4217 Oak Lawn Ave,1862 S Norfolk St
10936,2415,,Foster's Restaurant,Mariposa,25801,90212,121 Main St,9700 Wilshire Blvd
821,1626,,Russian Family Restaurant,Cherry Bomb Catering,94063,,2086 Broadway St,Serving Reno and the Surrounding Area
5864,4183,,Crabtree's Kittle House,Maple Leaf Pub,10514,77006,11 Kittle Rd,514 Elgin St
6325,3392,,Olive Garden Italian Restaurant,CH Distillery,,60661,,564 W Randolph St
269,3723,,Sara's Kitchen,Back Barn Farm,95050,10506,1595 Franklin St,203 Greenwich Ave
2916,5236,,Shogun Trading Co Inc,Powles Marina,10604,11724,2 Gannett Dr Ste 101,74 Harbor Rd
5378,838,,Blind Charlie's Cafe,Alan Test Only - Smog Test Station,10576,94063,"76 Westchester Ave, Pound Ridge NY, 10576",2627 Middlefield Rd
4047,4865,,Cabo Mix-Mex Grill,Steamers of Naples,77002,34109,419 Travis St,5317 Airport Pulling Rd N
7953,5573,,Mac's Barbecue,Pure Yoga Pilates Studio,75226,19806,3933 Main St,14 A Trolley Sq
492,2599,,Amici's East Coast Pizzeria,The Resort at Pelican Hill,94041,92657,790 Castro St,22701 S Pelican Hill Rd
990,5820,,Spiedo Restaurant,21 Studio Nail,94401,10514,223 E 4th Ave,21 King St
10470,913,,Fourth Lake Diner,Central Park Bistro,12822,94401,397 Angel Rd,181 E 4th Ave
5913,3430,,Old Stone Trattoria,UCLA Franklin D Murphy Sculpture Garden,10514,90095,425 King St,Charles E Young Dr E
2177,888,,Ray's,Pancho Villa Taqueria,94305,94401,750 Escondido Rd,365 S B St
1009,5441,,B Street & Vine,Pizza by Elizabeths,94401,19807,320 S B St,3801 Kennett Pike
4318,5914,,Tramontana,Chappaqua Airport & Limousine Service,75225,10514,8220 Westchester Dr Ste B,99 N Greeley Ave
3951,3401,,Nino's Cafe,Vibrato Grill Jazz,32963,90077,1006 Easter Lily Ln,2930 N Beverly Glen Cir
6981,2335,,Pappadeaux Seafood Kitchen,At Leisure Travel,77013,94025,3950 Trailmobile Dr,"Portola Valley, CA"
4176,713,,Pappas Catering,Caffino,77057,94061,6445 Richmond Ave,2797 El Camino Real
8718,499,,Cypress Corner Bar-B-Q,Verducci Event Productions,72355,,8298 Highway 1 S,Serving Berkeley and the Surrounding Area
9224,782,,The Cabin,K & L Wine Merchants,61568,94061,21869 State Route 9,3005 El Camino Real
476,5820,,To Chau,21 Studio Nail,94041,10514,853 Villa St,21 King St
897,1319,,Porterhouse,Bellissima Hair Salon,94401,94403,60 E 3rd Ave,4060 S El Camino Real
4766,4440,,Dom & Luigi's Smokehouse,Zinburger Wine & Burger Bar,11791,30326,,3393 Peachtree Rd NE
4127,3064,,Peter Piper Pizza,Palm Beach Grill,,33480,,340 Royal Poinciana Way
8334,5488,,Le's Fast Food,Columbus Inn,77028,19806,8617 Mesa Dr,2216 Pennsylvania Ave
7423,5652,,Bella's Pizzeria,I Love Mr Sushi,15963,63132,1605 Jefferson Ave,9443 Olive Blvd
9604,4095,,Basta Eastport,Brooklyn Meatball Co.,61611,77002,2517 N Main St,930 Main St
3414,2774,,Pho 21,Oral & Maxillofacial Surgery of New York,90005,10004,705 S Western Ave,42 Broadway
6470,3436,,O'Charley's,Viking Repair Los Angeles,63026,90210,190 Gravois Bluffs Cir,Beverly Crest
9607,820,,LaGondola Spaghetti House,Mehta Plastic Surgery,61614,94027,700 E War Memorial Dr,3351 El Camino Real
8234,1817,,Short Sugars Drive In,"Winston Vaughan, MD",27320,94027,1328 S Scales St,"3351 El Camino Real, Ste 200"
3368,2999,,T.G. Express Thai Restaurant,Plush Salon,90057,10601,1906 W 3rd St,33 S Broadway
7695,3791,,El Bohio Restaurant,Yummi Sushi Japanese Restaurant & Sushi Bar,1420,78257,362 Main St,24165 IH 10 W
11598,4659,,Paisano's Pizza,Mykonos Restaurant,20878,11030,824 Muddy Branch Rd,172 Plandome Rd
1742,3935,,Rojoz Gourmet Wraps,Mo-Bay Grill,94301,32958,60 El Camino Real,1401 Indian River Dr
6251,5829,,Iron Works Barbeque,Tiffany Nails and Spa,,10514,,26 King St
9600,57,,Big Momma Soul Foods,In-N-Out Burger,61604,94087,3611 W Harmon Hwy,604 E El Camino Real
9684,567,,HuHot Mongolian Grill,Olives,57110,94404,5430 E Arrowhead Pkwy,969-J Edgewater Blvd
6248,26,,Edgerton Bakery,Bagel Street Cafe,56128,94087,808 Main St,348 W Maude Ave
817,4681,,Quinto Sol,Plandome Haircutters,94063,11030,2201 Broadway St,367 Plandome Rd
5876,3433,,Desert Moon Cafe Inc,Feast At Rieber,10514,90049,89 Oak Hill Rd,"Westwood, UCLA"
5783,4551,,CBS Barbeque & Cafe Brown Stones Catering,Cafe At Pharr,63102,30305,"5508 St. Louis Ave., St. Louis, Mo 63102",3145 Peachtree Rd
2378,5929,,Mastro's Penthouse,Peter and the Wolf School of Music,90210,10514,246 N Canon Dr,201 King St
4085,2503,,Marks American Cuisine,Brighter Minds Tutoring,77006,90210,1658 Westheimer Rd,Serving Beverly Hills and the Surrounding Area
2471,1854,,Piccolo,Red Lantern Cycles,92657,94025,22701 Pelican Hill Rd S,640 Menlo  Ave
6817,3917,,Daylight Donuts,The Barefoot Cafe,67748,32960,112 Center Ave,2036 14th Ave
11645,2216,,Buca di Beppo,Parkside Grille,20878,94028,122 Kentlands Blvd,884 Portola Rd
8611,5724,,Burger King,The Ritz-Carlton Cigar Lounge and Bar,61833,63105,1629 Georgetown Rd,100 Carondelet Plz
5974,5452,,Hunan Garden 88 Inc,Southeast Kitchen,10510,19806,86 N State Rd,1901 Delaware Ave
595,4050,,Joy Restaurant,Original Tiki Bar,94404,34950,1489 Beach Park Blvd,2 Ave A
11393,3520,,Golden Corral Restaurants,The Bees Knees Studio,76710,90024,618 N Valley Mills Dr,"1051 Glendon Ave, Ste 122"
3933,3529,,Polo Deli,Diddy Riese,32963,90024,2916 Cardinal Dr,926 Broxton Ave
4788,485,,Panevino Italian restaurante,Bay Area Dinner Show,34108,,8853 Tamiami Trl N,Serving Cupertino and the Surrounding Area
1890,1424,,Illinois Dolce Cafe,El Grullense,90067,94063,1840 Century Park E # 105,795 5th Ave
5331,3465,,Panella's Deli,University of California Los Angeles - UCLA,10576,90095,78 Westchester Ave,405 Hilgard Ave
3283,3498,,NYC Bagel Deli,Wolfgang Puck Express,60606,90095,300 S Wacker Dr,308 Westwood Plz
9671,2274,,Ruby Tuesday,Thornewood Open Space Preserve,57103,94062,3308 E 10th St,825 La Honda Rd
8743,1496,,Outback Steakhouse,Parasol Beauty Atelier,18929,94301,2520 York Rd,470 Hamilton Ave
8852,110,,P.F. Chang's,Katana Sushi & Sake,18976,94087,721 Easton Rd,411 E El Camino Real
1492,2848,,Menlo Grill Bistro & Bar,Cobbler Express,94025,10005,100 El Camino Real,60 Wall St
9008,2818,,Fifth Street Saloon,Express Power Lunch,54812,10005,48 S 5th St,Financial District
1114,3693,,Fishermen's Grotto,"Michelle Boscia, Long Term Care Insurance Specialist",94133,10506,9 Fishermans Wharf,7 Oliver Rd
7326,827,,Olive Garden Italian Restaurant,Peninsula Irrigation Company,,94063,,Serving Redwood City and the Surrounding Area
9683,5029,,Denny's,Rosebud on Rush,57103,60611,4001 E 10th St,720 N Rush St
10111,611,,Olive Garden Italian Restaurant,Tacos Peralta,67037,94407,1718 N Rock Rd,342 E Hillsdale Blvd
3752,3807,,Kumori Sushi & Teppanyaki,Bourbon Street Seafood Kitchen,78258,78255,700 E Sonterra Blvd Suite 308,24165 IH 10 W
11193,1504,,Family House of Chapel Hill,Charisma Salon,27516,94025,7323 Crescent Ridge Dr,203 El Camino Real
3765,4504,,Hosbrau Restaurant & Beer Haus,Cafe 100,78257,30326,18403 W Interstate 10,3340 Peachtree Rd NE
9969,5935,,Peggy's Liberty Plaza Restaurant,NSA Airport Service,16508,10514,3512 Liberty St,200 King ST
2826,1683,,Bendix Diner,Oasis Cleaning Services,10004,,17 State St,Serving Reno and the Surrounding Area
4573,6006,,Wayport,R & V Italian Market & Deli,30326,60045,3368 Peachtree Rd NE,13801 West Laurel Drive
4708,805,,Dougies BBQ Great Neck Inc,Nutrishop Redwood City,11021,94063,105 Middle Neck Rd,1065 El Camino Real
3508,1284,,China Star,B Bros Hauling,10510,94002,"231 Half S Highland Ave, Briarcliff Manor NY, 10510",Serving Belmont and the Surrounding Area
2928,919,,Burkes Restaurant and Bar,The Sandwich Spot,10704,94401,645 Bronx River Rd,65 E 4th Ave
7348,1947,,Olive Garden Italian Restaurant,Kelly Smile Dentistry,,90067,,2080 Century Park E
4517,292,,Agatha's A Taste Of Mystery,Star Cafe,30303,95110,161 Peachtree Center Ave NE,2001 Gateway Pl
8976,3603,,McDonald's,Chase Bank,54889,10506,638 US Highway 8 63,634 Old Post Rd
9395,5730,,The New Taiwan Buffet,Pizzino,76240,63105,"1221 N Grand Ave, Gainesville TX, 76240",7600 Wydown Blvd
2326,1564,,Harvelle's,Anytime Locksmith,90401,,1432 4th St,Serving Reno and the Surrounding Area
7703,4767,,Espresso Pizza,The Pub Naples,1420,34108,584 Main St,9118 Strada Pl
9470,5442,,Denny's,Purebread Deli,76207,19807,4007 N Interstate 35,4001 Kennett Pike
9500,5848,,Olive Garden Italian Restaurant,World Cup Nursery School & Kindergarten,,10514,,160 Hunts Ln
4840,430,,The Crust Pizza,Molly Maid,34108,94086,875 Vanderbilt Beach Rd,Serving Mountain View and the Surrounding Area
968,3083,,Mongolian Hot Pot & Grill,Palm Sugar,94401,33401,215 S Ellsworth Ave,340 Clematis St
9269,3417,,Burger King,Bruin Plate,61550,90077,1810 N Morton Ave,"Westwood, UCLA"
6030,1641,,Thornwood Pizza & Pasta,Home Energy Experts,10594,,808 Commerce St,Serving Reno and the Surrounding Area
576,158,,Round Table Pizza,Sugar Mama Desserts,94401,94086,430 S Norfolk St,W Washington Ave & S Murphy Ave
1324,1891,,Round Table Pizza,Take a Bao,94404,90067,1084 Foster City Blvd,10250 Santa Monica Blvd
4729,1773,,Chicken Kebab,Medi Points Acupuncture Clinic,11577,94025,92 Mineola Ave,1220 University Dr
8318,5314,,D & J Burger & Bar,La Familia Pound Ridge,77028,10576,7809 Ley Rd,69 Westchester Ave
2732,1493,,Cafe Groppi,Estetica Skin Care By Kasia,10004,94025,32 Water St,846 Oak Grove Ave
3477,1748,,Yen Sushi & Sake Bar,"Alok Arora, DMD",91604,94025,12930 Ventura Blvd # 120,695 Oak Grove Ave
11619,1438,,Rasoi Indian Kitchen,Sprout Cafe,20006,94301,1810 K St NW,168 University Ave
10966,2476,,Iron Works Barbeque,Sushi Sasabune,,90212,,9162 W Olympic Blvd
6448,5471,,Fenton Olde Towne Donuts,Santa Fe Mexican Grill - Wilmington,63026,19806,67 Fenton Plz,2006 Pennsylvania Ave
2300,1003,,The Cheesecake Factory,Thai Satay Restaurant,90210,94401,364 N Beverly Dr,173 E 4th Ave
10279,3282,,Banadir Restaurant,Snap Kitchen,56303,60606,3413 3rd St N,211 W Adams
7663,117,,Every Ting Nice Catering Service,Chung Tai Zen Center,,94085,,750 E Arques Ave
1985,2715,,The Shanty,Pedego - Corona Del Mar,92024,92660,,Serving Corona Del Mar and the Surrounding Area
6747,1971,,Umi Japanese Fine Dining,Natural Pilates & Bodyworks,22401,90212,1500 Jefferson Davis Hwy,9869 S Santa Monica Blvd
4578,1049,,Charley's Grilled Subs,Blue Bottle,30326,94301,3393 Peachtree Rd NE,456 University Ave
