ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
1151,"The Autobiography of Bertrand Russell, Vol 3 1944-67",Bertrand Russell,9780049210141,232,4.0,5,Allen & Unwin,April 15th 1971
1152,The Autobiography of Alexander Luria: A Dialogue with the Making of Mind,"Michael Cole, Karl Levitin, Alexander R. Luria",9780805854992,276,4.0,2,Lawrence Erlbaum Associates,October 1st 2005
1153,Parky: My Autobiography,Michael Parkinson,9780340961667,412,3.5,316,Hodder & Stoughton,October 2nd 2008
1154,"Intellectual Autobiography: Ideas on Literature, Philosophy and Religion",Victor Hugo,9781410204233,404,4.25,4,University Press of the Pacific,December 1st 2002
1155,"Honoring The Body: The Autobiography Of Alexander Lowen, M.D.",Alexander Lowen,9780974373768,244,4.4,5,Bioenergetics Press,January 1st 2004
1156,One Way Road: The Autobiography of Robbie McEwen,"Robbie McEwen, Ed Pickering",,0,4.0,17,,
1157,"The Crucible: An Autobiography by Colonel Yay, Filipina American Guerrilla","Yay Panlilio, Denise Cruz",9780813546827,352,3.67,3,Rutgers University Press,November 29th 2009
1158,Eddie O'Sullivan: Never Die Wondering: The Autobiography,Eddie O'Sullivan,9781846053993,336,3.29,14,Random House UK,November 1st 2009
1159,Greg Sorbara: The Battlefield of Ontario Politics: An Autobiography,Greg Sorbara,9781459724617,264,4.3,10,Dundurn,January 27th 2015
1160,A Woman Soldier's Own Story: The Autobiography of Xie Bingying,"Xie Bingying, Barry Brissman, Lily Chia Brissman",9780231122504,281,3.6,10,Columbia University Press,September 18th 2001
1161,Autobiography of a People: Three Centuries of African American History Told by Those Who Lived It,Herb Boyd,9780385492799,576,4.05,20,Anchor Books,December 26th 2000
1162,Tower Stories: The Autobiography of September 11th,Damon DiMarco,9780974868455,396,4.26,179,Revolution Publishing,September 1st 2004
1163,Lord of Misrule: The Autobiography of Christopher Lee,"Christopher  Lee, Alex Hamilton",9780752857701,392,4.0,201,Orion Publishing,October 1st 2003
1164,Living For Change: An Autobiography,"Grace Lee Boggs, Ossie Davis",9780816629558,328,4.06,124,Univ Of Minnesota Press,March 1st 1998
1165,Catherine Walker : An Autobiography by the Private Couteur Diana Princess of Wales,"Catherine Walker, Liz Tilberis",9780789301444,154,4.39,18,Universe,August 15th 1998
1166,Dior by Dior: The Autobiography of Christian Dior,Christian Dior,,178,3.77,93,V&A Publishing,September 1st 2007
1167,Such Stuff as Dreams Are Made On: The Autobiography and Journals of Helen M. Luke,"Helen M. Luke, Charles H. Taylor, Barbara A. Mowat",9780609805893,264,4.08,12,Morning Light Press,February 20th 2001
1168,Anunnaki Ultimatum: End Of Time: Autobiography And Explosive Revelations Of A Human Anunnaki Hybrid,"Ilil Arbel, Maximillien de Lafayette",,326,2.73,22,,
1169,Thank Heaven: My Autobiography,Leslie Caron,9781906779245,272,3.36,154,Aurum,January 1st 2010
1170,"The Autobiography of the Emperor Haile Selassie I: ""My Life and Ethiopia's Progress"" 1892-1937",Haile Sellasie,9780197135891,368,4.38,77,School of Oriental & African Studies University of London,May 27th 1976
1171,The Fantastic Lodge: The Shocking Autobiography of a Girl Addict,Helen MacGill Hughes,,206,4.0,2,Monarch Books,September 1964
1172,To an ancient people: The autobiography of Dr. Leopold Cohn,Leopold Cohn,9781882675067,0,3.86,7,Chosen People Ministries,January 1st 1996
1173,The Fastest Bicycle Rider in the World: The Autobiography of Major Taylor,Major Taylor,9780828901598,214,4.0,3,Stephen Greene Press,January 28th 1972
1174,Parcells: Autobiography Of The Biggest Giant Of Them All,"Bill Parcells, Mike Lupica",9780933893405,0,3.3,10,,
1175,Frank Lloyd Wright: An Autobiography,Frank Lloyd Wright,9780764932434,561,3.8,138,Pomegranate Communications In,January 1st 2005
1176,Catch You Later: The Autobiography of Johnny Bench,"Johnny Bench, William Brashler",9780060103248,245,4.25,12,Harpercollins,April 1st 1979
1177,The Value of Solitude: The Ethics and Spirituality of Aloneness in Autobiography,John D. Barbour,9780813922898,240,3.0,3,University of Virginia Press,October 29th 2004
1178,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,9781596590458,0,3.81,27,Your Coach Digital,June 6th 2006
1179,Shameful Autobiographies: Shame in Contemporary Australian Autobiographies and Culture,Rosamund Dalziell,9780522848601,312,3.0,1,Melbourne University Publishing,August 1st 1999
1180,Life Is Just What You Make It: The Autobiography,Donny Osmond,9780752873329,378,3.89,393,Orion,2005
1181,And The Morrow Is Theirs: The Autobiography Of Sue Ryder,Sue Ryder,9780903173018,0,5.0,2,,
1182,Both Sides Of The Border: My Autobiography,Archie Gemmill,9780340895702,242,3.17,6,Hodder & Stoughton Ltd,September 12th 2005
1183,Exploring Life: The Autobiography of Thomas Watson,Thomas  A. Watson,,315,4.33,3,,
1184,Terry Thomas Tells Tales: An Autobiography,"Terry-Thomas, Terry Daum",9780860517955,224,3.67,6,Robson Book Ltd,October 1st 1993
1185,Walking Free: The Autobiography of John Edwards,John Edwards,9780954940003,240,4.5,2,Walking Free Publications,January 1st 2005
1186,The Autobiography of Malcom X (Bloom's Reviews),Harold Bloom,9780791041116,0,4.15,313,Chelsea House Publications,December 1st 1998
1187,The Mourning Tree: An Autobiography and a Prison Memoir,Mohamed Barud Ali,9788888934129,214,5.0,4,Ponte Invisible,February 20th 2010
1188,"All in a Life: Garret FitzGerald, An Autobiography",Garret FitzGerald,9780717116003,672,4.0,8,Gill & Macmillan Ltd,September 30th 1991
1189,It Took Nine Tailors (American Autobiography),Adolphe Menjou,9780781285919,238,3.25,4,Reprint Services Corp,January 28th 1948
1190,Guided By The Light: The Autobiography Of A Born Medium,"Philip Solomon, Derek Acorah",9781906358037,170,3.75,4,Apex Publishing Ltd,December 31st 1969
1191,"Autobiography of Cassandra, Princess and Prophetess of Troy",Ursula Molinaro,9780929701240,109,3.0,3,McPherson,November 1st 1992
1192,Kiss and Tell: Autobiography of a Travelling Musician,"Martin Taylor, David Mead",9781860743153,0,4.75,4,Sanctuary Publishing,November 1st 2000
1193,Life and Shape: The Autobiography of Richard Neutra,"Richard Neutra, Dion Neutra",9780982225134,379,4.0,4,Atara Press,September 15th 2009
1194,Is Dad a Troll? (The Autobiography of a Mitroll #2),Guillaume Bouzard,9782205063806,48,3.89,9,Dargaud,October 29th 2009
1195,The Lion's Mouth: Concluding Chapters Of Autobiography,Kathleen Raine,9780807608777,0,4.5,4,George Braziller,
1196,La Conquistadora: The Autobiography of an Ancient Statue,Fray Angelico Chavez,9780913270431,95,3.83,6,Sunstone Press,July 15th 2012
1197,The Envoy from Mirror City: An Autobiography (Janet Frame Autobiography #3),Janet Frame,9780807611241,176,4.08,163,George Braziller,September 1st 1985
1198,Engelbert - What's In A Name?: My Autobiography,Engelbert Humperdinck,9781448133116,256,4.0,4,Virgin Digital,May 10th 2012
1199,Words to Win: The Making of a Modern Autobiography,Tanika Sarkar,9789381017906,318,3.0,1,Zubaan Books,February 15th 2014
1200,Getting A Life: Everyday Uses of Autobiography,"Sidonie Smith, Julia   Watson",9780816624898,415,3.33,3,Routledge,December 11th 2004
1201,Awo: The Autobiography of Chief Obafemi Awolowo,Obafemi Awolowo,9780521092678,330,3.5,2,Cambridge University Press,September 8th 2010
1202,"Hélène Cixous: Authorship, Autobiography and Love","Susan Sellers, Susan Seller",9780745612553,216,4.33,3,Polity Press,April 11th 1996
1203,Unbreakable: My New Autobiography,Sharon Osbourne,9781847443045,320,4.23,168,Sphere,October 10th 2013
1204,Pure Dynamite: The Autobiography of Tom 'Dynamite Kid' Billington,"Tom Billington, Alison Coleman",9780953709700,208,3.95,299,Dynamite Kid Co,October 30th 1999
1205,Autobiography of a Nobody,Tom Widdicombe,9781105436161,234,5.0,2,Lulu.com,June 1st 2012
1206,Janey: an autobiography.,Janey Ironside,9780718103071,174,0.0,0,Joseph,1973
1207,Autobiography of a Flea,Mark Richfield,9781898998921,176,0.0,0,Erotic Print Society,October 1st 2007
1208,Unended Quest: An Intellectual Autobiography,Karl Popper,9780415285896,328,3.98,192,Routledge,June 20th 2002
1209,Jonathan An Autobiography,"Jonathan Davies, Peter Corrigan",,209,4.5,2,Stanley Paul,1989
1210,The Autobiography of a Thief,Hutchins Hapgood,9781497389526,224,3.5,2,Createspace,March 19th 2014
1211,The Autobiography Of An Englishman,"""Y""",9780236310852,224,4.0,1,Elek (Paul) (Scientific Books) Ltd,February 27th 1975
1212,On Reflection: An Autobiography,"Helen Hayes, Sandford Dody",9781590772898,253,0.0,0,M. Evans and Company,March 3rd 2014
1213,The Chase: An Autobiography,Ida Mann,9780949206176,217,2.33,3,Fremantle Arts Centre Press,
1214,Autobiography Of A Duffer,Santosh Jha,,40,3.0,1,Smashwords,November 25th 2013
1215,Autobiography of an Absolutist,Nataraja Guru,9788124605646,0,5.0,1,D.K. Print World Ltd,
1216,Mune: An Autobiography,Ian Mune,9781877517334,328,5.0,1,Craig Potton Publishing,2010
1217,Javits Autobiography,Jacob K. Javits,9780395299128,528,4.0,2,Houghton Mifflin,May 26th 1981
1218,Autobiography in Words,"Susan Noel, Mette Madsen",9780966632811,32,3.5,2,Cuz Editions,January 1st 1998
1219,Clough: The Autobiography,Brian Howard Clough,9780552140034,319,4.0,182,Transworld Publishers,November 1st 1995
1220,Obsessed: The Autobiography,Richard Dunwoody,9780747272182,294,4.0,1,Headline Book Publishing,October 1st 2000
1221,Autobiography of an Electron,Charles R. Gibson,,0,4.33,3,,
1222,The Will To Succeed: An Autobiography,Micah Cheserem,,166,1.0,1,Jomo Kenyatta Foundation,2006
1223,Derrida and Autobiography,Robert Smith,9780521460057,208,0.0,0,Cambridge University Press,June 30th 1995
1224,My Thirty Years' War: The Autobiography: Beginnings and Battles to 1930,Margaret C. Anderson,9780818002106,278,4.21,19,Horizon Press,October 1st 1969
1225,Come Up and Get Me: An Autobiography of Colonel Joe Kittinger,"Joe Kittinger, Craig Ryan",9780826348043,272,4.06,16,University of New Mexico Press,April 16th 2011
1226,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin,9781616405519,320,4.17,12,Cosimo Classics,November 1st 2011
1227,Saxon - Never Surrender (or Nearly Good Looking): An Autobiography,"Biff Byford, John Tucker",9783931624446,270,3.14,7,IP Verlag,August 20th 2002
1228,Windows of My Soul: An Autobiography of a Psychic/Medium,Laura T. Evans,9781438242323,296,5.0,3,Createspace,January 11th 2011
1229,Jewish Mystical Autobiographies: The Book of Visions and Megillat Setarim,Morris M. Faierstein,9780809138760,358,3.83,6,Paulist Press,December 31st 1999
1230,Writings: Autobiography/Notes on the State of Virginia/Public & Private Papers/Addresses/Letters,"Thomas Jefferson, Merrill D. Peterson",9780940450165,1600,4.22,1020,Library of America,August 15th 1984
1231,Flashback My Life And Times In Bollywood And Beyond: Autobiography,Bob Christo,9780143414629,263,2.54,13,Penguin India,July 26th 2011
1232,Cash: The Autobiography by Johnny Cash Summary & Study Guide,BookRags,,0,4.25,8,BookRags.com,June 3rd 2011
1233,"The Bahama Queen: The Autobiography of Gertrude ""Cleo"" Lythgoe",Gertrude Lythgoe,9780977372515,240,3.0,6,Flat Hammock Press,December 30th 2006
1234,"A Slot Machine, a Broken Test Tube: An Autobiography",S.E. Luria,9780060152604,228,4.0,8,HarperCollins Publishers,January 1st 1984
1235,Porn King: The Autobiography of John C. Holmes,"John C. Holmes, Laurie Holmes",,192,3.19,16,BearManor Media,February 7th 2012
1236,The Autobiography of a Quack and the Case of George Dedlow (1900),"S. Weir Mitchell, A.J. Keller",9780548563458,164,3.9,10,Kessinger Publishing,October 1st 2007
1237,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,,329,3.6,10,,
1238,Footprints On The Sand Of Crime: A Crimewatcher's Reflective Autobiography,Ramakant S. Kulkarni,9781403923615,259,4.0,1,Macmillan _,
1239,Writing the South through the Self: Explorations in Southern Autobiography,John C. Inscoe,9780820337678,268,4.5,6,University of Georgia Press,May 1st 2011
1240,The Only One Living to Tell: The Autobiography of a Yavapai Indian,"Mike Burns, Gregory McNamee",9780816501205,176,4.0,3,University of Arizona Press,April 1st 2012
1241,Up from Slavery: an autobiography,Booker T. Washington,,133,4.04,12514,,
1242,Like a Waking Dream: The Autobiography of Geshe Lhundub Sopa,"Lhundub Sopa, Paul Donnelly",9780861713134,368,4.67,6,Wisdom Publications,November 20th 2012
1243,Growing Up Untouchable in India: A Dalit Autobiography,"Vasant Omvedt,  Gail Zelliot,  Eleanor Moon, Gail Omvedt, Eleanor Zelliot",9780742508811,224,1.0,1,Rowman & Littlefield Publishers,December 20th 2000
1244,Shocking Life: The Autobiography of Elsa Schiaparelli,Elsa Schiaparelli,9781851776702,240,3.67,143,Victoria & Albert Museum,March 1st 2007
1245,Madeleine: An Autobiography (Dodo Press),"Madeleine Blair, Ben B. Lindsey",9781409915638,252,3.5,2,Dodo Press,May 16th 2008
1246,Lydia Mendoza: A Family Autobiography,Lydia Mendoza,9781558850651,400,4.33,3,Arte Publico Press,January 1st 1993
1247,Jack Johnson is a Dandy: An Autobiography,Jack Johnson,,0,3.67,3,,
1248,The Autobiography of Joseph Bates,Joseph Bates,9781883925444,318,4.67,3,Andrews University Press,2004
1249,Three Villages: An Autobiography,"Donal Foley, Maeve Binchy, Mary Maher",9780953370436,130,0.0,0,Ballylough Books,2003
1250,Goodfella My Autobiography,"Oliver Holt, Craig Bellamy",,320,3.2,5,Trinity Mirror Sport Media,June 3rd 2013
1251,Unlikely Spy: An Autobiography,Paul   Henderson,9780747515975,256,2.0,1,Bloomsbury Publishing PLC,April 1st 1995
1252,Autobiography of Yukichi Fukuzawa,"Yukichi Fukuzawa, Eiichi Kiyooka",9780231083737,407,3.92,252,Columbia University Press,March 1st 1980
1253,The Ultra Spy: An Autobiography,F.W. Winterbotham,9780333558812,258,3.0,1,Papermac,June 20th 1991
1254,Madeleine: An Autobiography (Dodo Press),"Madeleine Blair, Ben B. Lindsey",9781409915638,252,3.5,2,Dodo Press,May 16th 2008
1255,Lydia Mendoza: A Family Autobiography,Lydia Mendoza,9781558850651,400,4.33,3,Arte Publico Press,January 1st 1993
1256,Jack Johnson is a Dandy: An Autobiography,Jack Johnson,,0,3.67,3,,
1257,The Autobiography of Joseph Bates,Joseph Bates,9781883925444,318,4.67,3,Andrews University Press,2004
1258,Three Villages: An Autobiography,"Donal Foley, Maeve Binchy, Mary Maher",9780953370436,130,0.0,0,Ballylough Books,2003
1259,Goodfella My Autobiography,"Oliver Holt, Craig Bellamy",,320,3.2,5,Trinity Mirror Sport Media,June 3rd 2013
1260,Unlikely Spy: An Autobiography,Paul   Henderson,9780747515975,256,2.0,1,Bloomsbury Publishing PLC,April 1st 1995
1261,The Ultra Spy: An Autobiography,F.W. Winterbotham,9780333558812,258,3.0,1,Papermac,June 20th 1991
1262,"Billy Baldwin, an Autobiography",Billy Baldwin,9780316303576,0,3.0,1,Little Brown and Company,October 1st 1985
1263,Boy: Tales Of Childhood: Autobiography (Roald Dahl Autobiography #1),"Roald Dahl, Quentin Blake",9780857550460,240,4.07,34249,Jonathan Cape,August 30th 2012
1264,Autobiography of Benjamin Franklin,E. Boyd Smith,9781438266084,102,3.5,4,Createspace,October 1st 2009
1265,NEVER A NORMAL MAN: AN AUTOBIOGRAPHY,Daniel Farson,9780002555005,448,4.5,4,HARPERCOLLINS PUBLISHERS LTD,January 1st 1997
1266,A Time and a Time: An Autobiography,Rosemary Manning,9780714528632,160,5.0,2,Marion Boyars Publishers,January 1st 1986
1267,Riding The Storm: My Autobiography,"Timmy Murphy, Donn McClean",9781905156535,320,4.5,2,Highdown,October 10th 2008
1268,Eddie Barlow: The Autobiography,"Eddie Barlow, Edward Griffiths",9780624044635,212,3.0,2,,
1269,Autobiography Of My Mother,Meg Stewart,9780140075892,274,4.6,5,Penguin Books,January 1st 1985
1270,The Autobiography; A Critical And Comparative Study,Anna Robeson (Brown) Burr,9780841414686,0,3.0,1,,
1271,Fading into the Limelight: The Autobiography,Peter Sallis,9780752875965,256,4.0,5,Orion Publishing,November 9th 2006
1272,Writing My Life: An Autobiography,Wright Morris,9780876859094,484,4.33,3,,
1273,"Philip Gilbert Hamerton, an Autobiography",Philip Gilbert Hamerton,9781847025432,408,4.0,2,Echo Library,
1274,Always Managing: My Autobiography,Harry Redknapp,9780091957575,432,3.71,328,Ebury Press,October 1st 2013
1275,Without Fear Or Favour: An Autobiography,Joginder Singh,9788171829941,0,2.33,3,A. H. W. Sameer Series,
1276,The Autobiography Of Leonard Woolf,Leonard Woolf,,0,4.5,2,,
1277,Dame of Sark: An Autobiography,Sibyl Collings Hathaway,9780861200139,211,4.0,4,Aris & Phillips,1986
1278,"Life, on the Fence: An Autobiography",Marvin 'Doc' Holladay,9780853984542,258,3.6,5,George Ronald,December 31st 2000
1279,Autobiography And Other Poems,Tony Towle,9780915342181,68,4.33,3,Hanging Loose Press,January 1st 1977
1280,On The Way I Lost It: An Autobiography,Frankie Howerd,9780491018074,288,4.25,4,,
1281,Cookie: The Autobiography of Cookie Rodriguez,Cookie Rodriguez,9781879669031,209,4.75,4,Fmg Books,
1282,Autobiography of John Stuart Mill,John Jacob Coss,9781406753516,248,0.0,0,Coss Press,March 1st 2007
1283,Searching for Justice: An Autobiography,Fred Kaufman,9780802090515,320,4.0,3,University of Toronto Press,November 3rd 2005
1284,Harry's Game: The Autobiography,"Harry Gregg, Roger Anderson",9781840183665,192,4.2,5,Mainstream Publishing Company,April 1st 2002
1285,Musui's Story: The Autobiography of a Tokugawa Samurai,"Kokichi Katsu, Ando Hiroshige, Teruko Craig",9780816512560,174,3.48,407,University of Arizona Press,July 1st 1988
1286,Foggy: The Explosive Autobiography,Carl Fogarty,9780002189613,384,3.67,3,HarperCollins UK,July 1st 2001
1287,Sanybel Light: An Historical Autobiography,Charles Lebuff,9780962501319,288,4.0,3,Amber Publishing (FL),January 1st 1998
1288,Wells of Memory - An Autobiography,Easa Saleh Al-Gurg,9780719554216,288,4.0,1,John Murray,October 1st 1998
1289,A Game and a Half: An Autobiography,Rob Andrew,9780340624814,186,2.67,3,Hodder & Stoughton,1994
1290,Hello: The Autobiography. Leslie Phillips,Leslie Phillips,9780752881782,417,4.67,3,Orion,August 22nd 2007
1291,Cricket Rebel: An Autobiography,John A. Snow,9780600319320,215,3.33,3,Hamlyn Publishing,September 24th 1976
1292,Autobiography of a Freedom Rider,"Thomas M. Armstrong, Natalie R. Bell",9780757391712,216,3.0,2,Health Communications,May 2nd 2011
1293,A Life in the Movies: An Autobiography,Fred Zinnemann,9780684190501,256,3.25,4,Scribner Book Company,December 31st 1992
1294,Just Joe: My Autobiography,Joe Duffy,9781848270992,320,3.83,6,Transworld Publishers,June 1st 2012
1295,"History, Historians, and Autobiography",Jeremy D. Popkin,9780226675435,328,3.0,1,University Of Chicago Press,May 9th 2005
1296,The Autobiography of William Butler Yeats,W.B. Yeats,9780020555803,416,4.15,117,Scribner Paper Fiction,May 31st 1986
1297,Wandering in Many Worlds: An Autobiography,V. R. Krishna Iyer,,336,3.0,1,Pearson,June 30th 2009
1298,Number Nine Dream: An Autobiography,Rob Howley,9781840183733,208,3.5,4,Mainstream Publishing Company,February 21st 2000
1299,My Struggles: An Autobiography,E. K Nayanar,9780706919738,178,4.5,2,Vikas Publishing House Private,
1300,The Official Everton Autobiography,"Everton Football Club, James Cleary",,480,0.0,0,Trinity Mirror Sport Media,2012
1301,Indian Women's Autobiographies,Ranjana,9788170313212,0,5.0,2,Arnold Publishers,
1302,Man Of Everest: The Autobiography Of Tenzing,Tenzing Norkey,9788177691917,320,4.5,2,Pilgrims Pub.,2003
1303,Brush with Life; an Autobiography,Satish Gujral,9780670879403,265,4.5,2,South Asia Books,March 1st 1998
1304,The Trouble with Francis: An Autobiography,Robert Francis,9780870230837,256,4.75,4,University of Massachusetts Press,1971
1305,Ghana;: The autobiography of Kwame Nkrumah,Kwame Nkrumah,,302,0.0,0,Nelson,
1306,Untitled Autobiography Kris Kristofferson,Kris Kristofferson,9781401301163,0,0.0,0,Hyperion Books,November 1st 2005
1307,Take It Like A Man: The Autobiography Of Boy George,Boy George,9780060927615,0,4.11,605,HarperCollins Publishers,October 1st 1996
1308,The Time of My Life: An Autobiography,Gay Byrne,9780717116157,255,3.8,5,Gill & MacMillan,January 1st 1989
1309,Seven Years Of Winter: An Autobiography,Erje Ayden,9780900626210,205,0.0,0,London Magazine Editions,
1310,The Days of My Life: An Autobiography,Julius Sumner Miller,,0,5.0,2,,
1311,The Autobiography of Ba Jin,Ba Jin,9780880938693,87,0.0,0,University of Indianapolis Press,January 14th 2008
1312,WATCH OUT!: AN AUTOBIOGRAPHY,ALEC LOM JEREMY BEADLE,9780712679206,224,3.75,4,CENTURY,February 24th 1999
1313,My Call: An Autobiography,Oral Roberts,,126,2.0,1,Doubleday,1972
1314,The Autobiography of Wilhelm Stekel,Wilhelm Stekel,9780871408471,0,0.0,0,W.W. Norton & Company,January 1st 1950
1315,The Autobiography of W. Harry Davis,W. Harry Davis,9781890434526,312,3.67,3,Afton Historical Society Press,September 25th 2002
1316,This Life I've Led: An Autobiography,"Babe Didrikson Zaharias, Harry Paxton",9781258087715,296,3.0,2,Literary Licensin,August 19th 2011
1317,Jesus: My Autobiography,Tina Louise Spalding,,0,5.0,4,Light Technology Publishing,June 17th 2015
1318,Bluebeard: The Autobiography of Rabo Karabekian (1916-1988),Kurt Vonnegut,,338,4.0,24212,Rosetta Books,August 21st 2011
1319,Twenty Thousand Mornings: An Autobiography,"John Joseph Mathews, Susan Kalter, Charles H. Red Corn",9780806142531,360,4.0,2,University of Oklahoma Press,April 6th 2012
1320,Twenty Thousand Mornings: An Autobiography,"John Joseph Mathews, Susan Kalter, Charles H. Red Corn",9780806142531,360,4.0,2,University of Oklahoma Press,April 6th 2012
1321,Postcolonial Theory and Autobiography,David Huddart,9780203306574,200,0.0,0,Routledge,October 26th 2007
1322,"A Hundred Different Lives, an Autobiography",Raymond Massey,9780316549714,447,3.0,1,Little Brown and Company,January 1st 1979
1323,Look for Me in the Whirlwind: The Collective Autobiography of the New York 21,Kuwasi Balagoon,9780394453439,364,4.5,10,Random House,2008
1324,"Autobiography of Mark Twain: Ruminations on His Life and Times, in His Own Words, Volume 1",Mark Twain,,760,4.0,22,,
1325,My Russia: The Political Autobiography of Gennady Zyuganov: The Political Autobiography of Gennady Zyuganov,"Gennady A. Zyuganov, Vadim Medish",9781563249952,240,3.0,4,Routledge,June 30th 1997
1326,Mirror to America: The Autobiography of John Hope Franklin,John Hope Franklin,9780374299446,416,4.19,164,Farra,November 2nd 2005
1327,A Mind That Found Itself An Autobiography,Clifford Whittingham Beers,,149,3.64,102,,
1328,Moon River And Me: The Autobiography,Andy Williams,,320,3.63,212,Phoenix,November 26th 2009
1329,The Worlds of a Maasai Warrior: An Autobiography,Tepilit Ole Saitoti,9780520063259,144,3.84,188,University of California Press,October 14th 1988
1330,As I Am: An Autobiography,Patricia Neal,9780099633105,459,3.9,122,Arrow Books Ltd,July 20th 1989
1331,"My Art, My Life: An Autobiography (Dover Fine Art, History of Art)","Diego Rivera, Gladys March",9780486139098,224,3.75,129,Dover Publications,April 26th 2012
1332,Goodness had nothing to do with it: The Autobiography of Mae West,Mae West,,271,0.0,0,Prentice-Hall,January 14th 1959
1333,On My Way to the Club: The Autobiography of Ludovic Kennedy,Ludovic Kennedy,9780002176170,429,4.0,8,HarperCollins Publishers,January 16th 1989
1334,Phil Thompson Autobiography: Stand Up Pinocchio,"Ken Thompson, Ken Rogers",9781905266005,0,3.56,9,,
1335,The Fiery Fountains: The Autobiography : Continuation and Crisis to 1950,Margaret C. Anderson,9780818002113,242,3.71,7,Horizon Pr,November 28th 1982
1336,Come in Number 37: Rob Lee: The Autobiography,Rob  Lee,9780007102891,320,3.45,11,HarperCollins UK,September 1st 2001
1337,A Rare Book Saga: The Autobiography Of H. P. Kraus,Hans Peter Kraus,9780399120640,386,4.44,9,,
1338,Frontier Fighter: The Autobiography of George W. Coe,"George W. Coe, William F. Cody",9780781280822,365,4.27,11,R. R. Donnelley & Sons Company,December 1st 1991
1339,Love in America: Autobiography Volume III (1919-1922),"Julien Green, Euan Cameron",9780714529875,285,3.88,8,Marion Boyars Publishers,1994
1340,Autobiography of a Wardrobe,Elizabeth Kendall,9780375425004,240,2.8,102,Pantheon,April 29th 2008
1341,Topping: The Autobiography Of The Police Chief In The Moors Murder Case,Peter Topping,9780207164804,0,3.91,11,Angus & Robertson (UK),September 7th 1989
1342,The Green Paradise: Autobiography Volume 1 (1900-1916),"Julien Green, Anne Green",9780714529554,243,3.44,9,Marion Boyars Publishers,November 1st 1992
1343,These Poor Hands: The Autobiography of a Miner Working in South Wales,"Chris Williams, B.L. Coombes, Bill Jones",9780708315637,207,4.0,8,University of Wales Press,June 1st 2011
1344,A Rare Book Saga: The Autobiography Of H. P. Kraus,Hans Peter Kraus,9780399120640,386,4.44,9,,
1345,Whitey and Mickey - An Autobiography of the Yankee Years (A Signet book),"Whitey Ford, Mickey Mantle, Joe Durso",9780451079633,211,4.08,13,Signet,March 7th 1978
1346,A Little Tiger in the Chinese Night: An Autobiography in Art,Song Nan Zhang,9780887763564,48,4.0,6,Tundra Books,September 27th 1995
1347,A.P. McCoy: My Autobiography. A.P. McCoy,Tony McCoy,9781409135456,0,4.18,11,Orion,February 1st 2013
1348,Featured Player: An Oral Autobiography of Mae Clarke,James  Curtis,9780810830448,334,3.75,8,Scarecrow Press,October 28th 1996
1349,The Magic Staff: An Autobiography of Andrew Jackson Davis,Andrew Jackson Davis,9780766129986,560,4.75,4,Kessinger Publishing,January 15th 2003
1350,Arc of the Arrow: Writing Your Spiritual Autobiography,Carolly Erickson,9780671017453,160,4.0,1,Gallery Books,April 1st 1998
1351,The Autobiography of Margaret Sanger,Margaret Sanger,9780486434926,504,3.87,87,Dover Publications,May 11th 2004
1352,"Moments of Truth: Excerpts from Autobiography of a Yogi, Volume Two","Paramahansa Yogananda, J. Donald Walters",9781565897250,121,4.27,11,Crystal Clarity Publishers,January 1st 1997
1353,The Autobiography Box: A Step-by-Step Kit for Examining the Life Worth Living,Brian Bouldrey,9780811826730,160,3.5,12,Chronicle Books,July 1st 2000
1354,The Autobiography of Sir Henry Morton Stanley: The Making of a 19th-Century Explorer,Henry Morton Stanley,9781589760103,570,3.33,9,Stackpole Books,June 1st 2001
1355,Honest: My Story So Far (The Official Autobiography),Tulisa Contostavlos,,250,4.06,175,Headline,September 27th 2012
1356,In Pursuit Of Glory: The Autobiography,Bradley Wiggins,,320,3.62,154,Orion,October 2nd 2008
1357,"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library No. 478)","Libanius, A.E. Norman",9780674995277,2,3.0,3,Harvard University Press,January 1st 1992
1358,This Is Me: The Autobiography,Ian Thorpe,,336,3.58,146,Simon & Schuster UK,October 24th 2012
1359,The Autobiography of Jesus of Nazareth and the Missing Years,Richard G. Patton,9780968243701,250,3.0,3,Amron Press,November 1st 1997
1360,The Rise and Fall of a Proper Negro: An Autobiography,Leslie Alexander Lacy,9780025672000,0,2.0,1,The MacMillan Company,May 1st 1970
1361,Initiation: Autobiography of a Shaman-Buddhist Apprentice,Sharon Shier,9780932927200,450,3.8,5,Higher Consciousness Books,October 28th 2004
1362,Giggs: The Autobiography,Ryan Giggs,9780141024011,288,3.52,166,Penguin Global,April 25th 2007
1363,But for the Grace of God: An Autobiography of an Aviator and Astronaut,William R. Pogue,9780981475653,358,4.0,3,Soar with Eagles,March 21st 2011
1364,Steps Along the Way: A Spiritual Autobiography,Diogenes Allen,9780898693522,144,3.6,5,Church Publishing,March 1st 2002
