ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
3624,259,,Climbing the Bookshelves: The Autobiography of Shirley Williams,Learning to Fly: The Autobiography,9.78184E+12,9.78141E+12
175,2856,,The Autobiography of Elder Helvecio Martins,University Library of Autobiography Volume 11,9.78156E+12,9.78129E+12
2703,2252,,The Test: My Autobiography,Black Autobiography,9.78024E+12,9.78087E+12
2365,1509,,Opening Up: My Autobiography,Men of Mark in Connecticut; Ideals of American Life Told in Biographies and Autobiographies of Eminent Living Americans...,9.78034E+12,9.78131E+12
3777,1846,,CHARLES SPURGEON - AN AUTOBIOGRAPHY,"I, of All People: An Autobiography of Youth",,9.78031E+12
1055,1082,,Autobiography,My Own Story: The Autobiography of Billy the Kid,9.78009E+12,9.7815E+12
3041,2319,,I Didn't Do It Alone: The Autobiography Of Art Linkletter As Told To George Bishop,"Me, Myself & I: - A True Autobiography",9.7809E+12,9.7813E+12
1574,1731,,Restoried Selves: Autobiographies of Queer Asian-Pacific-American Activists (Haworth Gay & Lesbian Studies),"An Autobiography: My Schools and Schoolmasters; Or, The Story of My Education",9.78156E+12,2.94002E+12
1350,2398,,Arc of the Arrow: Writing Your Spiritual Autobiography,"Too Bad: An autobiography, of Sorts",9.78067E+12,9.78098E+12
1708,504,,Autobiography: A Reader For Writers,D-Day Survivor: An Autobiography,9.7802E+12,9.78159E+12
978,1290,,Linford Christie: An Autobiography,Edward Wortley Montagu: An Autobiography [ficious],9.7801E+12,2.94002E+12
1560,431,,The Tunnel of Time: An Autobiography,Lone Star J.R.: The Autobiography of Racing Legend Johnny Rutherford,9.78014E+12,9.78162E+12
3141,274,,An Uncertain Voyage: An Autobiography,Elisabeth Sladen: The Autobiography,9.7819E+12,9.78185E+12
3874,3082,,Sasha Cohen: Fire on Ice (Revised Edition): Autobiography of a Champion Figure Skater,Odyssey to Life: An Autobiography and Abortion Analysis,9.78006E+12,9.78159E+12
2322,2070,,Parcel Arrived Safely: Tied with String - My Autobiography,"The Autobiography And Correspondence Of Mrs. Delaney, Rev. From Lady Llanover's Edition, Volume 2",9.78071E+12,9.7813E+12
756,183,,"Milton Berle: An Autobiography, with a New Introduction by Sid Caesar",Fidel Castro: My Life: A Spoken Autobiography,9.78156E+12,9.78142E+12
146,2136,,Autobiography of Charles Finney,Life and Work of Enoch Howard: An Autobiography (Classic Reprint),,9.78133E+12
912,313,,Elizabeth of Toro: The Odyssey of an African Princess: An Autobiography,"Still Running: The Autobiography of Kentucky's Nate Northington, the First African American Football Player in the Southeastern Conference",9.78067E+12,9.78149E+12
3807,2415,,"The Harvard Classics - Autobiography of Benjamin Franklin, Journal of John Woolman, Fruits of Solitude",Kate Coventry: An Autobiography,9.78077E+12,2.94003E+12
1813,1994,,Ghana: Autobiography of Kwame Nkrumah,Autobiography and Selected Essays,9.78072E+12,9.78144E+12
2247,2679,,"Religious Autobiographies, including: Confessions (st. Augustine), Freedom In Exile, Autobiography Of A Yogi, Black Elk Speaks, The Story Of My Experiments With Truth, Steps Along The Way: A Spiritual Autobiography, Return From Tomorrow, Bruchko",Tony Brooks: Poetry in Motion: Autobiography of a supreme Grand Prix driver,9.78124E+12,9.7819E+12
1706,2925,,Organ Music: Parts of an Autobiography,The Autobiography,9.78089E+12,9.78141E+12
2177,1543,,The Accidental Diplomat: The Autobiography of Maurice Baker,An Autobiography,9.78981E+12,9.78151E+12
1306,56,,Untitled Autobiography Kris Kristofferson,"My Wicked, Wicked Ways: The Autobiography of Errol Flynn",9.7814E+12,9.78082E+12
3446,458,,My Bondage and My Freedom: The Autobiography of Frederick Douglass (The Autobiographies #2),"Nearer, My God",9.78145E+12,9.78031E+12
1807,304,,Ringing The Changes: An Autobiography,Vidal: The Autobiography,9.78086E+12,9.78023E+12
3471,2090,,Jonah Lomu Autobiography,God's and Jesus' Autobiography: Life Time of God and Jesus on Earth,9.78076E+12,9.78145E+12
2862,729,,The Lonely Sense: The Autobiography of a Psychic Detective,The Autobiography of LeRoi Jones,9.78193E+12,9.78156E+12
3423,573,,Voices In My Ear: The Autobiography Of A Medium,The Autobiography,9.78086E+12,9.78178E+12
2794,503,,Bloomsbury Good Reading Guide To Biography & Autobiography (Bloomsbury Good Reading Guides),Classic American Autobiographies,9.78075E+12,9.78045E+12
3260,2624,,Calling The Horses: A Racing Autobiography,"Memoir, autobiography and correspondence of Jeremiah Mason",,2.94002E+12
3885,804,,I Dreamed I Was a Very Clean Tramp: An Autobiography,"Autobiography, Sigmund Freud",9.78006E+12,9.78145E+12
1787,3609,,Not For Your Hands: An Autobiography,An Autobiography of George Washington,9.78187E+12,9.78098E+12
993,2482,,Woman of Today: An Autobiography,To an Ancient People: The Autobiography of Rabbi Leopold Cohn,9.78075E+12,9.78188E+12
2002,646,,Useful Toil: Autobiographies Of Working People From The 1820s To The 1920s,Time to Say Hello: My Autobiography,9.78014E+12,9.78141E+12
2517,2437,,The Test: My Autobiography,"Death valley in '49. Important chapter of California pioneer history. The autobiography of a pioneer, detailing his life from a humble home in the Green mountains to the gold mines of California; and particularly reciting the sufferings of the band of men",9.78024E+12,2.94002E+12
2569,3054,,Modern Short Biographies and Autobiographies,A Cellarful of Noise,,9.78029E+12
2123,3515,,The Autobiography of Ralph de Boissiere,"THE AUTOBIOGRAPHY OF BENJAMIN FRANKLIN [Deluxe Edition] Includes Photos, Illustrations, PLUS BONUS ENTIRE AUDIOBOOK",,2.94001E+12
517,3089,,Savage!: The Robbie Savage Autobiography,"Autobiography, Letters and Literary Remains of Mrs. Piozzi (Thrale) (2nd ed.) (2 vols.)",9.78185E+12,2.94001E+12
1636,2510,,Tweaking The Tail: The Autobiography of John Leeson,LITERARY REMINISCENCES FROM THE AUTOBIOGRAPHY OF AN ENGLISH OPIUM-EATER,9.78178E+12,2.94003E+12
3677,2167,,Buck 'Em!: The Autobiography of Buck Owens,The Western Avernus: Three Years' Autobiography in Western America,9.78148E+12,9.78131E+12
1778,3418,,The Autobiography of Anne Lady Halkett,Chronicles of Faith: The Autobiography of Frederick D. Patterson,9.78114E+12,9.78082E+12
3631,2667,,1966 And All That: My Autobiography,"Autobiography of Charles Biddle, Vice-president of the Supreme Executive Council of Pennsylvania ...",9.78075E+12,2.94003E+12
1197,1810,,The Envoy from Mirror City: An Autobiography (Janet Frame Autobiography #3),Luggy: The Autobiography of Paul Sturrock,9.78081E+12,9.78179E+12
3902,544,,The Million Dollar Mermaid: An Autobiography,The Autobiography of St. Ignatius Loyola / Edition 1,9.78016E+12,9.78082E+12
1585,1814,,Psycho: The Autobiography,Autobiography in Education,,9.78044E+12
1116,3439,,Red Auerbach: An Autobiography,"The Works of Symon Patrick, D.D., Sometime Bishop of Ely: Including His Autobiography Volume 7",9.7804E+12,9.78131E+12
3318,1021,,Autobiography Of A Cuban Slave,"Autobiography of an Unknown Football Player: A Message to My Grandchildren Rachael, Erin, and Proverb IV",9.78977E+12,9.78148E+12
1233,692,,"The Bahama Queen: The Autobiography of Gertrude ""Cleo"" Lythgoe",An Autobiography of George Washington,9.78098E+12,9.7814E+12
279,1924,,Traveller's Prelude: Autobiography 1893-1927 (Century Travellers),Autobiography of a Yogi (Ukrainian),9.78071E+12,9.78088E+12
3070,3037,,"Telling Lives, Telling History: Autobiography and Historical Imagination in Modern Indonesia","Life-Writing: A Glossary of Terms in Biography, Autobiography, and Related Forms",9.78052E+12,9.78082E+12
108,2409,,Twenty-Five - An Autobiography,American Autobiography,9.78141E+12,9.78075E+12
128,3631,,Steps In Time: An Autobiography,"Contemporary Authors Autobiography Series, Volume 1",9.78081E+12,9.78081E+12
594,687,,My Life on the Road: An Autobiography,"The Oldest Pioneer: Autobiography of Charles Peters (Abridged, Annotated)",9.7819E+12,2.94015E+12
2040,281,,The Tiger And The Rose: An Autobiography,The Log-Cabin Lady An Anonymous Autobiography,9.78024E+12,9.78151E+12
978,1091,,Linford Christie: An Autobiography,"Never Charged, Never Convicted: The Autobiography of a Boston Drug Dealer",9.7801E+12,9.78194E+12
470,3483,,Private Faces: The Autobiography,Writing Desire: Sixty Years of Gay Autobiography,9.78034E+12,9.7803E+12
1992,2100,,Voices In The Mirror: An Autobiography,Autobiography of a Chinese Girl,,9.78071E+12
1663,322,,Time Exposure: The Autobiography of William Henry Jackson,A Short Autobiography,9.78188E+12,9.78144E+12
3312,364,,Autobiography of Rev. James Finley,The Children of Sanchez: Autobiography of a Mexican Family,9.78078E+12,9.78031E+12
1041,475,,One Direction: Who We are: Our Official Autobiography,Dior,9.78001E+12,9.78185E+12
1282,2006,,Autobiography of John Stuart Mill,The History of England: Vol. 2 in 6 Volumes of 1860 Edition (Illustrated and Bundled with Autobiography,9.78141E+12,2.94015E+12
2534,1026,,The Restless sky: the autobiography of an airman,Life of David Crockett: An Autobiography,,9.78159E+12
3210,2354,,An Uncertain Voyage: An Autobiography,Josef Hoffmann: Autobiography,9.7819E+12,9.78378E+12
2193,1279,,Gory Tales - Autobiography of John Gorman,"Autobiography of a Shaker, and Revelation of the Apocalypse",9.78191E+12,9.78131E+12
3681,2555,,Blue Plate Special: An Autobiography of My Appetites,THE DIARY AND AUTOBIOGRAPHY OF EDMUND BOHUN ESQ.,9.78039E+12,2.94003E+12
2046,714,,Autobiography of Alfred Percy Sinnett,The Milesian Mistress. The Autobiography of Aspasia of Miletus,,2.94001E+12
2240,1426,,Crossing the Barriers: The Autobiography of Allan H. Spear,An autobiography,9.78082E+12,2.94002E+12
1219,1285,,Clough: The Autobiography,Men of mark in Connecticut; ideals of American life told in biographies and autobiographies of eminent living Americans,9.78055E+12,2.94002E+12
529,2914,,P.S.: The Autobiography of Paul Simon,"Autobiography and Recollections of Incidents Connected with Horticultural Affairs, Etc. from 1807 Up - Scholar's Choice Edition",9.78157E+12,9.7813E+12
2717,1504,,Jane Eyre: An Autobiography,One More Step: An Autobiography,,9.78067E+12
3349,31,,Stirred But Not Shaken: The Autobiography,An Autobiography: The Story of My Experiments with Truth,9.78028E+12,9.78081E+12
2521,2539,,The Autobiography of Peter Madsen,A Slave Girl's Story: Being an Autobiography of Kate Drumgoold,9.78188E+12,2.94015E+12
1087,2690,,Autobiography (Autobiography #1-3),An Ordinary Extraordinary Life: A Spiritual Autobiography,9.78081E+12,9.78148E+12
2174,2604,,"Looking Forward, Looking Back: An Autobiography",Ezio Pinza: An Autobiography,9.78034E+12,9.78041E+12
3084,758,,The Brothers: An Autobiography,All in the Day's Work: An Autobiography,,9.78025E+12
2123,3250,,The Autobiography of Ralph de Boissiere,Random Thoughts of A Soulless Child: The Autobiography of Tony Christ,,9.78069E+12
2617,1936,,Killing Time: The Autobiography of Paul Feyerabend,Write Your Own Autobiography,9.78023E+12,9.78076E+12
2077,1814,,Me and Rumi: The Autobiography of Shams-i Tabrizi,Autobiography in Education,9.78189E+12,9.78044E+12
144,3462,,Underground (Notes Toward an Autobiography),"When the Tree Flowered: The Fictional Autobiography of Eagle Voice, a Sioux Indian",9.78189E+12,9.7808E+12
1483,2475,,Warrior: An Autobiography,Beyond the Blue Mountain: An Autobiography,9.78074E+12,9.78155E+12
1213,211,,The Chase: An Autobiography,Freedom in Exile: The Autobiography of the Dalai Lama,9.78095E+12,9.78006E+12
3381,201,,The Bread of Time: Toward an Autobiography,"The Autobiography of Medgar Evers: A Hero's Life and Legacy Revealed Through His Writings, Letters, and Speeches",9.78047E+12,9.78079E+12
3504,1792,,The Autobiography of Booker T. Washington,Autobiography And Selected Essays,9.78149E+12,9.78141E+12
504,3146,,More Than You Know: The Autobiography,"Selections from the autobiography of Rev. J.M. Arnold, D.D. and from his editorial writings on the doctrine of sanctification",9.78001E+12,2.94002E+12
817,976,,Blitz: An Autobiography,"Apollo and America's Moon Landing Program - Aiming At Targets - The Autobiography Of Robert C. Seamans, Jr. (NASA SP-4106) Incisive Commentary on Apollo, the Apollo 1 Fire, Space Program Management",9.78081E+12,2.94003E+12
915,895,,My Way: An Autobiography,The Autobiography of Jesus Christ,,2.94001E+12
3646,3342,,A Nation of Lords: The Autobiography of the Vice Lords,Gaz: The Autobiography of a League Legend (Large Print 16pt),9.78088E+12,9.78146E+12
563,3626,,Betty: The Autobiography,James Galway: An Autobiography,9.78023E+12,9.78031E+12
2844,2670,,King Richard I: The Autobiography of America's Greatest Auto Racer,The Blue Hen's Chick: An Autobiography,9.78077E+12,9.7808E+12
3362,2130,,The Fairy Tale of My Life: An Autobiography,"Autobiography of Elder Joseph Luff, One of the Twelve Apostles of the Reorganized Church of Jesus Christ of Latter Day Saints",9.78082E+12,9.78131E+12
3661,3620,,Out of Revolution: Autobiography of Western Man,"Autobiography, a Collection of the Most Instructive and Amusing Lives Ever Published Volume 21",9.78085E+12,9.78131E+12
618,2647,,"The Court Years, 1939-1975: The Autobiography of William O. Douglas",My Life Being The Autobiography Of Nawab Server-Ul-Mulk Bahadur,9.78039E+12,2.94003E+12
298,1149,,More Ronnie O'Sullivan: The Autobiography,Darren Lockyer - An Autobiography,,9.78186E+12
3594,1955,,Unbowed: My Autobiography,Tom Landry: An Autobiography,9.7801E+12,9.78031E+12
1360,2400,,The Rise and Fall of a Proper Negro: An Autobiography,"Life of Father Ignatius of St. Paul: Passionist, (the Hon.& Rev. George Spencer); Compiled Chiefly From His Autobiography, Journal,& Letters (Classic Reprint)",9.78003E+12,9.78133E+12
2613,1490,,The Autobiography of Miss Huckleberry Finn,Reminiscences of foreign travel. A fragment of autobiography,,2.94002E+12
2590,501,,WORLD ELSEWHERE: AN AUTOBIOGRAPHY,The Dance of Reality: A Psychomagical Autobiography,9.78185E+12,9.78162E+12
3065,2970,,"Mark Twain: Selected Works, Deluxe Edition (Burlesque Autobiography/the Prince)",The Autobiography of an Ex-Colored Man,,2.94001E+12
559,2198,,Betty: The Autobiography,The Autobiography Of An Idea,9.78023E+12,2.94002E+12
1931,1887,,David Frost: An Autobiography part 1: From Congregations to Audiences,"Man and Woman, War and Peace 1941-1951: A Dual Autobiography",9.78001E+12,9.78053E+12
3697,3567,,Time to Declare: My Autobiography,Tibetan Lives: Three Himalayan Autobiographies,9.78034E+12,9.7807E+12
95,3090,,Frankie: The Autobiography of Frankie Dettori,"Rev. William S. White, D.D., and his times (1800-1873) : an autobiography",9.78001E+12,2.94002E+12
716,208,,Milton Berle: An Autobiography,Back from the Brink: The Autobiography,,9.78145E+12
1232,1829,,Cash: The Autobiography by Johnny Cash Summary & Study Guide,"Intellectual Autobiography: Ideas on Literature, Philosophy and Religion",,9.78141E+12
3192,609,,The Autobiography of the American Master,Without Stopping: An Autobiography,9.78146E+12,9.78006E+12
3009,569,,Miss Aunt Nellie: The Autobiography of Nellie C Cornish,Mr Nastase: The Autobiography,9.7803E+12,9.78001E+12
1155,583,,"Honoring The Body: The Autobiography Of Alexander Lowen, M.D.",Born to Rebel: An Autobiography,9.78097E+12,9.78082E+12
1846,4,,The Autobiography of a Sex Worker,Autobiography of a Yogi,,9.78088E+12
2915,2486,,The Autobiography of Margot Asquith. Volume Two,History of Psychology in Autobiography / Edition 1,,9.78039E+12
295,2745,,A Short Time for Insanity: An Autobiography,Autobiography and National Identity in the Americas,9.7808E+12,9.78081E+12
181,3026,,Autobiography of So-And-So: Poems in Prose,"The Life of Hon. William F. Cody, Known As Buffalo Bill, the Famous Hunter, Scout, and Guide: An Autobiography",9.78093E+12,9.78081E+12
2153,1676,,The Autobiography of Emanuel Carnevali,The Autobiography of a Clown,,2.94015E+12
2813,3432,,Falling Stones: The Spirit Autobiography of S. M. Jones,The Autobiography Of A Slander,9.78188E+12,9.78366E+12
1032,3299,,The Autobiography of A Somebody,Life of Thurlow Weed including his autobiography and a memoir,9.78148E+12,2.94002E+12
58,226,,The Autobiography of the Original Celebrity Chef,"The Mystery of the Missing Socks...Wow, You Actually Managed to Write an Autobiography Title Entry With Bio 4 That Wasn't So Ridiculously Long...Um",9.78099E+12,9.78133E+12
2817,848,,A Life Against the Grain: The Autobiography of an Unconventional Economist,"The Snow-Shoe Itinerant: An Autobiography of the Rev. John L. Dyer, Familiarly Known as Father Dryer, of the Colorado Conference, Methodist Episcopal Church (Classic Reprint)",9.78077E+12,9.78133E+12
3493,3378,,Arrive at Easterwine: The Autobiography of a Ktistec Machine,Autobiography of Sir Walter Besant,9.78068E+12,2.94003E+12
681,885,,The Spiritual Autobiography of Charles De Foucauld,Wild Ivy: The Spiritual Autobiography of Zen Master Hakuin,9.78093E+12,9.78083E+12
1284,68,,Harry's Game: The Autobiography,God: The Autobiography,9.78184E+12,9.78023E+12
1889,3273,,Melvin Belli: My Life on Trial: An Autobiography,Reading Autobiography: A Guide for Interpreting Life Narratives,9.78069E+12,2.90082E+12
2121,2685,,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition","Autobiographies, Autocritiques, Aveux Dans le Monde Communiste",9.78052E+12,9.7827E+12
1367,3520,,The Autobiography of Ashley Bowen (1728-1813),The Natural History of Religion,9.78155E+12,9.78151E+12
1962,2924,,Autobiography,Midnight Son: An Autobiography,9.78082E+12,9.78152E+12
1300,3666,,The Official Everton Autobiography,My Path to Peace and Justice: An Autobiography,,9.78161E+12
1272,775,,Writing My Life: An Autobiography,Autobiography of Friedrich Froebel,9.78088E+12,9.78151E+12
296,2834,,Thanks for Coming!: An Autobiography,What Faith Can Do!: The Autobiography Of Rachel,9.78057E+12,9.78146E+12
3314,3591,,Jubilee!: Autobiography of Hermon Pettit,"Autobiography of the First Forty-One Years of the Life of Sylvanus Cobb, D.D.: To Which Is Added a Memoir",9.78093E+12,2.94002E+12
612,2676,,Living on the Edge: The Autobiography of Peter J. Daniels,"Autobiography of Z. S. Hastings, Written for His Boys",,9.78146E+12
588,3503,,The Quality of Mercy: An Autobiography,Real Truth for Real Choices: A Spiritual Autobiography,9.78081E+12,9.7815E+12
2124,2769,,The Autobiography of Richard Baxter,Kink: An Autobiography,9.78087E+12,9.78079E+12
1874,213,,From Fugitive Slave to Free Man: The Autobiographies of William Wells Brown,Commando: The Autobiography of Johnny Ramone,9.78083E+12,9.78081E+12
2600,3053,,Life Size: An Autobiography,"The backwoods preacher; being the autobiography of Peter Cartwright, an American Methodist travelling preacher",9.78091E+12,2.94002E+12
680,1725,,London: The Autobiography,"John M. Mwanakatwe: Teacher, Politician, Lawyer: My Autobiography",9.78185E+12,9.78998E+12
981,842,,Book 5 Autobiography,Unauthorised Autobiography,9.78067E+12,2.94001E+12
3581,794,,Sonata for Jukebox: An Autobiography of My Ears,"Autobiography of Dr. William Henry Johnson, Respectfully Dedicated to His Adopted Home, the Capital City of the Empire State",9.78158E+12,9.78129E+12
1112,1974,,Supermac: My Autobiography,Home and Abroad: An Autobiography of An Octogenarian,9.7819E+12,2.94002E+12
2370,591,,Confessions of the Old Wizard: The Autobiography of Hjalmar Horace Greeley Schacht,The Autobiography of My Mother: A Novel,9.78126E+12,9.78037E+12
3518,3313,,My People Shall Live: Autobiography Of A Revolutionary,On My Way Home: An Autobiography of a Priest in Today's World,9.78092E+12,9.78158E+12
529,1338,,P.S.: The Autobiography of Paul Simon,The Autobiography of Countess Sophie Tolstoi,9.78157E+12,9.78131E+12
2906,1080,,Touched by Frost: The Autobiography of Jimmy Frost,Tears for My City: An Autobiography of a Detroit White Boy,9.7819E+12,9.78162E+12
3847,3088,,Alan Carr Autobiography,Trial And Error The Autobiography,9.78001E+12,9.7813E+12
3471,75,,Jonah Lomu Autobiography,Shooter: The Autobiography of the Top-Ranked Marine Sniper,9.78076E+12,9.78143E+12
2810,1379,,At the Table: The Autobiography of the World's #1 Rated Bridge Player,The Accompanist: Autobiography of Andre Benoist,9.78096E+12,9.78088E+12
1196,2467,,La Conquistadora: The Autobiography of an Ancient Statue,Autobiography of seventy years,9.78091E+12,2.94002E+12
95,3467,,Frankie: The Autobiography of Frankie Dettori,Confessions of a Parish Priest: An Autobiography,9.78001E+12,9.78067E+12
3061,1401,,No Ordinary Joe: The Autobiography of the Greatest British Boxer of Our Time,Sacred Estrangement: The Rhetoric of Conversion in Modern American Autobiography,9.78185E+12,9.78027E+12
223,1790,,"A Golden Age : Steve Redgrave, the Autobiography",Stop Forgetting to Remember: The Autobiography of Walter Kurtz,9.78056E+12,9.78031E+12
2502,3695,,Autobiography of a Female Slave.,"The Life of Catalina de Erauso, the Lieutenant Nun: An Early Modern Autobiography",9.78128E+12,9.78161E+12
251,2815,,The Autobiography of a Fisherman,"The Public Life of Captain John Brown, With an Autobiography of His Childhood and Youth",9.7808E+12,9.7808E+12
1997,719,,Push Comes to Shove: An Autobiography,The Autobiography of Mulan (Book One of the Princess Series),9.78055E+12,2.94001E+12
1636,1101,,Tweaking The Tail: The Autobiography of John Leeson,Autobiography of Pops Foster: New Orleans Jazz Man,9.78178E+12,9.78088E+12
749,3654,,Budgie The Autobiography of Goalkeeping Legend John Burridge,"John G. Paton, Missionary to the New Hebrides: An Autobiography - Scholar's Choice Edition",9.78184E+12,9.7813E+12
601,3348,,History's Carnival: A Dissident's Autobiography,"Telling Lives in India: Biography, Autobiography, and Life History",9.78015E+12,9.78025E+12
398,365,,What Did I Do?: The Unauthorized Autobiography of Larry Rivers,"Benjamin O. Davis, Jr.: American: An Autobiography",9.78156E+12,9.78156E+12
2476,1670,,Autobiography of St. Teresa of Avila (Dover Books on Western Philosophy),"Autobiography, Travel & Postnational Identity: Narratives of Selfhood in Gandhi, Nehru and Iqbal",,9.7814E+12
35,811,,The Three Mountains: The Autobiography of Samael Aun Weor,The Americanization of Edward Bok: Autobiography,9.78193E+12,9.78149E+12
2663,2593,,The Story Of A Musical Life; An Autobiography,"I, Houdini",9.7804E+12,9.78044E+12
1858,1668,,The Autobiography of a Seaman. Volume 1 of 2,The Autobiography of Vernell Everett: The Long Road to Where I Am,9.78128E+12,9.78148E+12
374,1479,,An Autobiography,Picasso: Art As Autobiography,9.78039E+12,9.78023E+12
3050,2491,,An Orderly Man (Dirk Bogarde's Autobiography),Mccoy The Autobiography,9.78014E+12,9.78014E+12
1427,719,,The Machine: The Autobiography of Ian Freeman,The Autobiography of Mulan (Book One of the Princess Series),9.7819E+12,2.94001E+12
1118,939,,Theme and Variations: An Autobiography,Cash: The Autobiography Lesson Plans,9.78031E+12,2.94001E+12
2724,2352,,Romantic Autobiography In England,"Haunch, paunch and jowl; an anonymous autobiography",9.78075E+12,2.94002E+12
1335,2291,,The Fiery Fountains: The Autobiography : Continuation and Crisis to 1950,Autobiography of Madame Guyon Volume 2,9.78082E+12,9.78131E+12
1777,730,,Reminiscences of a Soldier's Wife: An Autobiography,Along This Way: The Autobiography of James Weldon Johnson,9.78055E+12,9.78014E+12
2004,3281,,"Autobiography and Selected Letters, Volume II: Letters 51-193",My Autobiography - Scholar's Choice Edition,9.78067E+12,9.7813E+12
3131,2217,,An Autobiography of a Self-Exorcist,The Autobiography of Benjamin Franklin: With Notes and a Sketch of Franklin's Life from the ...,9.78193E+12,2.94003E+12
1708,3074,,Autobiography: A Reader For Writers,"George Fox, an Autobiography",9.7802E+12,2.94002E+12
3052,1804,,This Side of Glory: The Autobiography of David Hilliard and the Story of the Black Panther Party,Autobiography and Diary of Elizabeth Parsons Channing,9.78032E+12,2.94003E+12
3737,1236,,Fred Hollows: An Autobiography,God Knows What: The Autobiography of Pope Bing the First,9.78096E+12,9.78149E+12
1963,2026,,Autobiography,A life on the ocean. Autobiography of Captain Charles Wether,,2.94002E+12
2496,2192,,Around the World with Nephrology: An Autobiography: An Autobiography,The works of Sir Benjamin Collins Brodie ... with an autobiography,9.78981E+12,2.94002E+12
11,1162,,Call Me Anna: The Autobiography of Patty Duke,Ecce Homo (Barnes & Noble Library of Essential Reading),9.78055E+12,9.78076E+12
1692,930,,Fowler: My Autobiography,Autobiography Of Mark Twain - Abridged Edition,9.78033E+12,9.78161E+12
3518,2988,,My People Shall Live: Autobiography Of A Revolutionary,"Facsimile of autobiography of Abraham Lincoln : written for Jesse Fell of Bloomington, 1858",9.78092E+12,2.94002E+12
1233,3104,,"The Bahama Queen: The Autobiography of Gertrude ""Cleo"" Lythgoe",Andrew Wyeth: Autobiography,9.78098E+12,9.78082E+12
3611,2541,,Running My Life: The Autobiography,Betty Boothroyd Autobiography,9.78144E+12,9.7801E+12
986,3466,,Forties' Child: An Early Autobiography,From the Hills of Georgia: An Autobiography in Paintings,9.78185E+12,9.78032E+12
3316,577,,Facing The Music: An Autobiography,Valleywood: The Autobiography of Lateysha Grace,9.7803E+12,9.78178E+12
3296,3147,,The Autobiography of Thomas Jefferson,Life of Thurlow Weed Including His Autobiography and a Memoir Volume 1,,9.78141E+12
482,3003,,The Education of Fanny Lewald: An Autobiography,Lew Wallace: An Autobiography (Classic Reprint),9.78079E+12,9.78143E+12
2273,2369,,We Were Young and Carefree: The Autobiography of Laurent Fignon,Autobiography and Life Stories of Elwood Walker Chambers,9.78022E+12,9.78148E+12
689,1936,,A Backward Glance: An Autobiography,Write Your Own Autobiography,,9.78076E+12
3240,3597,,Autobiography of an Allergic/Asthmatic Survivor,I a Grand Autobiography,9.78074E+12,2.94005E+12
21,3350,,Uncovered: The Autobiography of Pat Cash,"Autobiography of REV. A.B. Wright: Of Holston Conference, M.E. Church",9.7819E+12,9.78131E+12
3936,225,,Revenue Stamp: An Autobiography,Fading Into The Limelight: The Autobiography,9.78071E+12,9.78141E+12
2420,1627,,Harriet Martineau's Autobiography Part One,Seven and nine years among the Camanches and Apaches : an autobiography,9.78142E+12,2.94002E+12
2429,826,,A Life In Movies: An Autobiography,Geological Observations on Volcanic Islands (Illustrated and Bundled with The Autobiography of Charles Darwin),9.78043E+12,2.94015E+12
1783,11,,The Doctor's House: An Autobiography,Long Walk to Freedom: The Autobiography of Nelson Mandela,9.7819E+12,9.78032E+12
1191,3277,,"Autobiography of Cassandra, Princess and Prophetess of Troy",The Text and Contexts of Ignatius Loyola's Autobiography,9.78093E+12,9.78082E+12
1991,1202,,The Autobiography,"The Miracles and Riches of God: Autobiography of John Nimley Wulu, Sr. of Monrovia, Liberia, West Africa (Founder and Builder of Schools)",,9.78144E+12
1981,1347,,An Autobiography,"Out of Darkness Into Light: An Autobiography of Joseph F. Hess, the Converted Prize-Fighter and Saloon-Keeper (Classic Reprint)",9.78071E+12,9.78133E+12
906,938,,The Story of My Heart: My Autobiography,"Autobiography of Mark Twain, Vol. 3",9.7819E+12,9.7815E+12
233,888,,Long Time Gone: The Autobiography of David Crosby,Jack Tar's Story: The Autobiographies and Memoirs of Sailors in Antebellum America,9.78098E+12,9.78111E+12
273,3447,,Mum Shirl: an autobiography,My Miracle from God: An Autobiography,9.78186E+12,9.78148E+12
3862,3136,,Along This Way: The Autobiography of James Weldon Johnson,New chapters of his autobiography;,9.78031E+12,2.94002E+12
1299,2447,,My Struggles: An Autobiography,Louis Spohr's autobiography : translated from the German,9.78071E+12,2.94002E+12
1699,3517,,Pipe Dreams: An Autobiography,Brief History of a Work in Progress: An Unintentional Autobiography,,9.78142E+12
795,3374,,Pure Gold: My Autobiography,"Contemporary Authors Autobiography Series, Volume 3",9.78191E+12,9.78081E+12
2701,1678,,Made for Rugby: The Autobiography,Hashish: The Autobiography of a Red Sea Smuggler,9.78028E+12,9.78088E+12
751,1077,,Horizon Bound on a Bicycle: The Autobiography of Eyvind Earle,Buffalo Bill Cody: An Autobiography,9.78096E+12,9.7815E+12
1955,1657,,An Autobiography,Overturned Chariot: The Autobiography of Phan-Boi-Chau,9.78078E+12,2.90082E+12
3501,1492,,Mourning Dove: A Salishan Autobiography,Autobiography of Shahzad A. Sheikh,9.7808E+12,9.7815E+12
3301,276,,Medora Leigh; A History And An Autobiography,Israel Rank: The Autobiography of a Criminal,9.7804E+12,9.7815E+12
1726,2294,,The Autobiography of Jesus of Nazareth,The Black Sheep : The Autobiography of a Paraplegic,9.78142E+12,9.78174E+12
