ID,Title,Authors,ISBN13,Pages,Rating,Ratings_Count,Publisher,Publish_Date
997,The Autobiography of Maud Gonne: A Servant of the Queen / Edition 1,Maud Gonne,9780226302522,396,,,University of Chicago Press,03/28/1995
998,Silent Gesture: The Autobiography of Tommie Smith,"Tommie Smith, Delois Smith, David Steele",9781592136407,288,,,Temple University Press,05/28/2008
999,THE AUTOBIOGRAPHY OF METHUSELAH (A SATIRICAL LOOK),"John Kendrick Bangs, F. G. Cooper",2940014702508,,,,TLC BOOKS,01/02/2012
1000,"The Autobiography Of Lieutenant-General Sir Harry Smith, Baronet of Aliwal on the Sutlej, G.C.B.: Edited with the addition of some supplementary Chapters",G. C. Moore Smith M.A.,9781908692542,624,,,Pickle Partners Publishing,03/03/2011
1001,The Autobiography of Tinker Bell,Katie Morris,2940012571557,,5.0,5,Golgotha Press,05/03/2011
1002,A Daughter of Han: The Autobiography of a Chinese Working Woman,"Ida Pruitt, Lao T'Ai-T'ai Ning",9780804706063,264,,,Stanford University Press,06/01/1945
1003,The Story of My Heart: an Autobiography,Richard Jefferies,2940000875308,,4.0,2,B&amp;R Samizdat Express,03/01/2010
1004,When Memory Speaks: Exploring the Art of Autobiography,Jill Ker Conway,9780307797230,224,,,Knopf Doubleday Publishing Group,06/08/2011
1005,A Life Worth Living: Michael Smurfit's Autobiography,Michael Smurfit,9781781190135,328,,,Oak Tree Press,04/04/2014
1006,The Autobiography of Josephus (Formatted with TOC),Josephus,2940013173958,,,,Charles River Editors,08/10/2011
1007,Firebrand: The Autobiography of Benvenuto Cellini,Benvenuto Cellini,9781494870225,382,,,CreateSpace Publishing,01/02/2014
1008,"Inspired to Design: F1 cars, Indycars & racing tyres: the autobiography of Nigel Bennett",Nigel Bennett,9781845845360,176,,,Veloce Publishing,12/01/2013
1009,Autobiography,Bertrand Russell,9780203864999,768,5.0,2,"Taylor &amp; Francis, Inc.",09/01/2009
1010,You Can Go Home Again: An Autobiography,Patricia Claggett French,9781456875213,249,,,Xlibris US,02/24/2011
1011,Pasha: The Autobiography of TV's Hottest Dance Star,Pasha Kovalev,9781782197799,256,,,"John Blake Publishing, Limited",12/01/2013
1012,The Autobiography Of St. Ignatius,Saint Ignatius Loyola,9781406853124,52,,,Echo Library,09/14/2009
1013,Niall Mackenzie: The Autobiography,Niall Mackenzie,9780007378265,464,,,HarperCollins Publishers,06/24/2010
1014,The Autobiography of Sergeant William Lawrence : A Hero of the Peninsular and Waterloo Campaigns (Illustrated),William Lawrence,2940016508542,,,,"Five Star Publishing, LLC",06/21/2013
1015,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,9783655257951,,,,MVB E-Books,01/01/2010
1016,Song of the Open Road: An Autobiography and Other Writings,"Paul Weston, Jo Stafford",2940149105786,220,,,BearManor Media,11/20/2013
1017,Fernando Bujones: An Autobiography,"Fernando Bujones, Zeida Cecilia-Mendez",9780615284965,342,,,Higher Educ. &amp; Technology Consultants,05/01/2009
1018,GRACE OVER THE LONG RUN: An autobiography of a missionary and pastor who is not perfect,George Pontius,9781450264532,,,,"iUniverse, Incorporated",12/14/2010
1019,"Reflections: An Autobiography: A story about family and friends, and Wyoming's Seventeenth State Auditor",Dave Ferrari,9781491713051,292,,,"iUniverse, Incorporated",11/11/2013
1020,Experiencing the Depth of Jesus Christ: The Autobiography,Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide,2940013005020,,,,BookRags.com,08/20/2011
1021,"Autobiography of an Unknown Football Player: A Message to My Grandchildren Rachael, Erin, and Proverb IV",Proverb G. Jacobs Jr. Ed D.,9781481763141,856,,,AuthorHouse,02/07/2014
1022,Autobiography of a Goat,Jeremy Silman,9780989928908,252,,,Silman-James Press,10/28/2013
1023,THE WOODCHOPPER: An African Cultural Autobiography,WILLIAM C. ONYEBEKE,9781465319388,195,,,Xlibris US,01/27/2010
1024,David Hume on Money and Interest (Illustrated and Bundled with Autobiography,David Hume),2940151609586,,,,www.WealthOfNation.com,03/29/2015
1025,just a simple seaman: an autobiography,no one famous,9781467013956,356,,,AuthorHouse,04/12/2012
1026,Life of David Crockett: An Autobiography,David Crocket,9781594622502,428,,,"Standard Publications, Incorporated",07/13/2006
1027,Shearer Wonderland: Duncan Shearer: The Autobiography,Duncan Shearer,9781845025984,256,,,Black &amp; White Publishing,10/05/2011
1028,Football in the Blood: My Autobiography,Tommy McLean,9781845027483,256,5.0,1,Black &amp; White Publishing,10/24/2013
1029,Journey Out of Silence: Second Edition: An Autobiography,William L. Rush,9781257192694,,,,Lulu.com,06/14/2011
1030,"A Personal Memoir, Complete Writings, Volume 1: Fragments for an Autobiography",Antoni Tapies,9780253354891,430,,,Indiana University Press,09/24/2009
1031,Memories of a Teaching Life in Music: The Autobiography of Wachtang Botso Korisheli,Wachtang Botso Korisheli,9781257546756,,,,Lulu.com,08/25/2011
1032,"Best of the Sellers Rosa Parks ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )","Resounding Wind Publishing, autobiography eBooks Publishing, diary Best of the Sellers",2940150053335,,5.0,3,Resounding Wind Publishing,09/24/2014
1033,A Little History of My Forest Life: An Indian-White Autobiography,Eliza Morrison,9780970260628,200,,,"Ladyslipper Press, Inc.",01/28/2002
1034,Restoried Selves: Autobiographies of Queer Asian / Pacific American Activists,"John Dececco, Phd, Kevin Kumashiro",9781136572715,172,,,Taylor &amp; Francis,04/03/2013
1035,"Best of the best sellers Ronald Reagan Hero Or Villain ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )",Resounding Wind Publishing,2940150213807,,,,Resounding Wind Publishing,11/30/2014
1036,I Was A German - The Autobiography Of Ernst Toller,Ernst Toller,9781447402848,290,,,Read Books Design,04/20/2011
1037,Sir Bob,Charlton: The Autobiography: My Manchester United Years,9780755316205,438,5.0,1,"Headline Book Publishing, Limited",05/29/2008
1038,Gate of Heaven: Volume 3: After Death Account of Frederick Winterleigh: Leaves from the Autobiography of Aphraar,Robert James Lees,9781257170104,,,,Lulu.com,06/30/2011
1039,Beyond My Wildest Dreams: An Anecdotal Autobiography,Jack French,9781477121672,168,,,Xlibris Corporation,06/27/2012
1040,Autobiography: Truth and Fiction Relating to My Life,Johann Wolfgang von Goethe,2940000749593,,,,B&amp;R Samizdat Express,12/01/2008
1041,A Clear Mirror: The Visionary Autobiography of a Tibetan Master,Traktung Dudjom Lingpa,9789627341673,352,5.0,1,Rangjung Yeshe Publications,12/13/2011
1042,The Autobiography of Charles Darwin,Charles Darwin,9781412160766,,3.0,6,eBooksLib,04/21/2010
1043,Autobiography of Charles R. Barefoot Jr. the World Imperial Wizard for the Church of the Nation's Knights of the KU KLUX KLAN: Episode 1: Betrayed,Charles Barefoot,9781634288590,131,,,Speedy Publishing LLC,04/15/2014
1044,My Autobiography,Benito Mussolini,2940013767393,250,3.0,1,Justin Bread,01/10/2012
1045,Mark Twain's Burlesque Autobiography,Mark Twain,9781607788249,,,,MobileReference,01/01/2010
1046,The Autobiography Of Nicholas Said,Nicholas Said,9783849643928,224,,,Jazzybee Verlag,04/24/2014
1047,Nick Sanders. The Autobiography: The Extraordinary Life of an Ordinary Man. Volume 1 . 1957-1990,Nick Sanders,9780957296367,440,,,On The Road,10/25/2013
1048,Garry Sobers: My Autobiography,"Garry Sobers, Bob Harris",9780755310074,480,,,"Headline Book Publishing, Limited",04/07/2003
1049,Ru,: The Autobiography,9781409115335,,,,"Orion Publishing Group, Limited",10/21/2010
1050,My Science Fiction Autobiography,Russell A. Snopek,9781257333226,,,,Lulu.com,03/13/2013
1051,"A Burlesque Autobiography and, First Romance",Mark Twain,2940011919084,,1.0,1,WHITE DOG PUBLISHING,11/03/2010
1052,A Scientific Autobiography,"Aldo Rossi, Lawrence Venuti",9780262514385,128,,,MIT Press,03/31/2010
1053,Ronan O'Gara: My Autobiography,Ronan O'Gara,9781409081494,448,5.0,1,Transworld Publishers Limited,07/06/2010
1054,Galley Slave: The Autobiography of a Protestant Condemned to the French Galleys,Jean Marteilhe,9781848320703,224,,,Naval Institute Press,07/15/2010
1055,A Daughter of Han; the Autobiography of a Chinese Working Woman Lesson Plans,BookRags,2940014827591,,,,BookRags.com,08/07/2012
1056,The female - impersonators; a sequel to the Autobiography of an androgyne and an account of some of the author's experiences during his six years' career as instinctive female-impersonator in New York's underworld,"Ralph Werther, Alfred W. Herzog",2940015123555,,,,peter stryker,09/02/2012
1057,An Autobiography of Buffalo Bill,Alice Emerson,2940000846124,,,,B&amp;R Samizdat Express,03/01/2010
1058,"The Path of The White Magus: A Supernatural, Metaphysical Autobiography",Albert Jackson,9780578124667,466,5.0,1,Albert Jackson Studios Publishing,06/21/2013
1059,Dior,Dior Deluxe Edition: The Autobiography of Christian Dior,9781851778690,208,,,V &amp; A Publishing,10/13/2015
1060,A Mind that Found Itself: An Autobiography - Scholar's Choice Edition,Clifford Whittingha Beers,9781296125424,394,,,Scholar's Choice,02/17/2015
1061,My Autobiography,A.P. McCoy,9781409131687,,,,"Orion Publishing Group, Limited",10/20/2011
1062,Roy of the Rovers: The Official Autobiography of Roy of the Rovers,Roy Race,9781473506800,320,,,Random House Adult Trade Publishing Group,10/09/2014
1063,The Autobiography of Abraham Lincoln,Francis D. Tandy Company,2940015787221,,5.0,2,"Sweet and Maxwell, Limited",11/26/2012
1064,An Indian Pilgrim: An Unfinished Autobiography. This Is the First Part of the Two-Volume Original Autobiography of Subhas Chandra Bose Fi,Subhas Chandra Bose,9781497312104,142,,,CreateSpace Publishing,01/23/2013
1065,I Knew a Phoenix: Sketches for an Autobiography,May Sarton,9781497685536,214,,,Open Road Media,12/16/2014
1066,Beyond Innocence: An Autobiography in Letters: The Later Years,"Dale Peterson, Jane Goodall",9780618257348,448,,,Houghton Mifflin Harcourt,10/28/2002
1067,The Guy Under the Sheets: The Unauthorized Autobiography,Chris Elliott,9781101600719,256,4.4,13,Penguin Publishing Group,10/11/2012
1068,"Best of the Sellers Harriet Tubman ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )","Resounding Wind Publishing, autobiography eBooks Publishing, diary Best of the Sellers",2940150024670,,,,Resounding Wind Publishing,09/24/2014
1069,On the Origin of Species,Charles Darwin,9781504001601,336,3.3,6,Open Road Media,12/30/2014
1070,Me Cheeta: The Autobiography,Cheeta,9780007352609,336,3.3,3,HarperCollins Publishers,11/12/2009
1071,Autobiography of a Pocket-Hankerchief (Barnes & Noble Digital Library),James Fenimore Cooper,9781411463943,268,,,Barnes &amp; Noble,11/22/2011
1072,"The Symmes memorial: a biographical sketch of Rev. Zechariah Symmes, minister of Charlestown, 1634-1671, with a genealogy and brief memoirs of some of his descendants. And an autobiography - Scholar's Choice Edition",John Adams Vinton,9781293998793,214,,,Scholar's Choice,02/13/2015
1073,"History Books: Best Seller! The Dread Scott Decision ( autobiography, diary, journal, life, life story, memoir, picture, profile, sketch, confessions, experience, letter, life history, personal account )","Resounding Wind Publishing, History Books, Classic History",2940150410664,,5.0,3,Resounding Wind Publishing,12/16/2014
1074,Days in Bondage: Autobiography of Friday Jones,Friday Jones,2940149578405,,,,Big Byte Books,04/22/2014
1075,Nested Scrolls: The Autobiography of Rudolf von Bitter Rucker,Rudy Rucker,9781429986205,336,,,Tom Doherty Associates,12/06/2011
1076,The Collected Works of W.B. Yeats Vol. III: Autobiogra,William Butler Yeats,9781451603217,560,4.5,9,Scribner,07/06/2010
1077,Buffalo Bill Cody: An Autobiography,Buffalo Bill Cody,9781495370076,196,,,CreateSpace Independent Publishing Platform,01/30/2014
1078,"The Autobiography of Benjamin Franklin, with eBook","Benjamin Franklin, Walter Costello",9781400108985,,,,"Tantor Media, Inc.",11/17/2008
1079,Benjamin Franklin: The Autobiography,Benjamin Franklin,9781598530957,230,2.0,1,Library of America,01/06/2011
1080,Tears for My City: An Autobiography of a Detroit White Boy,Dean Dimitrieski,9781618630292,302,4.7,8,Bookstand Publishing,11/02/2011
1081,Twelve Years a Slave (Barnes & Noble Signature Editions),Solomon Northup,9780143125419,304,4.2,363,Penguin Publishing Group,09/04/2013
1082,My Own Story: The Autobiography of Billy the Kid,Ralph Estes,9781503006621,210,,,CreateSpace Publishing,01/12/2015
1083,Safe Conduct: An Autobiography and Other Writings / Edition 1,Boris Pasternak,9780811201353,256,,,New Directions Publishing Corporation,04/07/2009
1084,Autobiography of the Lower East Side,Rashidah Ismaili,9781937997397,238,5.0,1,Northampton House Press,04/01/2014
1085,Riccardo Muti,Riccardo Muti,9780847837458,,4.0,1,Rizzoli,09/06/2011
1086,"Autobiography of a Blue-eyed Devil: My Life and Times in a Racist, Imperialist Society",Inga Muscio,9781609805203,288,,,Seven Stories Press,03/25/2014
1087,Billy the Hill and the Jump Hook: The Autobiography of a Forgotten Basketball Legend,"Billy McGill, Eric Brach",9780803246874,328,,,UNP - Nebraska,11/01/2013
1088,The Only One Living to Tell: The Autobiography of a Yavapai Indian,Mike Burns,9780816501205,176,,,University of Arizona Press,04/01/2012
1089,God's Grace for Graham: An Autobiography,Graham Jones as Told to Mary Alice Baker Ferguson,9781490850412,108,,,"Nelson, Thomas, Inc.",12/10/2014
1090,Autobiography of a Yaqui Poet,Refugio Savala,9780816506286,228,,,University of Arizona Press,03/01/1980
1091,"Never Charged, Never Convicted: The Autobiography of a Boston Drug Dealer","Marvin Clark, Carl Senna",9781939521217,250,,,Strategic Media Books,01/31/2015
1092,Autobiography of a Yogi: A 52-Card Deck & Booklet,Paramhansa Yogananda,9781565892231,63,,,Crystal Clarity Publishers,11/25/2007
1093,Fighting Tuscarora: The Autobiography of Chief Clinton Rickard,Barbara Graymont,9780815601906,182,,,Syracuse University Press,01/28/1984
1094,Autobiography of Harry S. Truman,Robert H. Ferrell,9780826214454,160,,,University of Missouri Press,09/28/2002
1095,Black Beauty with CD: The Autobiography of a Horse,"Anna Sewell, Jonathan Keeble",9781402211683,144,,,Sourcebooks,09/01/2008
1096,The Autobiography of W. E. B. Du Bois (The Oxford W. E. B. Du Bois): A Soliloquy on Viewing My Life from the Last Decade of Its First Century,"Henry Louis Gates Jr., W. E. B. Du Bois",9780199387052,330,,,"Oxford University Press, USA",03/01/2014
1097,The Story of Cole Younger,"Himself: Being an Autobiography of the Missouri Guerrilla Captain and Outlaw, His Capture and Prison Life and the Only Authentic Account of the Northfield Raid Ever Published",9780873513937,127,,,Minnesota Historical Society Press,10/28/2000
1098,From the Bottom of the Heap: The Autobiography of Black Panther Robert Hillary King,Robert Hillary King,9781604865752,256,,,PM Press,12/01/2012
1099,The Red Baron's Autobiography,Manfred Von Richthofen,9781456334253,110,,,CreateSpace Publishing,11/04/2010
1100,The Autobiography of an Ex-Colored Man: A Fictional Account of a Young Biracial Man,James Weldon Johnson,9781505559781,96,,,CreateSpace Publishing,12/15/2014
1101,Autobiography of Pops Foster: New Orleans Jazz Man,"Tom Stoddard, Pops Foster",9780879308315,242,,,Hal Leonard Corporation,01/01/2005
1102,The Autobiography of an Unknown Indian,Nirad C. Chaudhuri,9780940322820,560,,,New York Review Books,09/28/2001
1103,Pat Cooper--How Dare You Say How Dare Me!: An Autobiography of a Life in Comedy,Rich Herschlag,9780757003639,288,2.8,7,Square One Publishers,11/01/2010
1104,The Autobiography of St. Teresa of Avila - Including the Relations,"Benedict Zimmerman, Saint Teresa of Avila, Teresa Of Avila",9780895556035,562,5.0,1,"TAN Books &amp; Publishers, Inc.",01/28/2011
1105,Black Hawk: Autobiography,Ma-Ka-Tai-Me-She-Kia-Kiak,9781494920623,174,,,CreateSpace Independent Publishing Platform,01/07/2014
1106,In the Trenches: The Autobiography,Reggie White,9780785271239,324,,,"Nelson, Thomas, Inc.",08/28/1997
1107,The Best That I Can Be: An Autobiography,"Rafer Johnson, Philip Goldberg",9780385487610,304,5.0,2,The Crown Publishing Group,08/28/1998
1108,Lives in Play: Autobiography and Biography on the Feminist Stage,Ryan Claycomb,9780472035984,272,,,University of Michigan Press,05/28/2014
1109,Bright Felon: Autobiography and Cities,Kazim Ali,9780819572769,112,,,Wesleyan University Press,08/15/2012
1110,Up from Slavery,Booker T. Washington,9780486287386,160,3.8,14,Dover Publications,10/04/1995
1111,Practical Obsession: The Unauthorized Autobiography of a Mad Mystic,N. Nosirrah,9781591812791,130,,,Sentient Publications,05/07/2015
1112,"The Essential Tawfiq al-Hakim: Plays, Fiction, Autobiography",Denys Johnson-Davies,9789774165924,244,,,"American University in Cairo Press, The",03/15/2013
1113,Bread Not Stones: The Autobiography of an Eventful Life,Una Kroll,9781782798040,143,,,Christian Alternative,12/12/2014
1114,Saunders Mac Lane: A Mathematical Autobiography,Saunders Mac Lane,9781568811505,354,,,Taylor &amp; Francis,06/06/2005
1115,The Autobiography of Mother Jones / Edition 1,"Mary Harris Jones, Mother Jones, Charles H. Kerr",9780882861661,302,3.0,1,Charles H. Kerr Publishing Company,01/01/1996
1116,Zig: The Autobiography of Zig Ziglar,Zig Ziglar,9780385502979,272,,,The Crown Publishing Group,02/17/2004
1117,He Writes About Us: An Autobiography of a Chicago Journalist,Kenan Heise,9781936863174,336,,,"Marion Street Press, LLC",12/01/2013
1118,The Autobiography of Lincoln Steffens,Lincoln Steffens,9781597140164,882,,,Heyday Books,09/20/2005
1119,Like a Waking Dream: The Autobiography of Geshe Lhundub Sopa,Lhundub Sopa,9780861713134,368,5.0,1,Wisdom Publications MA,11/20/2012
1120,The Face Before I Was Born: A Spiritual Autobiography,Llewellyn Vaughan-Lee,9781890350185,340,,,The Golden Sufi Center,09/01/2009
1121,Under Angels Wings: The True Story of a Young Girl and Her Guardian Angel: The Autobiography of Sister Maria Antonia,Maria Antonia,9780895556479,264,,,TAN Books,01/28/2001
1122,Tony Allen: An Autobiography of the Master Drummer of Afrobeat,"Tony Allen, Michael E. Veal",9780822355915,240,,,Duke University Press Books,09/27/2013
1123,"The Autobiography Of Benjamin Franklin, Including Poor Richard's Almanac, And Familiar Letters",Benjamin Franklin,9781596052314,320,,,Cosimo,12/01/2005
1124,The Autobiography of Giambattista Vico,Giambattista Vico,9780801490880,240,,,Cornell University Press,01/28/1963
1125,From Emperor to Citizen: The Autobiography of Aisin-Gioro Pu Yi,Aisin-Gioro Pu Yi,9780898752892,496,,,University Press of the Pacific,11/28/2001
1126,Pilgrim Souls: A Collection of Spiritual Autobiography,"Amy Mandelker, Elizabeth Powers",9780684843117,544,,,Touchstone,05/12/1999
1127,Daughter of the River: An Autobiography,Hong Ying,9780802136602,278,5.0,1,"Grove/Atlantic, Inc.",12/28/1999
1128,Mirrors of the Mind: Reflecting on Philosophers' Autobiographies,Ronald J Manheimer,9780988412286,338,,,Jorvik Press,02/10/2015
1129,Before the Dawn: An Autobiography,Gerry Adams,9780863222894,258,,,Brandon,12/31/2001
1130,Autobiography,Mohandas Karamchand (Mahatma) Gandhi,9781607960201,480,,,Beta Nu Publishing,10/01/2008
1131,"Tower Stories: The Autobiography of September 11, 2001",Damon Dimarco,9780974868455,396,5.0,4,"Revolution Books, LLC",09/01/2004
1132,The Autobiography of James Agate - A Shorter Ego,James Agate,9781447416623,234,,,Read Books Design,06/09/2011
1133,"Collected works Volume 1 Ashes of the Beacon; the Land Beyond the Blow; for the Ahkoond; John Smith, Liberator; Bits of Autobiography",Ambrose Bierce,9781846377297,136,,,Echo Library,01/28/2005
1134,Dodging Elephants: The Autobiography of J. Fred Bucy,J. Fred Bucy,9781457522666,252,,,Dog Ear Publishing,01/13/2014
1135,"Kolokotrones, the Klepht and the Warrior: bsixty Years of Peril and Daring : an Autobiography",Theodoros Kolokotrones,9781407692531,376,,,HardPress Publishing,01/10/2012
1136,Brilliant Moon: The Autobiography of Dilgo Khyentse,"Sogyal Rinpoche, Dalai Lama, Dilgo Khyentse",9781590307632,400,5.0,4,"Shambhala Publications, Inc.",01/12/2010
1137,The Turning Point: The Autobiography of Klaus Mann,Klaus Mann,9780910129145,412,,,"Wiener, Markus Publishers, Incorporated",01/01/1984
1138,Billy the Kid: An Autobiography,Daniel A Edwards,9780692437254,250,,,"Creative Texts Publishers, LLC",10/31/2014
1139,My Best Life: An Autobiography,Sakie,9781480815551,346,,,Archway Publishing,03/23/2015
1140,The Struggle for Modern Tibet: The Autobiography of Tashi Tsering / Edition 1,"Melvyn C. Goldstein, William R Siebenschuh, Tashi Tsering",9780765605092,221,,,Taylor &amp; Francis,02/28/1997
1141,Reminiscences of a 19th Century Gladiator - The Autobiography of John L. Sullivan,John L. Sullivan,9780981020235,244,,,Promethean Press,11/28/2008
1142,Autobiographies,Charles Darwin,9780140433906,128,,,Penguin Publishing Group,10/01/2002
1143,Pat Van Den Hauwe: My Autobiography,Pat Van Den Hauwe,9781784183271,288,,,"John Blake Publishing, Limited",06/01/2015
1144,"Little Masterpieces ; Selections From Autobiography, Poor Richard's Almanac, Advice to a Young Tradesman, the Whistle, Necessary Hints to Those That Would Be Rich, Motion for Prayers, Selected Letters",Benjamin Franklin,9781290477079,208,,,HardPress Publishing,08/01/2012
1145,"I, Roger Williams: A Fragment of Autobiography",Mary Lee Settle,9780393323832,318,,,"Norton, W. W. &amp; Company, Inc.",09/28/2002
1146,Autobiography Of A Rocket Scientist,Lilburn Smith,9781507762066,102,,,CreateSpace Publishing,01/28/2015
1147,Spitfire: The Autobiography: The Plane and the Men That Saved Britain in 1940 in Their Own Words (Large Print 16pt),Jon E. Lewis,9781459642973,454,,,ReadHowYouWant.com Pty Limited,07/02/2012
1148,"Autobiography and Selected Letters, Volume I: Autobiography. Letters 1-50 (Loeb Classical Library)",Libanius,9780674995277,544,3.0,3,Harvard University Press,01/28/1992
1149,Darren Lockyer - An Autobiography,Darren Lockyer,9781864712735,400,,,Random House Australia,12/01/2011
1150,"Sites of Southern Memory: The Autobiographies of Katharine du Pre Lumpkin, Lillian Smith, and Pauli Murray / Edition 1",Darlene O'dell,9780813920726,189,,,University of Virginia Press,11/28/2001
1151,Racism in Malcolm X's The Autobiography of Malcolm X,Candice Mancini,9780737742619,175,1.0,1,Gale Group,11/07/2008
1152,Chasing the Wind: The Autobiography of Steve Fossett,Steve Fossett,9780753541784,304,,,Virgin Books,02/07/2013
1153,"Autobiography and Selected Letters, Volume II: Letters 51-193 (Loeb Classical Library)",Libanius,9780674995284,496,5.0,1,Harvard University Press,01/28/1992
1154,Running With God An Autobiography By Patrick Dicicco,Patrick R. Dicicco,9781450264594,260,,,"iUniverse, Incorporated",12/09/2010
1155,Autobiography of Peter Cartwright - Scholar's Choice Edition,Peter Cartwright,9781298158239,258,,,Scholar's Choice,02/18/2015
1156,The Confessions of Saint Augustine: The Autobiography of a Prodigal Who Became a Saint,"Saint Augustine, Edward Bouverie (Translator) Pusey",9780684846453,256,,,Touchstone,04/01/1997
1157,"Fulfilling My Destiny, Step",Step: - An Autobiography -,9781491829639,328,,,AuthorHouse,10/24/2013
1158,An Autobiography: The Story of the Lord's Dealings with Mrs. Amanda Smith the Colored Evangelist,"Amanda Berry Smith, Jualynne E. Dodson",9780195052619,608,,,"Oxford University Press, USA",04/28/1988
1159,"A Country Boy from Sumter County, South Carolina: The Autobiography of Harry Lee Fulwood, Sr.",Harry Fulwood,9781499075366,132,,,Xlibris Corporation,11/21/2014
1160,Happy Days: Mencken's Autobiography: 1880-1892,H. L. Mencken,9780801885310,336,,,Johns Hopkins University Press,09/01/2006
1161,Man Of Everest - The Autobiography Of Tenzing,James Ramsey Ullman,9781447400288,356,,,Read Books Design,04/15/2011
1162,Ecce Homo (Barnes & Noble Library of Essential Reading),Friedrich Nietzsche,9780760777725,128,4.8,6,Barnes &amp; Noble,03/16/2006
1163,"Swing, Sing and All That Jazz: The Autobiography of Henry Holloway",Henry Holloway,9781466976306,716,,,Trafford Publishing,02/28/2015
1164,Frank Merriwell's Father: An Autobiography,Gilbert Pattne (Burt L. Standish),9780806148014,370,,,University of Oklahoma Press,01/14/2015
1165,"The story of a Pilgrim family. From the Mayflower to the present time; with autobiography, recollections, letters, incidents, and genealogy of the author, Rev. Joh Alden, in his 83d year - Scholar's Choice Edition",John Alden,9781298031051,438,,,Scholar's Choice,02/15/2015
1166,Autobiography of Colonel Daniel Boone: Illustrated,Daniel Boone,9781477617502,26,,,CreateSpace Publishing,06/06/2012
1167,Brothers: An Autobiography,"David Ritz, Charles Neville, Aaron Neville",9780306810534,400,,,Da Capo Press,10/25/2001
1168,"Yellowtail, Crow Medicine Man and Sun Dance Chief: An Autobiography","Thomas Yellowtail, Fred Voget",9780806126029,270,,,University of Oklahoma Press,03/28/1994
1169,All Out!: An Autobiography,Albert Ellis,9781591024521,1,5.0,1,Prometheus Books,04/28/2010
1170,Standing on the Promises: The Autobiography of W. A. Criswell,W. A. Criswell,9780849990380,256,,,W Publishing Group,12/28/2000
1171,Seth - A Multidimensional Autobiography,Mark Allen Frost,9780982694633,124,,,Seth Returns Publishing,03/20/2011
1172,Theodore Roosevelt; an Autobiography,Theodore Roosevelt,9781502958662,536,2.6,6,CreateSpace Publishing,03/05/2015
1173,Autobiography of a Tibetan Monk,Palden Gyatso,9780802135742,232,5.0,2,"Grove/Atlantic, Inc.",08/28/1998
1174,They Shall Not Pass: The Autobiography of La Pasionaria,Dolores Ibarruri,9780717804689,360,,,"International Publishers Company, Incorporated",06/01/1976
1175,"The Colored Cadet at West Point: Autobiography of Lieut. Henry Ossian Flipper, U. S. A.",Henry Flipper,9781480126534,332,,,CreateSpace Publishing,10/17/2012
1176,"The Autobiography of Thomas Jefferson, 1743-1790",Thomas Jefferson,9780812219012,200,3.8,5,"University of Pennsylvania Press, Inc.",12/01/2004
1177,"Rising Up From the Blood: A Legacy Reclaimed- A Bridge Forward: The Autobiography of Sarah Washington O'Neal Rush, The Great-Granddaughter of Booker T. Washington",Sarah Washington O;Neal Rush,9780692312742,278,,,Solid Rock Book Publishing,11/24/2014
1178,My Story: An Autobiography,Mary Astor,9781628450187,334,,,Windham Press,08/20/2013
1179,Autobiography of a Yogi - Traditional Chinese,Paramahansa Yogananda,9780876122471,540,,,Self-Realization Fellowship,08/15/2012
1180,"Another Cup of Tea, Mr. Barker?: An Autobiography",Foundatio Novartis Foundation Symposium,9780954889517,296,,,Adlibbed Ltd,01/28/2006
1181,Igor Stravinsky - An Autobiography,Igor Stravinsky,9781406711073,192,,,Baltzell Press,03/15/2007
1182,Life and Letters of Sir Charles Hall; Being an Autobiography (1819-1860) with Correspondence and Diaries;,Charles Hall,9781407746364,454,,,HardPress Publishing,01/10/2012
1183,My Inventions: the Autobiography of Nikola Telsa,Nikola Tesla,9781477416426,66,,,CreateSpace,05/07/2012
1184,Autobiography of a Yogi (Hungarian),Paramahansa Yogananda,9780876126394,562,,,Self-Realization Fellowship,02/19/2015
1185,"A Martyr to Bibliography: a Notice of the Life and Works of Joseph-Marie Que Rard, Bibliographer. Principally Taken from the Autobiography of Mar. Jozon D'erquar, (Anagram); With the Notices of Gustave Brunet, J. Assezat, and Paul Lacroix, (Bibliophile.",Thomas Ralph 1840-,9781313794626,68,,,HardPress Publishing,01/28/2013
1186,The autobiography of Margot Asquith,Margot Asquith Oxford and Asquith,2940019401550,,,,London : Butterworth,
1187,"Autobiography of Mark Rutherford, Dissenting Minister, 1881",William Hale White,9780192825940,272,,,"Oxford University Press, USA",01/01/1991
1188,Whatever It Takes: The Autobiography of Lloyd R. Moses,Lloyd R. Moses,9780929925066,,,,University of South Dakota Press,05/28/1991
1189,Facts As I Remember Them: The Autobiography of Rufe LeFors,Rufe Lefors,9780292703797,192,,,University of Texas Press,01/28/1986
1190,"Memoir of John Aubrey, F. R. S., embracing his autobiography sketches, a brief review of his personal and literary merits, an an account of his works;",John Britton,2940020669505,,,,"London, Printed by J. B. Nichols and son",
