ID_A,ID_B,Name_A,Name_B,Address_A,Address_B,Phone_A,Phone_B
936,290,'la grotta at ravinia dunwoody rd.','second street grill','holiday inn/crowne plaza at ravinia  dunwoody','200 e. fremont st.',770/395-9925,702-385-6277
629,55,aqua,r-23,'252 california st.','923 e. third st.',415/956-9662,213-687-7178
768,297,'emily\'s','buckhead diner','1325 5th ave. at 111th st.','3073 piedmont rd.',212/996-1212,404-262-3336
776,235,'film center cafe',patina,'635 9th ave.  between 44th and 45th sts.','5955 melrose ave.','212/ 262-2525',213-467-1108
846,152,'motown cafe','carey\'s','104 w. 57th st.  near 6th ave.','1021 cobb pkwy. se',212/581-8030,770-422-8042
653,52,'border grill','pho hoa','4th st.','642 broadway',310/451-1655,213-626-5530
614,82,delectables,'il mulino','1 margaret mitchell sq.','86 w. third st.',404/681-2909,212-673-3783
806,184,ipanema,veggieland,'13 w. 46th st.','220 sandy springs circle',212/730-5848,404-231-3111
877,186,'sant ambroeus',zab-e-lee,'1000 madison ave.  between 77th and 78th sts.','4837 old national hwy.',212/570-2211,404-768-2705
819,180,layla,soto,'211 w. broadway at franklin st.','3330 piedmont rd.',212/431-0700,404-233-2005
619,9,'la grotta','brighton coffee shop','2637 peachtree rd.  peachtree house condominium','9600 brighton way',404/231-1368,310-276-7732
609,257,bacchanalia,'jo jo','3125 piedmont rd.  near peachtree rd.','160 e. 64th st.',404/365-0410,212-223-5656
962,277,'binion\'s coffee shop','second avenue deli','128 fremont st.','156 second ave.',702/382-1600,212-677-0606
1015,135,'hong kong villa','nicky blair\'s','2332 clement st.','3925 paradise rd.',415/752-8833,702-792-9900
577,52,lespinasse,'pho hoa','2 e. 55th st.','642 broadway',212/339-6719,213-626-5530
659,188,'canter\'s','cafe flore','419 n. fairfax ave.','2298 market st.',213/651-2030.,415-621-8579
773,256,felix,'island spice','340 w. broadway at grand st.','402 w. 44th st.',212/431-0021,212-765-1737
625,281,'restaurant  ritz-carlton  atlanta','smith & wollensky','181 peachtree st.','797 third ave.',404/659-0400,212-753-1530
580,91,march,'lemongrass grill','405 e. 58th st.','61a seventh ave.',212/754-6272,718-399-7100
751,71,'casa la femme','benny\'s burritos','150 wooster st.  between houston and prince sts.','93 ave. a',212/505-0005,212-254-2054
904,301,verbena,'hedgerose heights inn  the','54 irving pl. at 17th st.','490 e. paces ferry rd. ne',212/260-5454,404-233-7673
556,186,'yujean kang\'s gourmet chinese cuisine',zab-e-lee,'67 n. raymond ave.','4837 old national hwy.',818/585-0855,404-768-2705
958,19,'bally\'s big kitchen','falafel king','3645 las vegas blvd. s','1059 broxton ave.',702/739-4111,310-208-4444
996,6,'cafe marimba','bernard\'s','2317 chestnut st.','515 s. olive st.',415/776-1506,213-612-1580
889,279,'t salon','shun lee palace','143 mercer st. at prince st.','155 e. 55th st.',212/925-3700,212-371-8844
790,48,'gallagher\'s','ocean park cafe','228 w. 52nd st.','3117 ocean park blvd.',212/245-5336,310-452-5728
645,103,'rose pistola','patsy\'s pizza','532 columbus ave.','19 old fulton st.',415/399-0499,718-858-4300
641,90,'mifune japan center  kintetsu building','la grenouille','1737 post st.','3 e. 52nd st.',415/922-0337,212-752-1495
847,76,'new york kom tang soot bul house',darbar,'32 w. 32nd st.','44 w. 56th st.','212/ 947-8482',212-432-7227
1019,255,'jack\'s','gramercy tavern','615 sacramento st.','42 e. 20th st.',415/986-9854,212-477-0777
717,9,'american place','brighton coffee shop','2 park ave. at 32nd st.','9600 brighton way',212/684-2122,310-276-7732
705,214,'tra di noi','ti couz','3835 cross creek rd.','3108 16th st.',310/456-0169,415-252-7373
704,76,'tommy tang\'s',darbar,'7313 melrose ave.','44 w. 56th st.',213/937-5733,212-432-7227
844,122,montien,zarela,'1134 1st ave.   between 62nd and 63rd sts.','953 second ave.',212/421-4433,212-644-6740
933,12,'hsu\'s gourmet','cafe \'50s','192 peachtree center ave.  at international blvd.','838 lincoln blvd.',404/659-2788,310-399-1955
877,23,'sant ambroeus','indo cafe','1000 madison ave.  between 77th and 78th sts.','10428 1/2 national blvd.',212/570-2211,310-815-1290
563,89,'carnegie deli','la caridad','854 7th ave.  between 54th and 55th sts.','2199 broadway',212/757-2245,212-874-2780
609,289,bacchanalia,'palace court','3125 piedmont rd.  near peachtree rd.','3570 las vegas blvd. s.',404/365-0410,702-731-7110
590,200,'river cafe','la cumbre','1 water st. at the east river','515 valencia st.',718/522-5200,415-863-8205
768,285,'emily\'s','virgil\'s real bbq','1325 5th ave. at 111th st.','152 w. 44th st.',212/996-1212,212-921-9494
680,318,joss,'chez michel','9255 sunset blvd.','804 north point st.',310/276-1886,415-775-7036
838,68,'marquet patisserie','zankou chicken','15 e. 12th st.  between 5th ave. and university pl.','1415 e. colorado st.',212/229-9313,818-244-1937
838,208,'marquet patisserie','roosevelt tamale parlor','15 e. 12th st.  between 5th ave. and university pl.','2817 24th st.',212/229-9313,415-550-9213
1015,20,'hong kong villa','feast from the east','2332 clement st.','1949 westwood blvd.',415/752-8833,310-475-0400
732,200,'bryant park grill  roof restaurant and bp cafe','la cumbre','25 w. 40th st.  between 5th and 6th aves.','515 valencia st.',212/840-6500,415-863-8205
1023,289,'kyo-ya. sheraton palace hotel','palace court','2 new montgomery st.  at market st.','3570 las vegas blvd. s.',415/546-5000,702-731-7110
683,113,'louise\'s trattoria','szechuan kitchen','4500 los feliz blvd.','1460 first ave.',213/667-0777,212-249-4615
677,294,'jack sprat\'s grill',bacchanalia,'10668 w. pico blvd.','3125 piedmont rd.',310/837-6662,404-365-0410
546,208,'le chardonnay','roosevelt tamale parlor','8284 melrose ave.','2817 24th st.',213/655-8880,415-550-9213
915,276,'annie\'s thai castle','san domenico','3195 roswell rd.','240 central park s.',404/264-9546,212-265-5959
606,66,'steak house','uncle bill\'s pancake house','2880 las vegas blvd. s','1305 highland ave.',702/734-0410,310-545-5177
836,308,'manila garden','ritz-carlton cafe (buckhead)','325 e. 14th st.  between 1st and 2nd aves.','3434 peachtree rd. ne',212/777-6314,404-237-2700
813,170,'l\'auberge',majestic,'1191 1st ave.  between 64th and 65th sts.','1031 ponce de leon ave.',212/288-8791,404-875-0276
889,14,'t salon','cassell\'s','143 mercer st. at prince st.','3266 w. sixth st.',212/925-3700,213-480-8668
787,68,'frico bar','zankou chicken','402 w. 43rd st.  off 9th ave.','1415 e. colorado st.',212/564-7272,818-244-1937
1056,209,'ton kiang','sally\'s cafe & bakery','3148 geary blvd.','300 de haro st.',415/752-4440,415-626-6006
856,87,pamir,kiev,'1065 1st ave.  at 58th st.','117 second ave.',212/644-9258,212-674-4040
880,129,serendipity,'madame ching\'s','3 225 e. 60th st.','3300 las vegas blvd. s.',212/838-3531,702-894-7111
908,7,'water club','bistro 45','500 e. 30th st.','45 s. mentor ave.',212/683-3333,818-795-2478
804,95,indochine,'mitali east-west','430 lafayette st.  between 4th st. and astor pl.','296 bleecker st.',212/505-5111,212-989-1367
709,152,'20 mott','carey\'s','20 mott st.  between bowery and pell st.','1021 cobb pkwy. se',212/964-0380,770-422-8042
1041,274,'r&g lounge','rainbow room','631 b kearny st.','30 rockefeller plaza',415/982-7877,212-632-5000
1006,320,'gaylord\'s',fringale,'ghirardelli sq.','570 fourth st.',415/771-8822,415-543-0573
1000,252,chevys,felidia,'4th and howard sts.','243 e. 58th st.',415/543-8060,212-758-1479
548,3,matsuhisa,'baja fresh','129 n. la cienega blvd.','3345 kimber dr.',310/659-9639,805-498-4049
913,184,abbey,veggieland,'163 ponce de leon ave.','220 sandy springs circle',404/876-8532,404-231-3111
770,230,'ernie\'s','l\'orangerie','2150 broadway  between 75th and 76th sts.','903 n. la cienega blvd.',212/496-1588,310-652-9770
800,92,'hudson river club','lombardi\'s','4 world financial center','32 spring st.',212/786-1500,212-941-7994
924,295,'city grill','bone\'s restaurant','50 hurt plaza','3130 piedmont rd. ne',404/524-2489,404-237-2663
777,106,'fiorello\'s roman cafe','sam\'s noodle shop','1900 broadway  between 63rd and 64th sts.','411 third ave.',212/595-5330,212-213-2288
882,292,sfuzzi,'tillerman  the','58 w. 65th st.','2245 e. flamingo rd.',212/873-3700,702-731-4036
1021,258,'katia\'s','la caravelle','600 5th ave.','33 w. 55th st.',415/668-9292,212-586-4252
560,239,'cafe lalo','spago (los angeles)','201 w. 83rd st.','8795 sunset blvd.',212/496-6031,310-652-4025
1029,256,maykadeh,'island spice','470 green st.','402 w. 44th st.',415/362-8286,212-765-1737
954,118,'sundown cafe','westside cottage','2165 cheshire bridge rd.','689 ninth ave.',404/321-1118,212-245-0800
892,171,'teresa\'s','morton\'s of chicago (atlanta)','103 1st ave.  between 6th and 7th sts.','303 peachtree st. ne',212/228-0604,404-577-4366
642,243,'plumpjack cafe',aquavit,'3201 fillmore st.','13 w. 54th st.',415/563-4755,212-307-7311
760,218,'cupcake cafe','wa-ha-ka oaxaca mexican grill','522 9th ave. at 39th st.','2141 polk st.',212/465-1530,415-775-1055
1039,103,pastis,'patsy\'s pizza','1015 battery st.','19 old fulton st.',415/391-2555,718-858-4300
888,20,'sweet\'n\'tart cafe','feast from the east','76 mott st. at canal st.','1949 westwood blvd.',212/334-8088,310-475-0400
758,261,'columbus bakery','les celebrites','53rd sts.','155 w. 58th st.',212/421-0334,212-484-5113
994,65,'buca giovanni','tommy\'s','800 greenwich st.','2575 beverly blvd.',415/776-7766,213-389-9060
1020,59,'kabuto sushi','russell\'s burgers','5116 geary blvd.','1198 pch',415/752-5652,310-596-9556
782,298,flowers,'ciboulette restaurant','21 west 17th st.  between 5th and 6th aves.','1529 piedmont ave.',212/691-8888,404-874-7600
1011,172,'harry denton\'s','my thai','161 steuart st.','1248 clairmont rd.',415/882-1333,404-636-4280
1062,84,'yank sing','joe\'s shanghai','427 battery st.','9 pell st.',415/541-4949,718-539-3838
1045,46,'scala\'s bistro','mo better meatty meat','432 powell st.','7261 melrose ave.',415/395-8555,213-935-5280
884,81,'sofia fabulous pizza','gray\'s papaya','1022 madison ave.  near 79th st.','2090 broadway',212/734-2676,212-799-0243
1015,130,'hong kong villa','mayflower cuisinier','2332 clement st.','4750 w. sahara ave.',415/752-8833,702-870-8432
676,149,'il fornaio cucina italiana','brookhaven cafe','301 n. beverly dr.','4274 peachtree rd.',310/550-8330,404-231-5907
782,28,flowers,'john o\'groats','21 west 17th st.  between 5th and 6th aves.','10516 w. pico blvd.',212/691-8888,310-204-0692
990,114,betelnut,'teresa\'s','2030 union st.','80 montague st.',415/929-8855,718-520-2910
872,191,'ruth\'s chris','cha cha cha\'s','148 w. 51st st.','1805 haight st.',212/245-9600,415-386-5758
875,25,'sammy\'s roumanian steak house',jiraffe,'157 chrystie st. at delancey st.','502 santa monica blvd',212/673-0330,310-917-6671
788,266,'fujiyama mama','mesa grill','467 columbus ave.  between 82nd and 83rd sts.','102 fifth ave.',212/769-1144,212-807-7400
573,66,'la caravelle','uncle bill\'s pancake house','33 w. 55th st.','1305 highland ave.',212/586-4252,310-545-5177
666,245,drago,'cafe lalo','2628 wilshire blvd.','201 w. 83rd st.',310/828-1585,212-496-6031
773,151,felix,canoe,'340 w. broadway at grand st.','4199 paces ferry rd.',212/431-0021,770-432-2663
1062,274,'yank sing','rainbow room','427 battery st.','30 rockefeller plaza',415/541-4949,212-632-5000
773,307,felix,'pano\'s & paul\'s','340 w. broadway at grand st.','1232 w. paces ferry rd.',212/431-0021,404-261-3662
667,132,'drai\'s','monte carlo','730 n. la cienega blvd.','3145 las vegas blvd. s.',310/358-8585,702-733-4524
1042,8,rubicon,'brent\'s deli','558 sacramento st.','19565 parthenia ave.',415/434-4100,818-886-5679
739,42,'cafe pierre','martha\'s','2 e. 61st st.','22nd street grill 25 22nd',212/940-8185,310-376-7786
768,260,'emily\'s','le bernardin','1325 5th ave. at 111th st.','155 w. 51st st.',212/996-1212,212-489-1515
781,192,'fleur de jour','doidge\'s','348 e. 62nd st.','2217 union st.',212/355-2020,415-921-2149
724,86,'ben benson\'s','kelley & ping','123 w. 52nd st.','127 greene st.',212/581-8888,212-228-1212
1051,194,'straits cafe','dusit thai','3300 geary blvd.','3221 mission st.',415/668-1783,415-826-4639
809,276,'jimmy sung\'s','san domenico','219 e. 44th st.  between 2nd and 3rd aves.','240 central park s.',212/682-5678,212-265-5959
901,267,'turkish kitchen','mi cocina','386 3rd ave.  between 27th and 28th sts.','57 jane st.',212/679-1810,212-627-8273
853,104,otabe,'peter luger steak house','68 e. 56th st.','178 broadway',212/223-7575,718-387-7400
910,282,xunta,'tavern on the green','174 1st ave.  between 10th and 11th sts.','central park west',212/614-0620,212-873-3200
842,169,'milan cafe and coffee bar','lettuce souprise you (at)','120 w. 23rd st.','3525 mall blvd.',212/807-1801,770-418-9969
830,147,lola,'bobby & june\'s kountry kitchen','30 west 22nd st.  between 5th and 6th ave.','375 14th st.',212/675-6700,404-876-3872
685,273,'morton\'s',pisces,'8764 melrose ave.','95 ave. a',310/276-5205,212-260-6660
876,112,'san pietro','szechuan hunan cottage','18 e. 54th st.','1588 york ave.',212/753-9015,212-535-5223
838,72,'marquet patisserie','cafe con leche','15 e. 12th st.  between 5th ave. and university pl.','424 amsterdam ave.',212/229-9313,212-595-7000
618,90,'indigo coastal grill','la grenouille','1397 n. highland ave.','3 e. 52nd st.',404/876-0676,212-752-1495
660,307,cava,'pano\'s & paul\'s','3rd st.','1232 w. paces ferry rd.',213/658-8898,404-261-3662
549,66,'the palm','uncle bill\'s pancake house','9001 santa monica blvd.','1305 highland ave.',310/550-8811,310-545-5177
833,47,'main street','mulberry st.','446 columbus ave.  between 81st and 82nd sts.','17040 ventura blvd.',212/873-5025,818-906-8881
920,162,bistango,'havana sandwich shop','1100 peachtree st.','2905 buford hwy.',404/724-0901,404-636-4094
890,154,'tang pavillion',chops,'65 w. 55th st.','70 w. paces ferry rd.',212/956-6888,404-262-2675
594,50,'shun lee west','original pantry bakery','43 w. 65th st.','875 s. figueroa st. downtown',212/371-8844,213-627-6879
697,44,'restaurant horikawa','michael\'s (los angeles)','111 s. san pedro st.','1147 third st.',213/680-9355,310-451-0843
596,227,'smith & wollensky',granita,'201 e. 49th st.','23725 w. malibu rd.',212/753-1530,310-456-0488
904,331,verbena,'ritz-carlton cafe (atlanta)','54 irving pl. at 17th st.','181 peachtree st.',212/260-5454,404-659-0400
728,227,boonthai,granita,'1393a 2nd ave.  between 72nd and 73rd sts.','23725 w. malibu rd.',212/249-8484,310-456-0488
803,227,'inca grill',granita,'492 broome st.  near w. broadway','23725 w. malibu rd.',212/966-3371,310-456-0488
1035,8,oritalia,'brent\'s deli','1915 fillmore st.','19565 parthenia ave.',415/346-1333,818-886-5679
799,226,home,'fenix at the argyle','20 cornelia st.  between bleecker and w. 4th st.','8358 sunset blvd.',212/243-9579,213-848-6677
854,115,pacifica,'thai house cafe','138 lafayette st.  between canal and howard sts.','151 hudson st.',212/941-4168,212-334-1085
679,297,'jimmy\'s','buckhead diner','201 moreno dr.','3073 piedmont rd.',310/552-2394,404-262-3336
1008,67,greens,'water grill','bldg. a fort mason','544 s. grand ave.',415/771-6222,213-891-0900
929,286,'fat matt\'s rib shack','chin\'s','1811 piedmont ave.  near cheshire bridge rd.','3200 las vegas blvd. s.',404/607-1622,702-733-8899
848,36,'new york noodletown','la salsa (la)','28 1/2 bowery at bayard st.','22800 pch',212/349-0923,310-456-6299
567,78,felidia,'edison cafe','243 e. 58th st.','228 w. 47th st.',212/758-1479,212-840-5000
995,5,'cafe adriano','benita\'s frites','3347 fillmore st.','1433 third st. promenade',415/474-4180,310-458-2889
1064,158,'yoyo tsumami bistro','flying biscuit  the','1611 post st.','1655 mclendon ave.',415/922-7788,404-687-8888
675,44,'harry\'s bar & american grill','michael\'s (los angeles)','2020 ave. of the stars','1147 third st.',310/277-2333,310-451-0843
860,262,'pen & pencil','lespinasse (new york city)','205 e. 45th st.','2 e. 55th st.',212/682-8660,212-339-6719
1062,315,'yank sing',boulevard,'427 battery st.','1 mission st.',415/541-4949,415-543-6084
763,210,diva,'san francisco bbq','341 w. broadway  near grand st.','1328 18th st.',212/941-9024,415-431-8956
555,58,valentino,'ruby\'s (la)','3115 pico blvd.','45 s. fair oaks ave.',310/829-4313,818-796-7829
815,42,'l\'udo','martha\'s','432 lafayette st.  near astor pl.','22nd street grill 25 22nd',212/388-0978,310-376-7786
870,207,'roettelle a. g','phnom penh cambodian restaurant','126 e. 7th st.  between 1st ave. and ave. a','631 larkin st.',212/674-4140,415-775-5979
616,262,'hedgerose heights inn','lespinasse (new york city)','490 e. paces ferry rd.','2 e. 55th st.',404/233-7673,212-339-6719
627,152,'veni vidi vici','carey\'s','41 14th st.','1021 cobb pkwy. se',404/875-8424,770-422-8042
780,137,'fishin eddie','spago (las vegas)','73 w. 71st st.','3500 las vegas blvd. s.',212/874-3474,702-369-6300
585,150,'park avenue cafe','cafe sunflower','100 e. 63rd st.','5975 roswell rd.',212/644-1900,404-256-1675
869,245,republic,'cafe lalo','37a union sq. w  between 16th and 17th sts.','201 w. 83rd st.',212/627-7172,212-496-6031
929,33,'fat matt\'s rib shack','kokomo cafe','1811 piedmont ave.  near cheshire bridge rd.','6333 w. third st.',404/607-1622,213-933-0773
830,213,lola,'thep phanom','30 west 22nd st.  between 5th and 6th ave.','400 waller st.',212/675-6700,415-431-2526
622,326,'pano\'s and paul\'s',mifune,'1232 w. paces ferry rd.','1737 post st.',404/261-3662,415-922-0337
973,234,feast,'palm  the (los angeles)','2411 w. sahara ave.','9001 santa monica blvd.',702/367-2411,310-550-8811
1046,319,'south park cafe','fleur de lys','108 south park','777 sutter st.',415/495-7275,415-673-7779
751,181,'casa la femme','thelma\'s kitchen','150 wooster st.  between houston and prince sts.','764 marietta st. nw',212/505-0005,404-688-5855
571,77,'island spice','ej\'s luncheonette','402 w. 44th st.','432 sixth ave.',212/765-1737,212-473-5555
651,176,beaurivage,'palm  the (atlanta)','26025 pacific coast hwy.','3391 peachtree rd. ne',310/456-5733,404-814-1955
545,70,'l\'orangerie',arcadia,'903 n. la cienega blvd.','21 e. 62nd st.',310/652-9770,212-223-2900
850,107,odeon,'sarabeth\'s','145 w. broadway at thomas st.','1295 madison ave.',212/233-0507,212-410-7335
803,272,'inca grill',picholine,'492 broome st.  near w. broadway','35 w. 64th st.',212/966-3371,212-724-8585
669,69,eclipse,'afghan kebab house','8800 melrose ave.','764 ninth ave.',310/724-5959,212-307-1612
794,271,'golden unicorn',petrossian,'18 e. broadway at catherine st.','182 w. 58th st.','212/ 941-0911',212-245-2214
659,151,'canter\'s',canoe,'419 n. fairfax ave.','4199 paces ferry rd.',213/651-2030.,770-432-2663
949,265,'sa tsu ki',march,'3043 buford hwy.','405 e. 58th st.',404/325-5285,212-754-6272
886,172,'stage deli','my thai','834 7th ave.  between 53rd and 54th sts.','1248 clairmont rd.',212/245-7850,404-636-4280
655,105,'ca\'brea','rose of india','346 s. la brea ave.','308 e. sixth st.',213/938-2863,212-533-5011
581,199,'mesa grill','kelly\'s on trinity','102 5th ave.  between 15th and 16th sts.','333 bush st.',212/807-7400,415-362-4454
883,46,shaan,'mo better meatty meat','57 w. 48th st.','7261 melrose ave.','212/ 977-8400',213-935-5280
784,113,'fraunces tavern','szechuan kitchen','54 pearl st. at broad st.','1460 first ave.',212/269-0144,212-249-4615
667,139,'drai\'s','stefano\'s','730 n. la cienega blvd.','129 fremont st.',310/358-8585,702-385-7111
974,281,'golden nugget hotel','smith & wollensky','129 e. fremont st.','797 third ave.',702/385-7111,212-753-1530
552,41,'pinot bistro','mani\'s bakery & espresso bar','12969 ventura blvd.','519 s. fairfax ave.',818/990-0500,213-938-8800
534,55,'arnie morton\'s of chicago',r-23,'435 s. la cienega blv.','923 e. third st.',310/246-1501,213-687-7178
940,151,'mambo restaurante cubano',canoe,'1402 n. highland ave.','4199 paces ferry rd.',404/874-2626,770-432-2663
860,105,'pen & pencil','rose of india','205 e. 45th st.','308 e. sixth st.',212/682-8660,212-533-5011
723,269,barbetta,oceana,'321 w. 46th st.','55 e. 54th st.',212/246-9171,212-759-5941
806,288,ipanema,'le montrachet bistro','13 w. 46th st.','3000 paradise rd.',212/730-5848,702-732-5651
615,297,'georgia grille','buckhead diner','2290 peachtree rd.  peachtree square shopping center','3073 piedmont rd.',404/352-3517,404-262-3336
619,279,'la grotta','shun lee palace','2637 peachtree rd.  peachtree house condominium','155 e. 55th st.',404/231-1368,212-371-8844
557,233,'21 club',matsuhisa,'21 w. 52nd st.','129 n. la cienega blvd.',212/582-7200,310-659-9639
967,1,'cafe roma','apple pan  the','3570 las vegas blvd. s','10801 w. pico blvd.',702/731-7547,310-475-3585
972,8,'empress court','brent\'s deli','3570 las vegas blvd. s','19565 parthenia ave.',702/731-7888,818-886-5679
1040,253,'perry\'s','four seasons','1944 union st.','99 e. 52nd st.',415/922-9022,212-754-9494
534,34,'arnie morton\'s of chicago','koo koo roo','435 s. la cienega blv.','8393 w. beverly blvd.',310/246-1501,213-655-9045
987,168,2223,'la fonda latina','2223 market st.','4427 roswell rd.',415/431-0692,404-303-8201
932,10,'horseradish grill','bristol farms market cafe','4320 powers ferry rd.','1570 rosecrans ave. s.',404/255-7277,310-643-5229
819,40,layla,'main course  the','211 w. broadway at franklin st.','10509 w. pico blvd.',212/431-0700,310-475-7564
729,1,bouterin,'apple pan  the','420 e. 59th st.  off 1st ave.','10801 w. pico blvd.',212/758-0323,310-475-3585
684,216,'mon kee seafood restaurant','tu lan','679 n. spring st.','8 sixth st.',213/628-6717,415-626-0927
719,114,arizona,'teresa\'s','206 206 e. 60th st.','80 montague st.',212/838-0440,718-520-2910
869,77,republic,'ej\'s luncheonette','37a union sq. w  between 16th and 17th sts.','432 sixth ave.',212/627-7172,212-473-5555
951,43,'south city kitchen','maxwell\'s cafe','1144 crescent ave.','13329 washington blvd.',404/873-7358,310-306-7829
878,296,'sarabeth\'s kitchen','brasserie le coze','423 amsterdam ave.  between 80th and 81st sts.','3393 peachtree rd.',212/496-6280,404-266-1440
876,173,'san pietro',nava,'18 e. 54th st.','3060 peachtree rd.',212/753-9015,404-240-1984
861,230,'penang soho','l\'orangerie','109 spring st.  between greene and mercer sts.','903 n. la cienega blvd.',212/274-8883,310-652-9770
884,212,'sofia fabulous pizza','swan oyster depot','1022 madison ave.  near 79th st.','1517 polk st.',212/734-2676,415-673-1101
751,235,'casa la femme',patina,'150 wooster st.  between houston and prince sts.','5955 melrose ave.',212/505-0005,213-467-1108
843,217,'monkey bar','vicolo pizzeria','60 e. 54th st.','201 ivy st.',212/838-2600,415-863-2382
930,93,'french quarter food shop','marnie\'s noodle shop','923 peachtree st.  at 8th st.','466 hudson st.',404/875-2489,212-741-3214
905,10,'victor\'s cafe','bristol farms market cafe','52 236 w. 52nd st.','1570 rosecrans ave. s.',212/586-7714,310-643-5229
833,146,'main street','bistro  the','446 columbus ave.  between 81st and 82nd sts.','56 e. andrews dr. nw',212/873-5025,404-231-5733
648,230,remi,'l\'orangerie','145 w. 53rd st.','903 n. la cienega blvd.',212/581-4242,310-652-9770
873,43,s.p.q.r,'maxwell\'s cafe','133 mulberry st.  between hester and grand sts.','13329 washington blvd.',212/925-3120,310-306-7829
855,131,palio,'michael\'s (las vegas)','151 w. 51st. st.','3595 las vegas blvd. s.',212/245-4850,702-737-7111
973,248,feast,'carnegie deli','2411 w. sahara ave.','854 seventh ave.',702/367-2411,212-757-2245
799,328,home,postrio,'20 cornelia st.  between bleecker and w. 4th st.','545 post st.',212/243-9579,415-776-7825
587,114,picholine,'teresa\'s','35 w. 64th st.','80 montague st.',212/724-8585,718-520-2910
989,321,'bardelli\'s','hawthorne lane','243 o\'farrell st.','22 hawthorne st.',415/982-0243,415-777-9779
657,188,'cafe pinot','cafe flore','700 w. fifth st.','2298 market st.',213/239-6500,415-621-8579
1003,79,faz,'elias corner','161 sutter st.','24-02 31st st.',415/362-0404,718-932-1510
840,105,'matthew\'s','rose of india','1030 3rd ave. at 61st st.','308 e. sixth st.',212/838-4343,212-533-5011
775,165,'fifty seven fifty seven','java jive','57 e. 57th st.','790 ponce de leon ave.',212/758-5757,404-876-6161
884,116,'sofia fabulous pizza','thailand restaurant','1022 madison ave.  near 79th st.','106 bayard st.',212/734-2676,212-349-3132
880,132,serendipity,'monte carlo','3 225 e. 60th st.','3145 las vegas blvd. s.',212/838-3531,702-733-4524
620,135,'mary mac\'s tea room','nicky blair\'s','224 ponce de leon ave.','3925 paradise rd.',404/876-1800,702-792-9900
994,258,'buca giovanni','la caravelle','800 greenwich st.','33 w. 55th st.',415/776-7766,212-586-4252
825,113,'le marais','szechuan kitchen','150 w. 46th st.','1460 first ave.',212/869-0900,212-249-4615
634,191,'fleur de lys','cha cha cha\'s','777 sutter st.','1805 haight st.',415/673-7779,415-386-5758
967,35,'cafe roma','la cachette','3570 las vegas blvd. s','10506 little santa monica blvd.',702/731-7547,310-470-4992
789,152,'gabriela\'s','carey\'s','685 amsterdam ave. at 93rd st.','1021 cobb pkwy. se',212/961-0574,770-422-8042
714,235,alamo,patina,'304 e. 48th st.','5955 melrose ave.','212/ 759-0590',213-467-1108
975,219,'golden steer','arnie morton\'s of chicago','308 w. sahara ave.','435 s. la cienega blvd.',702/384-4470,310-246-1501
721,195,'au mandarin',ebisu,'200-250 vesey st. world financial center','1283 ninth ave.',212/385-0313,415-566-1770
750,221,'captain\'s table','bel-air hotel','860 2nd ave. at 46th st.','701 stone canyon rd.',212/697-9538,310-472-1211
801,85,'i trulli','john\'s pizzeria','122 e. 27th st.  between lexington and park aves.','48 w. 65th st.',212/481-7372,212-721-7001
683,115,'louise\'s trattoria','thai house cafe','4500 los feliz blvd.','151 hudson st.',213/667-0777,212-334-1085
829,211,'lincoln tavern','slanted door','51 w. 64th st.','584 valencia st.',212/721-8271,415-861-8032
903,34,'veniero\'s pasticceria','koo koo roo','342 e. 11th st.  near 1st ave.','8393 w. beverly blvd.',212/674-7264,213-655-9045
565,150,daniel,'cafe sunflower','20 e. 76th st.','5975 roswell rd.',212/288-0033,404-256-1675
933,124,'hsu\'s gourmet','buccaneer bay club','192 peachtree center ave.  at international blvd.','3300 las vegas blvd. s.',404/659-2788,702-894-7350
987,256,2223,'island spice','2223 market st.','402 w. 44th st.',415/431-0692,212-765-1737
545,318,'l\'orangerie','chez michel','903 n. la cienega blvd.','804 north point st.',310/652-9770,415-775-7036
921,133,'cafe renaissance',moongate,'7050 jimmy carter blvd.  norcross','3400 las vegas blvd. s.',770/441--0291,702-791-7352
793,256,global,'island spice','33 93 2nd ave.  between 5th and 6th sts.','402 w. 44th st.',212/477-8427,212-765-1737
904,74,verbena,'cucina della fontana','54 irving pl. at 17th st.','368 bleecker st.',212/260-5454,212-242-0636
746,10,'caffe roma','bristol farms market cafe','385 broome st. at mulberry','1570 rosecrans ave. s.',212/226-8413,310-643-5229
536,31,'hotel bel-air','johnny rockets (la)','701 stone canyon rd.','7507 melrose ave.',310/472-1211,213-651-3361
882,131,sfuzzi,'michael\'s (las vegas)','58 w. 65th st.','3595 las vegas blvd. s.',212/873-3700,702-737-7111
835,17,'manhattan cafe','don antonio\'s','1161 1st ave.  between 63rd and 64th sts.','1136 westwood blvd.',212/888-6556,310-209-1422
976,64,'lillie langtry\'s',taiko,'129 e. fremont st.','11677 san vicente blvd.',702/385-7111,310-207-7782
1043,205,rumpus,'mel\'s drive-in','1 tillman pl.','3355 geary st.',415/421-2300,415-387-2244
986,222,'yolie\'s','cafe bizou','3900 paradise rd.','14016 ventura blvd.',702/794-0700,818-788-3536
925,250,'coco loco',daniel,'40  buckhead crossing mall on the sidney marcus blvd.','20 e. 76th st.',404/364-0212,212-288-0033
578,169,lutece,'lettuce souprise you (at)','249 e. 50th st.','3525 mall blvd.',212/752-2225,770-418-9969
