#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.address,ltable.name,ltable.phone,ltable.zip,rtable.address,rtable.name,rtable.phone,rtable.zip
532,873,624,"345 E. Ohio Street, Chicago",D4 Irish Pub & Cafe,(312) 624-8385,60611,535 N Michigan Ave,Labriola Chicago: La Stanza Ristorante and Labriola Cafe,(312) 955-3100,60611
533,875,2323,9233 S. Western Avenue,Original Rainbow Cone,(773) 238-7075,60643,6512 S. Western Ave.,CW & Chris Fish and Chicken,(323) 750-9403,90047
534,877,720,"2616 N. Clark Street, Chicago",Duke's Bar & Grill,(773) 248-0250,60614,2417 N Clybourn Ave,Marshfield Urban Grill,(773) 525-3400,60614
535,878,228,"2951 N. Broadway Street, Chicago",Bobtail Ice Cream Company,(773) 880-7372,60657,3341 N Lincoln Ave,New England Seafood Company,(773) 871-3474,60657
536,879,219,"2333 N. Milwaukee Avenue, Chicago",The Chicago Diner,(773) 252-3211,60647,2333 N Milwaukee Ave,The Chicago Diner,(773) 252-3211,60647
537,879,289,"2333 N. Milwaukee Avenue, Chicago",The Chicago Diner,(773) 252-3211,60647,2041 N Western Ave,The Art of Chicken,(773) 697-9266,60647
538,882,723,"1220 W. Webster Avenue, Chicago",Floriole Cafe & Bakery,(773) 883-1313,60614,2024 N Halsted St,Cafe Ba-Ba-Reeba!,(773) 935-5000,60614
539,885,651,"Embassy Suites Chicago Downtown, 620 N. State Street",Osteria Via Stato,(312) 642-8450,60654,59 W Grand Ave,Osteria La Madia,(312) 329-0400,60654
540,887,507,"3023 N. Broadway Street, Chicago",Chilam Balam,(773) 296-6901,60657,3023 N Broadway St,Chilam Balam,(773) 296-6901,60657
541,894,454,"1400 W. Randolph Street, Chicago",Urbanbelly,(773) 583-0500,60607,1400 W Randolph St,Urbanbelly,(773) 583-0500,60607
542,895,165,"1723 N. Halsted Street, Chicago",Alinea,(312) 867-0110,60614,1723 N Halsted St,Alinea,(312) 867-0110,60614
543,900,250,"3231 N. Clark Street, Chicago",Kanela Breakfast Club,(773) 248-1622,60657,3002 N Sheffield Ave,Panes Bread Cafe,(773) 665-0972,60657
544,901,210,"1969 N. Halsted Street, Chicago",Taco Joint,(312) 951-2457,60614,1969 N Halsted St,Taco Joint,(312) 951-2457,60614
545,904,324,"2956 N. Sheffield Avenue, Chicago",Fish Bar,(773) 687-8177,60657,2956 N Sheffield Ave,Fish Bar,(773) 687-8177,60657
546,906,73,"2121 N. Clark Street, Chicago",Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,2121 N Clark St,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614
547,906,458,"2121 N. Clark Street, Chicago",Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,953 W Armitage Ave,Chicago Bagel Authority,(773) 248-9606,60614
548,906,461,"2121 N. Clark Street, Chicago",Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,2747 N Lincoln Ave,Atlas Brewing Company,(773) 295-1270,60614
549,906,480,"2121 N. Clark Street, Chicago",Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,816 W Fullerton Ave,Chicago’s Dog House,(773) 248-3647,60614
550,906,576,"2121 N. Clark Street, Chicago",Chicago Pizza & Oven Grinder Company,(773) 248-2570,60614,1419 W Fullerton Ave,The Warehouse Bar & Pizzeria Chicago,(773) 661-6454,60614
551,911,129,431 N. Dearborn Street,Ruth's Chris Steak House,(312) 321-2725,60654,321 N Clark St,Bridge House Tavern,(312) 644-0283,60654
552,911,361,431 N. Dearborn Street,Ruth's Chris Steak House,(312) 321-2725,60654,720 N Wells St,The Boarding House,(312) 280-0720,60654
553,911,631,431 N. Dearborn Street,Ruth's Chris Steak House,(312) 321-2725,60654,11 W. Illinois,Bohemian House {BoHo},(779) 333-0236,60654
554,912,67,"938 W. Webster Avenue, Chicago",Homeslice,(312) 789-4600,60614,938 W Webster,Homeslice,(312) 789-4600,60614
555,913,104,"724 W. Maxwell Street, Chicago",Moxee Restaurant & Mad Mouse Brewery,(312) 243-3660,60607,724 W Maxwell St,Moxee Restaurant & Mad Mouse Brewery,(312) 243-3660,60607
556,913,646,"724 W. Maxwell Street, Chicago",Moxee Restaurant & Mad Mouse Brewery,(312) 243-3660,60607,324 S Racine Ave,Wise Owl Drinkery & Cookhouse,(312) 374-8915,60607
557,918,188,"3420 N. Broadway Street, Chicago",El Mariachi Tequila Bar & Grill,(773) 549-7020,60657,2936 N Broadway,Sumo Sushi & Hibachi Grill,(773) 477-8510,60657
558,918,269,"3420 N. Broadway Street, Chicago",El Mariachi Tequila Bar & Grill,(773) 549-7020,60657,2908 N Broadway Ave,Troy Mediterranean Grill,(773) 770-3866,60657
559,918,367,"3420 N. Broadway Street, Chicago",El Mariachi Tequila Bar & Grill,(773) 549-7020,60657,3461 N Clark St,Zam Zam Middle Eastern Grill,(872) 802-3601,60657
560,923,20,"theWit Hotel, 201 N. State Street, Chicago",State and Lake Chicago Tavern,(312) 239-9400,60601,130 E Randolph St,Wildberry Pancakes and Cafe,(312) 938-9777,60601
561,923,474,"theWit Hotel, 201 N. State Street, Chicago",State and Lake Chicago Tavern,(312) 239-9400,60601,225 N Michigan Ave,Sweetwater Tavern and Grille,(312) 698-7111,60601
562,925,670,"3258 N. Sheffield Avenue, Chicago",Sheffield's,(773) 281-4989,60657,3258 N Sheffield Ave,Sheffield’s,(773) 281-4989,60657
563,926,51,"2112 N. Halsted Street, Chicago",Nookies Too,(773) 327-1400,60614,1746 N Wells St,Nookies,(312) 337-2454,60614
564,929,546,"2724 S. Lowe Avenue, Chicago",Gio's Cafe & Deli,(312) 225-6368,60616,2724 S Lowe Ave,Gio’s Cafe and Deli,(312) 225-6368,60616
565,930,682,"2239 N. Clybourn Avenue, Chicago",Macku Sushi,(773) 880-8012,60614,2546 N Clark St,Toro Sushi,(773) 348-7255,60614
566,934,3159,505 Main Street,Oceanique,(847) 864-3435,60202,218 S. Main Street,1855 Saloon and Grill,(608) 839-3700,53527
567,934,3916,505 Main Street,Oceanique,(847) 864-3435,60202,15 Main St,Atrium DUMBO,(718) 858-1095,11201
568,935,266,"636 S. Wabash Avenue, Chicago",Harold's Chicken Shack,(312) 362-0442,60605,177 W Van Buren St,Chicken Planet,(312) 360-1409,60605
569,936,56,"5352 N. Broadway Street, Chicago",Pearl's Southern Comfort,(773) 754-7419,60640,5352 N Broadway St,Pearl’s Southern Comfort,(773) 754-7419,60640
570,939,261,"619 W. Randolph Street, Chicago",Blackbird,(312) 715-0708,60661,619 W Randolph St,Blackbird,(312) 715-0708,60661
571,940,620,6311 N. Milwaukee Avenue,Trattoria Pasta D'Arte,(773) 763-1181,60646,401 N. Milwaukee Ave,Black Iron Tavern,(312) 690-4000,60654
572,945,93,"964 W. 31st Street, Chicago",Pleasant House Bakery,(773) 523-7437,60608,964 W 31st St,Pleasant House Bakery,(773) 523-7437,60608
573,946,102,"935 W. Webster Avenue, Chicago",State Restaurant,(773) 975-8030,60614,1655 N Sedgwick St,Twin Anchors Restaurant & Tavern,(312) 266-1616,60614
574,946,520,"935 W. Webster Avenue, Chicago",State Restaurant,(773) 975-8030,60614,2506 N Clybourn Ave,CRĪO Bar and Restaurant,(773) 525-2100,60614
575,946,566,"935 W. Webster Avenue, Chicago",State Restaurant,(773) 975-8030,60614,2408 N Lincoln Ave,Allende Restaurant,(773) 477-7114,60614
576,948,383,"50 E. Avenue, Chicago",Soupbox,(312) 951-5900,60611,50 E Chicago Ave,Soupbox,(312) 951-5900,60611
577,950,96,"200 S. Halsted Street, Chicago",Greek Islands,(312) 782-9855,60661,200 S Halsted St,Greek Islands Restaurant,(312) 782-9855,60661
578,955,645,"Navy Pier, 600 E. Grand Avenue, Chicago",Riva Crabhouse,(312) 644-7482,60611,21 E Hubbard St,Shaw’s Crab House,(312) 527-2722,60611
579,964,311,"1924 W. Chicago Avenue, Chicago",Roots Handmade Pizza,(773) 645-4949,60622,1927 W North Ave,Piece Brewery and Pizzeria,(773) 772-4422,60622
580,964,390,"1924 W. Chicago Avenue, Chicago",Roots Handmade Pizza,(773) 645-4949,60622,1924 W Chicago Ave,Homestead On The Roof,(773) 332-2354,60622
581,964,688,"1924 W. Chicago Avenue, Chicago",Roots Handmade Pizza,(773) 645-4949,60622,1252 N Damen Ave,Craft Pizza,(773) 442-7238,60622
582,971,30,"953 W. Randolph Street, Chicago",Nando's,(312) 488-3062,60607,953 W Randolph St,Nando’s Peri-Peri,(312) 488-3062,60607
583,977,4,"2830 N. Milwaukee Avenue, Chicago",Friendship Chinese Restaurant,(773) 227-0970,60618,3030 N Milwaukee Ave,Staropolska Restaurant,(773) 342-0779,60618
584,977,340,"2830 N. Milwaukee Avenue, Chicago",Friendship Chinese Restaurant,(773) 227-0970,60618,2147 W Roscoe St,Turquoise Restaurant,(773) 549-3523,60618
585,977,478,"2830 N. Milwaukee Avenue, Chicago",Friendship Chinese Restaurant,(773) 227-0970,60618,4200 N Lincoln Ave,Cho Sun Ok Restaurant,(773) 549-5555,60618
586,977,727,"2830 N. Milwaukee Avenue, Chicago",Friendship Chinese Restaurant,(773) 227-0970,60618,3361 N Elston Ave,Honey Butter Fried Chicken,(773) 478-4000,60618
587,981,73,"953 W. Armitage Avenue, Chicago",Chicago Bagel Authority,(773) 248-9606,60614,2121 N Clark St,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614
588,981,458,"953 W. Armitage Avenue, Chicago",Chicago Bagel Authority,(773) 248-9606,60614,953 W Armitage Ave,Chicago Bagel Authority,(773) 248-9606,60614
589,981,480,"953 W. Armitage Avenue, Chicago",Chicago Bagel Authority,(773) 248-9606,60614,816 W Fullerton Ave,Chicago’s Dog House,(773) 248-3647,60614
590,981,576,"953 W. Armitage Avenue, Chicago",Chicago Bagel Authority,(773) 248-9606,60614,1419 W Fullerton Ave,The Warehouse Bar & Pizzeria Chicago,(773) 661-6454,60614
591,983,295,"Hilton Garden Inn, 539 N. State Street, Chicago",Weber Grill Restaurant,(312) 467-9696,60654,445 N Clark St,Frontera Grill,(312) 661-1434,60654
592,991,292,"2534 N. Clark Street, Chicago",Aloha Eats,(773) 935-6828,60614,2534 N Clark St,Aloha Eats,(773) 935-6828,60614
593,993,3159,4732 Main Street,Yerbabuena,(630) 852-8040,60532,218 S. Main Street,1855 Saloon and Grill,(608) 839-3700,53527
594,994,350,"355 E. Ohio Street, Chicago",Yolk,(312) 822-9655,60611,355 E Ohio St,Yolk,(312) 822-9655,60611
595,995,21,"1110 N. State Street, Chicago",Velvet Taco,(312) 763-2654,60610,1110 N State St,Velvet Taco,(312) 763-2654,60610
596,998,650,2217 S. Wentworth Avenue,Triple Crown Restaurant,(312) 842-0088,60616,2238 S Wentworth Ave,Emperor’s Choice Restaurant,(312) 225-8800,60616
597,1000,163,412 N. Milwaukee Avenue,Mickey Finn's Brewery,(847) 362-6688,60048,3592 N Milwaukee Ave,Thai Aree House,(773) 725-6751,60641
598,1000,418,412 N. Milwaukee Avenue,Mickey Finn's Brewery,(847) 362-6688,60048,1072 N Milwaukee Ave,Frontier,(773) 772-4322,60642
599,1000,616,412 N. Milwaukee Avenue,Mickey Finn's Brewery,(847) 362-6688,60048,3382 N Milwaukee Ave,La Oaxaqueña,(773) 545-8585,60641
600,1000,620,412 N. Milwaukee Avenue,Mickey Finn's Brewery,(847) 362-6688,60048,401 N. Milwaukee Ave,Black Iron Tavern,(312) 690-4000,60654
601,1000,671,412 N. Milwaukee Avenue,Mickey Finn's Brewery,(847) 362-6688,60048,2732 N Milwaukee Ave,The Harding Tavern,(773) 697-9340,60647
602,1002,278,"4441 W. Irving Park Road, Chicago",Sabatino's Restaurant and Lounge,(773) 283-8331,60641,4027 W Irving Park,Shokran Moroccan Restaurant,(773) 427-9130,60641
603,1002,405,"4441 W. Irving Park Road, Chicago",Sabatino's Restaurant and Lounge,(773) 283-8331,60641,3938 N Cicero Ave,Shilas Restaurant,(773) 816-5888,60641
604,1005,360,"52 W. Illinois Street, Chicago",RPM Italian,(312) 222-1888,60654,52 W Illinois St,RPM Italian,(312) 222-1888,60654
605,1006,160,"100 W. Ontario Street, Chicago",Portillo's,(312) 587-8910,60610,100 W Ontario St,Portillo’s Hot Dogs & Barnelli’s Salad Bowl,(312) 587-8910,60610
606,1009,383,913 Chicago Avenue,Cross-Rhodes,(847) 475-4475,60202,50 E Chicago Ave,Soupbox,(312) 951-5900,60611
607,1012,134,"1909 N. Lincoln Avenue, Chicago",Bricks,(312) 255-0851,60614,1909 N Lincoln Ave,Bricks,(312) 255-0851,60614
608,1013,383,815 Chicago Avenue,Campagnola,(847) 475-6100,60202,50 E Chicago Ave,Soupbox,(312) 951-5900,60611
609,1017,26,"Michigan Plaza, 225 N. Michigan Avenue, Chicago",Sweetwater Tavern and Grille,(312) 698-7111,60601,326 N Michigan Ave,Naf Naf Grill,(312) 263-0019,60601
610,1017,474,"Michigan Plaza, 225 N. Michigan Avenue, Chicago",Sweetwater Tavern and Grille,(312) 698-7111,60601,225 N Michigan Ave,Sweetwater Tavern and Grille,(312) 698-7111,60601
611,1018,384,"Water Tower Place, 835 N. Michigan Avenue, Level M",Mity Nice Grill,(312) 335-4745,60611,835 N Michigan Ave,Mity Nice Bar & Grill,(312) 335-4745,60611
612,1020,2,"1523 N. Kingsbury Street, Chicago",Kingsbury Street Cafe,(312) 280-1718,60642,1664 N Ada St,Ada Street,(773) 697-7069,60642
613,1020,72,"1523 N. Kingsbury Street, Chicago",Kingsbury Street Cafe,(312) 280-1718,60642,1523 N Kingsbury St,Kingsbury Street Cafe,(312) 280-1718,60642
614,1021,97,"3938 N. Central Avenue, Chicago",The Portage,(773) 853-0779,60634,3938 N Central Ave,The Portage,(773) 853-0779,60634
615,1022,198,"1132 W. Grand Avenue, Chicago",Two,(312) 624-8363,60642,1132 W Grand Ave,TWO,(312) 624-8363,60642
616,1024,10,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,455 N Milwaukee Ave,The Roost Carolina Kitchen,(312) 877-5738,60654
617,1024,164,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,5691 N Milwaukee Ave,Brgrbelly,(773) 775-6650,60646
618,1024,345,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,669 N Milwaukee Ave,Delux Bar & Grill,(312) 850-4008,60622
619,1024,541,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,1501 N Milwaukee Ave,Bom Bolla,(773) 698-6601,60622
620,1024,680,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,1471 N Milwaukee Ave,Xoco,(872) 829-3821,60622
621,1024,713,701 N Milwaukee Ave Ste 284,Green Basil Thai Restaurant,(847) 918-8858,60061,415 N Milwaukee Ave,Paramount Room,(312) 829-6300,60654
622,1026,128,"1321 W. Taylor Street, Chicago",Three Aces,(312) 243-1577,60607,1321 W Taylor St,Three Aces,(312) 243-1577,60607
623,1035,129,"329 N. Dearborn Street, Chicago",Crossroads at House of Blues,(312) 923-2000,60654,321 N Clark St,Bridge House Tavern,(312) 644-0283,60654
624,1035,361,"329 N. Dearborn Street, Chicago",Crossroads at House of Blues,(312) 923-2000,60654,720 N Wells St,The Boarding House,(312) 280-0720,60654
625,1035,631,"329 N. Dearborn Street, Chicago",Crossroads at House of Blues,(312) 923-2000,60654,11 W. Illinois,Bohemian House {BoHo},(779) 333-0236,60654
626,1037,3510,1010 Church Street,That Little Mexican Cafe,(847) 905-1550,60201,200 Church St,Tribeca’s Kitchen,(646) 893-1022,10013
627,1039,29,"201 E. Grand Avenue, Chicago",Volare,(312) 410-9900,60611,201 E Grand Ave,Volare Ristorante Italiano,(312) 410-9900,60611
628,1047,27,7 N. Wells Street,Cafecito,(312) 263-4750,60602,7 N Wells St,Cafecito,(312) 263-4750,60602
629,1048,3473,5101 Washington Street,Aha Sushi,(847) 263-2222,60031,775 Washington St,Barbuto,(212) 924-9700,10014
630,1048,3761,5101 Washington Street,Aha Sushi,(847) 263-2222,60031,753 Washington St,Malaparte,(212) 255-2122,10014
631,1048,3960,5101 Washington Street,Aha Sushi,(847) 263-2222,60031,649 Washington St,Malatesta Trattoria,(212) 741-1207,10014
632,1049,73,"1970 N. Lincoln Avenue, Chicago",Stanley's Kitchen and Tap,(312) 642-0007,60614,2121 N Clark St,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614
633,1049,102,"1970 N. Lincoln Avenue, Chicago",Stanley's Kitchen and Tap,(312) 642-0007,60614,1655 N Sedgwick St,Twin Anchors Restaurant & Tavern,(312) 266-1616,60614
634,1049,502,"1970 N. Lincoln Avenue, Chicago",Stanley's Kitchen and Tap,(312) 642-0007,60614,1970 N Lincoln Ave,Stanley’s Kitchen and Tap,(312) 642-0007,60614
635,1049,520,"1970 N. Lincoln Avenue, Chicago",Stanley's Kitchen and Tap,(312) 642-0007,60614,2506 N Clybourn Ave,CRĪO Bar and Restaurant,(773) 525-2100,60614
636,1049,653,"1970 N. Lincoln Avenue, Chicago",Stanley's Kitchen and Tap,(312) 642-0007,60614,1625 N Halsted St,Dawali Mediterranean Kitchen,(312) 944-5800,60614
637,1050,48,"2323 N. Milwaukee Avenue, Chicago",Revolution Brewing,(773) 227-2739,60647,2323 N Milwaukee Ave,Revolution Brewing,(773) 227-2739,60647
638,1051,570,"900 Shops, 900 N. Michigan Ave, Level 5, Chicago",Frankie's Pizzeria & Scaloppine,(312) 266-2500,60611,405 N Wabash Ave,Bongiorno’s Italian Deli & Pizzeria,(312) 755-1255,60611
639,1052,443,"1541 W. Bryn Mawr Avenue, Chicago",Little Bad Wolf,(773) 942-6399,60660,1541 W Bryn Mawr Ave,Little Bad Wolf,(773) 942-6399,60660
640,1053,545,"1814 W. Chicago Avenue, Chicago",Tecalitlan Restaurant,(773) 384-4285,60622,1024 N Ashland Ave,Restaurant Veneno De Nayarit,(773) 252-7200,60622
641,1053,596,"1814 W. Chicago Avenue, Chicago",Tecalitlan Restaurant,(773) 384-4285,60622,2617 W Division St,La Plena Restaurant,(773) 276-5795,60622
642,1053,607,"1814 W. Chicago Avenue, Chicago",Tecalitlan Restaurant,(773) 384-4285,60622,2146 W Division St,Enoteca Roma Ristorante,(773) 772-7700,60622
643,1053,677,"1814 W. Chicago Avenue, Chicago",Tecalitlan Restaurant,(773) 384-4285,60622,1924 W Division St,MAK Restaurant,(773) 772-6251,60622
644,1056,302,"3021 N. Broadway Street, Chicago",Flub A Dub Chubs,(773) 857-6500,60657,3021 N Broadway,Flub A Dub Chub’s,(773) 857-6500,60657
645,1057,146,"1159 S. Canal Street, Chicago",White Palace Grill,(312) 939-7167,60607,1408 W Madison St,Palace Grill,(312) 226-9529,60607
646,1061,129,"33 W. Kinzie Street, Chicago",Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654,321 N Clark St,Bridge House Tavern,(312) 644-0283,60654
647,1061,360,"33 W. Kinzie Street, Chicago",Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654,52 W Illinois St,RPM Italian,(312) 222-1888,60654
648,1061,361,"33 W. Kinzie Street, Chicago",Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654,720 N Wells St,The Boarding House,(312) 280-0720,60654
649,1061,631,"33 W. Kinzie Street, Chicago",Harry Caray's Italian Steakhouse & Bar,(312) 828-0966,60654,11 W. Illinois,Bohemian House {BoHo},(779) 333-0236,60654
650,1067,166,"2434 N. Clark Street, Chicago",Pasta Bowl,(773) 525-2695,60614,2434 N Clark St,The Pasta Bowl,(773) 525-2695,60614
651,1067,386,"2434 N. Clark Street, Chicago",Pasta Bowl,(773) 525-2695,60614,1966 N Halsted St,Pasta Palazzo,(773) 248-1400,60614
652,1071,172,"817 W. Fulton Market, Chicago",Cemitas Puebla,(312) 455-9200,60607,817 W Fulton Market,Cemitas Puebla,(312) 455-9200,60607
653,1072,226,"3763 N. Southport Avenue, Chicago",Tango Sur,(773) 477-5466,60613,3763 N Southport Ave,Tango Sur,(773) 477-5466,60613
654,1072,696,"3763 N. Southport Avenue, Chicago",Tango Sur,(773) 477-5466,60613,4217 N Ravenswood Ave,Artango Bistro,(773) 697-7479,60613
655,1074,136,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,1751 W Chicago Ave,Yuzu Sushi & Robata Grill,(312) 666-4100,60622
656,1074,145,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,1024 N Western Ave,Lockdown Bar & Grill,(773) 451-5625,60622
657,1074,345,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,669 N Milwaukee Ave,Delux Bar & Grill,(312) 850-4008,60622
658,1074,535,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,1608 W North Ave,Tarboush Mediterranean Grill,(773) 770-3599,60622
659,1074,557,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,1413 N Ashland Ave,Mish Grill,(773) 661-9766,60622
660,1074,573,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,1317 N Milwaukee Ave,Falafel & Grill,(773) 292-8888,60622
661,1074,635,"1024 N. Western Avenue, Chicago",Lockdown Bar & Grill,(773) 451-5625,60622,2100 W Division St,Folklore Argentine Grill,(773) 292-1600,60622
662,1083,666,"159 W. Erie Street, Chicago",Wildfire,(312) 787-9000,60654,159 W Erie St,Wildfire,(312) 787-9000,60654
663,1084,10,9854 Milwaukee Avenue,Pita Inn,(847) 759-9990,60016,455 N Milwaukee Ave,The Roost Carolina Kitchen,(312) 877-5738,60654
664,1084,345,9854 Milwaukee Avenue,Pita Inn,(847) 759-9990,60016,669 N Milwaukee Ave,Delux Bar & Grill,(312) 850-4008,60622
665,1084,363,9854 Milwaukee Avenue,Pita Inn,(847) 759-9990,60016,6154 N Milwaukee Ave,The Garage Bar & Sandwiches,(773) 647-1386,60646
666,1084,713,9854 Milwaukee Avenue,Pita Inn,(847) 759-9990,60016,415 N Milwaukee Ave,Paramount Room,(312) 829-6300,60654
667,1092,448,"601 N. McClurg Court, Chicago",Local Root,(312) 643-1145,60611,22 E Hubbard St,Blue Frog’s Local 22,(312) 527-1200,60611
668,1092,735,"601 N. McClurg Court, Chicago",Local Root,(312) 643-1145,60611,198 E Delaware Pl,The Local Chicago,(312) 280-8887,60611
669,1094,66,"108 W. Kinzie Street, Chicago",Mercadito Chicago,(312) 329-9555,60654,316 N Clark St,The Kitchen Chicago,(312) 836-1300,60654
670,1094,391,"108 W. Kinzie Street, Chicago",Mercadito Chicago,(312) 329-9555,60654,51 W Huron St,Chicago Raw,(312) 664-2729,60654
671,1094,639,"108 W. Kinzie Street, Chicago",Mercadito Chicago,(312) 329-9555,60654,456 N Clark St,Roka Akor - Chicago,(312) 477-7652,60654
672,1100,15,"730 W. Grand Avenue, Chicago",The Dawson,(312) 243-8955,60654,730 W Grand Ave,The Dawson,(312) 243-8955,60654
673,1101,368,"4703 N. Lincoln Avenue, Chicago",Taco in a Bag,(773) 954-2114,60625,4603 N Lincoln Ave,Taco In A Bag,(773) 250-2437,60625
674,1103,73,"950 W. Wrightwood Avenue, Chicago",Barn & Company,(773) 832-4000,60614,2121 N Clark St,Chicago Pizza And Oven Grinder Company,(773) 248-2570,60614
675,1103,461,"950 W. Wrightwood Avenue, Chicago",Barn & Company,(773) 832-4000,60614,2747 N Lincoln Ave,Atlas Brewing Company,(773) 295-1270,60614
676,1103,590,"950 W. Wrightwood Avenue, Chicago",Barn & Company,(773) 832-4000,60614,433 W Diversey Pkwy,Compass Bar,(773) 248-3230,60614
677,1106,505,1615 N. Damen Avenue,Dimo's Pizza,(773) 525-4580,60647,1615 N Damen Ave,Dimo’s Pizza,(773) 525-4580,60647
678,1106,597,1615 N. Damen Avenue,Dimo's Pizza,(773) 525-4580,60647,2525 W North Ave,West Town Pizza Shop,(773) 252-2299,60647
679,1109,36,"2160-A S. Archer Avenue, Chicago",Chi Cafe,(312) 842-9993,60616,2160 S Archer AveSte A,Chi Cafe,(312) 842-9993,60616
680,1111,466,"2518 W. 63rd Street, Chicago",Garifuna Flava,(773) 776-7440,60629,2518 W 63rd St,Garifuna Flava,(773) 776-7440,60629
681,1116,708,"937 N. Rush Street, Chicago",Le Colonial,(312) 255-0088,60611,937 N Rush St,Le Colonial,(312) 255-0088,60611
682,1125,14,"954 W. Fulton Market, Chicago",La Sirena Clandestina,(312) 226-5300,60607,954 W Fulton Market,La Sirena Clandestina,(312) 226-5300,60607
683,1135,340,"2147 W. Roscoe Street, Chicago",Turquoise,(773) 549-3523,60618,2147 W Roscoe St,Turquoise Restaurant,(773) 549-3523,60618
684,1142,136,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1751 W Chicago Ave,Yuzu Sushi & Robata Grill,(312) 666-4100,60622
685,1142,145,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1024 N Western Ave,Lockdown Bar & Grill,(773) 451-5625,60622
686,1142,290,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1800 W Grand Ave,Breakfast House,(312) 997-2400,60622
687,1142,345,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,669 N Milwaukee Ave,Delux Bar & Grill,(312) 850-4008,60622
688,1142,535,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1608 W North Ave,Tarboush Mediterranean Grill,(773) 770-3599,60622
689,1142,557,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1413 N Ashland Ave,Mish Grill,(773) 661-9766,60622
690,1142,573,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,1317 N Milwaukee Ave,Falafel & Grill,(773) 292-8888,60622
691,1142,635,"1381 W. Hubbard Street, Chicago",The Breakfast Club & Grill,(312) 666-2372,60622,2100 W Division St,Folklore Argentine Grill,(773) 292-1600,60622
692,1148,468,"3700 N. Clark Street, Chicago",Rockit Burger Bar,(773) 645-4400,60613,3700 N Clark St,Rockit Burger Bar,(773) 645-4400,60613
693,1150,474,"130 E. Randolph Street, Chicago",Tavern at the Park,(312) 552-0070,60601,225 N Michigan Ave,Sweetwater Tavern and Grille,(312) 698-7111,60601
694,1150,644,"130 E. Randolph Street, Chicago",Tavern at the Park,(312) 552-0070,60601,200 W Montrose Harbor Dr,The Dock at Montrose Beach,(773) 704-8435,60601
695,1153,3385,703 Church Street,Farmhouse,(847) 492-9700,60201,253 Church St,Kori,(212) 334-0908,10013
696,1154,654,"2607 N. Milwaukee Avenue, Chicago",Reno,(773) 697-4234,60647,2607 N Milwaukee Ave,Reno,(773) 697-4234,60647
697,1155,48,633 N. Milwaukee Avenue,Casa Bonita,(847) 362-4400,60048,2323 N Milwaukee Ave,Revolution Brewing,(773) 227-2739,60647
698,1155,116,633 N. Milwaukee Avenue,Casa Bonita,(847) 362-4400,60048,2523 N Milwaukee Ave,Analogue,(773) 904-8567,60647
699,1155,219,633 N. Milwaukee Avenue,Casa Bonita,(847) 362-4400,60048,2333 N Milwaukee Ave,The Chicago Diner,(773) 252-3211,60647
700,1155,620,633 N. Milwaukee Avenue,Casa Bonita,(847) 362-4400,60048,401 N. Milwaukee Ave,Black Iron Tavern,(312) 690-4000,60654
701,1158,516,"2119 N. Clark Street, Chicago",Riccardo Trattoria,(773) 549-0038,60614,2116 N Clark St,Riccardo Enoteca,(773) 549-5010,60614
