#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.id
#foreign_key_rtable=rtable.id
_id,ltable.id,rtable.id,ltable.address,ltable.name,ltable.phone,ltable.zip,rtable.address,rtable.name,rtable.phone,rtable.zip,gold
3728,3127,1585,6541 Hollywood Blvd #102,Five0Four Hollywood,(323) 960-0224,90028,4624 Hollywood Blvd,HomeState,(323) 906-1122,90027,0
3740,3127,2175,6541 Hollywood Blvd #102,Five0Four Hollywood,(323) 960-0224,90028,5183 Hollywood Blvd,Sapp Coffee Shop,(323) 665-1035,90027,0
3786,3185,1636,8948 Santa Monica Blvd,Pump Restaurant,(310) 657-7867,90069,4959 Santa Monica Blvd,DeSano Pizza Bakery,(323) 913-7000,90029,0
3824,3207,2043,"700 N Spring St, Los Angeles",CBS Seafood Restaurant,(213) 617-2323,90012,424 W College St,Golden Lake Eatery Cambodian Restaurant,(213) 509-4035,90012,0
3834,3221,1581,"345 N La Brea Ave, Los Angeles",East India Grill,(323) 936-8844,90036,519 N Fairfax Ave,Pita Bar & Grill,(323) 653-9024,90036,0
3915,3243,1985,7302 Melrose Ave,The Darkroom,(323) 931-3800,90048,5125 Melrose Ave,La Fonda Antioquena,(323) 957-5164,90004,0
3952,3248,1680,"3272 Motor Ave, Los Angeles",C & M Cafe,(310) 694-1516,90034,3272 Motor Ave,C&M Cafe,(310) 694-1516,90034,1
4055,3312,1874,8684 Melrose Ave,Nishimura,(310) 659-4770,90069,5028 Melrose Ave,Guadalupes Place,(323) 462-3329,90038,0
4075,3324,1991,"4566 W Washington Blvd, Los Angeles",Ondal 2,(323) 933-3228,90016,4566 W Washington Blvd,Ondal 2,(323) 933-3228,90016,1
4099,3349,2101,9683 Wilshire Blvd,Capriotti's Sandwich Shop,(310) 858-1383,90212,1001 Wilshire Blvd,Organic Corner Cafe,(213) 250-5550,90017,0
4128,3398,1532,517 Washington Blvd,Mosto Enoteca,(310) 821-3035,90292,2024 W Washington Blvd,Blu Elefant Cafe,(323) 641-0466,90018,0
4158,3413,1576,8439 W Sunset Blvd,Katana,(323) 650-8585,90069,3823 W Sunset Blvd,Forage,(323) 663-6885,90026,0
4178,3413,2020,8439 W Sunset Blvd,Katana,(323) 650-8585,90069,2903 W Sunset Blvd,Aroma Restaurant,(323) 644-2833,90026,0
4203,3415,2295,8730 Santa Monica Blvd,Ari-ya,(310) 854-6212,90069,6775 Santa Monica Blvd,Bombay Grill,(323) 798-5197,90038,0
4229,3424,1565,8401 Santa Monica Blvd,Hugo's,(323) 654-3993,90069,4156 Santa Monica Blvd,Bowery Bungalow,(323) 663-1500,90029,0
4250,3429,1816,20401 Ventura Blvd,Todai,(818) 883-8082,91364,11616 Ventura Blvd,Cocina Condesa,(818) 579-4264,91604,0
4262,3448,1959,"8351 W Sunset Blvd, Los Angeles",Carney's,(323) 654-8300,90069,8351 W Sunset Blvd,Carneys Sunset Strip,(323) 654-8300,90069,1
4267,3450,1580,8961 W Sunset Blvd,Sunset Deli,(310) 275-8010,90069,2141 W Sunset Blvd,Mohawk Bend,(213) 483-2337,90026,0
4272,3450,1733,8961 W Sunset Blvd,Sunset Deli,(310) 275-8010,90069,2135 W Sunset Blvd,Elf Caf,(213) 484-6829,90026,0
4284,3450,1999,8961 W Sunset Blvd,Sunset Deli,(310) 275-8010,90069,5065 Sunset Blvd,Zankou Chicken - Hollywood,(323) 665-7842,90027,0
4313,3472,2153,"4500 Los Feliz Blvd, Los Angeles",MessHall,(323) 660-6377,90027,3000 Los Feliz Blvd,The Griffin,(323) 644-0444,90039,0
4339,3499,1653,8905 Melrose Ave,Gracias Madre,(323) 978-2170,90069,7229 Melrose Ave,Lalas Argentine Grill,(323) 934-6838,90046,0
4356,3499,1946,8905 Melrose Ave,Gracias Madre,(323) 978-2170,90069,7275 Melrose Ave,Shefa,(323) 592-3100,90046,0
4433,3524,1874,8454 Melrose Ave,Taste on Melrose,(323) 852-6888,90069,5028 Melrose Ave,Guadalupes Place,(323) 462-3329,90038,0
4461,3527,1733,8221 W Sunset Blvd,Chateau Marmont Restaurant,(323) 656-1010,90046,2135 W Sunset Blvd,Elf Caf,(213) 484-6829,90026,0
4485,3527,2347,8221 W Sunset Blvd,Chateau Marmont Restaurant,(323) 656-1010,90046,2619 W Sunset Blvd,La Caridad Restaurant,(213) 484-0099,90026,0
4489,3530,1565,9635 S Santa Monica Blvd,Sprinkles Cupcakes,(310) 274-8765,90210,4156 Santa Monica Blvd,Bowery Bungalow,(323) 663-1500,90029,0
4521,3542,2117,8447 Santa Monica Blvd,Barney's Beanery,(323) 654-2287,90069,4905 Santa Monica Blvd.,Marouch Restaurant,(323) 662-9325,90029,0
4584,3558,1668,8440 W Sunset Blvd,Asia de Cuba,(323) 848-6000,90069,2943 W Sunset Blvd,Local,(323) 662-4740,90026,0
4595,3558,1923,8440 W Sunset Blvd,Asia de Cuba,(323) 848-6000,90069,3200 W Sunset Blvd,Samosa House Silverlake,(323) 913-0015,90026,0
4622,3562,1595,8535 Sunset Blvd,Roppongi Asian Tapas Bar and Sushi,(310) 289-0030,90069,1800 W Sunset Blvd,Masa of Echo Park,(213) 989-1558,90026,0
4624,3562,1668,8535 Sunset Blvd,Roppongi Asian Tapas Bar and Sushi,(310) 289-0030,90069,2943 W Sunset Blvd,Local,(323) 662-4740,90026,0
4664,3575,1583,"8370 W 3rd St, Los Angeles",Son of a Gun Restaurant,(323) 782-9033,90048,8370 W 3rd St,Son of a Gun,(323) 782-9033,90048,1
4676,3582,2362,"5484 Wilshire Blvd, Los Angeles",Yuko Kitchen,(323) 933-4020,90036,109 N Fairfax Ave,Kaya Street Kitchen,(323) 879-9288,90036,0
4690,3596,1589,6613 Hollywood Blvd,Lucky's Tavern,(323) 465-8259,90028,5633 Hollywood Blvd,I Panini Di Ambra,(323) 463-1200,90028,0
4716,3602,1670,"5732 Melrose Ave, Los Angeles",Osteria Mamma,(323) 284-7060,90038,5732 Melrose Ave,Osteria Mamma,(323) 284-7060,90038,1
4734,3611,1769,8200 W Sunset Blvd,Pinches Tacos,(323) 650-0614,90046,3322 W Sunset Blvd,Night + Market Song,(323) 665-5899,90026,0
4750,3611,2133,8200 W Sunset Blvd,Pinches Tacos,(323) 650-0614,90046,1400 Sunset Blvd,The Park,(213) 482-9209,90026,0
4752,3611,2204,8200 W Sunset Blvd,Pinches Tacos,(323) 650-0614,90046,1700 Sunset Blvd,Sage Organic Vegan Bistro,(213) 989-1718,90026,0
4807,3631,1607,7253 Santa Monica Blvd,FoodLab,(323) 851-7120,90046,6547 Santa Monica Blvd,Eat This Cafe,(323) 999-2003,90038,0
4919,3682,2373,9405 S Santa Monica Blvd,Harajuku Crepe,(310) 285-3946,90210,5706 Santa Monica Blvd,Baroo,(323) 819-4344,90038,0
4930,3693,1629,8945 Santa Monica Blvd,Saint Felix,(310) 275-4428,90069,5101 Santa Monica Blvd,Spicy BBQ Restaurant,(323) 663-4211,90029,0
4939,3693,2295,8945 Santa Monica Blvd,Saint Felix,(310) 275-4428,90069,6775 Santa Monica Blvd,Bombay Grill,(323) 798-5197,90038,0
4959,3699,214,9023 Washington Blvd,Dal Rae,(562) 949-2444,90660,800 W Washington Blvd,ms,(312) 243-1995,60607,0
4988,3701,1947,9041 Sunset Blvd,Night + Market,(310) 275-9724,90069,6464 W Sunset Blvd,Ciabatta Bar,(323) 500-1121,90028,0
5001,3701,2333,9041 Sunset Blvd,Night + Market,(310) 275-9724,90069,7361 W Sunset Blvd,Chibiscus Asian Cafe,(323) 977-9877,90046,0
5008,3703,2327,"2056 Hillhurst Ave, Los Angeles",Yuca's,(323) 662-1214,90027,2056 Hillhurst Ave,Yucas,(323) 662-1214,90027,1
5027,3714,1842,8618 W Sunset Blvd,Chin Chin,(310) 652-1818,90069,2939 W Sunset Blvd,Takumas Burgers,(213) 864-9305,90026,0
5028,3714,1863,8618 W Sunset Blvd,Chin Chin,(310) 652-1818,90069,2852 Sunset Blvd,Sopressata At Black Hogg,(323) 953-2820,90026,0
5065,3722,1821,8430 Sunset Blvd,Crossroads at The House of Blues,(323) 848-5100,90069,6372 W Sunset Blvd,Stella Barra Pizzeria,(323) 301-4001,90028,0
5073,3722,1964,8430 Sunset Blvd,Crossroads at The House of Blues,(323) 848-5100,90069,7554 W Sunset Blvd,Vintage Enoteca,(323) 512-5278,90046,0
5079,3722,2154,8430 Sunset Blvd,Crossroads at The House of Blues,(323) 848-5100,90069,3508 W Sunset Blvd,El Cochinito Restaurant,(323) 668-0737,90026,0
5164,3753,2142,7100 Santa Monica Blvd,Hot N Juicy Crawfish,(323) 969-8902,90046,10250 Santa Monica Blvd,Gulfstream,(310) 553-3636,90067,0
5170,3753,2328,7100 Santa Monica Blvd,Hot N Juicy Crawfish,(323) 969-8902,90046,11521 Santa Monica Blvd,Churros Calientes,(424) 248-3890,90025,0
5171,3753,2373,7100 Santa Monica Blvd,Hot N Juicy Crawfish,(323) 969-8902,90046,5706 Santa Monica Blvd,Baroo,(323) 819-4344,90038,0
5259,3775,2300,9383 Wilshire Blvd,Shanghai Grill,(310) 275-4845,90210,3438 Wilshire Blvd,Wiki Poki,(213) 739-4363,90010,0
5268,3776,1895,1612 N Cahuenga Blvd,Velvet Margarita Cantina,(323) 469-2000,90028,1602 N Cahuenga Blvd,Saint Felix,(323) 469-5001,90028,0
5296,3779,2311,8690 Wilshire Blvd,Bombay Palace,(310) 659-9944,90211,3012 Wilshire Blvd,Golden Mongolian Restaurant,(213) 263-2141,90010,0
5305,3786,1548,7916 W Sunset Blvd,The Griddle Cafe,(323) 874-0377,90046,2927 W Sunset Blvd,Silverlake Ramen,(323) 660-8100,90026,0
5314,3786,1737,7916 W Sunset Blvd,The Griddle Cafe,(323) 874-0377,90046,7300 Sunset Blvd,The Carving Board,(323) 845-4550,90046,0
5329,3786,2064,7916 W Sunset Blvd,The Griddle Cafe,(323) 874-0377,90046,4321 Sunset Blvd,Jays Bar,(323) 666-1898,90029,0
5337,3786,2342,7916 W Sunset Blvd,The Griddle Cafe,(323) 874-0377,90046,5940 Sunset Blvd,Twins Sliders,(323) 960-6902,90029,0
5355,3793,2373,9749 Santa Monica Blvd,Da Pasquale,(310) 859-3884,90210,5706 Santa Monica Blvd,Baroo,(323) 819-4344,90038,0
5357,3795,1548,9641 Sunset Blvd,Polo Lounge,(310) 887-2777,90210,2927 W Sunset Blvd,Silverlake Ramen,(323) 660-8100,90026,0
5408,3806,1840,9025 Wilshire Blvd,La Gondola Kosher Restaurant and Catering,(310) 247-1239,90211,3675 Wilshire BlvdSte C,Roll Roll Roll,(213) 386-3000,90010,0
5415,3806,2119,9025 Wilshire Blvd,La Gondola Kosher Restaurant and Catering,(310) 247-1239,90211,6325 Wilshire Blvd,Project Taco,(323) 424-7564,90048,0
5449,3819,2183,9500 Wilshire Blvd,Cut,(310) 276-8500,90212,5515 Wilshire Blvd,El Diner,(323) 931-1281,90036,0
5451,3819,2194,9500 Wilshire Blvd,Cut,(310) 276-8500,90212,6355 Wilshire Blvd,Genki Grill,(323) 653-3287,90048,0
5472,3836,1752,"359 E 1st St, Los Angeles",Toshi Sushi,(213) 680-4166,90012,343 E 1st St,Sushi Enya,(213) 626-3692,90012,0
5474,3836,2317,"359 E 1st St, Los Angeles",Toshi Sushi,(213) 680-4166,90012,347 E 2nd St,Hama Sushi,(213) 680-3454,90012,0
5557,3877,2056,1847 N Cahuenga Blvd,Solar de Cahuenga,(323) 467-7510,90028,1835 N Cahuenga Blvd,Madera Kitchen,(213) 261-3687,90028,0
5607,3897,1848,"700 S Grand Ave, Los Angeles",Bottega Louie,(213) 802-1470,90017,700 S Grand Ave,Bottega Louie,(213) 802-1470,90017,1
5695,3932,1869,9015 W Sunset Blvd,Rainbow Bar & Grill,(310) 278-4232,90069,2852 W Sunset Blvd,Ohana Pok Co,(323) 953-2820,90026,0
5720,3936,1898,321 N Robertson Blvd,Petrossian Cafe,(310) 271-6300,90048,310 S Robertson Blvd,Pizzeria Il Fico,(310) 271-3426,90048,0
5728,3949,1816,14120 Ventura Blvd,Jinky's Cafe,(818) 981-2250,91423,11616 Ventura Blvd,Cocina Condesa,(818) 579-4264,91604,0
5730,3951,1632,8826 Melrose Avenue,Craig's,(310) 276-1900,90069,5156 Melrose Ave,Nue Studio & Cafe,(818) 314-3578,90004,0
5734,3957,1816,14611 Ventura Blvd,Clay Oven Indian Cuisine,(818) 995-1777,91403,11616 Ventura Blvd,Cocina Condesa,(818) 579-4264,91604,0
5747,3983,2221,9461 S Santa Monica Blvd,Ice Cream Lab,(310) 795-6505,90210,12201 Santa Monica Blvd,Quicksand,(310) 439-9170,90025,0
5793,4017,1756,6922 Hollywood Blvd,Hooters,(323) 962-3373,90028,5103 Hollywood Blvd,Fukurou Ramen,(323) 719-9011,90027,0
5811,4018,1676,7985 Santa Monica Blvd,French Quarter Market Place,(323) 654-0898,90046,7253 Santa Monica Blvd,Foodlab,(323) 851-7120,90046,0
5874,4043,1816,12655 Ventura Blvd,Jerry's Famous Deli,(818) 980-4245,91604,11616 Ventura Blvd,Cocina Condesa,(818) 579-4264,91604,0
5909,4067,1948,"3002 W 7th St, Los Angeles",OB Bear,(213) 480-4910,90005,3002 W 7th St,OB Bear,(213) 480-4910,90005,1
5959,4096,1580,9200 W Sunset Blvd,BOA Steakhouse,(310) 278-2050,90069,2141 W Sunset Blvd,Mohawk Bend,(213) 483-2337,90026,0
5965,4096,1737,9200 W Sunset Blvd,BOA Steakhouse,(310) 278-2050,90069,7300 Sunset Blvd,The Carving Board,(323) 845-4550,90046,0
5976,4096,1964,9200 W Sunset Blvd,BOA Steakhouse,(310) 278-2050,90069,7554 W Sunset Blvd,Vintage Enoteca,(323) 512-5278,90046,0
5983,4096,2154,9200 W Sunset Blvd,BOA Steakhouse,(310) 278-2050,90069,3508 W Sunset Blvd,El Cochinito Restaurant,(323) 668-0737,90026,0
5986,4096,2288,9200 W Sunset Blvd,BOA Steakhouse,(310) 278-2050,90069,1261 W Sunset Blvd,Guisados,(213) 250-7600,90026,0
6086,4123,1668,8653 W Sunset Blvd,Cravings,(310) 652-6103,90069,2943 W Sunset Blvd,Local,(323) 662-4740,90026,0
6090,4123,1769,8653 W Sunset Blvd,Cravings,(310) 652-6103,90069,3322 W Sunset Blvd,Night + Market Song,(323) 665-5899,90026,0
6120,4133,1629,8575 Santa Monica Blvd,Kitchen 24,Not Available,90069,5101 Santa Monica Blvd,Spicy BBQ Restaurant,(323) 663-4211,90029,0
6208,4169,1842,5936 W Sunset Blvd,Delancey Bar and Pizzeria,(323) 469-2100,90028,2939 W Sunset Blvd,Takumas Burgers,(213) 864-9305,90026,0
6209,4169,1863,5936 W Sunset Blvd,Delancey Bar and Pizzeria,(323) 469-2100,90028,2852 Sunset Blvd,Sopressata At Black Hogg,(323) 953-2820,90026,0
6279,4183,2154,8171 W Sunset Blvd,Bar Marmont,(323) 650-0575,90069,3508 W Sunset Blvd,El Cochinito Restaurant,(323) 668-0737,90026,0
6313,4189,1869,8654 W Sunset Blvd,Le Petit Four,(310) 652-3863,90069,2852 W Sunset Blvd,Ohana Pok Co,(323) 953-2820,90026,0
6347,4200,1895,1562 N Cahuenga Blvd,Big Wangs,(323) 469-2449,90028,1602 N Cahuenga Blvd,Saint Felix,(323) 469-5001,90028,0
6408,4262,1829,8430 W Sunset Blvd,Foundation Room,(323) 845-5100,90069,6660 W Sunset BlvdUnit P,Luv2Eat Thai Bistro,(323) 498-5835,90028,0
6435,4264,2041,"8738 W 3rd St, Los Angeles",Jack n' Jill's Too,(310) 858-4900,90048,8738 W 3rd St,Jack N Jills Too,(310) 858-4900,90048,1
6452,4280,1701,9113 W Olympic Blvd,Dr. Sandwich,(310) 278-7777,90212,5300 W Olympic Blvd,El Chato Taco Truck,(323) 202-6936,90019,0
6458,4280,1944,9113 W Olympic Blvd,Dr. Sandwich,(310) 278-7777,90212,3132 W Olympic Blvd,Hong Galbi,(323) 734-2577,90006,0
6477,4293,1991,3115 Washington Blvd,Akbar Cuisine of India,(310) 574-0666,90292,4566 W Washington Blvd,Ondal 2,(323) 933-3228,90016,0
6489,4303,1976,6001 Washington Blvd,Brunello Trattoria,(310) 280-3856,90232,12517 W Washington Blvd,Hatchet Hall,(310) 391-4222,90066,0
6516,4307,2018,8371 Sunset Blvd,Saddle Ranch Chop House,(323) 656-2007,90069,3827 W Sunset Blvd,Berlin Currywurst,(323) 663-1989,90026,0
6545,4324,1914,9317 Slauson Ave,Rio's Pizza,(562) 949-2324,90660,2524 W Slauson Ave,Freds Downhome Burgers,(323) 298-7762,90043,0
6547,4324,2089,9317 Slauson Ave,Rio's Pizza,(562) 949-2324,90660,4454 W Slauson Ave,Orleans and York Deli,(323) 291-8800,90043,0
6584,4350,2504,1585 W Main St,Domino's,(608) 825-3200,53590,11 W Main St,Fibs Fine Italian Beef & Sausage,(608) 334-1362,53703,0
6589,4350,3203,1585 W Main St,Domino's,(608) 825-3200,53590,554 W Main St,Echo Tap & Grill,(608) 256-6928,53703,0
6590,4350,3204,1585 W Main St,Domino's,(608) 825-3200,53590,7 W Main St,Brocach,(608) 255-2015,53703,0
6637,4387,2996,2952 Fish Hatchery Rd,Schneid's Sports Bar & Grill,(608) 271-3644,53713,3044 Fish Hatchery Rd,Teriyaki Sushi Express,(608) 271-4000,53713,0
6668,4427,2883,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,20 W Mifflin St,The Coopers Tavern,(608) 256-1600,53703,0
6670,4427,3105,"1019 Williamson St, Madison",Nature's Bakery Cooperative,(608) 257-3649,53703,831 E Johnson StSte 4,Sophias Bakery & Cafe,(608) 259-1506,53703,0
6681,4440,3200,"211 King St, Madison",Natt Spil,Not Available,53703,211 King St,Natt Spil,(608) 258-8787,53703,1
6689,4451,2989,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,1
6753,4574,2401,"6405 Mineral Pt Rd, Madison",Otto's Restaurant & Bar,(608) 274-4044,53705,6405 Mineral Point Rd,Ottos Restaurant & Bar,(608) 535-6279,53705,1
6765,4618,2497,"449 State St Ste 2G, Madison",Wasabi Japanese Restaurant,(608) 255-5020,53703,944 Williamson St,Bahn Thai Restaurant,(608) 256-0202,53703,0
6782,4629,2711,6220 Nesbitt Rd Ste B,Pancake Cafe,(608) 204-7040,53719,724 S Gammon Rd,Pancake Cafe,(608) 819-6865,53719,1
6806,4718,2436,"117 Martin Luther King Blvd, Madison",Dlux,(608) 467-3130,53703,111 Martin Luther King Jr Blvd,Francescas Al Lago,(608) 255-6000,53703,0
6844,4833,2756,"517 State St., Madison",Five Guys Burgers and Fries,(608) 255-2520,53703,319 W Gorham St,Chasers Bar and Grille,(608) 512-0501,53703,0
6853,4836,2523,"20 W. Mifflin, Madison",Cooper's Tavern,(608) 256-1600,53703,319 N Henry St,The Plaza Tavern,(608) 255-6592,53703,0
6944,4855,2952,"1849 Northport Dr, Madison",Benvenuto's Italian Grill,(608) 241-1144,53704,Crowne Plaza Madison4402 E Washington Ave,Growlers Bar & Grille,(608) 244-4703,53704,0
6952,4858,2688,"2601 West Beltline Highway, Madison",Bonfyre American Grille,(608) 273-3973,53713,1821 S Park St,Sol Azteca Fusion Grill,(608) 561-8211,53713,0
6954,4858,3183,"2601 West Beltline Highway, Madison",Bonfyre American Grille,(608) 273-3973,53713,2601 W Beltline Hwy,Bonfyre American Grille,(608) 273-3973,53713,1
6972,4860,2796,"600 Williamson St, Madison",Wah Kee Chinese Noodle Restaurant,(608) 255-5580,53703,151 W Gorham St,Vientiane Palace Restaurant,(608) 255-2848,53703,0
6991,4866,2886,7464 Hubbard Ave,Louisianne's Etc,(608) 831-1929,53562,7508 Hubbard Ave,The Village Green,(608) 831-9962,53562,0
6996,4867,2570,"313 State St, Madison",Pizza DI Roma,(608) 268-0900,53703,1054 Williamson St,Roman Candle Pizzeria,(608) 258-2000,53703,0
6997,4867,2586,"313 State St, Madison",Pizza DI Roma,(608) 268-0900,53703,313 State St,Pizza Di Roma,(608) 268-0900,53703,1
7014,4870,3088,121 E Main St,La Tolteca,(608) 834-6142,53590,239 E Main St,Atlantis Taverna,(608) 837-5700,53590,0
7042,4878,3303,675 Park Ave,Appletree Family Restaurant,(920) 623-4518,53925,345 Park Ave,Uncle Gussys,(929) 600-1111,10154,0
7046,4879,2414,"3717 S Dutch Mill Rd, Madison",Toby's Supper Club,(608) 222-6913,53718,3717 S Dutch Mill Rd,Tobys Supper Club,(608) 222-6913,53718,1
7075,4885,3102,2701 Century Harbor Rd.,Captain Bill's,(608) 831-7327,53562,2701 Century Harbor Rd,Captain Bills,(608) 831-7327,53562,1
7187,4916,2477,"831 E Johnson St, Madison",Sophia's Bakery & Cafe,(608) 259-1506,53703,524 E Wilson St,Lakeview Bakery and Deli,(608) 250-2380,53703,0
7188,4916,2665,"831 E Johnson St, Madison",Sophia's Bakery & Cafe,(608) 259-1506,53703,114 E Main St,Cranberry Creek Take-out & Catering,(608) 283-4202,53703,0
7220,4923,2530,"944 Williamson St, Madison",Bahn Thai Restaurant,(608) 256-0202,53703,316 State St,Parthenon Gyros Restaurant,(608) 251-6311,53703,0
7230,4923,2728,"944 Williamson St, Madison",Bahn Thai Restaurant,(608) 256-0202,53703,744 Williamson St,Eldorado Grill,(608) 280-9378,53703,0
7232,4923,2754,"944 Williamson St, Madison",Bahn Thai Restaurant,(608) 256-0202,53703,401 E Washington Ave,Bellini Italian Restaurant,(608) 250-0097,53703,0
7256,4931,2652,"515 S Park St, Madison",La Hacienda Restaurant,(608) 255-8227,53715,532 S Park St,Edo Japanese Restaurant,(608) 268-0247,53715,0
7260,4934,881,300 S Main St,Tuvalu Coffeehouse & Gallery,(608) 845-6800,53593,1200 Main St,WingBucket,(214) 760-9491,75202,0
7261,4934,968,300 S Main St,Tuvalu Coffeehouse & Gallery,(608) 845-6800,53593,3600 Main St,Cold Beer Company,(214) 370-9301,75226,0
7268,4934,2762,300 S Main St,Tuvalu Coffeehouse & Gallery,(608) 845-6800,53593,600 W Verona Ave,Jordandal Cookhouse,(608) 848-3298,53593,0
7287,4937,3080,6522 Monona Dr,Red Robin Gourmet Burgers,(608) 223-1390,53716,6005 Monona Dr,La Rosita Latina Grocery Store,(608) 221-2203,53716,0
7302,4945,2433,"4002 E Washington Ave, MADISON",Arby's,(608) 240-4427,53704,4512 E Washington Ave,Taqueria Sabor Queretano,(608) 249-0877,53704,0
7315,4951,3159,218 S. Main St,1855 Saloon & Grill,(608) 839-3700,53527,218 S. Main Street,1855 Saloon and Grill,(608) 839-3700,53527,1
7367,4962,2493,"2010 S Park St, Madison",El Pastor,(608) 280-8898,53713,2010 S Park St,El Pastor,(608) 280-8898,53713,1
7413,4982,2769,"114 State St, Madison",Michelangelo's Coffee House,(608) 251-5299,53703,505 State St,Osaka House,(608) 819-8855,53703,0
7424,4985,2688,6312 Metropolitan Ln,Bourbon Street Grille,(608) 222-4410,53713,1821 S Park St,Sol Azteca Fusion Grill,(608) 561-8211,53713,0
7440,4989,2909,"2810 E Washington Ave, Madison",Peoples Bakery,(608) 245-0404,53704,4863 Hayes Rd,Perkins Restaurant & Bakery,(608) 241-9123,53704,0
7480,4994,3136,119 W Main St,Borland's,(608) 424-3013,53508,509 W Main St,M-N-Ms Coffeehouse,(608) 850-3665,53597,0
7483,4994,3204,119 W Main St,Borland's,(608) 424-3013,53508,7 W Main St,Brocach,(608) 255-2015,53703,0
7487,4995,2582,"721 N High Point Rd, Madison",New Seoul Korean Restaurant,(608) 829-3331,53717,721 N High Point Rd,New Seoul Korean,(608) 829-3331,53717,1
7517,5005,2386,"1017 S Park St, Madison",Asian Sweet Bakery,(608) 665-3988,53715,1017 S Park St,Asian Sweet Bakery,(608) 665-3988,53715,1
7519,5006,2518,238 E Main St,Eddie's Alehouse & Eatery,(608) 825-1515,53590,123 E Main St,Argus,(608) 256-4141,53703,0
7568,5017,2781,"410 E Wilson St, Madison",Plaka Taverna,(608) 251-4455,53703,627 W Main St,Main Depot Tavern,(608) 257-3100,53703,0
7588,5024,3136,407 W Main St,Aztlan Mexican Grill,(608) 437-7600,53572,509 W Main St,M-N-Ms Coffeehouse,(608) 850-3665,53597,0
7601,5026,3035,1010 Enterprise Dr,Draft House Bar & Restaurant,(608) 848-3158,53593,950 Kimball Ln,Grays Tied House,(608) 845-2337,53593,0
7621,5032,2863,"5401 W Beltline Hwy, Madison",Copper Top Restaurant,(608) 271-4588,53711,2951 Triverton Pike,Lilianas Restaurant,(608) 442-4444,53711,0
7677,5055,2439,"319 N Henry St, Madison",Plaza Tavern & Grill,(608) 255-6592,53703,131 E Mifflin St,Heritage Tavern,(608) 283-9500,53703,0
7705,5058,2748,"2500 University Ave, Madison",Lombardino's Restaurant,(608) 238-1922,53705,540 University Ave,Erbert and Gerberts,(608) 467-7309,53703,0
7711,5059,2440,710 W Main St,Sir Hobo's,(608) 837-1044,53590,117 W Main St,Shamrock Bar & Grille,(608) 255-5029,53703,0
7736,5061,3155,6544 Monona Dr,Buffalo Wild Wings,(608) 237-8686,53716,4556 Monona Dr,Rocky Rococo Pan Style Pizza,(608) 221-3818,53716,0
7761,5072,2544,6413 University Ave.,Sonic Drive-in,(608) 831-2633,53562,604 E University Ave,The Taco Bros,(608) 422-5075,53715,0
7767,5072,2653,6413 University Ave.,Sonic Drive-in,(608) 831-2633,53562,789 University Avenue,Buffalo Wild Wings,(608) 255-9464,53715,0
7774,5072,2753,6413 University Ave.,Sonic Drive-in,(608) 831-2633,53562,3256 University Ave,Pancheros Mexican Grill,(608) 238-3899,53705,0
7811,5078,2440,117 S Main St,Blue Moon,(920) 648-3405,53551,117 W Main St,Shamrock Bar & Grille,(608) 255-5029,53703,0
7825,5082,2763,"3555 E Washington Ave, Madison",Pedro's Mexican Restaurante,(608) 241-8110,53704,1201 N Sherman Ave,Northside Family Restaurant,(608) 244-5663,53704,0
7831,5082,2910,"3555 E Washington Ave, Madison",Pedro's Mexican Restaurante,(608) 241-8110,53704,4718 E Towne Blvd,Qdoba Mexican Grill,(608) 819-8910,53704,0
7834,5082,3044,"3555 E Washington Ave, Madison",Pedro's Mexican Restaurante,(608) 241-8110,53704,3715 E Washington Ave,Cousins Subs,(608) 241-0121,53704,0
7907,5091,2989,2980 Cahill Main,Great Dane Pub & Brewing,(608) 442-9000,53711,3040 Cahill Main,Casa Del Sol,(608) 663-8818,53711,0
7950,5103,3016,"122 State St, Madison",The Fountain,(608) 250-1998,53703,122 State St,The Fountain,(608) 250-1998,53703,1
7990,5119,2583,"827 Johnson St, Madison",Spot,(608) 251-7768,53703,827 E Johnson St,The Spot,(608) 251-7768,53703,1
7992,5120,1515,114 N Main St,Firefly Coffeehouse,(608) 835-6238,53575,3014 Main St,Monkey King Noodle Co.,(469) 206-3658,75226,0
8001,5124,1318,101 W Main St,Glass Nickel Pizza Co,(608) 834-9919,53590,1301 Main St,Ravenna Urban Italian Restaurant,(214) 744-9333,75202,0
8038,5127,2643,6637 University Ave,Scott's Pastry Shoppe Incorporated,(608) 836-7333,53562,1401 University Ave,QQ Express,(608) 256-2288,53715,0
8063,5128,3141,608 W Verona Ave Ste A,Monte's Grill & Pub,(608) 845-9669,53593,608A W Verona Ave,Montes Grill & Pub,(608) 845-9669,53593,1
8087,5133,2602,"1 W Dayton St, Madison",Dayton Street Grille,(608) 294-3031,53703,529 University Ave,Vintage Spirits & Grill,(608) 250-0700,53703,0
8091,5133,2756,"1 W Dayton St, Madison",Dayton Street Grille,(608) 294-3031,53703,319 W Gorham St,Chasers Bar and Grille,(608) 512-0501,53703,0
