ID,Title,Authors,ISBN,Publisher,Pages,Price
bn_704,Upgrading Relational Databases with Objects,"Robert Vermeulen,  Sigs Books Staff",9780135706077,SIGS,234.0,$58.00
bn_705,dBASE IV Concepts Exercises and Applications,L. Joyce Arntson,9780538706001,Cengage South-Western,410.0,
bn_706,FileMaker 8 Calculation Functions (Digital Short Cut),"Steve Lane,  Scott Love,  Bob Bowers",9780132713184,Pearson Education,156.0,$11.49
bn_707,Successful SAP R/3 Implementation: Practical Management of ERP Projects,Norbert Welti,9780201398243,Addison-Wesley,185.0,$3.16
bn_708,"Middleware 2000: IFIP/ACM International Conference on Distributed Systems Platforms and Open Distributed Processing New York, NY, USA, April 4-7, 2000 Proceedings",Joseph Sventek,9783540673521,Springer Berlin Heidelberg,440.0,$129.00
bn_709,Oracle Database Administration for UNIX Systems (Bk/CD-ROM),"Lynnwood Brown,  Lymnwood Brown",9780132446662,Pearson Education,224.0,
bn_710,The Database Experts' Guide to SQL,Frank Lusardi,9780070390027,Intertext,224.0,
bn_711,Beginning PHP and MySQL E-Commerce: From Novice to Professional / Edition 2,"Cristian Darie,  Emilian Balanescu",9781590598641,Apress,707.0,$34.31
bn_712,Master Microsoft Access Visually,Curtis Frye,9780764560484,"Wiley, John & Sons, Incorporated",686.0,
bn_713,Developing Analytical Database Applications,"Francis McGuff,  John Kador",9780130824301,Prentice Hall Professional Technical Reference,640.0,
bn_714,Tableau 8.0 Training Manual: From Clutter to Clarity,Larry Keller,9781626758889,BookBaby,239.0,$20.49
bn_715,Ultra-fast ASP.NET: Building Ultra-Fast and Ultra-Scalable Websites Using ASP.NET and SQL Server / Edition 1,Rick Kiessig,9781430223832,Apress,496.0,$26.65
bn_716,Data Management Systems: Evolution and Interoperation / Edition 1,Bhavani Thuraisingham,9780849394935,Taylor & Francis,272.0,
bn_717,Sams Teach Yourself Microsoft Access 2000 Programming in 24 Hours,Paul Kimmel,9780672316616,Sams,472.0,
bn_718,Oracle Scripts: Powerful Tools for DBAs and Developers,"Brian Lomasky,  David C. Kreines",9781565924383,"O'Reilly Media, Incorporated",204.0,
bn_719,Time and Relational Theory: Temporal Databases in the Relational Model and SQL,"C.J. Date,  Nikos Lorentzos,  Hugh Darwen",9780128006313,Elsevier Science,560.0,$49.71
bn_720,Hacking Web Intelligence: Open Source Intelligence and Web Reconnaissance Concepts and Techniques,"Sudhanshu Chauhan,  Nutan Kumar Panda",9780128018675,Elsevier Science,300.0,$52.86
bn_721,Content-Based Video Retrieval: A Database Perspective / Edition 1,"Milan Petkovic,  Willem Jonker",9781441953964,Springer US,151.0,$169.00
bn_722,Exploring Microsoft Access 97,"Robert T. Grauer,  Maryann Barber,  Maryann Barber,  Maryann T. Barber",9780137542277,Pearson Education,416.0,$2.25
bn_723,MCITP Self-Paced Training Kit (Exam 70-444): Optimizing and Maintaining a Database Administration Solution Using Microsoft SQL Server 2005,"Orin Thomas,  Ian McLean",9780735622548,Microsoft Press,800.0,
bn_724,Database Management,Elias M. Awad,9780878357130,"Course Technology, Inc.",800.0,
bn_725,"Web Mining: From Web to Semantic Web: First European Web Mining Forum, EWMF 2003, Cavtat-Dubrovnik, Croatia, September 22, 2003, Revised Selected and Invited Papers / Edition 1",Bettina Berendt,9783540232582,Springer Berlin Heidelberg,206.0,$89.99
bn_726,Handbook of Information Security Management: 1994-95 Handbook,Zella G. Ruthberg,9780791320730,"Warren, Gorham & Lamont, Incorporated",427.0,
bn_727,Oracle 11g New Features: Get Started Fast with Oracle 11g Enhancements,"Brian Carr,  John Garmany,  Lutz Hartmann,  V. J. Jain",9780979795107,Rampant Techpress,468.0,
bn_728,"Database: Models, Languages, Design / Edition 1",James L. Johnson,9780195107838,"Oxford University Press, USA",944.0,$1.99
bn_729,"Autonomous Intelligent Systems: Multi-Agents and Data Mining: Second International Workshop, AIS-ADM 2007, St. Petersburg, Russia, June 3-5, 2007, Proceedings",Vladimir Gorodetsky,9783540728382,Springer Berlin Heidelberg,326.0,$99.00
bn_730,Introduction to Constraint Databases / Edition 1,Peter Revesz,9781441931559,Springer New York,394.0,$95.00
bn_731,"DB2 Express-C: The Developer Handbook for XML, PHP, C/C++, Java, and .NET",Whei-Jen Chen,9780738496757,Prentice Hall Professional Technical Reference,330.0,
bn_732,SQL for DB2 and SQL-DS Application Developers,Jonathan S. Sayles,9780471588139,Wiley,473.0,
bn_733,Apache Cassandra 41 Success Secrets - 41 Most Asked Questions On Apache Cassandra - What You Need To Know,Scott Bird,9781488536984,Emereo Publishing,30.0,$13.99
bn_734,Paradox for DOS Revealed!,"Gregory B. Salcedo,  Rusel DeMaria",9781559581790,Premier Press,496.0,
bn_735,Using dBase Four Version 1.1,Philip J. Pratt,9780878357932,"Course Technology, Inc.",576.0,
bn_736,XML Topic Maps: Creating and Using Topic Maps for the Web,"Jack Park,  Sam Hunting",9780201749601,Addison-Wesley,605.0,$1.99
bn_737,dBASE IV: A Short Course / Edition 2,Dennis P. Curtin,9780130959287,Prentice Hall Professional Technical Reference,200.0,$5.78
bn_738,Handbook of Information Security Management,"Tipton,  RuthbeRg;",9780791316368,"Taylor & Francis, Inc.",773.0,
bn_739,Integrated Design and Simulation of Chemical Processes,"Alexandre C. Dimian,  Costin S. Bildea,  Anton A. Kiss",9780444627001,Elsevier Science,886.0,$285.00
bn_740,Data Management: Databases &amp; Organizations / Edition 5,Richard T. Watson,9780471715368,Wiley,640.0,
bn_741,Zabbix Network Monitoring Essentials,"Andrea Dalle Vacche,  Stefano Kewan Lee",9781784394080,Packt Publishing,,$14.99
bn_742,Managing Data with Excel,"Conrad Carlberg,  Tim Tow",9780789703859,Que,504.0,
bn_743,Oracle RMAN for Absolute Beginners,Darl Kuhn,9781484207642,Apress,280.0,$24.18
bn_744,Understanding dBase III,Alan Simpson,9780895882677,"Wiley, John & Sons, Incorporated",300.0,
bn_745,"Data-Intensive Computing: Architectures, Algorithms, and Applications",Ian Gorton,9780521191951,Cambridge University Press,312.0,$89.99
bn_746,dBASE IV Hotline Q and A,"Richard A. Biegel,  Sumant S. Pendharkar",9780442013844,"Wiley, John & Sons, Incorporated",367.0,
bn_747,Personal Productivity with dBASE III+ / Edition 1,Kenneth Gorham,9780697058980,McGraw-Hill Professional Publishing,288.0,$1.99
bn_748,"Engineering Human Computer Interaction and Interactive Systems: Joint Working Conferences EHCI-DSVIS 2004, Hamburg, Germany, July 11-13, 2004, Revised Selected Papers / Edition 1",Remi Bastide,9783540260974,Springer Berlin Heidelberg,404.0,$129.00
bn_749,Oracle PL/SQL,"Scott Urman,  Tim Smith",9780072121445,"McGraw-Hill Companies, The",772.0,
bn_750,Learning Guide to Access for Windows 95,"Annette And Marquis,  Marquis",9780782118612,"Wiley, John & Sons, Incorporated",400.0,
bn_751,Oracle 11G: SQL (Book Only) / Edition 2,Joan Casteel,9781305268029,Cengage Learning,608.0,$84.59
bn_752,"Database Theory - ICDT '95: Proceedings of the 5th International Conference, Prague, Czech Republic, January 1995",Georg Gottlob,9780387589077,"Springer-Verlag New York, LLC",454.0,
bn_753,Efficient Software Development with DB2 for OS/390: Organizational and Technical Measures for Performance Optimization / Edition 2,"Ursula Kollar-Fiedrich,  Jurgen Glag",9783528155872,Vieweg+Teubner Verlag,150.0,$66.00
bn_754,Temporal Data Mining / Edition 1,Theophano Mitsa,9781420089769,Taylor & Francis,395.0,$65.65
bn_755,Video Data Management And Information Retrieval,Sagarmay Deb,9781591405719,IGI Global,408.0,$84.95
bn_756,Microsoft Sql Server 2008 R2 Administration Cookbook,Satya Shyam K. Jayanty,9781849681445,Packt Publishing,468.0,$54.99
bn_757,Relational Database Design and Implementation: Clearly Explained / Edition 3,Jan L. Harrington,9780123747303,Elsevier Science,440.0,$32.14
bn_758,dBASE III Plus First Run,Lorilee Sadler,9781565294189,Que,103.0,
bn_759,Crystal Reports XI Official Guide,"Neil Fitzgerald,  James Edkins,  Michael Voloshko,  James Edkins",9780672329173,Sams,960.0,$44.52
bn_760,FileMaker Pro 5.0 : Basic,Staff of Course Technology,9780619023102,Cengage Learning,112.0,
bn_761,Microsoft Access Programming,Namir Clement Shammas,9780830643103,T A B Books,400.0,
bn_762,Understanding the Oracle Server,Marina Krakovsky,9780131902657,Prentice Hall Professional Technical Reference,192.0,
bn_763,Vocabulary Control And Search Strategies In Online Searching,Alice Yanosko Chamis,9780313254901,"ABC-CLIO, Incorporated",142.0,$101.00
bn_764,"Theory And Practice Of Relational Databases, Second Edition","Stefan Stanczyk,  Bob Champion,  Richard Leyton",9780415247016,Taylor & Francis,264.0,$132.95
bn_765,MS Access En Espanol/Spanish Para PyMEs,Mario Tomas Umana,9789879131930,MP Ediciones S.A.,271.0,
bn_766,Data Mining for Design and Manufacturing: Methods and Applications / Edition 1,D. Braha,9781441952059,Springer US,524.0,$229.00
bn_767,World Wide Web Bible,Bryan Pfaffenberger,9781558284104,"Holt, Henry & Company, Inc.",585.0,
bn_768,Microsoft Access Interview Questions You'll Most Likely Be Asked,Vibrant Publishers,2940013739840,Vibrant Publishers,118.0,$7.99
bn_769,Web Developer.com Guide to Search Engines,"Wes Sonnenreich,  Tim Macinta",9780471246381,Wiley,464.0,
bn_770,"Service Parts Planning with mySAP SCM: Processes, Structures, and Functions / Edition 1",Jorg T. Dickersbach,9783540326502,Springer Berlin Heidelberg,296.0,$54.52
bn_771,Access 2 for Windows (Essentials) / Edition 1,"Que Corporation,  Bowker,  Donna M. Matherly",9780789701107,Prentice Hall Professional Technical Reference,181.0,$10.00
bn_772,"The Kimball Group Data Warehouse Box: The Data Warehouse Toolkit, 2nd Edition; The Data Warehouse Lifecycle, 2nd Edition; The Data Warehouse ETL Toolk / Edition 1","Ralph Kimball,  Bob Becker,  Margy Ross,  Warren Thornthwaite",9780470479575,Wiley,1628.0,$79.92
bn_773,Principles of Data Mining / Edition 1,Max Bramer,9781846287657,"Springer-Verlag New York, LLC",354.0,$26.85
bn_774,Inside Microsoft SQL Server 2005: T-SQL Querying,"Dejan Sarka,  Itzik Ben-Gan,  Lubor Kollar,  Roger Wolter",9780735623132,Microsoft Press,640.0,
bn_775,Data Mining: A Tutorial Based Primer / Edition 1,"Richard Roiger,  Michael Geatz",9780201741285,Pearson,408.0,$14.90
bn_776,"SAP BW Ultimate Interview Questions, Answers, and Explanations: SAP BW Certification Review",Anurag Barua,9780975305287,Equity Press,144.0,$59.95
bn_777,ODBC 3.5 Developer's Guide,Roger E. Sanders,9780070580879,McGraw-Hill Professional,975.0,
bn_778,SAP R/3 Reporting and E-Business Intelligence,"Thomas A. Curran,  Andrew Ladd",9780130226150,Prentice Hall Professional Technical Reference,436.0,
bn_779,Knight's 24-Hour Trainer: Microsoft SQL Server 2008 Integration Services [With DVD],"Brian Knight,  Devin Knight,  Mike Davis",9780470496923,Wiley,384.0,$33.23
bn_780,"Database and Expert Systems Applications: 13th International Conference, DEXA 2002, Aix-en-Provence, France, September 2-6, 2002. Proceedings",Abdelkader Hameurlain,9783540441267,Springer Berlin Heidelberg,954.0,$209.00
bn_781,Successful Termination: A Dbm Training Program,Willam J. Morin,9781880030066,D B M Publishing,,
bn_782,Instant Oracle GoldenGate,Tony Bruzzese,9781782170259,Packt Publishing Pvt. Ltd.,,$13.99
bn_783,scikit-learn Cookbook,Trent Hauck,9781783989492,Packt Publishing,,$18.89
bn_784,State-of-the-Art in Content-Based Image and Video Retrieval,Remco Veltkamp,9781402001093,Springer Netherlands,345.0,$149.00
bn_785,Learning SQL,Alan Beaulieu,9780596520830,"O'Reilly Media, Incorporated",338.0,$27.31
bn_786,Handbook of Data Visualization / Edition 1,Chun-houh Chen,9783540330363,Springer Berlin Heidelberg,936.0,$367.53
bn_787,"Universal Algebra, Algebraic Logic, and Databases / Edition 1",B. Plotkin,9780792326656,Springer Netherlands,438.0,$189.00
bn_788,Microsoft Access for Windows 95 Instant Reference,James E. Powell,9780782117622,"Wiley, John & Sons, Incorporated",304.0,
bn_789,"DB2 9 for Linux, UNIX, and Windows Advanced Database Administration Certification: Certification Study Guide","Roger E. Sanders,  Dwaine R Snow",9781583470800,Mc Press,650.0,$64.95
bn_790,PHP 6 and MySQL 6 Bible (Bible Series),"Steve Suehring,  Tim Converse,  Joyce Park",9780470384503,Wiley,912.0,
bn_791,Apache Cassandra Hands-On Training Level One,Ruth Stryker,9781500548391,CreateSpace Publishing,406.0,$38.15
bn_792,Intelligent Offices: Object-Oriented Multi-Media Information Management in Client-Server Architectures,"Setrag Khoshafian,  Kevin Shepherd,  Razmik Abnous,  A. Brad Baker",9780471547006,Wiley,448.0,
bn_793,Structuring XML Documents,David Megginson,9780136422990,Prentice Hall Professional Technical Reference,420.0,
bn_794,Database Systems Engineering,"R. P. Whittington,  Whittington",9780198596721,"Oxford University Press, USA",448.0,
bn_795,Teach Yourself dBASE IV 1.1,Charles Siegel,9781558281202,"Wiley, John & Sons, Incorporated",350.0,
bn_796,Professional Crystal Reports for Visual Studio .NET,David McAmis,9780764557309,Wiley,384.0,$39.99
bn_797,"Information Hiding: First International Workshop, Cambridge, U.K., May 30 - June 1, 1996. Proceedings / Edition 1",Ross Anderson,9783540619963,Springer Berlin Heidelberg,364.0,$109.00
bn_798,"Information Hiding: 10th International Workshop, IH 2008, Sana Barbara, CA, USA, May 19-21, 2008, Revised Selected Papers / Edition 1",Kaushal Solanki,9783540889601,Springer Berlin Heidelberg,373.0,$109.00
bn_799,"Concepts of Database Management, Fifth Edition / Edition 5","Philip J. Pratt,  Joseph J. Adamski,  Joseph J. Adamski,  Adamski",9780619215293,Cengage Learning,440.0,$1.99
bn_800,An Extended Entity-Relationship Model: Fundamentals and Pragmatics,Martin Gogolla,9780387576480,"Springer-Verlag New York, LLC",136.0,
bn_801,The ABC's of Paradox,Charles Siegel,9780895885739,"Wiley, John & Sons, Incorporated",330.0,
bn_802,Oracle8 Bible,"Carol McCullough-Dieter,  Jatinder Prem,  Ramesh Chandak,  Purshottam Chandak",9780764531989,Wiley,1140.0,
bn_803,"Data Warehousing and Mining: Concepts, Methodologies, Tools and Applications",Wang,9781599049519,IGI Global,4104.0,"$1,841.58"
bn_804,MySQL Crash Course,Ben Forta,9780672327124,Sams,336.0,$27.75
bn_805,Lotus Notes and Domino R5 All-in-One Exam Guide / Edition 1,"Libby Ingrassia Schwarz,  Total Seminars,  Ben Malekzadeh",9780071350907,"McGraw-Hill Companies, The",1326.0,$2.49
bn_806,Uncertainty Management in Information Systems: From Needs to Solutions / Edition 1,Amihai Motro,9780792398035,Springer US,464.0,$274.00
bn_807,Sams Teach Yourself SAP R/3 in 24 Hours,Danielle Larocca,9780672316241,Sams,472.0,
bn_808,Pro SQL Database for Windows Azure: SQL Server in the Cloud,"Scott Klein,  Herve Roggero",9781430243953,Apress,320.0,$42.37
bn_809,"Data Warehousing and Knowledge Discovery: First International Conference, DaWaK&#039;99 Florence, Italy, August 30 - September 1, 1999 Proceedings / Edition 1",Mukesh Mohania,9783540664581,Springer Berlin Heidelberg,408.0,$119.00
bn_810,Essential Access,"Greg M. Perry,  Alison Balter",9780672308697,Sams,544.0,
bn_811,Software Forensics,Robert M. Slade,9780071428040,"McGraw-Hill Companies, The",240.0,$43.95
bn_812,Microsoft SMS Administrators Survival Guide,"Ric Anderson,  Ahsan Farooqi",9780672309847,Sams,678.0,
bn_813,Beginning PHP and PostgreSQL 8: From Novice to Professional / Edition 1,"W Jason Gilmore,  Robert H. Treat",9781590595473,Apress,892.0,$32.87
bn_814,Visual FoxPro 3.0 for Windows: Development of Full-Scale Applications,Nelson King,9781558514157,"Wiley, John & Sons, Incorporated",896.0,
bn_815,Web Farming for the Data Warehouse / Edition 1,Richard D. Hackathorn,9781558605039,Elsevier Science & Technology Books,384.0,$28.97
bn_816,Microsoft SQL Server 2012 Analysis Services: The BISM Tabular Model,"Marco Russo,  Alberto Ferrari,  Chris Webb",9780735658189,Microsoft Press,656.0,$42.32
bn_817,Access 97 Macro and VBA Handbook (Developer's Handbook Series),Susann Novalis,9780782119770,Wiley,1074.0,
bn_818,"Data Warehouses and OLAP: Concepts, Architectures and Solutions",Wrembel,9781599043647,IGI Global,362.0,$89.95
bn_819,Oracle9i Web Development,"Bradley D. Brown,  Bradley D. Brown",9780072193886,"McGraw-Hill Companies, The",1119.0,
bn_820,Sams Teach Yourself Oracle 8 in 21 Days,"Edward Whalen,  Steve Adrien Deluca,  Ed Whalen",9780672311598,Sams,604.0,
bn_821,SIGIR 96: 19th Annual Conference on Research and Development in Information Retrieval,Association for Computing Machinery,9780897917926,Association for Computing Machinery,344.0,
bn_822,Business Objects: The Complete Reference,Cindi Howson,9780072226812,"McGraw-Hill Companies, The",770.0,
bn_823,Databases - Role & Structure: An Advanced Course,P. M. Stocker,9780521254304,Cambridge University Press,406.0,
bn_824,Oracle9iR2 Data Warehousing,"Lilian Hobbs,  Shilpa Lawande,  Susan Hillson",9781555582876,Elsevier Science & Technology Books,519.0,
bn_825,Spatio-Temporal Databases: Flexible Querying and Reasoning / Edition 1,Rita de Caluwe,9783642060700,Springer Berlin Heidelberg,392.0,$269.00
bn_826,Data Warehouse : Practical Advice from the Experts / Edition 1,"Joyce Bischoff,  Ted Alexander",9780135773703,Pearson,428.0,$1.99
bn_827,INTRODUCTION TO DATA MINING WITH CASE STUDIES,G. K. GUPTA,9788120350021,PHI Learning,,$7.50
bn_828,"Database Theory - ICDT 2001: 8th International Conference London, UK, January 4-6, 2001 Proceedings",Jan Van den Bussche,9783540414568,Springer Berlin Heidelberg,454.0,$129.00
bn_829,"Digital Libraries - Current Issues: Digital Libraries Workshop, DL &#039;94, Newark, NJ, USA, May 19- 20, 1994. Selected Papers / Edition 1",Nabil R. Adam,9783540592822,Springer Berlin Heidelberg,321.0,$99.00
bn_830,Collaborative Computing with Delphi,"James R. Callan,  James Callan",9781556225543,"Wordware Publishing, Inc.",600.0,
bn_831,Image Storage and Retrieval Systems,Albert A. Jamberdino,9780819408167,SPIE Press,299.0,
bn_832,Content Management: Bridging the Gap Between Theory and Practice,"George Pullman,  Baotong Gu",9780895033789,"Baywood Publishing Company, Incorporated",228.0,$50.00
bn_833,Expert Oracle Enterprise Manager 12c,"Kellyn Pot'Vin,  Anand Akela,  Gokhan Atil,  Bobby Curtis",9781430249382,Apress,9781430249382.0,$51.10
bn_834,Microsoft SQL Server 2008 Analysis Services Unleashed,"Irina Gorbach,  Alexander Berger,  Edward Melomed",9780672330018,Sams,868.0,$43.42
bn_835,The dBase III User's Handbook,Weber Systems,9780345323781,Random House Publishing Group,275.0,
bn_836,Designing Geodatabases: Case Studies in GIS Data Modeling / Edition 1,"David Arctur,  Michael Zeiler",9781589480216,ESRI Press,393.0,$29.75
bn_837,Database Design and Implementation,Daniel Martin,9780442304294,CENGAGE Learning,144.0,
bn_838,Pro SQL Server 2008 Analytics: Delivering Sales and Marketing Dashboards,"Brian Paulen,  Jeff Finken",9781430219286,Apress,300.0,$49.99
bn_839,Oracle PL/SQL 101,Christopher Allen,9780072126068,"McGraw-Hill Companies, The",420.0,
bn_840,Sas(R) 9.1.3 Olap Server,Sas Publishing,9781590478219,SAS Institute Inc.,156.0,
bn_841,The Visual FoxPro Report Writer: Pushing It to the Limit and Beyond,Cathy Pountney,9781930919259,Hentzenwerke Publishing,297.0,
bn_842,Hands on Access 97,Sharon J. Podlin,9780761513391,Premier Press,484.0,
bn_843,Data Lifecycles: Managing Data for Strategic Advantage / Edition 1,"Roger Reid,  Gareth Fraser-King,  W. David Schwaderer",9780470016336,Wiley,268.0,$117.00
bn_844,Using SQL,George Tsu-der Chou,9780880225076,Que,500.0,
bn_845,Db2 for Application Programmers,Pacifico Amarga Lim,9780131997950,Prentice Hall Professional Technical Reference,220.0,
bn_846,Organizational Data Mining: Leveraging Enterprise Data Resources for Optimal Performance,Hamid R. Nemati,9781591401346,IGI Global,390.0,$79.95
bn_847,The Information Game: Ethical Issues in a Microchip World,Geoffrey C. Brown,9780391035751,BRILL,163.0,
bn_848,Scaling MongoDB,Kristina Chodorow,9781449303211,"O'Reilly Media, Incorporated",66.0,$26.25
bn_849,"Knowledge Discovery and Emergent Complexity in Bioinformatics: First International Workshop, KDECB 2006, Ghent, Belgium, May 10, 2006, Revised Selected Papers / Edition 1",Karl Tuyls,9783540710363,Springer Berlin Heidelberg,184.0,$5.38
bn_850,FileMaker Pro 4 for Dummies,Tom Maremaa,9780764502101,"Wiley, John & Sons, Incorporated",384.0,
bn_851,Manual de Oracle Developer/2000,"Robert J. Muller,  Muller",9788448120030,"McGraw-Hill Companies, The",600.0,
bn_852,Expert Oracle Application Express Security,Scott Spendolini,9781430247319,Apress,296.0,$32.47
bn_853,"The Organization of Reduction, Data Flow, and Control Flow Systems",Werner Kluge,9780262610810,MIT Press,481.0,
bn_854,Oracle Database 11g PL/SQL Programming / Edition 1,Michael McLaughlin,9780071494458,McGraw-Hill Professional Publishing,835.0,$35.65
bn_855,Personal Productivity Using dBASE IV,Kenneth Gorham,9780697230768,Business & Educational Technologies,240.0,
bn_856,Expert Performance Indexing for SQL Server 2012,"Jason Strate,  Ted Krueger",9781430237419,Apress,354.0,$40.31
bn_857,"Mobility Data: Modeling, Management, and Understanding",Chiara Renso,9781107021716,Cambridge University Press,368.0,$63.86
bn_858,"Erfolgreich arbeiten in der Cloud: Intelligenter Datenzugriff immer und überall - Dokumente, Fotos, Musik und Filme in der Datenwolke",Thomas Schirmer,9783645222112,Franzis Verlag,192.0,$12.99
bn_859,Access 2007 Bible,"Michael R. Groh,  Joseph C. Stockman,  Gavin Powell,  Cary N. Prague",9780470046739,Wiley,1416.0,$39.96
bn_860,How to Connect,Chris Shipley,9781562761752,Ziff-Davis Press,256.0,
bn_861,Access 2007 VBA Programming For Dummies,"Joseph C. Stockman,  Alan Simpson",9780470046531,Wiley,408.0,$19.16
bn_862,Data Warehouse Design Solutions / Edition 1,"Christopher Adamson,  Michael Venerable",9780471251958,Wiley,544.0,$42.16
bn_863,Oracle Web Application Programming for PL/SQL Developers,"Susan Boardman,  Melanie Caffrey,  Solomon Morse,  Benjamin Rosenzweig",9780130477316,Prentice Hall,9780130477316.0,
bn_864,Using Alpha Four,Sherry J. Martin,9780880228909,Macmillan Publishing USA,472.0,
bn_865,Graphical Techniques for Multivariate Data,B. S. Everitt,9780444194619,Elsevier Science,146.0,
bn_866,Beginning VB 2005 Databases: From Novice to Professional,"Jacob Hammer Pedersen,  Ranga Raghuram,  Jon Reid,  James Huddleston",9781590598108,Apress,491.0,$39.99
bn_867,"Object-Oriented Information Systems: 9th International Conference, OOIS 2003, Geneva, Switzerland, September 2-5, 2003, Proceedings",Dimitri Konstantas,9783540408604,Springer Berlin Heidelberg,432.0,$109.00
bn_868,Fuzzy Databases: Principles and Applications,Frederick E. Petry,9781461285663,Springer US,226.0,$217.00
bn_869,"Hacking Exposed, Sixth Edition: Network Security Secrets& Solutions","Stuart McClure,  Joel Scambray,  George Kurtz",9780071613743,McGraw-Hill Professional Publishing,720.0,$39.65
bn_870,Temporal And Spatio-Temporal Data Mining,"Wynne Hsu,  Junmei Wang,  Mong Li Lee",9781599043876,IGI Global,294.0,$99.95
bn_871,Database-Driven Web Sites,Kristin Antelman,9780789017390,Taylor & Francis,133.0,$43.95
bn_872,Oracle Database Ajax &amp; PHP Web Application Development,"Lee Barney,  Michael McLaughlin",9780071502771,McGraw-Hill Professional Publishing,458.0,$52.00
bn_873,DB2 Purexml Guide,Whei-Jen Chen,9780738489506,I B M,384.0,
bn_874,Maintaining Information Systems in Organizations,"E. Burton Swanson,  Cynthia Mathis Beath,  Cynthia M. Beath",9780471919698,Wiley,274.0,
bn_875,Easy Access for Version X for Windows,Que Corporation,9781565297142,Que,235.0,
bn_876,Access 2.0 (Teach Yourself),Charles Siegel,9781558283510,"Wiley, John & Sons, Incorporated",480.0,
bn_877,Sybase Systems Management,Karen Hogoboom,9780134553535,Prentice Hall Professional Technical Reference,704.0,
bn_878,Using Paradox for Windows,Neil J. Salkind,9780024053763,Prentice Hall Professional Technical Reference,304.0,
bn_879,Advanced SQL Functions In Oracle 10G,"Dr. Richard Earp,  Dr. Sikha Bagui",9781598220216,Jones & Bartlett Learning,397.0,$37.86
bn_880,Machine Learning and Data Mining for Computer Security: Methods and Applications / Edition 1,Marcus A. Maloof,9781849965446,Springer London,210.0,$179.00
bn_881,"Just Enough Web Programming with XHTML, PHP, and MySQL",Guy W. Lecky-Thompson,9781598636840,Cengage Learning,,$20.99
bn_882,Data Mining and Statistics for Decision Making / Edition 2,Stephane Tuffery,9780470688298,Wiley,716.0,$69.96
bn_883,Professional XML Schemas,"Jon Duckett,  Kevin Williams,  Kurt Cagle,  Stephen Mohr",9781861005472,"Wrox Press, Inc.",800.0,
bn_884,DBASE 5 for Windows Unleashed,"Ernest Escobar,  Paul Mahar",9780672305030,Macmillan Computer Publishing,986.0,
bn_885,"Keeping Up With Oracle Database 12c Multitenant - Book One: CDBs, PDBs and the Multitenant World",Mr. Robert G. Freeman,9781507628157,CreateSpace Publishing,116.0,$11.99
bn_886,"Recent Trends in Data Type Specification: 7th Workshop on Specification of Abstract Data Types, Wusterhausen/Dosse, Germany, April 17-20, 1990. Proceedings",Hartmut Ehrig,9783540544968,Springer Berlin Heidelberg,384.0,$109.00
bn_887,Google Analytics 2.0,"Jerri L. Ledford,  Mary E. Tyler",9780470549421,Wiley,336.0,$15.99
bn_888,Machine Learning for Hackers,"Drew Conway,  John Myles White",9781449303716,"O'Reilly Media, Incorporated",324.0,$42.37
bn_889,Sams Teach Yourself E-Genealogy Today: Finding Your Family Roots Online,Terri Stephens Lamb,9780672318160,Sams,240.0,
bn_890,Exploratory Image Databases: Content-Based Retrieval,"Simone Santini,  Jerry D. Gibson",9780126192612,Elsevier Science,613.0,
bn_891,PC World Microsoft Access 2 Bible,"Cary N. Prague,  Michael R. Irwin",9781568840864,"Wiley, John & Sons, Incorporated",1088.0,
bn_892,Integrated Approach to Environmental Data Management Systems,Nilgun B. Harmanciogammalu,9789401063678,Springer Netherlands,546.0,$99.00
bn_893,Data Protection in Health Information Systems: Considerations and Guidelines,G. Griesser,9780444860521,Elsevier Science & Technology Books,218.0,
bn_894,Digital Crime: Policing the Cybernation,Neil Barrett,9780749420987,"Kogan Page, Ltd.",224.0,
bn_895,Sap - a Map of the Minefield,Stephen Birchall,9781420873870,AuthorHouse,252.0,
bn_896,A Delicate Balance: Portfolio Analysis and Management for Intelligence Information Dissemination Programs,"Eric Landree,  Richard Silberglitt",9780833049094,RAND Corporation,64.0,$23.00
bn_897,"Advances in Web-Age Information Management: 5th International Conference, WAIM 2004, Dalian, China, July 15-17, 2004, Proceedings / Edition 1","Quing Li,  Guoren Wang,  Ling Feng",9783540224181,Springer Berlin Heidelberg,756.0,$179.00
bn_898,Getting Started with Flurry Analytics,Bhanu Birani,9781782177135,Packt Publishing,,$9.99
bn_899,dBASE IV Programmer's Reference Guide,Edward C. Jones,9780672226540,Sams,448.0,
bn_900,Oracle DBA Checklists Pocket Reference,Quest Software,9780596001223,"O'Reilly Media, Incorporated",82.0,$9.95
bn_901,Information Retrieval: SciFinder and SciFinder Scholar,"Damon D. Ridley,  D. D. Ridley",9780470843512,Wiley,252.0,
bn_902,"SAS Technical Report P-254, Using the SQL Query Window, Release 6.08",SAS Institute Staff,9781555445638,SAS Publishing,152.0,
bn_903,Parallel Architectures for Database Systems,"Ali R. Hurson,  L. L. Miller,  S. H. Pakzad",9780818688386,"Wiley, John & Sons, Incorporated",486.0,
bn_904,Oracle Database 10g Performance Tuning Tips &amp; Techniques / Edition 1,Richard Niemiec,9780072263053,McGraw-Hill Professional Publishing,967.0,$61.75
bn_905,Advanced Clipper dBASE Compiler,G. Bean,9780830693078,T A B Books,290.0,
