ID_A,ID_B,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
2299,1310,Jersey Mike's,C’Viche,75206,75206,"5521 Greenville Avenue, Dallas",1922 Greenville Ave
6046,1872,The Standard Grill,Kush Sake Bar,10014,90026,"The Standard High Line, 848 Washington Street, New York",1356 Allison Ave
6815,571,Sardi's,Mexique,10036,60622,"234 W 44th Street, New York",1529 W Chicago Ave
5867,1566,AA Jing,Kobawoo House,10036,90005,"689 9th Avenue, New York, NY",698 S Vermont AveSte 109
3465,2877,Casa Vega,Gordon Avenue Market,91423,53715,"13301 Ventura Blvd, Los Angeles",770 West Dayton St
1709,3413,The Idle Rich Pub,Sottocasa Pizzeria,75204,11201,"2614 McKinney Avenue, Dallas",298 Atlantic Ave
7258,3439,Dos Caminos,Upstate,10014,10003,"675 Hudson Street, New York",95 1st Ave
1476,1160,Sambuca,Parigi Restaurant,75201,75219,"2120 McKinney Avenue,  Dallas",3311 Oak Lawn AveSte 102
4475,331,Bangkok Cuisine,Hakka Bakka,53703,60614,"600 Williamson St., Madison",1251 W Fullerton Ave
5815,3542,Live Bait,Eataly NYC,10010,10010,"14 E 23rd Street, New York",200 5th Ave
986,1180,Big Bowl,European In Texas Market & Deli,60089,75243,215 Parkway Drive,11613 N Central ExpySte 111A
6308,3879,Bodrum,Two 8 Two,10024,11201,"584 Amsterdam Avenue, New York",282 Atlantic Ave
1158,3351,Riccardo Trattoria,Print,60614,10036,"2119 N. Clark Street, Chicago",653 11th Ave
2188,2852,Easy Slider,Mercado Merimar,75212,53719,"Location Varies, Dallas",807 S Gammon Rd
549,376,Chicago Cut Steakhouse,Chilango Mexican Street Food,60654,60607,"300 N. LaSalle Street, Chicago",1437 W Taylor St
4262,1952,Foundation Room,Taste of Tehran,90069,90025,8430 W Sunset Blvd,1915 Westwood Blvd
2592,3593,Rush Street,Taboonette,90232,10003,9546 Washington Blvd,30 E 13th St
5194,2495,Cento,The Tipsy Cow,53703,53703,"122 W Mifflin St, Madison",102 King St
59,3010,Community Tavern,Jimmy John’s,60641,53704,"4038 N. Milwaukee Avenue, Chicago",1791 Thierer Rd
6845,1803,Joe's Shanghai,JINYA Ramen Bar,10013,90036,"9 Pell Street, New York",5168 Wilshire Bld
2954,2088,Rocco's Tavern,Hot Wings Cafe,91604,90038,12514 Ventura Blvd,7011 Melrose Ave
3234,3718,Thai Original BBQ & Restaurant,Egg Shop,90020,10012,"4055 W 3rd St, Los Angeles",151 Elizabeth St
7366,2650,P.J. Clarke's,4&20 Bakery & Cafe,10023,53704,"44 West 63rd Street, New York",305 N 4th St
5012,1444,Anna's Pizzeria,Kenichi,53590,75219,1609 W Main St,2400 Victory Park Ln
5820,342,Brooklyn Bowl,Cochon Volant,11211,60603,"61 Wythe Ave, Brooklyn",100 W Monroe St
5111,1991,Salamone's Italian Pizzeria,Ondal 2,53538,90016,1245 Madison Ave,4566 W Washington Blvd
3204,1544,Boca,Myung Dong Kyoja,90015,90010,"800 W Olympic Blvd, Los Angeles",3630 Wilshire Blvd
5369,3696,Maharani Indian Restaurant,Gotan,53703,10013,"380 W Washington Ave, Madison",130 Franklin St
2311,930,Rapscallion,Kostas Cafe,75206,75206,"2023 Greenville Avenue, Suite 110, Dallas",4914 Greenville Ave
3386,2263,Pok Pok Phat Thai,The Fix Burger,90012,90027,"727 N Broadway, Los Angeles",2520 Hyperion Ave
1975,926,Red Curry,Southpaw’s Organic Café,75287,75225,"3628 Frankford Road, Suite 255, Dallas",6009 Berkshire Ln
7576,1027,Bella Vita,True Food Kitchen,10036,75225,"211 W 43rd Street, New York","The Plaza at Preston Center8383 Preston Ctr Plz, Ste 100"
7483,980,Blue Ribbon Fried Chicken,Tampopo Japanese Cafe,10003,75206,"28 E 1st Street, New York",6130 Greenville AveSte 100
7375,3594,Bobby Van's Grill,Her Name is Han,10020,10016,"135 W 50th Street, New York",17 E 31st St
2020,776,Raising Cane's,Seasons 52,75206,75225,"5030 Greenville Avenue, Dallas",8687 N Central ExpySte  B307
6311,3572,Milk Burger,Purbird,10029,11217,"2051 2nd Avenue, New York",82 Sixth Ave
5055,2693,Plaza Tavern & Grill,Gooseberry on the Square,53703,53703,"319 N Henry St, Madison",1 S Pinckney StSte 104
1174,3839,Alhambra Palace,Pickle Shack,60607,11215,"1240 W. Randolph Street, Chicago",256 4th Ave
3543,1768,Amorino Beverly Hills,Seoul Garden Restaurant,90210,90006,9605 S Santa Monica Blvd,1833 W Olympic Blvd
7626,3757,Wafflaki Belgian Waffles,Turntable Chicken Jazz,10006,10001,"97 Trinity Place, New York",314 5th Ave2nd Fl
7169,2603,Five Guys Burgers and Fries,China Wok,10019,53704,"43 W 55th Street, New York",1724 Fordem Ave
6114,3632,Three of Cups,Cubana Socíal,10003,11249,"83 1st Avenue, New York",70 N 6th St
2445,2397,Yokumon,Ichiban Sichuan,90230,53715,10818-B Jefferson Boulevard,610 S Park St
62,2493,Chuck's: A Kerry Simon Kitchen,El Pastor,60601,53713,"Hard Rock Hotel, 224 N. Michigan Avenue, Chicago",2010 S Park St
6654,853,Plaka Mediterranean Grill,Torteria Insurgentes,11370,75220,"75-61 31st Avenue, Queens",3701 W Northwest HwySte 310
7311,3382,Del Posto,Le Parisien,10011,10016,"85 10th Avenue, New York",163 E 33rd St
2596,3235,Bamboo Inn,FREEHOLD,91423,11249,14010 Ventura Blvd,45 S 3rd St
6704,3973,Sushi Yasaka,Calle Ocho,10023,10024,"251 West 72nd Street, New York",Inside the Excelsior Hotel45 W 81st St
5886,2937,Periyali,1847 At the Stamm House,10011,53562,"35 W 20th Street, New York",6625 Century Ave
7288,2755,Pete's Tavern,Ginza of Tokyo,10003,53719,"129 East 18th Street, New York",6734 Odana Rd
7642,2485,Forlini's Restaurant,Freshii,10013,53719,"93 Baxter Street, New York",422 Gammon Pl
505,442,Green Street Smoked Meats,Green Tomato Cafe,60607,60623,"112 N. Green Street, Chicago",3750 W Ogden Ave
5820,3365,Brooklyn Bowl,Vitae,11211,10017,"61 Wythe Ave, Brooklyn",4 E 46th St
6643,2495,Wondee Siam V,The Tipsy Cow,10025,53703,"969 Amsterdam Avenue, New York",102 King St
7519,2355,Two Hands,25 Degrees,10013,90028,"164 Mott Street, New York",Hollywood Roosevelt Hotel7000 Hollywood Blvd
2052,175,Monkey King Noodle Co.,First Draft,75226,60605,"3014 Main Street, Dallas",649 S Clark St
2986,3810,CF Food Kitchen and Catering,Ana & Sophie’s,91344,11201,16205 Devonshire St.,194 Court St
547,3906,Farmhouse,Mercato,60654,10018,"228 W. Chicago Avenue, Chicago",352 W 39th St
6459,3597,West New Malaysia Restaurant,Coney Shack,10013,11224,"48 Bowery Street, New York",2909 W 8th St
2890,3214,Tacos Villa Corona,New Orleans Take-Out,90039,53704,"3185 Glendale Blvd., Los Angeles",1920 Fordem Ave
7681,1284,Posto,Franki’s Pizza & Pasta,10003,75229,"310 2nd Avenue, New York",11722 Marsh Ln
5789,169,McGee's Pub and Restaurant,Papa’s Cache Sabroso,10019,60622,"240 W 55th Street, New York",2517 W Division St
6757,2101,Lucky's Famous Burgers,Organic Corner Cafe,10019,90017,"370 W 52nd Street, New York",1001 Wilshire Blvd
6061,3679,Sombrero,Scarpetta,10036,10014,"303 West 48th Street, New York",355 W 14th St
2793,2677,Lark Cake Shop,Wingstop,90026,53715,"3337 West Sunset Boulevard, Los Angeles",1234 Regent St
3774,189,Jitlada Thai,Hopleaf,90027,60640,"5233 W Sunset Blvd, Los Angeles",5148 N Clark St
2435,45,Madame Matisse,Gyu-Kaku Japanese BBQ,90026,60607,"3536 W Sunset Blvd, Los Angeles",1364 W. Randolph St
4103,301,Tropicana Bakery,Perennial Virant,90241,60614,10218 Paramount Blvd.,1800 N Lincoln Ave
3958,272,Kanpai Sushi Bar and Grill,Boka,90045,60614,8325 Lincoln Blvd,1729 N Halsted St
1164,2185,Top Notch Beefburger,"Taste of The Caribbean, LA",60643,90028,"2116 W. 95th Street, Chicago",1642 N Cahuenga Blvd
2299,3567,Jersey Mike's,Endless Summer,75206,11205,"5521 Greenville Avenue, Dallas",525 DeKalb Ave
5,1341,BluFish Sushi Bistro,Tacos Y Mas,60026,75206,"Plaza Del Prado, 2733 Pfingsten Road",2820 Greenville Ave
2006,869,Nora Restaurant and Bar,Baboush,75206,75204,"1928 Greenville Avenue, Dallas",3636 Mckinney AveSte 160
7527,387,St. Anselm,Bandera Restaurant,11211,60611,"355 Metropolitan Ave, Brooklyn",535 N Michigan Ave
2105,1601,Yolk,The Golden State,75201,90036,"1722 Routh Street, Dallas",426 N Fairfax Ave
5404,3806,Topper's Pizza,Kabob Shack,53719,11211,"6291 McKee Rd., Suite F",182 Havemeyer St
7108,510,Thai Market,Mia Figlia,10025,60646,"960 Amsterdam Avenue, New York",5304 W Devon Ave
5827,3476,Casa Bella Restaurant,Ital Kitchen,10013,11225,"127 Mulberry Street, New York",1032 Union St
7275,1376,By Chloe,Torchy’s Tacos,10012,75218,"185 Bleecker Street, New York",Casa Linda Plaza9440 Garland Rd
2143,3658,C'Viche,Cafe Cluny,75206,10014,"1922 Greenville Avenue, Dallas",284 W 12th St
3274,1874,Verve Coffee Roasters / Juice Served Here,Guadalupe’s Place,90014,90038,"833 S Spring St, Los Angeles",5028 Melrose Ave
2641,4010,Souplantation,Pokito,90049,11211,"11911 San Vicente Blvd, Los Angeles",155 S 4th St
6363,3294,Grom Gelato,BeeHive Oven Biscuit Cafe,10019,11211,"1796 Broadway, New York",182 S 2nd St
2412,1907,Gelato Bar,Gigi’s Bakery & Café,91604,90026,4342 Tujunga Ave,2200 W Temple St
5565,3986,Prairie Diner,Ootoya Greenwich Village,53590,10003,1034 Windsor St,41 E 11th St
1386,2667,Stacked,Five Guys Burgers and Fries,60453,53703,5273 W. 95th Street,517 State St
5197,4002,Nick's Restaurant,Cafe Triskell,53703,11106,"226 State St, Madison",33-04 36th Ave
3258,3016,Rose Cafe,The Fountain,90291,53703,220 Rose Ave,122 State St
2097,1172,Olive Garden,Joe’s Pizza Pasta and Subs,75243,75220,"9079 Vantage Point Drive, Dallas",4343 West Northwest Hwy
6949,2888,Alice's Tea Cup Chapter II,Applebee’s,10021,53711,"156 E 64th Street, New York",660 S Whitney Way
7073,1057,Absolute Bagels,Holy Ravioli,10025,75225,"2788 Broadway, New York",4446 Lovers Ln
7171,2829,Maison Kayser,Falbo Bros Pizza Sherman,10010,53704,"921 Broadway, New York",1207 N Sherman Avenue
6630,2054,Epicerie Boulud,Thirteen XIII Soju Bar,10023,90019,"1900 Broadway, New York",4121 W Olympic Blvd
4051,2281,Fabrocini's Italian,The Hollywood Corner,91356,90038,18608 Ventura Blvd,1156 N Highland Ave
7296,1291,Bann,Babb Bros BBQ,10019,75212,"350 W 50th Street, New York",330 Bedford St
6691,3413,Ponty Bistro,Sottocasa Pizzeria,10003,11201,"218 3rd Avenue, New York",298 Atlantic Ave
2463,716,Coolhaus,RM Champagne Salon,90232,60607,8588 Washington Blvd.,116 N Green St
3702,2793,Gyu-Kaku,Casa de Lara,91423,53703,14455 Ventura Blvd,341 State St
926,2630,Nookies Too,Nitty Gritty Birthday Bar,60614,53703,"2112 N. Halsted Street, Chicago",223 N Frances St
2148,31,Uptown Pub,Bar Siena,75204,60607,"3605 McKinney Avenue, Dallas",832 W Randolph St
3591,2674,Gyu-Kaku,Aldo’s Cafe,90211,53715,163 N La Cienega Blvd,330 N Orchard St
3490,486,Hugo's,Same Day Cafe,91607,60647,"12851 Riverside Dr, Studio City",2651 N Kedzie Ave
2026,1292,Jorge's Tex-Mex,Project Pie,75201,75225,"One Arts Plaza, 1722 Routh Street, Dallas",6030 Luther Ln
3500,2341,Road To Seoul,Panini Cafe,90006,90048,"1230 S Western Avenue, Los Angeles",8054 W 3rd St
7127,3916,Lindy's,Atrium DUMBO,10019,11201,"825 7th Avenue, New York",15 Main St
853,2174,Pump Room,Feng Mao Lamb Kebab,60610,90020,"Public Chicago Hotel, 1301 N. State Parkway, Chicago",414 S Western Ave
5991,979,Armani/Ristorante 5th Avenue,Proof + Pantry,10022,75201,"717 5th Avenue, New York",1722 Routh StSte 102
917,3327,Topolobampo,La Cigogne,60610,11231,"445 N. Clark Street, Chicago",215 Union St
4843,3174,Benvenuto's Italian Grill,Pizza Bella,53711,53711,2949 Triverton Pike Dr,1437 Regent St
3263,2580,Qusqo Bistro & Gallery,Takara,90025,53774,"11633 Santa Monica Blvd, Los Angeles",696 S Whitney Way
3078,2973,Original Thai,HomeTown Buffet,91602,53704,11363 Riverside Dr,1745 Parkside Dr
1231,2303,Stoney River Steakhouse and Grill,Big Mango Cafe,60010,90094,20504 N. Rand Road,12035 Waterfront DrSte 104
7000,2993,Fette Sau,Abuelo’s,11211,53562,"354 Metropolitan Avenue, Brooklyn",2229 Deming Way
1158,564,Riccardo Trattoria,Star Kitchen,60614,60616,"2119 N. Clark Street, Chicago",3110 S Shields Ave
4316,1648,Tropicalia Brazilian Grill,Seafood Express,90027,90057,"1966 Hillhurst Ave, Los Angeles",2122 Beverly Blvd
3642,2391,Il Cielo,Pat O’Malley’s Jet Room,90211,53704,9018 Burton Way,3606 Corben Ct
5370,1803,Capri Steak House,JINYA Ramen Bar,53925,90036,126 S Ludington St,5168 Wilshire Bld
6738,2580,Margon,Takara,10036,53774,"136 W 46th Street, New York",696 S Whitney Way
2097,783,Olive Garden,CBD Provisions,75243,75201,"9079 Vantage Point Drive, Dallas",1530 Main St
5243,2787,KJ's Curry Bowl,Buckingham’s Bar & Grill,53717,53715,"7005 Tree Lane, Madison",802 Regent St
5413,2200,Salvatore's Tomato Pies,Rascal,53590,90036,503 W. Main St.,801 S LA Brea Ave
1306,2367,AJ's Hot Dogs & Gyros,Mercado Hollywood,60451,90068,342 W. Maple Street,3413 Cahuenga Blvd W
6295,1060,Troy,Jimmy’s Food Store,10306,75206,2271 Hylan Boulevard,4901 Bryan St
3074,1360,India's Tandoori,Old World Sausage Company,90036,75201,"5468 Wilshire Blvd., Los Angeles","Dallas Farmers Market1010 S Pearl, Ste 2"
7552,2990,Sushi Nakazawa,Taigu,10014,53562,"23 Commerce Street, New York",7610 Elmwood Ave
7630,2561,Joanne Trattoria,The Madison Blind,10023,53703,"70 W 68th Street, New York",601 Langdon St
5084,4041,The Rigby Pub & Grill,Cafe Habana,53703,10012,"119 E Main St, Madison",17 Prince St
5637,1539,Headquarters Bar & Grill,Guelaguetza Restaurante,53575,90006,101 Concord Dr,3014 W Olympic Blvd
5382,3255,Teriyaki Sushi Express,Bondurants,53713,10028,3044 Fish Hatchery Rd,303 E 85th St
6304,2912,Once Upon a Tart,Steak Escape,10012,53704,"135 Sullivan Street, New York",213 East Towne Mall
572,934,Howells & Hood,Ten Bells Tavern,60611,75208,"Tribune Tower, 435 N. Michigan Avenue, Chicago",232 W 7th St
1960,3796,Nick & Sam's Steakhouse,Five Tacos,75201,10009,"3008 Maple Avenue, Dallas",119 St Marks Pl
4239,3400,Ernie's Mexican,Bunker Vietnamese,91602,11385,4410 Lankershim Blvd,46-63 Metropolitan Ave
1391,1614,Buca di Beppo,Chunju Han-il Kwan,60090,90020,604 N. Milwaukee Avenue,3450 W 6th StSte 106
1246,1455,Nico Osteria - Thomson Hotels Chicago,Qariah Lebanese Restaurant & Lounge,60611,75206,"Thomson Hotels Chicago, 1015 N. Rush Street",1811 Greenville AveSte 145
5093,1869,Klassik Tavern,Ohana Poké Co,53593,90026,410 w verona ave,2852 W Sunset Blvd
6942,2347,Vanessa's Dumpling House,La Caridad Restaurant,10002,90026,"118A Eldridge Street, New York",2619 W Sunset Blvd
6762,3500,Sobakoh,Open Door,10003,11101,"309 E 5th Street, New York",1009 50th Ave
4220,2511,Krua Thai,Madison Club,91605,53703,13130 Sherman Way,5 E Wilson St
6590,3990,Toloache 50,David Burke Kitchen,10019,10013,"251 W 50th Street, New York",23 Grand St
3667,1464,Beer Belly,Salata,90020,75204,"532 S Western Ave, Los Angeles",3000 Blackburn St
6854,925,Grotta Azzurra Ristorante,Original Market Diner,10013,75219,"177 Mulberry Street, New York",4434 Harry Hines Blvd
5378,3155,Spartan Pizza,Rocky Rococo Pan Style Pizza,53558,53716,5813 Main St,4556 Monona Dr
984,236,Shanghai Terrace,TáKoz,60611,60612,"The Peninsula, 108 E. Superior Street, 4th Floor, Chicago",2229 W Taylor St
277,1049,Mott Street,Preston Hollow Grill,60622,75220,"1401 N. Ashland Avenue, Chicago",4343 W Northwest HwySte 300
7440,4014,Totonno's,Café Sabarsky,11224,10028,"1524 Neptune Avenue, Brooklyn",Neue Galerie1048 5th Ave
2849,1654,Knuckle & Claw,The Foodshop,90026,90004,"3112 Sunset Blvd, Los Angeles",147 N Western Ave
6709,2457,Da Marcella,Wings Over Madison,10012,53705,"142 W Houston Street, New York",2739 University Ave
4283,256,Guisados West Hollywood,Takos Koreanos,90069,60640,"8935 Santa Monica Boulevard, Los Angeles, CA",1706 W Foster Ave
3047,2385,Native Foods Cafe,Curry in the Box,90024,53705,"1114 Gayley Ave, Los Angeles",3519 University Ave
1950,1707,Cadot Restaurant,Palm Grove Ethiopian Restaurant,75252,90018,"18111 Preston Road, Suite 120, Dallas",1905 S Western Ave
1638,2977,Sweet Georgia Brown,Athens Gyros,75216,53711,"2840 E Ledbetter Drive, Dallas",1614 Monroe St
324,1765,Sesame Inn,Wah’s Golden Hen,60805,90029,2941 W. 95th Street,709 N Virgil Ave
724,1042,Buffalo Joe's,The Crab Station - Oyster Bar,60201,75243,"812 Clark Street, Chicago",9780 Walnut StSuite 270
5648,2312,Cocina Real,Charcoal BBQ Bourbon & Beer,53562,90027,2518 Allen Blvd,2611 N Hyperion Ave
6962,1613,Great N.Y. Noodletown,Gochew Grill,10013,90007,"28 Bowery, New York",3670 Broadway Pl
3285,2704,Xi'an,Guantanamera,90210,53703,362 N Canon Dr,141 S Butler St
3292,3681,Ocho Mexican Grill,Soba-ya,90017,10003,"630 W 6th St Ste 110A, Los Angeles",229 E 9th St
1967,1552,Bob's Steak and Chop House - Omni Hotel Dallas,The Boiling Crab,75202,90010,"Omni Hotel Dallas, 555 South Lamar Street, Dallas",3377 Wilshire BlvdSte 115
333,3285,One North Kitchen and Bar,Spaghetti Incident,60606,10002,"1 N. Wacker Drive, Chicago",231 Eldridge St
7385,3651,Sammy's Fish Box,Roberta’s,10464,11206,"41 City Island Avenue, Bronx",261 Moore St
3343,757,Library Bar at the Roosevelt Hotel,Flaming Cheese Saganaki,90028,75243,"7000 Hollywood Blvd, Los Angeles",9025 Forest Ln
3766,3066,Blvd 16,Forage Kitchen,90024,53703,"10740 Wilshire Blvd, Los Angeles",665 State St
6237,3971,Home,Black Tree,10014,10002,"20 Cornelia Street, New York",131 Orchard St
1598,3914,Original Pancake House,Delaware and Hudson,75204,11211,"2900 Lemmon Avenue, Dallas",135 N 5th St
3295,3713,Otomisan,The Smith,90033,10022,"2506 1/2 E 1st St, Los Angeles",956 2nd Ave
1038,328,P.F. Chang's,Sultan’s Market,60611,60647,"530 N. Wabash Avenue, Chicago",2057 W North Ave
6557,4048,Le Bernardin,Set L.E.S.,10019,10002,"155 W 51st Street, New York",127 Ludlow St
4094,1034,Hama Sushi Restaurant,La Victoria,90291,75204,213 Windward Ave,1605 N Haskell Ave
5399,2535,Sunprint On The Square,Parkway Family Restaurant,53703,53713,"10 W. Mifflin St., Madison",1221 Ann St
7360,1648,Superfine,Seafood Express,11201,90057,"126 Front Street, Brooklyn",2122 Beverly Blvd
5266,2064,Fit Fresh Cuisine,Jay’s Bar,53719,90029,2881 Commerce Park Drive,4321 Sunset Blvd
3026,2772,Bel Air Bar & Grill,Marigold Kitchen,90049,53703,"662 N Sepulveda Blvd, Los Angeles",118 S Pinckney St
7556,1618,Tenzan,KazuNori,10023,90013,"285 Columbus Avenue, New York",421 S Main St
2915,2106,Four'n 20 Restaurant & Pie,The Blue Star,91607,90021,4723 Laurel Canyon Blvd,2200 E 15th St
1766,3164,20 Feet Seafood Joint,Maria’s Pizza,75218,53575,"1160 Peavy Road, Dallas",134 S Main St
708,3104,Bistrot Zinc,Mekong,60610,53703,"1131 N. State Street, Chicago",600 Williamson StSte G
632,2547,Magnolia Bakery,Minerva Indian Cuisine,60602,53717,"Block 37, 108 N. State Street, Chicago",515 Junction Rd
895,2627,Alinea,Library Mall,60614,53706,"1723 N. Halsted Street, Chicago",728 State St
4280,1510,Dr. Sandwich,VH Casual Dining & Bar,90212,75203,9113 W Olympic Blvd,1115 N Beckley Ave
918,2012,El Mariachi Tequila Bar & Grill,Arashi Sushi,60657,90015,"3420 N. Broadway Street, Chicago",1111 S Hope StSte 100
7680,1484,Mexican Radio,Pho Colonial,10012,75201,"19 Cleveland Place, New York",1623 Main StSte 102
5756,3216,Shack,Cafe Porta Alba,53515,53705,1103 Mills St,Hilldale Mall558 N Midvale Blvd
856,1474,Next,Campisis,60607,75209,"953 W. Fulton Market, Chicago",5405 W Lovers Ln
983,3704,Weber Grill Restaurant,ilili,60654,10001,"Hilton Garden Inn, 539 N. State Street, Chicago",236 5th Ave
2132,1370,VH Casual Dining and Bar,Mike’s Chicken,75203,75219,"1115 N Beckley Avenue, Dallas",4234 Maple Ave
162,2086,Apple Villa Famous Pancake House,Della Terra,60192,90036,3101 N. Barrington Road,7675 Beverly Blvd
1635,996,Kenichi,Avilas Mexican Restaurant,75219,75219,"2400 Victory Park Lane, Dallas",4714 Maple Ave
489,905,Maria's Mexican Restaurant,Winslow’s,60656,75219,"9440 Foster Avenue, Chicago",3908 Cedar Springs Rd
1351,2690,Redstone American Grill,Newell’s Deli,60181,53715,13 Lincoln Court,35 N Park St
4278,13,Mimi's Cafe,Lula Cafe,90039,60647,"2925 Los Feliz Blvd, Los Angeles",2537 N Kedzie Blvd
2713,3036,Swork,Cousins Subs,90041,53703,"2160 Colorado Blvd, Los Angeles",106 S Webster St
2814,3399,Home Restaurant,Mémé Mediterranean,90039,10014,"2500 Riverside Dr, Los Angeles",581 Hudson St
6926,1375,Aureole,Cosmo’s Bar & Lounge,10036,75206,"135 W 42nd Street, New York",1212 Skillman St
2100,2273,Bugatti Ristorante,The New Moon,75220,90015,"3802 W Northwest Highway, Dallas",102 W 9th St
1824,236,Lover's Pizza Pasta & Grill,TáKoz,75218,60612,9440 Garland Road,2229 W Taylor St
2564,2763,Muddy Leek,Northside Family Restaurant,90232,53704,8631 Washington Blvd,1201 N Sherman Ave
381,2853,Michael's,Double S BBQ,60613,53711,"4091 N. Broadway, Chicago",1835 Monroe St
7562,497,Masala Times,Cafe Colao,10012,60622,"194 Bleecker Street, New York",2638 W Division St
7496,3991,Paulie Gee's,Tiny’s & the Bar Upstairs,11222,10013,"60 Greenpoint Avenue, New York",135 W Broadway
1326,746,Morrie O'Malley's,The Publican,60609,60607,"3501 S. Union Avenue, Chicago",837 W Fulton Market
3545,1713,Alegria on Sunset,Mendocino Farms,90026,90071,"3510 W Sunset Blvd, Los Angeles",735 S Figueroa St
435,2446,Blueberry Hill Pancake House,Opus Lounge,60561,53703,"7340 Route 83, Chicago",116 King St
6353,3727,Little Italy Pizzeria,Nish Nush,10036,10013,"55 W 45th Street, New York",88 Reade St
2913,2898,Cinco de Mayo,Jimmy John’s,90230,53703,11204 Washington Place,527 State St
1320,2490,Brick House Tavern + Tap,Fit 2 Eat,60515,53705,1461 Butterfield Road,3742 Speedway Rd
6867,1458,Five Napkin Burger,Ten Eleven Grill,10036,75215,"630 9th Avenue, New York",1011 Corinth St
5191,1574,Swagat Restaurant,El Zarape,53717,90029,"707 N High Point Rd, Madison",5203 Fountain Ave
5817,3617,Lupe's East LA Kitchen,Bao Bao Cafe,10013,10010,"110 6th Avenue, New York",61 Lexington AveUnit B
435,1170,Blueberry Hill Pancake House,The People’s Last Stand,60561,75206,"7340 Route 83, Chicago",5319 E Mockingbird LnSte 210
2747,3267,Jones Hollywood,Coppelia,90046,10011,7205 Santa Monica Blvd,207 W 14th St
2196,143,John's Cafe,Boeufhaus,75206,60622,"1733 Greenville Avenue, Dallas",1012 N Western Ave
491,3319,Egg Shack,Five Leaves,60827,11222,"1727 W. 127th Street, Chicago",18 Bedford Ave
3789,3672,Du-Par's,The Good Fork,91604,11231,"12036 Ventura Blvd, Los Angeles",391 Van Brunt St
878,1390,Bobtail Ice Cream Company,Blackjack Pizza,60657,75215,"2951 N. Broadway Street, Chicago",2536 Mrtn Lthr Kng Jr
781,3460,Dave's Italian Kitchen,99 Favor Taste,60201,10002,1635 Chicago Avenue,285 Grand St
227,2418,Ain't She Sweet Cafe,Brocach,60653,53711,526 E. 43rd Street,1843 Monroe St
5884,232,Maria Pia,Inspiration Kitchens,10019,60624,"319 W 51st Street, New York",3504 W Lake St
7158,1066,Caspiy,Jen’s Place,11235,75244,"1309 Avenue Z, Brooklyn",4455 Alpha Rd
6299,2464,The Shop,Great Dane Pub & Brewing,10017,53705,"The Andaz 5th Avenue Hotel, 485 5th Avenue, New York",357 Price Pl
217,259,Rainforest Cafe,bopNgrill Belmont,60031,60657,"Gurnee Mills Mall, 6170 W. Grand Avenue",921 W Belmont Ave
5708,1159,Asian House,Full Circle Tavern,53714,75215,"1 Dempsey Rd, Madison",1319 S Lamar St
4970,298,Famous Yeti's Pizza,Summer House,53589,60614,971 N Page St,1954 N Halsted St
3421,3885,Eat Well,Le Paddock,90046,11218,8252 Santa Monica Blvd,1235 Prospect Ave
5850,3948,Shi,Lillie’s Victorian Bar & Restaurant,11109,10019,"4720 Center Boulevard, Queens",249 W 49th St
6862,1603,La Bonne Soupe,Public School 213,10019,90017,"48 W 55th Street, New York",612 Flower St
6087,2354,Claudette,Umami Burger,10003,90015,"24 Fifth Avenue, New York",852 S Broadway
5687,2237,Silly Yak Bakery & Bread Barn,Young Dong Restaurant,53717,90010,"7866 Mineral Point Rd, Madison",3828 Wilshire Blvd
3870,3301,Tatsu Ramen,Friedman’s,90025,10018,"2123 Sawtelle Blvd, Los Angeles",450 10th Ave
3725,1852,Zinque,El Flamin’ Taco,90291,90020,"600 Venice Blvd, Los Angeles",505 S Vermont Ave
231,2386,Truth,Asian Sweet Bakery,60435,53715,808 W. Jefferson Street,1017 S Park St
1529,3761,Anvil Pub,Malaparte,75226,10014,"2638 Elm Street, Dallas",753 Washington St
4001,2595,Kushiyu,The Old Fashioned,91356,53703,18713 Ventura Blvd,23 N Pinckney St
4427,451,Nature's Bakery Cooperative,Meli Cafe & Juice Bar,53703,60661,"1019 Williamson St, Madison",301 S Halsted St
5491,248,Sofra Family Bistro,Bar Takito,53562,60607,7457 Elmwood Ave,201 N Morgan St
1324,1515,Lawrence's Fish & Shrimp,Monkey King Noodle Co.,60616,75226,"2120 S. Canal Street, Chicago",3014 Main St
539,774,Gino's East,Kozy Kitchen,60611,75205,"162 E. Superior Street, Chicago",4433 McKinney Ave
2084,3845,Cafe de France,Café Orlin,75252,10003,"17370 Preston Road, Dallas",41 St Marks Pl
6951,2254,Obao,Cabbage Patch,10036,90014,"647 9th Avenue, New York",520 W 6th St
2439,3798,Barrel & Ashes,Milk & Honey,91604,11230,"11808 Ventura Blvd, Los Angeles",1119 Newkirk Ave
4929,800,Panera Bread,Si Tapas,53717,75204,"601 Junction Rd Ste 12, Madison",2207 Allen St
6911,496,Joe's Pizza,ORD Pizzeria,10014,60613,"7 Carmine Street, New York",1607 W Montrose Ave
6668,3137,John's Pizza of Times Square,Halverson’s Supper Club,10036,53589,"260 W 44th Street, New York",1965 Barber Dr
468,16,Pizzeria Brandi,Charlatan,60616,60642,"67 E. Cermak Road, Chicago",1329 W Chicago Ave
2821,170,Delmonico's Lobster House,Cooper’s,91436,60657,16358 Ventura Blvd,1232 W Belmont Ave
