ID_A,ID_B,Flag,Name_A,Name_B,Zipcode_A,Zipcode_B,Address_A,Address_B
1922,1065,,C Senor!,C Senor,75208,75208,"330 W Davis Street,  Dallas",330 W Davis St
1394,71,,Nuevo Leon,Nuevo Leon Restaurant,60608,60608,"1515 W. 18th Street, Chicago",1515 W 18th St
165,484,,Tre Soldi,Tre Soldi,60611,60611,"212 E. Ohio Street, Chicago",212 E Ohio St
449,566,,Allende Restaurant,Allende Restaurant,60614,60614,"2408 N. Lincoln Avenue, Chicago",2408 N Lincoln Ave
506,532,,Sunda,Sunda,60654,60654,"110 W. Illinois Street, Chicago",110 W Illinois St
546,555,,The Violet Hour,The Violet Hour,60622,60622,"1520 N. Damen Avenue, Chicago",1520 N Damen Ave
1101,368,,Taco in a Bag,Taco In A Bag,60625,60625,"4703 N. Lincoln Avenue, Chicago",4603 N Lincoln Ave
1554,1025,,Two Guys From Italy,Two Guys From Italy,75229,75229,"11637 Webb Chapel Road, Dallas",11637 Webb Chapel Rd
1610,964,,Maracas Cocina Mexicana,Maracas,75226,75226,2914 Main Street,2914 Main St
1761,935,,La Ventana,La Ventana,75202,75202,"1611 McKinney Avenue, Dallas",1611 McKinney Ave
2079,1341,,Tacos Y Mas,Tacos Y Mas,75206,75206,"5419 Ross Avenue, Dallas",2820 Greenville Ave
524,565,,Del Seoul,Del Seoul,60614,60614,"2568 N. Clark Street, Chicago",2568 N Clark St
569,513,,The Hampton Social,The Hampton Social,60654,60654,"353 W. Hubbard Street, Chicago",353 W Hubbard St
745,483,,Luxbar,Luxbar,60611,60611,"18 E. Bellevue Street, Chicago",18 E Bellevue Pl
887,507,,Chilam Balam,Chilam Balam,60657,60657,"3023 N. Broadway Street, Chicago",3023 N Broadway St
1500,947,,Serious Pizza,Serious Pizza,75226,75226,"2807 Elm Street, Dallas",2807 Elm St
1501,1339,,Blue Goose Cantina,Blue Goose,75206,75206,"2905 Greenville Avenue, Dallas",2905 Greenville Ave
1527,993,,Oddfellows,Oddfellows,75208,75208,"316 W 7th Street, Dallas",316 W 7th St
1729,1058,,Fireside Pies,Fireside Pies,75209,75209,7709 Inwood Road,7709 Inwood Rd
1777,890,,Lakewood Landing,Lakewood Landing,75214,75214,"5818 Live Oak Street, Dallas",5818 Live Oak St
1890,1027,,True Food Kitchen,True Food Kitchen,75225,75225,"8383 Preston Center Plaza, Suite 100","The Plaza at Preston Center8383 Preston Ctr Plz, Ste 100"
2004,1305,,Iron Cactus,Iron Cactus,75201,75201,"1520 Main Street, Dallas",1520 Main St
167,61,,Carnitas Uruapan,Carnitas Uruapan Restaurant,60608,60608,"1725 W. 18th Street, Chicago",1725 W 18th St
214,499,,Hutch,Hutch,60657,60657,"3301 N. Clark Street, Chicago",3301 N Clark St
300,541,,Bom Bolla,Bom Bolla,60622,60622,"1501 N. Milwaukee Avenue, Chicago",1501 N Milwaukee Ave
587,413,,Gilt Bar,Gilt Bar,60654,60654,"230 W. Kinzie Street, Chicago",230 W Kinzie St
677,553,,Butcher & The Burger,Butcher & The Burger,60614,60614,"1021 W. Armitage Avenue, Chicago",1021 W Armitage Ave
684,189,,Hopleaf,Hopleaf,60640,60640,"5148 N. Clark Street, Chicago",5148 N Clark St
688,346,,Over Easy Cafe,Over Easy Cafe,60625,60625,"4943 N. Damen Avenue, Chicago",4943 N Damen Ave
1072,226,,Tango Sur,Tango Sur,60613,60613,"3763 N. Southport Avenue, Chicago",3763 N Southport Ave
1741,824,,Koryo Kalbi Korean BBQ,Koryo Kalbi Korean BBQ,75229,75229,"2560 Royal Lane, Suite 105, Dallas",2560 Royal LnSte 105
1773,1015,,Flying Fish,Flying Fish,75225,75225,"6126 Luther Lane, Dallas",6126 Luther Ln
1783,927,,Pecan Lodge,Pecan Lodge,75226,75226,"2702 Main Street, Dallas",2702 Main St
1908,1106,,Half Shells Oyster Bar & Grill,Half Shells Oyster Bar & Grill,75205,75205,"6617 Snider Plaza, Dallas",6617 Snider Plz
1958,1336,,Capitol Pub,Capitol Pub,75206,75206,2401 N Henderson Avenue,2401 N Henderson Ave
1462,1002,,Bread Winners,Bread Winners Cafe & Bakery,75209,75209,"5560 W Lovers Lane, Dallas",5560 W Lovers Ln
1479,1160,,Parigi,Parigi Restaurant,75219,75219,"3311 Oak Lawn Avenue, Dallas",3311 Oak Lawn AveSte 102
1560,984,,Bolsa,Bolsa Mercado,75208,75208,"614 W Davis Street, Suite 100, Dallas",634 W Davis St
1942,845,,Liberty Burger,Liberty Burger Lakewood,75214,75214,"1904 Abrams Parkway, Dallas",1904 Abrams Pkwy
894,454,,Urbanbelly,Urbanbelly,60607,60607,"1400 W. Randolph Street, Chicago",1400 W Randolph St
1536,831,,Cane Rosso,Cane Rosso,75214,75214,"7328 Gaston Avenue, Suite 100, Dallas",7328 Gaston AveSte 100
564,111,,Coalfire,Coalfire Pizza,60642,60642,"1321 W. Grand Avenue, Chicago",1321 W Grand Ave
52,517,,Taxim,Taxim,60622,60622,"1558 N. Milwaukee Avenue, Chicago",1558 N Milwaukee Ave
1640,1251,,Press Box Grill,Press Box Grill,75201,75201,"1623 Main Street, Suite 101, Dallas",1623 Main St
1896,1143,,Thai Lotus Kitchen,Thai Lotus Kitchen,75219,75219,"3851 Cedar Springs Road, Dallas",3851 Cedar Springs RdSte D
739,387,,Bandera,Bandera Restaurant,60611,60611,"535 N. Michigan Avenue, Chicago",535 N Michigan Ave
744,90,,Burger Bar,Burger Bar Chicago,60642,60642,"1578 N. Clybourn Avenue, Chicago",1578 N Clybourn Ave
355,361,,The Boarding House,The Boarding House,60654,60654,720 N. Wells Street,720 N Wells St
551,479,,Feast,Feast,60647,60647,"1616 N. Damen Avenue, Chicago",1616 N Damen Ave
1020,72,,Kingsbury Street Cafe,Kingsbury Street Cafe,60642,60642,"1523 N. Kingsbury Street, Chicago",1523 N Kingsbury St
1634,764,,Cock & Bull Neighborhood Pub,Cock & Bull,75214,75214,"6330 Gaston Avenue, Dallas",6330 Gaston Ave
1751,918,,LYFE Kitchen,Lyfe Kitchen,75225,75225,"8315 Westchester Dr, Dallas",8315 Westchester Dr
1977,967,,Taqueria El Si Hay,Taqueria El Si Hay,75208,75208,"601 W Davis Street, Dallas",601 W Davis ST
1996,1021,,Barry's Food From Galilee,Food From Galilee,75205,75205,"6710 Snider Plaza, Dallas",6710 Snider Plz
426,504,,Kokopelli,Kokopelli,60622,60622,"1324 N. Milwaukee Avenue, Chicago",1324 N Milwaukee Ave
948,383,,Soupbox,Soupbox,60611,60611,"50 E. Avenue, Chicago",50 E Chicago Ave
1005,360,,RPM Italian,RPM Italian,60654,60654,"52 W. Illinois Street, Chicago",52 W Illinois St
1556,1244,,Saint Ann Restaurant & Bar,Saint Ann,75201,75201,"2501 N Harwood Street, Dallas",2501 N Harwood St
1798,1147,,Bryan Street Tavern,Bryan Street Tavern,75204,75204,"4315 Bryan Street, Dallas",4315 Bryan St
2067,821,,El Tizoncito,El Tizoncito,75209,75209,"5150 Lemmon Avenue, Suite 111, Dallas",5150 Lemmon AveSte 111
2082,1117,,Oishii,Oishii,75219,75219,"2525 Wycliff Avenue, Dallas",2525 Wycliff AveSte 110
720,422,,Sweet Maple Cafe,Sweet Maple Cafe,60607,60607,"1339 W. Taylor Street, Chicago",1339 W Taylor St
994,350,,Yolk,Yolk,60611,60611,"355 E. Ohio Street, Chicago",355 E Ohio St
1135,340,,Turquoise,Turquoise Restaurant,60618,60618,"2147 W. Roscoe Street, Chicago",2147 W Roscoe St
1369,453,,The Boiler Room,The Boiler Room,60647,60647,"2210 N. California Avenue, Chicago",2210 N California Ave
1544,1238,,The Capital Grille,The Capital Grille,75201,75201,"500 Crescent Court, Dallas",500 Crescent Ct
1794,883,,Hopdoddy,Hopdoddy Burger Bar,75225,75225,"6030 Luther Lane, Suite 100, Dallas",6030 Luther LnSte 100
1887,946,,Mesa,Mesa,75208,75208,"118 W Jefferson Boulevard, Dallas",118 W Jefferson Blvd
2018,1110,,Great American Hero,Great American Hero,75219,75219,"4001 Lemmon Avenue, Dallas",4001 Lemmon Ave
13,410,,Conte Di Savoia,Conte Di Savoia,60607,60607,1438 W. Taylor Street,1438 W Taylor St
844,2,,Ada Street,Ada Street,60642,60642,"1664 N. Ada Street, Chicago",1664 N Ada St
1864,1298,,Sunrise Asian Cuisine,Sunrise Asian Cuisine,75206,75206,"5631 Alta Avenue, Dallas",5631 Alta Ave
1905,1195,,Stampede 66,Stampede 66,75201,75201,"1717 McKinney Avenue, Dallas",1717 Mckinney AveSte 100
498,312,,Sable Kitchen & Bar - Hotel Palomar Chicago,Sable,60654,60654,"Hotel Palomar Chicago, 505 N. State Street, Chicago",505 N State St
1547,848,,Local,Local,75226,75226,"2936 Elm Street, Dallas",2936 Elm St
1789,1088,,Ai Sushi Sake Grill,Ai Sushi Sake Grill,75219,75219,"4123 Cedar Springs Road, Suite 102, Dallas",4123 Cedar Springs RdSte 102
1947,1099,,Edohana Sushi,Edohana Sushi,75204,75204,"3839 McKinney Avenue, Unit 130, Dallas",3839 McKinney AveSte 130
2063,934,,Ten Bells Tavern,Ten Bells Tavern,75208,75208,232 W 7th Street,232 W 7th St
517,295,,Frontera Grill,Frontera Grill,60654,60654,"445 N. Clark Street, Chicago",445 N Clark St
571,273,,Tru,Tru,60611,60611,"676 N. St. Clair Street, Chicago",676 N St. Clair St
981,458,,Chicago Bagel Authority,Chicago Bagel Authority,60614,60614,"953 W. Armitage Avenue, Chicago",953 W Armitage Ave
1473,907,,Lockhart Smokehouse,Lockhart Smokehouse,75208,75208,"400 W Davis Street, Dallas",400 W Davis St
1570,962,,Little Katana,Little Katana,75205,75205,"4527 Travis Street, Dallas",4527 Travis St
1587,1118,,Ocean Prime,Ocean Prime,75201,75201,"2101 Cedar Springs Road, Dallas",2101 Cedar Springs Rd
1709,1098,,The Idle Rich Pub,The Idle Rich Pub,75204,75204,"2614 McKinney Avenue, Dallas",2614 McKinney Ave
1749,907,0,Smoke,Lockhart Smokehouse,75208,75208,"901 Fort Worth Avenue, Dallas",400 W Davis St
1277,80,,Fork Chicago,Fork,60625,60625,"4600 N. Lincoln Avenue, Chicago",4600 N Lincoln Ave
657,449,,Bourgeois Pig,Bourgeois Pig Cafe,60614,60614,"738 W. Fullerton Avenue, Chicago",738 W Fullerton Ave
852,407,,Buona Terra,Buona Terra Ristorante,60647,60647,"2535 N. California Avenue, Chicago",2535 N California Ave
1475,1275,,Ozona,Ozona Grill & Bar,75206,75206,"4615 Greenville Avenue, Dallas",4615 Greenville Ave
1680,873,,Lucia,Lucia,75208,75208,"408 W Eighth Street, Suite 101, Dallas",408 W 8th St
1695,953,,Cafe Pacific,Cafe Pacific,75205,75205,"24 Highland Park Village, Dallas",24 Highland Park Village
1849,1086,,Hook Line & Sinker,Hook Line & Sinker,75204,75204,"3103 Lemmon Avenue, Dallas",3103 Lemmon Ave
2060,1112,,Coal Vines,Coal Vines,75201,75201,"2404 Cedar Springs Road, Dallas",2404 Cedar Springs RdSte 500
236,467,,The Bedford,The Bedford,60622,60622,"1612 W. Division Street, Chicago",1612 W Division St
834,247,,25 Degrees,25 Degrees,60654,60654,"736 N. Clark Street, Chicago",736 N Clark St
1458,1265,,Rusty Taco,Rusty Taco,75206,75206,"4802 Greenville Avenue, Dallas",4802 Greenville Ave
1521,1101,,Wild Salsa,Wild Salsa,75201,75201,"1800 Main Street, Suite 100, Dallas",1800 Main StSte 100
1607,771,,Braindead Brewing,Braindead Brewing,75226,75226,"2625 Main Street, Dallas",2625 Main St
1728,1072,,The Standard Pour,The Standard Pour,75204,75204,"2900 McKinney Avenue, Dallas",2900 McKinney Ave
110,221,,The Purple Pig,The Purple Pig,60611,60611,"500 N. Michigan Avenue, Chicago",500 N Michigan Ave
593,241,,Tanta,Tanta,60654,60654,"118 W. Grand Avenue, Chicago",118 W Grand Ave
1649,755,,Angry Dog,Angry Dog,75226,75226,"2726 Commerce Street, Dallas",2726 Commerce St
1786,1063,,Salum,Salum Restaurant,75204,75204,"4152 Cole Avenue, Suite 103, Dallas",4152 Cole AveSte 103
1853,862,,Local Oak,The Local Oak,75208,75208,"409 N Zang Boulevard, Dallas",409 N Zang Blvd
522,213,,Siena Tavern,Siena Tavern,60654,60654,51 W. Kinzie Street,51 W Kinzie St
654,353,,BellyQ,bellyQ,60607,60607,"1400 W. Randolph Street, Chicago",1400 W Randolph St
1569,859,,Boulevardier,Boulevardier,75208,75208,"408 N Bishop Avenue, Suite 108, Dallas",408 N Bishop AveSte 108
1574,1039,,Urban Taco,Urban Taco,75204,75204,"3411 McKinney Avenue, Dallas",3411 McKinney Ave
1743,1253,,In-N-Out,In-N-Out Burger,75206,75206,"7940 N Central Expressway, Dallas",7940 N Central Expy
1860,929,,Taverna,Taverna,75205,75205,"3312 Knox Street, Dallas",3312 Knox St
79,420,,Barley & Brass,Barley & Brass,60622,60622,"2015 W. Division Street, Chicago",2015 W Division St
589,179,,Lyfe Kitchen,LYFE Kitchen,60654,60654,"419 N. Clark Street, Chicago",413 N Clark St
1257,202,,Sticky Rice,Sticky Rice,60618,60618,"4018 N. Western Avenue, Chicago",4018 N Western Ave
1602,795,,Nova,Nova,75208,75208,"1417 W Davis Street, Dallas",1417 W Davis St
495,287,,Little Goat Bakery,Little Goat,60607,60607,"820 W. Randolph Street, Chicago",820 W Randolph St
1339,287,,Little Goat Diner,Little Goat,60607,60607,"820 W. Randolph Street, Chicago",820 W Randolph St
1387,330,,Bar Pastoral,Pastoral,60657,60657,"2947 N. Broadway Street, Chicago",2945 N Broadway
639,412,,Big Star,Big Star,60622,60622,"1531 N. Damen Avenue, Chicago",1531 N Damen
840,174,,Three Dots and a Dash,Three Dots and a Dash,60654,60654,"435 N. Clark Street, Chicago",435 N Clark StBack alley on Hubbard St
904,324,,Fish Bar,Fish Bar,60657,60657,"2956 N. Sheffield Avenue, Chicago",2956 N Sheffield Ave
1333,386,,Pasta Palazzo,Pasta Palazzo,60614,60614,"1966 N. Halsted Street, Chicago",1966 N Halsted St
1671,1248,,The Grape,The Grape Restaurant,75206,75206,"2808 Greenville Avenue, Dallas",2808 Greenville Ave
1916,1052,,Dream Cafe,Dream Cafe,75201,75201,"2800 Routh Street, Suite 170, Dallas",2800 Routh StSte 170
790,155,,Gyu-Kaku Japanese BBQ,Gyu-Kaku Japanese BBQ,60611,60611,"210 E. Ohio Street, Chicago",210 E Ohio St
1646,1018,,Komali,Komali,75204,75204,"4152 Cole Avenue, Suite 106, Dallas",4152 Cole Ave
2000,762,,Stock & Barrel,Stock & Barrel,75208,75208,"316 W Davis Street, Dallas",316 Davis St
714,129,,Bridge House Tavern On The River,Bridge House Tavern,60654,60654,"32 N. Clark Street, Chicago",321 N Clark St
726,248,,Bar Takito,Bar Takito,60607,60607,"201 N. Morgan Street, Chicago",201 N Morgan St
1381,296,,Rangoli,Rangoli,60647,60647,"2421 W. North Avenue, Chicago",2421 W North Ave
1560,759,,Bolsa,Bolsa,75208,75208,"614 W Davis Street, Suite 100, Dallas",614 W Davis St
1949,1008,,Village Burger Bar,Village Burger Bar,75204,75204,"3699 McKinney Avenue, Unit 325, Dallas",3699 McKinney Ave
1439,362,,Simply It Cuisine of Vietnam,Simply It,60614,60614,"2269 N. Lincoln Avenue, Chicago",2269 N Lincoln Ave
465,225,,Momotaro,Momotaro,60607,60607,"820 W. Lake Street, Chicago",820 W Lake St
1039,29,,Volare,Volare Ristorante Italiano,60611,60611,"201 E. Grand Avenue, Chicago",201 E Grand Ave
1245,316,,Dryhop Brewers,DryHop Brewers,60657,60657,"3155 N. Broadway Street, Chicago",3155 N Broadway
1842,871,,Dive Coastal Cuisine,Dive Coastal Cuisine,75205,75205,"3404 Rankin Street, Dallas",3404 Rankin St
591,341,,Athenian Room,Athenian Room,60614,60614,"807 W. Webster Avenue, Chicago",807 W Webster Ave
599,92,,The Bad Apple,The Bad Apple,60618,60618,"4300 N. Lincoln Avenue, Chicago",4300 N Lincoln Ave
817,370,,The Bongo Room,The Bongo Room,60622,60622,"1470 N. Milwaukee Avenue, Chicago",1470 N Milwaukee Ave
1466,925,,Original Market Diner,Original Market Diner,75219,75219,"4434 Harry Hines Boulevard, Dallas",4434 Harry Hines Blvd
1562,1031,,Katy Trail Ice House,Katy Trail Ice House,75201,75201,"3127 Routh Street, Dallas",3127 Routh St
631,310,,Frasca Pizzeria and Wine Bar,Frasca,60657,60657,"3358 N. Paulina Street, Chicago",3358 N Paulina St
547,54,,Farmhouse,Farmhouse,60654,60654,"228 W. Chicago Avenue, Chicago",228 W Chicago Ave
695,276,,Longman & Eagle,Longman & Eagle,60647,60647,"2657 N. Kedzie Avenue, Chicago",2657 N Kedzie Ave
752,204,,Grange Hall Burger Bar,Grange Hall Burger Bar,60607,60607,"844 W. Randolph Street, Chicago",844 W Randolph St
1379,355,,Takito Kitchen,Takito Kitchen,60622,60622,"2013 W. Division Street, Chicago",2013 W Division St
1881,942,,Eureka!,Eureka!,75204,75204,"3700 McKinney Avenue, Suite 126, Dallas",3700 Mckinney AveSte 126
2010,1211,,Texadelphia,Texadelphia,75206,75206,"5500 Greenville Avenue, Suite 600, Dallas",5500 Greenville AveSte 600
732,40,,Beatrix,Beatrix,60654,60654,"519 N. Clark Street, Chicago",519 North Clark Street
1459,1202,,The Blue Fish,The Blue Fish,75206,75206,"3519 Greenville Avenue, Dallas",3519 Greenville Ave
488,4,,Staropolska Restaurant,Staropolska Restaurant,60618,60618,"3030 N. Milwaukee Avenue, Chicago",3030 N Milwaukee Ave
801,318,,Balena,Balena,60614,60614,"1633 N. Halsted Street, Chicago",1633 N Halsted St
1071,172,,Cemitas Puebla,Cemitas Puebla,60607,60607,"817 W. Fulton Market, Chicago",817 W Fulton Market
1100,15,,The Dawson,The Dawson,60654,60654,"730 W. Grand Avenue, Chicago",730 W Grand Ave
1399,249,,Ipsento,Ipsento,60647,60647,"2035 N. Western Avenue, Chicago",2035 N Western Ave
1609,914,,Avanti Ristorante,Avanti Ristorante,75204,75204,"2720 McKinney Avenue, Dallas",2720 McKinney Ave
1651,774,,Kozy Kitchen,Kozy Kitchen,75205,75205,"4433 McKinney Avenue, Dallas",4433 McKinney Ave
584,311,,Piece,Piece Brewery and Pizzeria,60622,60622,"1927 W. North Avenue, Chicago",1927 W North Ave
630,167,,Publican Quality Meats,Publican Quality Meats,60607,60607,"825 W Fulton Market, Chicago",825 W Fulton Market St
1332,304,,The Peasantry,The Peasantry,60614,60614,"2723 N. Clark Street, Chicago",2723 N Clark St
1450,11,,Xoco,Xoco,60654,60654,"449 N. Clark Street, Chicago",449 N Clark St
1588,1005,,The Social House,The Social House,75201,75201,"2708 Routh Street, Dallas",2708 Routh St
1525,913,,Bangkok City Restaurant,Bangkok City,75204,75204,"4301 Bryan Street, Suite 101, Dallas",4301 Bryan St
1491,880,,Taco Joint,Taco Joint,75204,75204,"911 N Peak Street, Dallas",911 N Peak St
1507,897,,Cafe Brazil,Cafe Brazil,75219,75219,"3847 Cedar Springs Road, Dallas",3847 Cedar Springs Rd
1856,979,,Proof + Pantry,Proof + Pantry,75201,75201,"1722 Routh Street, Suite 102, Dallas",1722 Routh StSte 102
769,301,,Perennial Virant - Hotel Lincoln,Perennial Virant,60614,60614,"Lincoln Hotel, 1800 N. Lincoln Avenue, Chicago",1800 N Lincoln Ave
1057,146,0,White Palace Grill,Palace Grill,60607,60607,"1159 S. Canal Street, Chicago",1408 W Madison St
2027,1174,,Company Cafe & Bar,Company Cafe,75206,75206,"2104 Greenville Avenue, Dallas",2104 Greenville Ave
1677,973,,Chop House Burger,Chop House Burger,75201,75201,"1501 Main Street, Dallas",1501 Main St
1801,869,,Baboush,Baboush,75204,75204,"3636 McKinney Avenue, Suite 160, Dallas",3636 Mckinney AveSte 160
501,298,,Summer House Santa Monica,Summer House,60614,60614,"1954 N. Halsted Street, Chicago",1954 N Halsted St
857,137,,Ramen Takeya,Ramen Takeya,60607,60607,"819 W. Fulton Market, Chicago",819 W Fulton Market
879,219,,The Chicago Diner,The Chicago Diner,60647,60647,"2333 N. Milwaukee Avenue, Chicago",2333 N Milwaukee Ave
991,292,,Aloha Eats,Aloha Eats,60614,60614,"2534 N. Clark Street, Chicago",2534 N Clark St
1175,250,,Panes Bread Cafe,Panes Bread Cafe,60657,60657,"3002 N. Sheffield Avenue, Chicago",3002 N Sheffield Ave
1924,1169,,Pho Is For Lovers,Pho Is For Lovers,75206,75206,"5521 Greenville Avenue, Suite 105, Dallas",5521 Greenville AveSte 105
622,280,,Batter & Berries,Batter & Berries,60614,60614,"2748 N. Lincoln Avenue, Chicago",2748 N Lincoln Ave
1541,834,,Nonna,Nonna Restaurant,75219,75219,"4115 Lomo Alto Drive, Dallas",4115 Lomo Alto Dr
1589,1165,,Urban Taco,Urban Taco,75206,75206,"5331 E Mockingbird Lane, Suite 125, Dallas",5331 E Mockingbird LnSte 125
1827,836,,Malai Kitchen,Malai Kitchen,75204,75204,"3699 McKinney Avenue Suite 319, Dallas",3699 McKinney AveSte 319
1902,959,,Savor,Savor Gastropub,75201,75201,"2000 Woodall Rodgers Freeway, Suite 403, Dallas",2000 Woodall Rodgers Fwy
676,197,,Handlebar,Handlebar,60647,60647,"2311 W. North Avenue, Chicago",2311 W North Ave
1026,128,,Three Aces,Three Aces,60607,60607,"1321 W. Taylor Street, Chicago",1321 W Taylor St
556,272,,Boka Restaurant & Bar,Boka,60614,60614,"1729 N. Halsted Street, Chicago",1729 N Halsted St
784,110,,Girl & the Goat,Girl & the Goat,60607,60607,"809 W. Randolph Street, Chicago",809 W Randolph St
901,210,,Taco Joint,Taco Joint,60614,60614,"1969 N. Halsted Street, Chicago",1969 N Halsted St
1581,829,,Dish,DISH Cedar Springs,75219,75219,"ILLUME, 4123 Cedar Springs Road, Suite 110, Dallas",4123 Cedar Springs RdSte 110
1747,822,,Urbano Cafe,Urbano Cafe,75204,75204,"1410 Fitzhugh Avenue, Suite C, Dallas",1410 C Fitzhugh
1894,1148,,Velvet Taco,Velvet Taco,75206,75206,"3012 N Henderson Avenue, Dallas",3012 N Henderson Ave
45,206,,Rickshaw Republic,Rickshaw Republic,60614,60614,"2312 N. Lincoln Avenue, Chicago",2312 N Lincoln Ave
913,104,,Moxee Restaurant & Mad Mouse Brewery,Moxee Restaurant & Mad Mouse Brewery,60607,60607,"724 W. Maxwell Street, Chicago",724 W Maxwell St
1606,938,,Uchi,Uchi,75201,75201,"2817 Maple Avenue, Dallas",2817 Maple Ave
751,199,,Mana Food Bar,Mana Food Bar,60622,60622,"1742 W. Division Street, Chicago",1742 W Division St
1228,98,,Au Cheval,Au Cheval,60607,60607,"800 W. Randolph Street, Chicago",800 W Randolph S
1389,203,,Noodles in the Pot,Noodles In the Pot,60614,60614,"2453 N. Halsted Street, Chicago",2453 N Halsted St
1561,813,,Bread Winners,Bread Winners Cafe & Bakery,75204,75204,"3301 McKinney Avenue, Dallas",3301 McKinney Ave
1850,1125,,Piggie Pies Pizza & Pasta,Piggie Pies Pizza & Pasta,75206,75206,"5315 Greenville Avenue, Dallas",5315 Greenville AveSte 120B
195,63,,Viaggio Ristorante & Lounge,Viaggio Ristorante & Lounge,60607,60607,"1330 W. Madison Street, Chicago",1330 W Madison St
1724,806,,Hopdoddy,Hopdoddy Burger Bar,75204,75204,"3227 McKinney Avenue, Dallas",3227 McKinney AveSte 102
1780,814,,The Mint,The Mint,75219,75219,"4246 Oak Lawn Avenue, Dallas",4246 Oak Lawn Ave
1782,910,,Stephan Pyles,Stephan Pyles,75201,75201,"1807 Ross Avenue, Suite 200, Dallas",1807 Ross Ave
538,62,,Davanti Enoteca,Davanti Enoteca,60607,60607,"1359 W. Taylor Street, Chicago",1359 W Taylor St
1067,166,,Pasta Bowl,The Pasta Bowl,60614,60614,"2434 N. Clark Street, Chicago",2434 N Clark St
1305,156,,DMK Burger Bar,DMK Burger Bar,60657,60657,"2954 N. Sheffield Avenue, Chicago",2954 N Sheffield Ave
1477,800,,Si Tapas,Si Tapas,75204,75204,"2207 Allen Street, Dallas",2207 Allen St
554,121,,Birchwood Kitchen,Birchwood Kitchen,60647,60647,"2211 W. North Avenue, Chicago",2211 W North Ave
895,165,,Alinea,Alinea,60614,60614,"1723 N. Halsted Street, Chicago",1723 N Halsted St
1348,132,,Home Bistro,Home Bistro,60657,60657,"3404 N. Halsted Street, Chicago",3404 N Halsted St
505,39,,Green Street Smoked Meats,Green Street Smoked Meats,60607,60607,"112 N. Green Street, Chicago",112 N Green St
535,118,,The Bristol,The Bristol,60647,60647,"2152 N. Damen Avenue, Chicago",2152 N Damen Ave
1328,154,,Feed,Feed,60622,60622,2803 W. Chicago Avenue,2803 W Chicago Ave
1714,767,,LYFE Kitchen,Lyfe Kitchen - West Village,75204,75204,"3699 McKinney Avenue, Dallas",3699 Mckinney AveSte A-221
61,149,,Umami Burger,Umami Burger,60622,60622,"1480 N. Milwaukee Avenue, Chicago",1480 N Milwaukee Ave
574,31,,Bar Siena,Bar Siena,60607,60607,"832 W. Randolph Street, Chicago",832 W Randolph St
1012,134,,Bricks,Bricks,60614,60614,"1909 N. Lincoln Avenue, Chicago",1909 N Lincoln Ave
1478,1055,,Trinity Hall,Trinity Hall Irish Pub,75206,75206,"5321 E Mockingbird Lane, Dallas",5321 E Mockingbird Ln
1616,863,,The Common Table,The Common Table,75201,75201,"2917 Fairmount Street, Dallas",2917 Fairmount St
1872,1053,,Greenville Avenue Pizza Company,Greenville Avenue Pizza Company,75206,75206,"1923 Greenville Avenue, Dallas",1923 Greenville Ave
132,102,,Twin Anchors,Twin Anchors Restaurant & Tavern,60614,60614,"1655 N. Sedgwick Street, Chicago",1655 N Sedgwick St
98,94,,Irazu,Irazu,60647,60647,"1865 N. Milwaukee Avenue, Chicago",1865 N Milwaukee Ave
402,84,,The Drinkingbird,The Drinkingbird,60614,60614,"2201 N. Clybourn Avenue, Chicago",2201 N Clybourn Ave
1074,145,,Lockdown Bar & Grill,Lockdown Bar & Grill,60622,60622,"1024 N. Western Avenue, Chicago",1024 N Western Ave
1125,14,,La Sirena Clandestina,La Sirena Clandestina,60607,60607,"954 W. Fulton Market, Chicago",954 W Fulton Market
1914,855,,Mercat Bistro,Mercat Bistro,75201,75201,2501 N Harwood St,2501 N Harwood St
1551,1028,,Tei Tei Robata Bar,Tei Tei Robata,75206,75206,"2906 N Henderson Avenue, Dallas",2906 N Henderson Ave
1481,751,,Buzzbrews,Buzzbrews Kitchen,75204,75204,"4154 N Central Expressway, Dallas",4154 N Central Expy
1463,1016,,Cafe Izmir,Cafe Izmir,75206,75206,"3711 Greenville Avenue, Dallas",3711 Greenville Ave
734,130,,Oiistar,Oiistar,60622,60622,"1385 N. Milwaukee Avenue, Chicago",1385 N Milwaukee Ave
912,67,,Homeslice,Homeslice,60614,60614,"938 W. Webster Avenue, Chicago",938 W Webster
1552,783,,CBD Provisions - The Joule,CBD Provisions,75201,75201,"The Joule, 1530 Main Street, Dallas",1530 Main St
544,52,0,Orange,Range,60614,60614,"2413 N. Clark Street, Chicago",1119 W Webster
1050,48,,Revolution Brewing,Revolution Brewing,60647,60647,"2323 N. Milwaukee Avenue, Chicago",2323 N Milwaukee Ave
1691,961,,The Corner Market,The Corner Market,75206,75206,"3426 Greenville Avenue, Dallas",3426 Greenville Ave
277,91,,Mott Street,Mott St,60622,60622,"1401 N. Ashland Avenue, Chicago",1401 N Ashland Ave
719,51,,Nookies,Nookies,60614,60614,"1746 N. Wells Street, Chicago",1746 N Wells St
926,51,0,Nookies Too,Nookies,60614,60614,"2112 N. Halsted Street, Chicago",1746 N Wells St
628,13,,Lula Cafe,Lula Cafe,60647,60647,"2537 N. Kedzie Boulevard, Chicago",2537 N Kedzie Blvd
