ID_A,ID_B,Flag,Name_A,Name_B,Director_A,Director_B,Year_A,Year_B
tt1153706,1074108-101_dalmatians,,Dance Flick,101 Dalmatians,Damien Dante Wayans,Stephen Herek,2009,1995 1996 1997
tt1018765,1045620-real_mccoy,,Our Brand Is Crisis,The Real McCoy,David Gordon Green,Russell Mulcahy,2015,1992 1993 1994
tt0167350,beyond_rangoon,,Progeny,Beyond Rangoon,Brian Yuzna,John Boorman,1998,1994 1995 1996
tt0082497,1029895-goodbye_mr_chips,,The Hand,"Goodbye, Mr. Chips",Oliver Stone,Herbert Ross,1981,1968 1969 1970
tt0331334,departed,,Satan's Playground,The Departed,Dante Tomaselli,Martin Scorsese,2006,2005 2006 2007
tt0399877,following,,What the #$*! Do We (K)now!?,Following,"William Arntz,Betsy Chasse",Christopher Nolan,2004,1998 1999 2000
tt0111001,young_guns_2,,The Road to Wellville,Young Guns II,Alan Parker,Geoff Murphy,1994,1989 1990 1991
tt0095990,dominion_prequel_to_the_exorcist,,Return of the Living Dead II,Dominion: Prequel to the Exorcist,Ken Wiederhorn,Paul Schrader,1988,2004 2005 2006
tt3475020,windsor_drive,,Catching Faith,Windsor Drive,John K.D. Graham,Natalie Bible',2015,2014 2015 2016
tt1619029,horse_crazy,,Jackie,Horse Crazy,Pablo Larraín,Eric Hendershot,2017,2000 2001 2002
tt3346224,1090979-freakshow,,Zipper,Freakshow,Mora Stephens,"William Cooke,Paul Talbot",2015,1994 1995 1996
tt0783538,the_merchant_of_venice,,Lady Magdalene's,The Merchant Of Venice,J. Neil Schulman,"Jonathan Miller,John Sichel",2008,1972 1973 1974
tt0047203,crime-wave,,Magnificent Obsession,Crime Wave,Douglas Sirk,John Paizs,1954,1984 1985 1986
tt0387131,the_little_rascals_1994,,The Constant Gardener,The Little Rascals,Fernando Meirelles,Penelope Spheeris,2005,1993 1994 1995
tt0190138,savages_2012,,The Whole Nine Yards,Savages,Jonathan Lynn,Oliver Stone,2000,2011 2012 2013
tt1667889,american_ninja,,Ice Age: Continental Drift,American Ninja,"Steve Martino,Mike Thurmeier",Sam Firstenberg,2012,1984 1985 1986
tt0043827,the-boys-of-st-vincent,,My Favorite Spy,The Boys of St. Vincent,Norman Z. McLeod,John N. Smith,1951,1991 1992 1993
tt2458202,pocahontas_ii_journey_to_a_new_world,,Beyond Right and Wrong: Stories of Justice and Forgiveness,Pocahontas II: Journey to a New World,"Lekha Singh,Roger Spottiswoode","Tom Ellery,Bradley Raymond",2012,1997 1998 1999
tt0391198,heidi-2006,,The Grudge,Heidi,Takashi Shimizu,Paul Marcus,2004,2004 2005 2006
tt0790770,minions,,Miles Ahead,Minions,Don Cheadle,"Kyle Balda,Pierre Coffin",2015,2014 2015 2016
tt1637688,1215790-carriers,,In Time,Carriers,Andrew Niccol,"David Pastor,Alex Pastor",2011,2008 2009 2010
tt0101587,freedomland,,City Slickers,Freedomland,Ron Underwood,Joe Roth,1991,2005 2006 2007
tt2442466,barretts_of_wimpole_street,,All the Light in the Sky,The Barretts of Wimpole Street,Joe Swanberg,Sidney Franklin,2012,1933 1934 1935
tt0173840,tabloid_truth,,Final Fantasy: The Spirits Within,Tabloid Truth,"Hironobu Sakaguchi,Motonori Sakakibara","Kwang-shik Kim,Kim Kwang-sik-I",2001,2013 2014 2015
tt0040458,loro-di-napoli,,I Remember Mama,The Gold of Naples (L'oro di Napoli) (Every Day's a Holiday),George Stevens,Vittorio De Sica,1948,1954 1955 1956
tt0787474,homefront,,The Boxtrolls,Homefront,"Graham Annable,Anthony Stacchi",Gary Fleder,2014,2012 2013 2014
tt0066811,phantom_of_the_paradise,,The Barefoot Executive,Phantom of the Paradise,Robert Butler,Brian DePalma,1971,1973 1974 1975
tt0912583,brother_bear,,For the Bible Tells Me So,Brother Bear,Daniel G. Karslake,"Rob Walker,Aaron Blaise,Robert Walker,Bob Walker",2007,2002 2003 2004
tt0119081,hell_and_back_again,,Event Horizon,Hell and Back Again,Paul W.S. Anderson,Danfung Dennis,1997,2010 2011 2012
tt0088007,dragonheart,,The River,Dragonheart,Mark Rydell,Rob Cohen,1984,1995 1996 1997
tt1152758,killer_fish_2002,,Dear Zachary: A Letter to a Son About His Father,Killer Fish,Kurt Kuenne,Antonio Margheriti,2008,2001 2002 2003
tt0071671,jeffrey,,The Island at the Top of the World,Jeffrey,Robert Stevenson,Christopher Ashley,1974,1994 1995 1996
tt0068468,1013248-manhunter,,Deep Throat,Manhunter,Gerard Damiano,Michael Mann,1972,1985 1986 1987
tt1273678,1074978-crucible,,The Spy Next Door,The Crucible,Brian Levant,Nicholas Hytner,2010,1995 1996 1997
tt0040849,the_chronicles_of_riddick_dark_fury,,The Sun Comes Up,The Chronicles of Riddick: Dark Fury,Richard Thorpe,Peter Chung,1949,2003 2004 2005
tt0485956,fox_and_the_hound_2,,Outlaw Trail: The Treasure of Butch Cassidy,The Fox and the Hound 2,Ryan Little,Jim Kammerud,2006,2005 2006 2007
tt0091474,7-plus-seven-14-up,,Manhunter,7 Plus Seven (14 Up),Michael Mann,"Michael Apted,Paul Almond",1986,1963 1964 1965
tt1067583,midway,,Water for Elephants,Midway,Francis Lawrence,Jack Smight,2011,1975 1976 1977
tt1606191,delirious,,A Christmas Snow,Delirious,Tracy Trost,Tom Mankiewicz,2010,1990 1991 1992
tt0053882,day_zero,,The 3 Worlds of Gulliver,Day Zero,Jack Sher,Bryan Gunnar Cole,1960,2006 2007 2008
tt0086190,philadelphia_experiment,,Star Wars: Episode VI - Return of the Jedi,The Philadelphia Experiment,Richard Marquand,Stewart Raffill,1983,1983 1984 1985
tt0341540,10009083-land_of_the_lost,,The R.M.,Land of the Lost,Kurt Hale,Brad Silberling,2003,2008 2009 2010
tt0092632,hustler,,The Believers,The Hustler,John Schlesinger,Robert Rossen,1987,1960 1961 1962
tt1980185,all_good_things,,Memory Lane,All Good Things,Shawn Holmes,Andrew Jarecki,2012,2009 2010 2011
tt3038142,worlds_fastest_indian,,Inner Demons,The World's Fastest Indian,Seth Grossman,Roger Donaldson,2014,2004 2005 2006
tt0283426,in_a_dark_place,,The Jungle Book 2,In a Dark Place,Steve Trenbirth,Donato Rotunno,2003,2006 2007 2008
tt0247303,the_transporter_refueled,,The Shaft,The Transporter Refueled,Dick Maas,Camille Delamarre,2001,2014 2015 2016
tt0111477,1053152-running_free,,Trapped in Paradise,Running Free,George Gallo,"Jayme Lee Misfeldt,Jesse M. Sythe,Jesse Montgomery-Sythe,Jim Fowler,Michael Peña,Steve Kruschel,Steve Kroschel",1994,1993 1994 1995
tt0351955,10009210-duchess_of_langeais,,Virus,The Duchess of Langeais (Ne Touchez Pas La Hache)(Don't Touch the Axe),Rusty Nelson,Jacques Rivette,2002,2006 2007 2008
tt1599296,blood_from_the_mummys_tomb,,Going Down in LA-LA Land,Blood from the Mummy's Tomb,Casper Andreas,"Seth Holt,Michael Carreras",2011,1971 1972 1973
tt0050861,martin_the_cobbler,,The Prince and the Showgirl,Martin the Cobbler,Laurence Olivier,Will Vinton,1957,1976 1977 1978
tt0090180,stay_tuned,,To Live and Die in L.A.,Stay Tuned,William Friedkin,Peter Hyams,1985,1991 1992 1993
tt0112281,the-princess-and-the-pirate-sandokan-the-tv-movie,,Ace Ventura: When Nature Calls,The Princess and the Pirate: Sandokan the TV Movie,Steve Oedekerk,Claudio Biern Boyd,1995,1994 1995 1996
tt0100403,10009146-headless_horseman,,Predator 2,Headless Horseman,Stephen Hopkins,Anthony C. Ferrante,1990,2006 2007 2008
tt0160429,choose_me,,The King and I,Choose Me,Richard Rich,Alan Rudolph,1999,1983 1984 1985
tt1178665,robot_overlords,,A Walk in the Woods,Robot Overlords,Ken Kwapis,Jon Wright,2015,2014 2015 2016
tt0116209,bedazzled_1967bedazzled_2000,,The English Patient,Bedazzled,Anthony Minghella,Stanley Donen,1996,1966 1967 1968
tt1462901,1001560-bad_guys,,All Is Bright,Bad Guys,Phil Morrison,Joel Silberg,2013,1985 1986 1987
tt0313680,sleeping_with_other_people,,Tarzan & Jane,Sleeping with Other People,"Steve Loter,Lisa Schaffer",Leslye Headland,2002,2014 2015 2016
tt0043286,night_school,,Angels in the Outfield,Night School (Terror Eyes),Clarence Brown,Ken Hughes,1951,1980 1981 1982
tt4062896,casualties_of_love_the_long_island_lolita_story,,Rodeo Girl,Casualties of Love: The Long Island Lolita Story,Joel Paul Reisig,John Herzfeld,2015,1992 1993 1994
tt0071249,star_trek_into_darkness,,Bring Me the Head of Alfredo Garcia,Star Trek Into Darkness,Sam Peckinpah,J.J. Abrams,1974,2012 2013 2014
tt0790724,1171939-perfect_stranger,,Jack Reacher,Perfect Stranger,Christopher McQuarrie,James Foley,2012,2006 2007 2008
tt0120053,jacket,,The Saint,The Jacket,Phillip Noyce,John Maybury,1997,2004 2005 2006
tt0238546,waterboy,,Queen of the Damned,The Waterboy,Michael Rymer,Frank Coraci,2002,1997 1998 1999
tt1515059,i_was_a_teenage_frankenstein,,Family Affair,I Was a Teenage Frankenstein,Chico Colvard,"Herbert L. Strock,Herman Cohen",2010,1956 1957 1958
tt4294218,delirious,,Bill the Galactic Hero,Delirious,"Alex Cox,Danny Beard",Tom Mankiewicz,2014,1990 1991 1992
tt0446683,desperate_living,,Domino One,Desperate Living,Nick Louvel,John Waters,2005,1976 1977 1978
tt0037096,abel-raises-cain,,Mrs. Parkington,Abel Raises Cain,Tay Garnett,"Jenny Abel,Jeff Hockett",1944,2004 2005 2006
tt0119068,dont_look_now,,Ernest Goes to Africa,Don't Look Now,John R. Cherry III,Nicolas Roeg,1997,1972 1973 1974
tt0107664,asylum_2013,,Necronomicon: Book of Dead,Asylum,"Christophe Gans,Shûsuke Kaneko",Todor Chapkanov,1993,2014 2015 2016
tt0120373,lewis_black_red_white_and_screwed,,Trial and Error,"Lewis Black: Red, White & Screwed",Jonathan Lynn,Tom Putnam,1997,2005 2006 2007
tt0372532,tyler_perrys_good_deeds,,The Wedding Date,Tyler Perry's Good Deeds,Clare Kilner,Tyler Perry,2005,2011 2012 2013
tt0168501,10007856-four_sheets_to_the_wind,,The Best Man,Four Sheets to the Wind,Malcolm D. Lee,Sterlin Harjo,1999,2006 2007 2008
tt0113028,1000642-all_quiet_on_the_western_front,,Far from Home: The Adventures of Yellow Dog,All Quiet on the Western Front,Phillip Borsos,Lewis Milestone,1995,1929 1930 1931
tt0023245,law_abiding_citizen,,The Mummy,Law Abiding Citizen,Karl Freund,F. Gary Gray,1932,2008 2009 2010
tt0077369,the_informant_1998,,Convoy,The Informant,Sam Peckinpah,"Jim McBride,Jim McBride,Nicholas Meyer",1978,1997 1998 1999
tt0491152,fanny_and_alexander,,Something Borrowed,Fanny & Alexander,Luke Greenfield,Ingmar Bergman,2011,1981 1982 1983
tt1322313,the-thing-at-the-doorstep,,Sunshine Superman,The Thing at the Doorstep,Marah Strauch,Eric Morgret,2014,2004 2005 2006
tt3467412,ju_on_2,,Extinction,Ju-on 2 (Ju-on: The Grudge 2),Miguel Ángel Vivas,Takashi Shimizu,2015,2002 2003 2004
tt2846196,1038526-uninvited,,Deep Run,The Uninvited,Hillevi Loven,Lewis Allen,2015,1943 1944 1945
tt0082378,shrek,,Final Exam,Shrek,Jimmy Huston,"Victoria Jenson,Vicky Jenson,Andrew Adamson",1981,2000 2001 2002
tt0070079,7eventy-5ive,,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,7eventy 5ive (Dead Tone),Fielder Cook,"Brian Hooks,Deon Taylor",1973,2006 2007 2008
tt0032152,beyond_the_poseidon_adventure,,You Can't Cheat an Honest Man,Beyond the Poseidon Adventure,"George Marshall,Edward F. Cline",Irwin Allen,1939,1978 1979 1980
tt0267248,angel-iii-the-final-chapter,,Abandon,Angel III: The Final Chapter,Stephen Gaghan,Tom DeSimone,2002,1992 1993 1994
tt0050546,the_chambermaid_on_the_titanic,,The Invisible Boy,The Chambermaid on the Titanic,Herman Hoffman,"Nicolas Noxon,María Lidón,Bigas Luna",1957,1997 1998 1999
tt2567000,confessions_of_a_dangerous_mind,,Bite Size,Confessions of a Dangerous Mind,Corbin Billings,George Clooney,2014,2002 2003 2004
tt0758766,invasion,,Music and Lyrics,The Invasion,Marc Lawrence,Oliver Hirschbiegel,2007,2006 2007 2008
tt1051981,street_fighter_ii_the_animated_movie_1996,,Another Gay Sequel: Gays Gone Wild!,Street Fighter II: The Animated Movie,Todd Stephens,Gisaburo Sugii,2008,1995 1996 1997
tt0452623,headless_2015,,Gone Baby Gone,Headless,Ben Affleck,Arthur Cullipher,2007,2014 2015 2016
tt0267626,inside_llewyn_davis_2013,,K-19: The Widowmaker,Inside Llewyn Davis,Kathryn Bigelow,"Ethan Coen,Joel Coen",2002,2012 2013 2014
tt0457419,40_year_old_virgin,,Mr. Magorium's Wonder Emporium,The 40 Year Old Virgin,Zach Helm,Judd Apatow,2007,2004 2005 2006
tt2071550,edge_of_darkness,,Open Grave,Edge of Darkness,Gonzalo López-Gallego,Martin Campbell,2013,2009 2010 2011
tt0097027,rocky_iii,,Casualties of War,Rocky III,Brian De Palma,Sylvester Stallone,1989,1981 1982 1983
tt0097368,desperate_lives_1982,,The Fly II,Desperate Lives,Chris Walas,"Robert Lewis,Robert Michael Lewis,Robert M. Lewis",1989,1981 1982 1983
tt0077975,the-tigger-movie,,Animal House,The Tigger Movie,John Landis,Jun Falkenstein,1978,1999 2000 2001
tt0032993,avatar,,Road to Singapore,Avatar,Victor Schertzinger,James Cameron,1940,2008 2009 2010
tt0089200,reconstruction,,Ghoulies,Reconstruction,Luca Bercovici,"Irene Luszig,Irene Lusztig",1984,2001 2002 2003
tt0112255,1021964-treasure_island,,3 Ninjas Knuckle Up,Treasure Island,Sang-ok Shin,Byron Haskin,1995,1949 1950 1951
tt1071875,cruel-intentions-3,,Ghost Rider: Spirit of Vengeance,Cruel Intentions 3,"Mark Neveldine,Brian Taylor",Scott Ziehl,2011,2003 2004 2005
tt0095889,unbreakable,,Poltergeist III,Unbreakable,Gary Sherman,"Ross Whitaker,M. Night Shyamalan",1988,1999 2000 2001
tt0052933,wrong_turn,,It Happened to Jane,Wrong Turn,Richard Quine,Rob Schmidt,1959,2002 2003 2004
tt2662228,dawn_of_the_planet_of_the_apes,,10%: What Makes a Hero?,Dawn Of The Planet Of The Apes,Yoav Shamir,Matt Reeves,2013,2013 2014 2015
tt3203606,the_frighteners,,Trumbo,The Frighteners,Jay Roach,Peter Jackson,2015,1995 1996 1997
tt0111701,1090102-inherit_the_wind,,White Fang 2: Myth of the White Wolf,Inherit the Wind,Ken Olin,Daniel Petrie,1994,1998 1999 2000
tt0102500,mothers-day,,Mystery Date,Mother's Day,Jonathan Wacks,Darren Lynn Bousman,1991,2011 2012 2013
tt0091326,1037780-man_in_the_moon,,"The Karate Kid, Part II",The Man in the Moon,John G. Avildsen,Robert Mulligan,1986,1990 1991 1992
tt0030183,east_side_sushi,,Girls on Probation,East Side Sushi,William C. McGann,Anthony Lucero,1938,2014 2015 2016
tt0432348,1022373-unforgiven,,Saw II,The Unforgiven,Darren Lynn Bousman,John Huston,2005,1959 1960 1961
tt0079495,the_incredible_hulk,,Luna,The Incredible Hulk,Bernardo Bertolucci,Louis Leterrier,1979,2007 2008 2009
tt0498399,machete,,We Own the Night,Machete,James Gray,"Ethan Maniquis,Robert Rodriguez",2007,2009 2010 2011
tt0362004,black_swan_2010,,Palindromes,Black Swan,Todd Solondz,Darren Aronofsky,2004,2009 2010 2011
tt0076776,jennifers_body,,Stunts,Jennifer's Body,Mark L. Lester,"M. David Mullen,Karyn Kusama",1977,2008 2009 2010
tt4145304,monsters_university,,Unexpected,Monsters University,Kris Swanberg,Dan Scanlon,2015,2012 2013 2014
tt0089907,star_trek_generations,,The Return of the Living Dead,Star Trek Generations,Dan O'Bannon,David Carson,1985,1993 1994 1995
tt0051051,1057862-swiss_family_robinson,,Tammy and the Bachelor,Swiss Family Robinson,Joseph Pevney,Edward Ludwig,1957,1939 1940 1941
tt4435082,congorama,,Running Wild,Congorama,Alex Ranarivelo,Philippe Falardeau,2016,2006 2007 2008
tt0074581,mike_and_dave_need_wedding_dates,,"Goodbye, Norma Jean",Mike and Dave Need Wedding Dates,Larry Buchanan,Jake Szymanski,1976,2015 2016 2017
tt0462215,the_fourth_noble_truth,,Buy It Now,The Fourth Noble Truth,Antonio Campos,Gary T. McDonald,2005,2014 2015 2016
tt0133240,kronos-on-stage,,Treasure Planet,Kronos on Stage,"Ron Clements,John Musker",Manfred Waffender,2002,1997 1998 1999
tt0260866,frogs,,Don't Say a Word,Frogs,Gary Fleder,George McCowan,2001,1971 1972 1973
tt0087747,little_caesar,,Moscow on the Hudson,Little Caesar,Paul Mazursky,Mervyn LeRoy,1984,1930 1931 1932
tt0026641,big_one,,The Littlest Rebel,The Big One,David Butler,Michael Moore,1935,1997 1998 1999
tt3395582,extinction_2015,,Sun Choke,Extinction,Ben Cresciman,Miguel Ángel Vivas,2015,2014 2015 2016
tt3122764,ghostbusters,,Southern Rites,Ghostbusters,Gillian Laub,Ivan Reitman,2015,1983 1984 1985
tt0061489,1102649-chain_of_command,,Clambake,Chain of Command,Arthur H. Nadel,John Terlesky,1967,1999 2000 2001
tt0091419,crouching_tiger_hidden_dragon,,Little Shop of Horrors,"Crouching Tiger, Hidden Dragon",Frank Oz,Ang Lee,1986,2000 2001 2002
tt0108339,holy_man,,Ticks,Holy Man,Tony Randel,Stephen Herek,1993,1997 1998 1999
tt1965065,the-singles-ward,,Save the Date,The Singles Ward,Michael Mohan,"Will Swenson,Kurt Hale",2012,2001 2002 2003
tt0088206,nightcrawler,,Supergirl,Nightcrawler,Jeannot Szwarc,Dan Gilroy,1984,2013 2014 2015
tt1605630,gone_with_the_wind,,American Reunion,Gone With the Wind,"Jon Hurwitz,Hayden Schlossberg","Victor Fleming,George Cukor,Sam Wood",2012,1938 1939 1940
tt0791304,asylum_2013,,Georgia Rule,Asylum,Garry Marshall,Todor Chapkanov,2007,2014 2015 2016
tt1220888,the_queen_of_versailles,,Henry's Crime,The Queen of Versailles,Malcolm Venville,Lauren Greenfield,2010,2011 2012 2013
tt1430132,1093551-best_man,,The Wolverine,The Best Man,James Mangold,Malcolm D. Lee,2013,1998 1999 2000
tt0071746,snow_girl_and_the_dark_crystal,,Lenny,Snow Girl and the Dark Crystal,Bob Fosse,"Tian Yu Zhao,Peter Pau,Zhao Tianyu",1974,2014 2015 2016
tt0370263,jesus_camp,,AVP: Alien vs. Predator,Jesus Camp,Paul W.S. Anderson,"Heidi Ewing,Rachel Grady,Mike Papantonio",2004,2005 2006 2007
tt0119270,jungle_2_jungle,,Heaven Before I Die,Jungle 2 Jungle,Izidore K. Musallam,John Pasquin,1997,1996 1997 1998
tt1666186,who_the_f_is_pete_doherty,,Vampires Suck,Who the F. Is Pete Doherty,"Jason Friedberg,Aaron Seltzer",Roger Pomphrey,2010,2004 2005 2006
tt1568346,the-devil-max-devlin,,The Girl with the Dragon Tattoo,The Devil & Max Devlin,David Fincher,Steven Hilliard Stern,2011,1980 1981 1982
tt1273678,dads-army,,The Spy Next Door,Dad's Army,Brian Levant,Oliver Parker,2010,2015 2016 2017
tt1347280,bronx_tale,,Pendragon: Sword of His Father,A Bronx Tale,Chad Burns,Robert De Niro,2008,1992 1993 1994
tt0455507,1055833-angels_in_the_outfield,,The God Who Wasn't There,Angels in the Outfield,Brian Flemming,William Dear,2005,1993 1994 1995
tt0053593,ciao_manhattan,,The Amazing Transparent Man,Ciao! Manhattan,Edgar G. Ulmer,"Allen Ginsberg,Baby Jane Holzer,Bhavananda,Brigid Berlin,Edie Sedgwick,Isabel Jewell,John Palmer (II),John Palmer,Pat Hartley,David Weisman,Paul America,Roger Vadim,Viva,Wesley Hayes",1960,1971 1972 1973
tt0027414,breaking_and_entering_2011,,California Mail,Breaking and Entering,Noel M. Smith,Benjamin Fingerhut,1936,2010 2011 2012
tt0150216,the_reflektor_tapes,,Cradle Will Rock,The Reflektor Tapes,Tim Robbins,Kahlil Joseph,1999,2014 2015 2016
tt0056217,quiet_man,,The Man Who Shot Liberty Valance,The Quiet Man,John Ford,"John Ford,John Ford",1962,1951 1952 1953
tt0268695,10009462-g_force,,The Time Machine,G-Force,Simon Wells,"Hoyt Yeatman,Hoyt Yeatman IV",2002,2008 2009 2010
tt0238924,halloween_5_the_revenge_of_michael_myers,,The Dangerous Lives of Altar Boys,Halloween 5: The Revenge of Michael Myers,Peter Care,Dominique Othenin-Girard,2002,1988 1989 1990
tt0990407,the_sacrament,,The Green Hornet,The Sacrament,Michel Gondry,Ti West,2011,2013 2014 2015
tt0198903,doctor-zhivago-2002,,Perfect Fit,Doctor Zhivago,Donald P. Borchers,Giacomo Campiotti,2001,2001 2002 2003
tt0070290,license_to_drive,,The Last Detail,License to Drive,Hal Ashby,Greg Beeman,1973,1987 1988 1989
tt0068473,the_reflecting_skin,,Deliverance,The Reflecting Skin,John Boorman,Philip Ridley,1972,1989 1990 1991
tt0047033,house_of_wax_2005,,Gog,House of Wax,Herbert L. Strock,Jaume Collet-Serra,1954,2004 2005 2006
tt0037691,juarez,,Fallen Angel,Juarez,Otto Preminger,William Dieterle,1945,1938 1939 1940
tt0086058,tango-1993,,The Osterman Weekend,Tango,Sam Peckinpah,Patrice Leconte,1983,1992 1993 1994
tt1260342,by_dawns_early_light_1990,,A Bird in the Bush,By Dawn's Early Light,Michael Fredianelli,Jack Sholder,2008,1989 1990 1991
tt0285685,snitch_2013,,MVP: Most Vertical Primate,Snitch,Robert Vince,Ric Roman Waugh,2001,2012 2013 2014
tt0068897,mike_and_dave_need_wedding_dates,,The Magnificent Seven Ride!,Mike and Dave Need Wedding Dates,George McCowan,Jake Szymanski,1972,2015 2016 2017
tt0081420,silence_of_the_lambs,,Return of the Secaucus Seven,The Silence of the Lambs,John Sayles,Jonathan Demme,1979,1990 1991 1992
tt0076538,dont_think_ive_forgotten_cambodias_lost_rock_and_roll_2014,,Pete's Dragon,Don't Think I've Forgotten: Cambodia's Lost Rock And Roll,Don Chaffey,John Pirozzi,1977,2014 2015 2016
tt1438254,balada_triste_de_trompeta,,Charlie St. Cloud,The Last Circus,Burr Steers,Álex de la Iglesia,2010,2010 2011 2012
tt2382298,1020389-stunts,,Life Itself,Stunts,Steve James,Mark L. Lester,2014,1976 1977 1978
tt0435651,wraith,,The Giver,The Wraith,Phillip Noyce,Mike Marvin,2014,1985 1986 1987
tt2014346,1190574-gabriel,,Somebody Up There Likes Me,Gabriel,Bob Byington,Shane Abbess,2012,2006 2007 2008
tt0414982,10008510-bordertown,,Final Destination 3,Bordertown,James Wong,Gregory Nava,2006,2007 2008 2009
tt0058230,1141099-hostage,,The Incredible Mr. Limpet,Hostage,Arthur Lubin,Florent Emilio Siri,1964,2004 2005 2006
tt2080374,call_me_king,,Steve Jobs,Call Me King,Danny Boyle,R.L. Scott,2015,2014 2015 2016
tt3993894,1017237-razors_edge,,Queen of Earth,The Razor's Edge,Alex Ross Perry,Edmund Goulding,2015,1945 1946 1947
tt0017567,this_is_spinal_tap,,The Winning of Barbara Worth,This Is Spinal Tap,Henry King,Rob Reiner,1926,1983 1984 1985
tt0118842,assault_on_precinct_13,,Chasing Amy,Assault on Precinct 13,Kevin Smith,Jean-François Richet,1997,2004 2005 2006
tt0443453,treasure_of_the_sierra_madre,,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,The Treasure of the Sierra Madre,Larry Charles,John Huston,2006,1947 1948 1949
tt0087747,the_getaway,,Moscow on the Hudson,The Getaway,Paul Mazursky,Ellen Novack,1984,2009 2010 2011
tt3851142,eyes_wide_shut,,The Missing Girl,Eyes Wide Shut,A.D. Calvo,Stanley Kubrick,2015,1998 1999 2000
tt0368578,spare-parts-rezervni-deli,,Are We There Yet?,Spare Parts (Rezervni Deli),Brian Levant,Damjan Kozole,2005,2002 2003 2004
tt1014759,year_one,,Alice in Wonderland,Year One,Tim Burton,Harold Ramis,2010,2008 2009 2010
tt0088847,the_conjuring,,The Breakfast Club,The Conjuring,John Hughes,James Wan,1985,2012 2013 2014
tt0040506,quigley_2003,,Key Largo,Quigley,John Huston,William Byron Hillman,1948,2004 2005 2006
tt1321861,ceremony_2010,,Carjacked,Ceremony,John Bonito,Max Winkler,2011,2010 2011 2012
tt1261900,edge_of_darkness,,Lovecraft: Fear of the Unknown,Edge of Darkness,Frank H. Woodward,Martin Campbell,2008,2009 2010 2011
tt1433108,behind_enemy_lines,,Faster,Behind Enemy Lines,George Tillman Jr.,Mark Griffiths,2010,1997 1998 1999
tt0103957,phantoms,,Children of the Night,Phantoms,Tony Randel,Joe Chappelle,1991,1997 1998 1999
tt2417650,schlock,,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,Schlock,Craig Moss,John Landis,2013,1972 1973 1974
tt3332064,hereafter,,Pan,Hereafter,Joe Wright,Clint Eastwood,2015,2009 2010 2011
tt0040849,hidalgo_la_historia_jamas_contada_2010,,The Sun Comes Up,Hidalgo: La Historia Jamás Contada,Richard Thorpe,Antonio Serrano,1949,2009 2010 2011
tt0040679,suicide_squad_2016,,The Paleface,Suicide Squad,Norman Z. McLeod,David Ayer,1948,2015 2016 2017
tt0033388,the_last_exorcism_part_ii_2013,,The Big Store,The Last Exorcism Part II,Charles Reisner,Ed Gass-Donnelly,1941,2012 2013 2014
tt0475394,jupiter_ascending_2014,,Smokin' Aces,Jupiter Ascending,Joe Carnahan,"Lana Wachowski,Andy Wachowski",2006,2014 2015 2016
tt0079834,illicit_behavior,,Rust Never Sleeps,Illicit Behavior,Neil Young,Worth Keeter,1979,1990 1991 1992
tt0338337,tcm_presents_singin_in_the_rain_60th_anniversary_event_encore,,Paycheck,Tcm Presents Singin' In The Rain 60th Anniversary Event Encore,John Woo,"Stanley Donen,Gene Kelley",2003,2011 2012 2013
tt0072750,seaside_swingers,,Bug,Every Day's a Holiday (Seaside Swingers) (The Adventures of Tim),Jeannot Szwarc,James Hill,1975,1964 1965 1966
tt1082601,northern_limit_line,,Fighting,Northern Limit Line,Dito Montiel,Kim Hak-soon,2009,2014 2015 2016
tt0026121,the_apple_1999,,Black Fury,The Apple,Michael Curtiz,"Samira Makhmalbaf,Samira Makmalbaf",1935,1998 1999 2000
tt0278504,1200661-informant,,Insomnia,The Informant!,Christopher Nolan,Steven Soderbergh,2002,2008 2009 2010
tt0071604,crazy_love_2007,,Hearts and Minds,Crazy Love,Peter Davis,"Dan Klores,Fisher Stevens",1974,2006 2007 2008
tt1068641,swan_princess,,The Burning Plain,The Swan Princess,Guillermo Arriaga,Richard Rich,2008,1993 1994 1995
tt1711456,entre_les_bras,,Angel Dog,Step Up To The Plate,Robin Nations,Paul Lacoste,2011,2011 2012 2013
tt0041650,1205971-camille,,Mighty Joe Young,Camille,Ernest B. Schoedsack,Gregory Mackenzie,1949,2008 2009 2010
tt1498878,tell-me-no-lies-2007,,The Whisperer in Darkness,Tell Me No Lies (Witness To Murder),Sean Branney,Michael Scott,2011,2006 2007 2008
tt0782079,rango_1931,,Rising Son: The Legend of Skateboarder Christian Hosoi,Rango,Cesario Montaño,Ernest B. Schoedsack,2006,1930 1931 1932
tt0087910,1029101-painted_veil,,The Philadelphia Experiment,The Painted Veil,Stewart Raffill,Richard Boleslawski,1984,1933 1934 1935
tt0396652,henry_gambles_birthday_party,,Ice Princess,Henry Gamble's Birthday Party,Tim Fywell,Stephen Cone,2005,2014 2015 2016
tt0110478,harry_potter_and_the_order_of_the_phoenix_the_imax_experience,,Maverick,Harry Potter And The Order Of The Phoenix: The IMAX Experience,Richard Donner,David Yates,1994,2006 2007 2008
tt0332047,10009083-land_of_the_lost,,Fever Pitch,Land of the Lost,"Bobby Farrelly,Peter Farrelly",Brad Silberling,2005,2008 2009 2010
