ID_A,ID_B,Flag,Name_A,Name_B,Director_A,Director_B,Year_A,Year_B
tt0084675,shoot_the_moon,,Shoot the Moon,Shoot the Moon,Alan Parker,Alan Parker,1982,1981 1982 1983
tt0109450,cobb,,Cobb,Cobb,Ron Shelton,Ron Shelton,1994,1993 1994 1995
tt1498569,restless_2010,,Restless,Restless,Gus Van Sant,Gus Van Sant,2011,2010 2011 2012
tt0952640,1184827-alvin_and_the_chipmunks,,Alvin and the Chipmunks,Alvin and the Chipmunks,Tim Hill,Tim Hill,2007,2006 2007 2008
tt0094947,1005199-dangerous_liaisons,,Dangerous Liaisons,Dangerous Liaisons,Stephen Frears,Stephen Frears,1988,1987 1988 1989
tt0372334,house_of_d,,House of D,House of D,David Duchovny,David Duchovny,2004,2003 2004 2005
tt0073195,jaws,,Jaws,Jaws,Steven Spielberg,Steven Spielberg,1975,1974 1975 1976
tt0098375,spontaneous_combustion,,Spontaneous Combustion,Spontaneous Combustion,Tobe Hooper,Tobe Hooper,1990,1989 1990 1991
tt1638362,untitled_eliot_spitzer_project,,Client 9: The Rise and Fall of Eliot Spitzer,Client 9: The Rise and Fall of Eliot Spitzer,Alex Gibney,Alex Gibney,2010,2009 2010 2011
tt0067128,1076721-get_carter,,Get Carter,Get Carter,Mike Hodges,Mike Hodges,1971,1970 1971 1972
tt0259288,dragonfly,,Dragonfly,Dragonfly,Tom Shadyac,Tom Shadyac,2002,2001 2002 2003
tt0453562,42_2013,,42,42,Brian Helgeland,Brian Helgeland,2013,2012 2013 2014
tt1352824,10011774-chloe,,Chloe,Chloe,Atom Egoyan,Atom Egoyan,2009,2009 2010 2011
tt0174741,hitmans_run,,Hitman's Run,Hitman's Run,Mark L. Lester,Mark L. Lester,1999,1998 1999 2000
tt0278823,hollywood_ending,,Hollywood Ending,Hollywood Ending,Woody Allen,Woody Allen,2002,2001 2002 2003
tt2891174,99_homes,,99 Homes,99 Homes,Ramin Bahrani,Ramin Bahrani,2014,2014 2015 2016
tt0443632,sentinel,,The Sentinel,The Sentinel,Clark Johnson,Clark Johnson,2006,2005 2006 2007
tt1486185,girl_with_the_red_riding_hood,,Red Riding Hood,Red Riding Hood,Catherine Hardwicke,Catherine Hardwicke,2011,2010 2011 2012
tt0455407,1205380-crazies,,The Crazies,The Crazies,Breck Eisner,Breck Eisner,2010,2009 2010 2011
tt0033717,high_sierra,,High Sierra,High Sierra,Raoul Walsh,Raoul Walsh,1941,1940 1941 1942
tt0316654,spiderman_2,,Spider-Man 2,Spider-Man 2,Sam Raimi,Sam Raimi,2004,2003 2004 2005
tt0106489,bronx_tale,,A Bronx Tale,A Bronx Tale,Robert De Niro,Robert De Niro,1993,1992 1993 1994
tt2328745,771354326,,Space Warriors,Space Warriors,Sean McNamara,Sean McNamara,2013,2012 2013 2014
tt0139668,1084928-true_crime,,True Crime,True Crime,Clint Eastwood,Clint Eastwood,1999,1998 1999 2000
tt0383060,zoom_2006,,Zoom,Zoom,Peter Hewitt,Peter Hewitt,2006,2005 2006 2007
tt3233418,spare_parts_2015,,Spare Parts,Spare Parts,Sean McNamara,Sean McNamara,2015,2014 2015 2016
tt0117998,1071167-twister,,Twister,Twister,Jan de Bont,Jan de Bont,1996,1995 1996 1997
tt0192731,urban_legends_final_cut,,Urban Legends: Final Cut,Urban Legends: Final Cut,John Ottman,John Ottman,2000,1999 2000 2001
tt0024786,the-world-changes,,The World Changes,The World Changes,Mervyn LeRoy,Mervyn LeRoy,1933,1932 1933 1934
tt0467110,underdog,,Underdog,Underdog,Frederik Du Chau,Frederik Du Chau,2007,2006 2007 2008
tt0263757,uptown_girls,,Uptown Girls,Uptown Girls,Boaz Yakin,Boaz Yakin,2003,2002 2003 2004
tt1139668,10010150-unborn,,The Unborn,The Unborn,David S. Goyer,David S. Goyer,2009,2008 2009 2010
tt1458169,kidnap_2015,,Kidnap,Kidnap,Luis Prieto,Luis Prieto,2016,2015 2016 2017
tt0099785,home_alone,,Home Alone,Home Alone,Chris Columbus,Chris Columbus,1990,1989 1990 1991
tt0049745,7th_cavalry,,7th Cavalry,7th Cavalry,Joseph H. Lewis,Joseph H. Lewis,1956,1955 1956 1957
tt0402901,cave,,The Cave,The Cave,Bruce Hunt,Bruce Hunt,2005,2004 2005 2006
tt0082031,1001240-arthur,,Arthur,Arthur,Steve Gordon,Steve Gordon,1981,1980 1981 1982
tt0117768,stupids,,The Stupids,The Stupids,John Landis,John Landis,1996,1995 1996 1997
tt0043067,1021964-treasure_island,,Treasure Island,Treasure Island,Byron Haskin,Byron Haskin,1950,1949 1950 1951
tt2872462,mistress_america,,Mistress America,Mistress America,Noah Baumbach,Noah Baumbach,2015,2014 2015 2016
tt0093894,running_man,,The Running Man,The Running Man,Paul Michael Glaser,Paul Michael Glaser,1987,1986 1987 1988
tt0198386,1099659-crew,,The Crew,The Crew,Michael Dinner,Michael Dinner,2000,1999 2000 2001
tt0110442,major_league_2,,Major League II,Major League II,David S. Ward,David S. Ward,1994,1993 1994 1995
tt0091541,money_pit,,The Money Pit,The Money Pit,Richard Benjamin,Richard Benjamin,1986,1985 1986 1987
tt0092214,wildcats,,Wildcats,Wildcats,Michael Ritchie,Michael Ritchie,1986,1985 1986 1987
tt0052225,south_pacific,,South Pacific,South Pacific,Joshua Logan,Joshua Logan,1958,1957 1958 1959
tt0120787,1083171-perfect_murder,,A Perfect Murder,A Perfect Murder,Andrew Davis,Andrew Davis,1998,1997 1998 1999
tt0042327,cheaper_by_the_dozen_2003,,Cheaper by the Dozen,Cheaper by the Dozen,Walter Lang,Walter Lang,1950,2002 2003 2004
tt0057115,great_escape,,The Great Escape,The Great Escape,John Sturges,John Sturges,1963,1962 1963 1964
tt0119517,your_friends_and_neighbors,,Your Friends & Neighbors,Your Friends & Neighbors,Neil LaBute,Neil LaBute,1998,1997 1998 1999
tt0055019,the_intruder_1962,,The Intruder,The Intruder,Roger Corman,Roger Corman,1962,1961 1962 1963
tt0086393,superman_iii,,Superman III,Superman III,Richard Lester,Richard Lester,1983,1982 1983 1984
tt2609912,kevin_hart_let_me_explain,,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,"Leslie Small,Tim Story","Leslie Small,Tim Story",2013,2012 2013 2014
tt0105695,1041911-unforgiven,,Unforgiven,Unforgiven,Clint Eastwood,Clint Eastwood,1992,1991 1992 1993
tt1220198,fourth_kind,,The Fourth Kind,The Fourth Kind,Olatunde Osunsanmi,Olatunde Osunsanmi,2009,2008 2009 2010
tt0032993,road_to_singapore,,Road to Singapore,Road to Singapore,Victor Schertzinger,Victor Schertzinger,1940,1939 1940 1941
tt0033436,buck_privates,,Buck Privates,Buck Privates,Arthur Lubin,Arthur Lubin,1941,1940 1941 1942
tt3569374,midnight_swim,,The Midnight Swim,The Midnight Swim,Sarah Adina Smith,Sarah Adina Smith,2014,2014 2015 2016
tt1321861,carjacked,,Carjacked,Carjacked,John Bonito,John Bonito,2011,2010 2011 2012
tt0112499,big_green,,The Big Green,The Big Green,Holly Goldberg Sloan,Holly Goldberg Sloan,1995,1994 1995 1996
tt3212392,actress_2014,,Actress,Actress,Robert Greene,Robert Greene,2014,2013 2014 2015
tt0086879,amadeus,,Amadeus,Amadeus,Milos Forman,Milos Forman,1984,1983 1984 1985
tt0095953,rain_man,,Rain Man,Rain Man,Barry Levinson,Barry Levinson,1988,1987 1988 1989
tt0247425,in_the_bedroom,,In the Bedroom,In the Bedroom,Todd Field,Todd Field,2001,2000 2001 2002
tt0087262,firestarter,,Firestarter,Firestarter,Mark L. Lester,Mark L. Lester,1984,1983 1984 1985
tt1415283,nanny_mcphee_returns,,Nanny McPhee Returns,Nanny McPhee Returns,Susanna White,Susanna White,2010,2009 2010 2011
tt0052561,anatomy-of-a-murder,,Anatomy of a Murder,Anatomy of a Murder,Otto Preminger,Otto Preminger,1959,1958 1959 1960
tt0055633,young_savages,,The Young Savages,The Young Savages,John Frankenheimer,John Frankenheimer,1961,1960 1961 1962
tt1656186,stolen_2012,,Stolen,Stolen,Simon West,Simon West,2012,2011 2012 2013
tt0112715,congo,,Congo,Congo,Frank Marshall,Frank Marshall,1995,1994 1995 1996
tt0398286,tangled,,Tangled,Tangled,"Nathan Greno,Byron Howard","Nathan Greno,Byron Howard",2010,2009 2010 2011
tt0087277,1007657-footloose,,Footloose,Footloose,Herbert Ross,Herbert Ross,1984,1983 1984 1985
tt0118615,anaconda,,Anaconda,Anaconda,Luis Llosa,Luis Llosa,1997,1996 1997 1998
tt0100343,1016079-peacemaker,,Peacemaker,Peacemaker,Kevin Tenney,Kevin Tenney,1990,1989 1990 1991
tt2584018,freedom_2015,,Freedom,Freedom,Peter Cousens,Peter Cousens,2014,2014 2015 2016
tt1568911,war_horse,,War Horse,War Horse,Steven Spielberg,Steven Spielberg,2011,2010 2011 2012
tt1838544,gone_2012,,Gone,Gone,Heitor Dhalia,Heitor Dhalia,2012,2011 2012 2013
tt2203939,the_other_woman_2014,,The Other Woman,The Other Woman,Nick Cassavetes,Nick Cassavetes,2014,2013 2014 2015
tt0829482,superbad,,Superbad,Superbad,Greg Mottola,Greg Mottola,2007,2006 2007 2008
tt0443295,yours_mine_and_ours,,"Yours, Mine & Ours","Yours, Mine & Ours",Raja Gosnell,Raja Gosnell,2005,2004 2005 2006
tt0092632,the-believers,,The Believers,The Believers,John Schlesinger,John Schlesinger,1987,1986 1987 1988
tt0095853,permanent_record,,Permanent Record,Permanent Record,Marisa Silver,Marisa Silver,1988,1987 1988 1989
tt0079367,jerk,,The Jerk,The Jerk,Carl Reiner,Carl Reiner,1979,1978 1979 1980
tt2311428,windsor_drive,,Windsor Drive,Windsor Drive,Natalie Bible',Natalie Bible',2015,2014 2015 2016
tt0117038,1074465-michael,,Michael,Michael,Nora Ephron,Nora Ephron,1996,1995 1996 1997
tt0047203,magnificent_obsession,,Magnificent Obsession,Magnificent Obsession,Douglas Sirk,Douglas Sirk,1954,1953 1954 1955
tt0099710,1028564-guardian,,The Guardian,The Guardian,William Friedkin,William Friedkin,1990,1989 1990 1991
tt0054997,hustler,,The Hustler,The Hustler,Robert Rossen,Robert Rossen,1961,1960 1961 1962
tt1320261,gullivers-travels-2010,,Gulliver's Travels,Gulliver's Travels,Rob Letterman,Rob Letterman,2010,2009 2010 2011
tt0169547,american_beauty,,American Beauty,American Beauty,Sam Mendes,Sam Mendes,1999,1998 1999 2000
tt0448157,hancock,,Hancock,Hancock,Peter Berg,Peter Berg,2008,2007 2008 2009
tt1524575,the_vatican_tapes_2015,,The Vatican Tapes,The Vatican Tapes,Mark Neveldine,Mark Neveldine,2015,2014 2015 2016
tt0111756,1052698-wyatt_earp,,Wyatt Earp,Wyatt Earp,Lawrence Kasdan,Lawrence Kasdan,1994,1993 1994 1995
tt3247714,survivor_2015,,Survivor,Survivor,James McTeigue,James McTeigue,2015,2014 2015 2016
tt1758692,like_crazy,,Like Crazy,Like Crazy,Drake Doremus,Drake Doremus,2011,2010 2011 2012
tt0964517,the-fighter,,The Fighter,The Fighter,David O. Russell,David O. Russell,2010,2009 2010 2011
tt0048254,killers_kiss,,Killer's Kiss,Killer's Kiss,Stanley Kubrick,Stanley Kubrick,1955,1954 1955 1956
tt0038109,1019609-spellbound,,Spellbound,Spellbound,Alfred Hitchcock,Alfred Hitchcock,1945,1944 1945 1946
tt0318974,alamo,,The Alamo,The Alamo,John Lee Hancock,John Lee Hancock,2004,2003 2004 2005
tt1570728,771203531,,"Crazy, Stupid, Love.","Crazy, Stupid, Love.","Glenn Ficarra,John Requa","Glenn Ficarra,John Requa",2011,2010 2011 2012
tt0369339,collateral,,Collateral,Collateral,Michael Mann,Michael Mann,2004,2003 2004 2005
tt0110329,leprechaun_2,,Leprechaun 2,Leprechaun 2,Rodman Flender,Rodman Flender,1994,1993 1994 1995
tt0363473,beyond_the_sea,,Beyond the Sea,Beyond the Sea,Kevin Spacey,Kevin Spacey,2004,2003 2004 2005
tt0021746,1004177-cimarron,,Cimarron,Cimarron,Wesley Ruggles,Wesley Ruggles,1931,1930 1931 1932
tt4178092,the_gift_2015,,The Gift,The Gift,Joel Edgerton,Joel Edgerton,2015,2014 2015 2016
tt1496422,the_paperboy_2012,,The Paperboy,The Paperboy,Lee Daniels,Lee Daniels,2012,2011 2012 2013
tt1366344,the_sitter_2011,,The Sitter,The Sitter,David Gordon Green,David Gordon Green,2011,2010 2011 2012
tt0105323,1042193-scent_of_a_woman,,Scent of a Woman,Scent of a Woman,Martin Brest,Martin Brest,1992,1991 1992 1993
tt2978462,dolphin_tale_2,,Dolphin Tale 2,Dolphin Tale 2,Charles Martin Smith,Charles Martin Smith,2014,2013 2014 2015
tt0409847,cowboys_and_aliens,,Cowboys & Aliens,Cowboys & Aliens,Jon Favreau,Jon Favreau,2011,2010 2011 2012
tt0119094,faceoff,,Face/Off,Face/Off,John Woo,John Woo,1997,1996 1997 1998
tt0796366,star_trek_11,,Star Trek,Star Trek,J.J. Abrams,J.J. Abrams,2009,2008 2009 2010
tt2452042,the_peanuts_movie,,The Peanuts Movie,The Peanuts Movie,Steve Martino,Steve Martino,2015,2014 2015 2016
tt0083542,1000702-alone_in_the_dark,,Alone in the Dark,Alone in the Dark,Jack Sholder,Jack Sholder,1982,1981 1982 1983
tt0169324,tick_tock,,Tick Tock,Tick Tock,Kevin Tenney,Kevin Tenney,2000,2000 2001 2002
tt0060522,how_to_steal_a_million,,How to Steal a Million,How to Steal a Million,William Wyler,William Wyler,1966,1965 1966 1967
tt1392170,the_hunger_games,,The Hunger Games,The Hunger Games,Gary Ross,Gary Ross,2012,2011 2012 2013
tt1712573,strapped_2010,,Strapped,Strapped,Joseph Graham,Joseph Graham,2010,2009 2010 2011
tt0317219,cars,,Cars,Cars,"John Lasseter,Joe Ranft","John Lasseter,Joe Ranft",2006,2005 2006 2007
tt0114345,1066120-scarlet_letter,,The Scarlet Letter,The Scarlet Letter,Roland Joffé,Roland Joffé,1995,1994 1995 1996
tt0829459,mighty_heart,,A Mighty Heart,A Mighty Heart,Michael Winterbottom,Michael Winterbottom,2007,2006 2007 2008
tt0080707,exterminator,,The Exterminator,The Exterminator,James Glickenhaus,James Glickenhaus,1980,1979 1980 1981
tt0105719,vagrant,,The Vagrant,The Vagrant,Chris Walas,Chris Walas,1992,1991 1992 1993
tt0038873,1017237-razors_edge,,The Razor's Edge,The Razor's Edge,Edmund Goulding,Edmund Goulding,1946,1945 1946 1947
tt0324216,texas_chainsaw_massacre,,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,Marcus Nispel,Marcus Nispel,2003,2002 2003 2004
tt0084805,tootsie,,Tootsie,Tootsie,Sydney Pollack,Sydney Pollack,1982,1981 1982 1983
tt0838283,1193743-step_brothers,,Step Brothers,Step Brothers,Adam McKay,Adam McKay,2008,2007 2008 2009
tt0083336,wolfen,,Wolfen,Wolfen,Michael Wadleigh,Michael Wadleigh,1981,1980 1981 1982
tt0050610,kronos,,Kronos,Kronos,Kurt Neumann,Kurt Neumann,1957,1957 1958 1959
tt0835034,a_four_letter_word,,A Four Letter Word,A Four Letter Word,Casper Andreas,Casper Andreas,2007,2007 2008 2009
tt3268668,captive_2015,,Captive,Captive,Jerry Jameson,Jerry Jameson,2015,2014 2015 2016
tt1530509,the_human_centipede_ii,,The Human Centipede II (Full Sequence),The Human Centipede II (Full Sequence),Tom Six,Tom Six,2011,2010 2011 2012
tt3622592,paper_towns,,Paper Towns,Paper Towns,Jake Schreier,Jake Schreier,2015,2014 2015 2016
tt0106856,falling_down,,Falling Down,Falling Down,Joel Schumacher,Joel Schumacher,1993,1992 1993 1994
tt0830515,quantum_of_solace,,Quantum of Solace,Quantum of Solace,Marc Forster,Marc Forster,2008,2007 2008 2009
tt0058150,goldfinger,,Goldfinger,Goldfinger,Guy Hamilton,Guy Hamilton,1964,1963 1964 1965
tt1142977,frankenweenie_2012,,Frankenweenie,Frankenweenie,Tim Burton,Tim Burton,2012,2011 2012 2013
tt0050546,invisible_boy,,The Invisible Boy,The Invisible Boy,Herman Hoffman,Herman Hoffman,1957,1956 1957 1958
tt0128445,rushmore,,Rushmore,Rushmore,Wes Anderson,Wes Anderson,1998,1997 1998 1999
tt0164212,1100197-under_suspicion,,Under Suspicion,Under Suspicion,Stephen Hopkins,Stephen Hopkins,2000,1999 2000 2001
tt1182921,ninja,,Ninja,Ninja,Isaac Florentine,Isaac Florentine,2009,2008 2009 2010
tt0082089,1002830-body_heat,,Body Heat,Body Heat,Lawrence Kasdan,Lawrence Kasdan,1981,1980 1981 1982
tt0099371,days_of_thunder,,Days of Thunder,Days of Thunder,Tony Scott,Tony Scott,1990,1989 1990 1991
tt1563738,one_day_2014,,One Day,One Day,Lone Scherfig,Lone Scherfig,2011,2010 2011 2012
tt0251160,john_q,,John Q,John Q,Nick Cassavetes,Nick Cassavetes,2002,2001 2002 2003
tt0105236,reservoir_dogs,,Reservoir Dogs,Reservoir Dogs,Quentin Tarantino,Quentin Tarantino,1992,1991 1992 1993
tt0045897,i_confess,,I Confess,I Confess,Alfred Hitchcock,Alfred Hitchcock,1953,1951 1952 1953
tt1621045,think_like_a_man,,Think Like a Man,Think Like a Man,Tim Story,Tim Story,2012,2011 2012 2013
tt2005185,concrete_blondes_2012,,Concrete Blondes,Concrete Blondes,Nicholas Kalikow,Nicholas Kalikow,2013,2012 2013 2014
tt0092626,1001904-beauty_and_the_beast,,Beauty and the Beast,Beauty and the Beast,Eugene Marner,Eugene Marner,1987,1986 1987 1988
tt0413300,spiderman_3,,Spider-Man 3,Spider-Man 3,Sam Raimi,Sam Raimi,2007,2006 2007 2008
tt0087089,cotton_club,,The Cotton Club,The Cotton Club,Francis Ford Coppola,Francis Ford Coppola,1984,1983 1984 1985
tt0783233,atonement,,Atonement,Atonement,Joe Wright,Joe Wright,2007,2006 2007 2008
tt0045793,1007931-from_here_to_eternity,,From Here to Eternity,From Here to Eternity,Fred Zinnemann,Fred Zinnemann,1953,1952 1953 1954
tt0780567,1190964-imagine_that,,Imagine That,Imagine That,Karey Kirkpatrick,Karey Kirkpatrick,2009,2008 2009 2010
tt0248667,ali,,Ali,Ali,Michael Mann,Michael Mann,2001,2000 2001 2002
tt1185416,when_in_rome,,When in Rome,When in Rome,Mark Steven Johnson,Mark Steven Johnson,2010,2009 2010 2011
tt1599348,safe_house_2012,,Safe House,Safe House,Daniel Espinosa,Daniel Espinosa,2012,2011 2012 2013
tt2058575,as_i_stand,,As I Stand,As I Stand,Carlo Nicoletta,Carlo Nicoletta,2013,2012 2013 2014
tt0083722,1003758-cat_people,,Cat People,Cat People,Paul Schrader,Paul Schrader,1982,1981 1982 1983
tt0102926,silence_of_the_lambs,,The Silence of the Lambs,The Silence of the Lambs,Jonathan Demme,Jonathan Demme,1991,1990 1991 1992
tt0313911,agent_cody_banks,,Agent Cody Banks,Agent Cody Banks,Harald Zwart,Harald Zwart,2003,2002 2003 2004
tt0099329,cry-baby,,Cry-Baby,Cry-Baby,John Waters,John Waters,1990,1989 1990 1991
tt0076538,petes_dragon,,Pete's Dragon,Pete's Dragon,Don Chaffey,Don Chaffey,1977,1976 1977 1978
tt0053318,suddenly_last_summer,,"Suddenly, Last Summer","Suddenly, Last Summer",Joseph L. Mankiewicz,Joseph L. Mankiewicz,1959,1958 1959 1960
tt1041829,10010458-proposal,,The Proposal,The Proposal,Anne Fletcher,Anne Fletcher,2009,2008 2009 2010
tt0848557,diary-of-the-dead2007,,Diary of the Dead,Diary of the Dead,George A. Romero,George A. Romero,2007,2006 2007 2008
tt0116731,juror,,The Juror,The Juror,Brian Gibson,Brian Gibson,1996,1995 1996 1997
tt0167404,sixth_sense,,The Sixth Sense,The Sixth Sense,M. Night Shyamalan,M. Night Shyamalan,1999,1998 1999 2000
tt0218922,original_sin,,Original Sin,Original Sin,Michael Cristofer,Michael Cristofer,2001,2000 2001 2002
tt0283084,tuck_everlasting,,Tuck Everlasting,Tuck Everlasting,Jay Russell,Jay Russell,2002,2001 2002 2003
tt0096320,1022191-twins,,Twins,Twins,Ivan Reitman,Ivan Reitman,1988,1987 1988 1989
tt0021992,1046568-illicit,,Illicit,Illicit,Archie Mayo,Archie Mayo,1931,1930 1931 1932
tt0423294,surfs_up,,Surf's Up,Surf's Up,"Ash Brannon,Chris Buck","Ash Brannon,Chris Buck",2007,2006 2007 2008
tt0024034,42nd_street,,42nd Street,42nd Street,Lloyd Bacon,Lloyd Bacon,1933,1932 1933 1934
tt0106400,1046435-beverly_hillbillies,,The Beverly Hillbillies,The Beverly Hillbillies,Penelope Spheeris,Penelope Spheeris,1993,1992 1993 1994
tt0493393,ashes_and_snow,,Ashes and Snow,Ashes and Snow,Gregory Colbert,Gregory Colbert,2005,2004 2005 2006
tt1711018,vile_2012,,Vile,Vile,Taylor Sheridan,Taylor Sheridan,2011,2011 2012 2013
tt0114069,outbreak,,Outbreak,Outbreak,Wolfgang Petersen,Wolfgang Petersen,1995,1994 1995 1996
tt0164052,hollow_man,,Hollow Man,Hollow Man,Paul Verhoeven,Paul Verhoeven,2000,1999 2000 2001
tt0071675,1010793-its_alive,,It's Alive,It's Alive,Larry Cohen,Larry Cohen,1974,1972 1973 1974
tt0338751,aviator,,The Aviator,The Aviator,Martin Scorsese,Martin Scorsese,2004,2003 2004 2005
tt0332379,school_of_rock,,School of Rock,School of Rock,Richard Linklater,Richard Linklater,2003,2002 2003 2004
tt1001508,hes_just_not_that_into_you,,He's Just Not That Into You,He's Just Not That Into You,Ken Kwapis,Ken Kwapis,2009,2008 2009 2010
tt0096378,vibes,,Vibes,Vibes,Ken Kwapis,Ken Kwapis,1988,1987 1988 1989
tt0054357,1020736-swiss_family_robinson,,Swiss Family Robinson,Swiss Family Robinson,Ken Annakin,Ken Annakin,1960,1959 1960 1961
tt2393805,gabriel_2013,,Gabriel,Gabriel,Lou Howe,Lou Howe,2014,2014 2015 2016
tt2004420,neighbors_2014,,Neighbors,Neighbors,Nicholas Stoller,Nicholas Stoller,2014,2013 2014 2015
tt0085980,my_tutor,,My Tutor,My Tutor,George Bowers,George Bowers,1983,1982 1983 1984
tt1535432,crave_2013,,Crave,Crave,Charles de Lauzirika,Charles de Lauzirika,2012,2012 2013 2014
tt0115759,1069241-broken_arrow,,Broken Arrow,Broken Arrow,John Woo,John Woo,1996,1995 1996 1997
tt0101889,fisher_king,,The Fisher King,The Fisher King,Terry Gilliam,Terry Gilliam,1991,1990 1991 1992
tt0072402,1023513-where_the_red_fern_grows,,Where the Red Fern Grows,Where the Red Fern Grows,Norman Tokar,Norman Tokar,1974,1973 1974 1975
tt0037885,1068445-love_letters,,Love Letters,Love Letters,William Dieterle,William Dieterle,1945,1944 1945 1946
tt2091473,1016837-promised_land,,Promised Land,Promised Land,Gus Van Sant,Gus Van Sant,2012,2012 2013 2014
tt0110367,1058517-little_women,,Little Women,Little Women,Gillian Armstrong,Gillian Armstrong,1994,1993 1994 1995
tt0213149,1108389-pearl_harbor,,Pearl Harbor,Pearl Harbor,Michael Bay,Michael Bay,2001,2000 2001 2002
tt0467200,other_boleyn_girl,,The Other Boleyn Girl,The Other Boleyn Girl,Justin Chadwick,Justin Chadwick,2008,2007 2008 2009
tt0097493,heathers,,Heathers,Heathers,Michael Lehmann,Michael Lehmann,1988,1987 1988 1989
tt0999913,straw-dogs-2011,,Straw Dogs,Straw Dogs,Rod Lurie,Rod Lurie,2011,2010 2011 2012
tt0118760,1081497-boxer,,The Boxer,The Boxer,Jim Sheridan,Jim Sheridan,1997,1996 1997 1998
tt1355683,black_mass_2015,,Black Mass,Black Mass,Scott Cooper,Scott Cooper,2015,2014 2015 2016
tt0050135,april-love,,April Love,April Love,Henry Levin,Henry Levin,1957,1956 1957 1958
tt0078087,1016359-piranha,,Piranha,Piranha,Joe Dante,Joe Dante,1978,1977 1978 1979
tt0315297,twisted,,Twisted,Twisted,Philip Kaufman,Philip Kaufman,2004,2003 2004 2005
tt1515059,family-affair,,Family Affair,Family Affair,Chico Colvard,Chico Colvard,2010,2009 2010 2011
tt0092005,stand_by_me_1986,,Stand by Me,Stand by Me,Rob Reiner,Rob Reiner,1986,1985 1986 1987
tt0089731,one_magic_christmas,,One Magic Christmas,One Magic Christmas,Phillip Borsos,Phillip Borsos,1985,1984 1985 1986
tt0109129,angie,,Angie,Angie,Martha Coolidge,Martha Coolidge,1994,1993 1994 1995
tt2428170,creep_2014,,Creep,Creep,Patrick Brice,Patrick Brice,2014,2014 2015 2016
tt0095904,prison,,Prison,Prison,Renny Harlin,Renny Harlin,1987,1987 1988 1989
tt0065150,1022315-undefeated,,The Undefeated,The Undefeated,Andrew V. McLaglen,Andrew V. McLaglen,1969,1968 1969 1970
tt0090293,warning_sign,,Warning Sign,Warning Sign,Hal Barwood,Hal Barwood,1985,1984 1985 1986
tt0087921,places_in_the_heart,,Places in the Heart,Places in the Heart,Robert Benton,Robert Benton,1984,1983 1984 1985
tt2510434,alien_abduction_2014,,Alien Abduction,Alien Abduction,Matty Beckerman,Matty Beckerman,2014,2013 2014 2015
tt1325723,choose_2010,,Choose,Choose,Marcus Graves,Marcus Graves,2011,2010 2011 2012
tt0116322,1070621-flipper,,Flipper,Flipper,Alan Shapiro,Alan Shapiro,1996,1995 1996 1997
tt0040834,state_of_the_union,,State of the Union,State of the Union,Frank Capra,Frank Capra,1948,1947 1948 1949
tt1391092,marwencol,,Marwencol,Marwencol,Jeff Malmberg,Jeff Malmberg,2010,2009 2010 2011
tt1091751,longshots,,The Longshots,The Longshots,Fred Durst,Fred Durst,2008,2007 2008 2009
tt1650062,super_8,,Super 8,Super 8,J.J. Abrams,J.J. Abrams,2011,2010 2011 2012
tt1142988,ugly_truth,,The Ugly Truth,The Ugly Truth,Robert Luketic,Robert Luketic,2009,2008 2009 2010
tt0091083,from_beyond,,From Beyond,From Beyond,Stuart Gordon,Stuart Gordon,1986,1985 1986 1987
tt1698648,girl_most_likely_2013,,Girl Most Likely,Girl Most Likely,"Shari Springer Berman,Robert Pulcini","Shari Springer Berman,Robert Pulcini",2012,2012 2013 2014
tt0120815,saving_private_ryan,,Saving Private Ryan,Saving Private Ryan,Steven Spielberg,Steven Spielberg,1998,1997 1998 1999
tt0092272,youngblood,,Youngblood,Youngblood,Peter Markle,Peter Markle,1986,1985 1986 1987
tt0116059,dear_god,,Dear God,Dear God,Garry Marshall,Garry Marshall,1996,1995 1996 1997
tt0088979,daryl,,D.A.R.Y.L.,D.A.R.Y.L.,Simon Wincer,Simon Wincer,1985,1984 1985 1986
tt0096101,short_circuit_2,,Short Circuit 2,Short Circuit 2,Kenneth Johnson,Kenneth Johnson,1988,1987 1988 1989
tt0455824,australia,,Australia,Australia,Baz Luhrmann,Baz Luhrmann,2008,2007 2008 2009
tt1085779,10011815-hole,,The Hole,The Hole,Joe Dante,Joe Dante,2009,2011 2012 2013
tt0100802,total_recall,,Total Recall,Total Recall,Paul Verhoeven,Paul Verhoeven,1990,1989 1990 1991
tt0204175,boys_and_girls,,Boys and Girls,Boys and Girls,Robert Iscove,Robert Iscove,2000,1999 2000 2001
tt0118929,dark_city,,Dark City,Dark City,Alex Proyas,Alex Proyas,1998,1997 1998 1999
tt0058385,my_fair_lady,,My Fair Lady,My Fair Lady,George Cukor,George Cukor,1964,2014 2015 2016
tt0110167,1054344-it_could_happen_to_you,,It Could Happen to You,It Could Happen to You,Andrew Bergman,Andrew Bergman,1994,1993 1994 1995
tt0068240,avanti,,Avanti!,Avanti!,Billy Wilder,Billy Wilder,1972,1971 1972 1973
tt0328538,thirteen,,Thirteen,Thirteen,Catherine Hardwicke,Catherine Hardwicke,2003,2002 2003 2004
tt0368975,sleepover,,Sleepover,Sleepover,Joe Nussbaum,Joe Nussbaum,2004,2003 2004 2005
