ID,Name,Director,Creator,Duration,Rating,Year,Release_Date,Genre
tt0091635,Nine 1/2 Weeks,Adrian Lyne,"Sarah Kernochan,Zalman King",117 min,5.9,1986,21 February 1986 (USA),"Drama,Romance"
tt0120890,Wild Things,John McNaughton,Stephen Peters,108 min,6.5,1998,20 March 1998 (USA),"Crime,Drama,Mystery"
tt0430912,Basic Instinct 2,Michael Caton-Jones,"Leora Barish,Henry Bean",114 min,4.2,2006,31 March 2006 (USA),"Drama,Mystery,Thriller"
tt0108162,Sliver,Phillip Noyce,"Ira Levin,Joe Eszterhas",107 min,4.9,1993,21 May 1993 (USA),Thriller
tt0092513,Adventures in Babysitting,Chris Columbus,David Simkins,102 min,6.8,1987,1 July 1987 (USA),"Action,Adventure,Comedy"
tt0117765,Striptease,Andrew Bergman,"Carl Hiaasen,Andrew Bergman",115 min,4.3,1996,28 June 1996 (USA),"Comedy,Crime,Drama"
tt0892255,Che: Part One,Steven Soderbergh,"Peter Buchman,Ernesto 'Che' Guevara",134 min,7.2,2008,24 January 2009 (USA),"Biography,Drama,History"
tt0315733,21 Grams,Alejandro González Iñárritu,Guillermo Arriaga,124 min,7.7,2003,16 January 2004 (USA),"Crime,Drama,Thriller"
tt0449467,Babel,Alejandro González Iñárritu,"Guillermo Arriaga,Guillermo Arriaga",143 min,7.5,2006,10 November 2006 (USA),Drama
tt0139654,Training Day,Antoine Fuqua,David Ayer,122 min,7.7,2001,5 October 2001 (USA),"Crime,Drama,Thriller"
tt0307901,25th Hour,Spike Lee,"David Benioff,David Benioff",135 min,7.7,2002,10 January 2003 (USA),"Crime,Drama"
tt0049470,The Man Who Knew Too Much,Alfred Hitchcock,"John Michael Hayes,Charles Bennett",120 min,7.5,1956,1 June 1956 (USA),Thriller
tt1337137,South of the Border,Oliver Stone,"Mark Weisbrot,Tariq Ali",78 min,7.1,2009,3 June 2010 (Argentina),Documentary
tt0082497,The Hand,Oliver Stone,"Marc Brandel,Oliver Stone",104 min,5.4,1981,24 April 1981 (USA),"Drama,Horror,Thriller"
tt0091886,Salvador,Oliver Stone,"Oliver Stone,Rick Boyle",122 min,7.5,1986,23 April 1986 (USA),"Drama,History,Thriller"
tt0342213,Comandante,Oliver Stone,Oliver Stone,99 min,7.0,2003,6 June 2003 (Spain),Documentary
tt0072136,Seizure,Oliver Stone,"Edward Mann,Oliver Stone",94 min,4.7,1974,1974 (USA),Horror
tt0120399,U Turn,Oliver Stone,"John Ridley,John Ridley",125 min,6.8,1997,3 October 1997 (USA),"Crime,Drama,Thriller"
tt0870111,Frost/Nixon,Ron Howard,"Peter Morgan,Peter Morgan",122 min,7.7,2008,23 January 2009 (USA),"Drama,History"
tt0305206,American Splendor,"Shari Springer Berman,Robert Pulcini","Harvey Pekar,Joyce Brabner",101 min,7.5,2003,12 September 2003 (USA),"Biography,Comedy,Drama"
tt0112346,The American President,Rob Reiner,Aaron Sorkin,114 min,6.8,1995,17 November 1995 (USA),"Comedy,Drama,Romance"
tt0116922,Lost Highway,David Lynch,"David Lynch,Barry Gifford",134 min,7.7,1997,21 February 1997 (USA),"Drama,Mystery,Thriller"
tt0074486,Eraserhead,David Lynch,David Lynch,89 min,7.4,1977,31 December 1978 (Poland),"Fantasy,Horror,Sci-Fi"
tt0090863,The Color of Money,Martin Scorsese,"Walter Tevis,Richard Price",119 min,7.0,1986,17 October 1986 (USA),"Drama,Sport"
tt0104257,A Few Good Men,Rob Reiner,"Aaron Sorkin,Aaron Sorkin",138 min,7.6,1992,11 December 1992 (USA),"Drama,Thriller"
tt0095953,Rain Man,Barry Levinson,"Barry Morrow,Ronald Bass",133 min,8.0,1988,16 December 1988 (USA),Drama
tt0099371,Days of Thunder,Tony Scott,"Robert Towne,Tom Cruise",107 min,5.9,1990,27 June 1990 (USA),"Action,Drama,Sport"
tt0086200,Risky Business,Paul Brickman,Paul Brickman,99 min,6.8,1983,5 August 1983 (USA),"Comedy,Crime,Drama"
tt0083169,Taps,Harold Becker,"Darryl Ponicsan,Robert Mark Kamen",126 min,6.7,1981,25 December 1981 (USA),Drama
tt0094889,Cocktail,Roger Donaldson,Heywood Gould,104 min,5.8,1988,29 July 1988 (USA),"Comedy,Drama,Romance"
tt0106918,The Firm,Sydney Pollack,"John Grisham,David Rabe",154 min,6.8,1993,30 June 1993 (USA),"Drama,Mystery,Thriller"
tt0116695,Jerry Maguire,Cameron Crowe,Cameron Crowe,139 min,7.3,1996,13 December 1996 (USA),"Comedy,Drama,Romance"
tt0443274,Vantage Point,Pete Travis,Barry L. Levy,90 min,6.6,2008,22 February 2008 (USA),"Action,Crime,Drama"
tt0408790,Flightplan,Robert Schwentke,"Peter A. Dowling,Billy Ray",98 min,6.2,2005,23 September 2005 (USA),"Action,Drama,Mystery"
tt0450232,16 Blocks,Richard Donner,Richard Wenk,105 min,6.6,2006,3 March 2006 (USA),"Action,Crime,Drama"
tt0425210,Lucky Number Slevin,Paul McGuigan,Jason Smilovic,110 min,7.8,2006,7 April 2006 (USA),"Crime,Drama,Mystery"
tt0780536,In Bruges,Martin McDonagh,Martin McDonagh,107 min,8.0,2008,29 February 2008 (USA),"Comedy,Crime,Drama"
tt0068805,The King of Marvin Gardens,Bob Rafelson,"Jacob Brackman,Bob Rafelson",103 min,6.6,1972,12 October 1972 (USA),Drama
tt0295701,xXx,Rob Cohen,Rich Wilkes,124 min,5.8,2002,9 August 2002 (USA),"Action,Adventure,Thriller"
tt0329774,xXx: State of the Union,Lee Tamahori,"Rich Wilkes,Simon Kinberg",101 min,4.3,2005,29 April 2005 (USA),"Action,Adventure,Crime"
tt1152828,I Think We're Alone Now,Sean Donnelly,,70 min,6.8,2008,20 January 2008 (USA),Documentary
tt3116300,At the Video Store,James Westby,James Westby,,,2015,2015 (USA),Documentary
tt0281724,Cinemania,"Angela Christlieb,Stephen Kijak",,83 min,7.1,2002,10 April 2003 (Germany),Documentary
tt0493459,This Film Is Not Yet Rated,Kirby Dick,"Kirby Dick,Eddie Schmidt",98 min,7.5,2006,1 September 2006 (UK),Documentary
tt1007026,Cleanflix,"Andrew James,Joshua Ligairi","Andrew James,Joshua Ligairi",92 min,6.8,2009,16 February 2010 (USA),"Documentary,Crime,History"
tt0460829,Inland Empire,David Lynch,David Lynch,180 min,7.0,2006,7 February 2007 (France),"Drama,Mystery,Thriller"
tt0906319,The Auteur,James Westby,James Westby,80 min,5.8,2008,25 April 2008 (USA),Comedy
tt1376233,Rid of Me,James Westby,James Westby,90 min,6.5,2011,18 November 2011 (USA),Comedy
tt1225822,Extract,Mike Judge,Mike Judge,92 min,6.2,2009,4 September 2009 (USA),"Comedy,Crime,Romance"
tt0284850,The Anarchist Cookbook,Jordan Susman,Jordan Susman,101 min,5.1,2002,1 June 2002 (USA),"Comedy,Drama,Romance"
tt0195317,Subculture,James Westby,James Westby,73 min,,1993,,
tt0073312,Love and Death,Woody Allen,Woody Allen,85 min,7.8,1975,10 September 1975 (France),"Comedy,War"
tt0173840,Final Fantasy: The Spirits Within,"Hironobu Sakaguchi,Motonori Sakakibara","Hironobu Sakaguchi,Al Reinert",106 min,6.4,2001,11 July 2001 (USA),"Animation,Action,Adventure"
tt1333667,The Doors: When You're Strange,Tom DiCillo,Tom DiCillo,86 min,7.7,2009,12 May 2010 (USA),"Documentary,Music"
tt0166896,The Straight Story,David Lynch,"John Roach,Mary Sweeney",112 min,8.0,1999,3 November 1999 (France),"Biography,Drama"
tt0100935,Wild at Heart,David Lynch,"Barry Gifford,David Lynch",125 min,7.3,1990,17 August 1990 (USA),"Comedy,Crime,Thriller"
tt0116136,DragonHeart,Rob Cohen,"Patrick Read Johnson,Charles Edward Pogue",103 min,6.4,1996,31 May 1996 (USA),"Action,Adventure,Drama"
tt0955308,Robin Hood,Ridley Scott,"Brian Helgeland,Brian Helgeland",140 min,6.7,2010,14 May 2010 (USA),"Action,Adventure,Drama"
tt0137494,Entrapment,Jon Amiel,"Ronald Bass,Michael Hertzberg",113 min,6.2,1999,30 April 1999 (USA),"Action,Crime,Romance"
tt0113071,First Knight,Jerry Zucker,"Lorne Cameron,David Hoselton",134 min,5.9,1995,7 July 1995 (USA),"Action,Adventure,Romance"
tt0117918,Tin Cup,Ron Shelton,"John Norville,Ron Shelton",135 min,6.3,1996,16 August 1996 (USA),"Comedy,Drama,Romance"
tt0111756,Wyatt Earp,Lawrence Kasdan,"Dan Gordon,Lawrence Kasdan",191 min,6.6,1994,24 June 1994 (USA),"Action,Adventure,Biography"
tt0119925,The Postman,Kevin Costner,"David Brin,Eric Roth",177 min,5.9,1997,25 December 1997 (USA),"Action,Adventure,Drama"
tt0084335,Missing,Costa-Gavras,"Costa-Gavras,Donald Stewart",122 min,7.8,1982,12 March 1982 (USA),"Drama,History,Mystery"
tt0884328,The Mist,Frank Darabont,"Frank Darabont,Stephen King",126 min,7.2,2007,21 November 2007 (USA),"Horror,Sci-Fi,Thriller"
tt0074285,Carrie,Brian De Palma,"Stephen King,Lawrence D. Cohen",98 min,7.4,1976,3 November 1976 (USA),Horror
tt1320244,The Last Exorcism,Daniel Stamm,"Huck Botko,Andrew Gurland",87 min,5.6,2010,27 August 2010 (USA),"Drama,Horror,Thriller"
tt0098084,Pet Sematary,Mary Lambert,"Stephen King,Stephen King",103 min,6.6,1989,21 April 1989 (USA),Horror
tt0109642,Dolores Claiborne,Taylor Hackford,"Stephen King,Tony Gilroy",132 min,7.4,1995,24 March 1995 (USA),"Crime,Drama,Mystery"
tt0114594,Swimming with Sharks,George Huang,George Huang,101 min,7.1,1994,21 April 1995 (USA),"Comedy,Crime"
tt0085333,Christine,John Carpenter,"Stephen King,Bill Phillips",110 min,6.6,1983,9 December 1983 (USA),"Action,Drama,Horror"
tt0028333,Swing Time,George Stevens,"Howard Lindsay,Allan Scott",103 min,7.7,1936,12 October 1936 (Brazil),"Comedy,Musical,Romance"
tt0182295,Love's Labour's Lost,Kenneth Branagh,"William Shakespeare,Kenneth Branagh",93 min,6.1,2000,31 March 2000 (UK),"Romance,Comedy,Musical"
tt0024028,Footlight Parade,Lloyd Bacon,"Manuel Seff,James Seymour",104 min,7.8,1933,21 October 1933 (USA),"Comedy,Musical,Romance"
tt0112851,Desperado,Robert Rodriguez,Robert Rodriguez,104 min,7.2,1995,25 August 1995 (USA),"Action,Crime,Thriller"
tt1077258,Planet Terror,Robert Rodriguez,Robert Rodriguez,105 min,7.2,2007,21 June 2007 (Israel),"Action,Comedy,Horror"
tt0034167,Sergeant York,Howard Hawks,"Abem Finkel,Harry Chandlee",134 min,7.8,1941,27 September 1941 (USA),"Biography,Drama,History"
tt0113101,Four Rooms,"Allison Anders,Alexandre Rockwell","Allison Anders,Alexandre Rockwell",98 min,6.7,1995,25 December 1995 (USA),"Comedy,Crime"
tt0462322,Grindhouse,"Robert Rodriguez,Eli Roth","Robert Rodriguez,Rob Zombie",191 min,7.7,2007,6 April 2007 (USA),"Action,Horror,Thriller"
tt0985694,Machete,"Ethan Maniquis,Robert Rodriguez","Robert Rodriguez,Álvaro Rodríguez",105 min,6.7,2010,3 September 2010 (USA),"Action,Crime,Thriller"
tt0116367,From Dusk Till Dawn,Robert Rodriguez,"Robert Kurtzman,Quentin Tarantino",108 min,7.3,1996,19 January 1996 (USA),"Action,Crime,Horror"
tt0119396,Jackie Brown,Quentin Tarantino,"Quentin Tarantino,Elmore Leonard",154 min,7.5,1997,25 December 1997 (USA),"Crime,Drama,Thriller"
tt0285823,Once Upon a Time in Mexico,Robert Rodriguez,Robert Rodriguez,102 min,6.4,2003,12 September 2003 (USA),"Action,Thriller"
tt0116209,The English Patient,Anthony Minghella,"Michael Ondaatje,Anthony Minghella",162 min,7.4,1996,6 December 1996 (USA),"Drama,Romance,War"
tt0375679,Crash,Paul Haggis,"Paul Haggis,Paul Haggis",112 min,7.9,2004,6 May 2005 (USA),Drama
tt0233142,3000 Miles to Graceland,Demian Lichtenstein,"Richard Recco,Demian Lichtenstein",125 min,5.9,2001,23 February 2001 (USA),"Action,Comedy,Crime"
tt0107808,A Perfect World,Clint Eastwood,John Lee Hancock,138 min,7.5,1993,24 November 1993 (USA),"Crime,Drama,Thriller"
tt0093640,No Way Out,Roger Donaldson,"Kenneth Fearing,Robert Garland",114 min,7.1,1987,14 August 1987 (USA),"Action,Crime,Drama"
tt0259288,Dragonfly,Tom Shadyac,"Brandon Camp,Mike Thompson",104 min,6.0,2002,22 February 2002 (USA),"Drama,Fantasy,Mystery"
tt0406816,The Guardian,Andrew Davis,Ron L. Brinkerhoff,139 min,6.8,2006,29 September 2006 (USA),"Action,Adventure,Drama"
tt1027862,Swing Vote,Joshua Michael Stern,"Jason Richman,Joshua Michael Stern",120 min,6.1,2008,1 August 2008 (USA),"Comedy,Drama"
tt0316356,Open Range,Kevin Costner,"Lauran Paine,Craig Storper",139 min,7.5,2003,15 August 2003 (USA),"Action,Romance,Western"
tt0126916,For Love of the Game,Sam Raimi,"Michael Shaara,Dana Stevens",137 min,6.5,1999,17 September 1999 (USA),"Drama,Romance,Sport"
tt0099810,The Hunt for Red October,John McTiernan,"Tom Clancy,Larry Ferguson",135 min,7.6,1990,2 March 1990 (USA),"Action,Adventure,Thriller"
tt0093409,Lethal Weapon,Richard Donner,Shane Black,110 min,7.6,1987,6 March 1987 (USA),"Action,Crime,Thriller"
tt0105690,Under Siege,Andrew Davis,J.F. Lawton,103 min,6.4,1992,9 October 1992 (USA),"Action,Thriller"
tt0120873,U.S. Marshals,Stuart Baird,"Roy Huggins,John Pogue",131 min,6.5,1998,6 March 1998 (USA),"Action,Crime,Thriller"
tt0100404,Presumed Innocent,Alan J. Pakula,"Scott Turow,Frank Pierson",127 min,6.9,1990,27 July 1990 (USA),"Crime,Drama,Mystery"
tt0090329,Witness,Peter Weir,"William Kelley,Pamela Wallace",112 min,7.5,1985,8 February 1985 (USA),"Crime,Drama,Romance"
tt0105112,Patriot Games,Phillip Noyce,"Tom Clancy,W. Peter Iliff",117 min,6.9,1992,5 June 1992 (USA),"Action,Crime,Drama"
tt0109444,Clear and Present Danger,Phillip Noyce,"Tom Clancy,Donald Stewart",141 min,6.9,1994,3 August 1994 (USA),"Action,Crime,Drama"
tt0118571,Air Force One,Wolfgang Petersen,Andrew W. Marlowe,124 min,6.4,1997,25 July 1997 (USA),"Action,Adventure,Drama"
tt0122690,Ronin,John Frankenheimer,"J.D. Zeik,J.D. Zeik",122 min,7.3,1998,25 September 1998 (USA),"Action,Adventure,Crime"
tt0101540,Cape Fear,Martin Scorsese,"John D. MacDonald,James R. Webb",128 min,7.3,1991,15 November 1991 (USA),"Crime,Thriller"
tt0257044,Road to Perdition,Sam Mendes,"Max Allan Collins,Richard Piers Rayner",117 min,7.7,2002,12 July 2002 (USA),"Crime,Drama,Thriller"
tt0961108,Fireflies in the Garden,Dennis Lee,"Robert Frost,Dennis Lee",120 min,6.6,2008,17 July 2008 (Greece),Drama
tt0063803,I Call First,Martin Scorsese,"Betzi Manoogian,Martin Scorsese",90 min,6.8,1967,20 January 1978 (Finland),"Drama,Romance"
tt0068309,Boxcar Bertha,Martin Scorsese,"Ben L. Reitman,Joyce Hooper Corrington",88 min,6.1,1972,14 June 1972 (USA),"Crime,Drama,Romance"
tt1591613,Stories USA,"David Brooks,Paul Carafotes","David Brooks,Paul Carafotes",90 min,2.7,2007,2008 (USA),"Comedy,Drama"
tt0475276,United 93,Paul Greengrass,Paul Greengrass,111 min,7.6,2006,28 April 2006 (USA),"Action,Crime,Drama"
tt0245562,Windtalkers,John Woo,"John Rice,Joe Batteer",134 min,6.0,2002,14 June 2002 (USA),"Action,Drama,War"
tt0814022,Bangkok Dangerous,"Oxide Pang Chun,Danny Pang","Jason Richman,Oxide Pang Chun",99 min,5.4,2008,5 September 2008 (USA),"Action,Crime,Thriller"
tt0218967,The Family Man,Brett Ratner,"David Diamond,David Weissman",125 min,6.7,2000,22 December 2000 (USA),"Comedy,Drama,Fantasy"
tt0384680,The Weather Man,Gore Verbinski,Steve Conrad,102 min,6.6,2005,28 October 2005 (USA),"Comedy,Drama"
tt1082601,Fighting,Dito Montiel,"Robert Munic,Dito Montiel",105 min,5.6,2009,24 April 2009 (USA),"Action,Drama,Sport"
tt3112900,Salomé,Al Pacino,Oscar Wilde,81 min,7.2,2013,21 September 2014 (UK),Drama
tt1568343,The Humbling,Barry Levinson,"Buck Henry,Michal Zebede",112 min,5.7,2014,23 January 2015 (South Africa),"Comedy,Drama"
tt1772288,Danny Collins,Dan Fogelman,Dan Fogelman,106 min,7.1,2015,10 April 2015 (USA),"Comedy,Drama,Music"
tt0251127,How to Lose a Guy in 10 Days,Donald Petrie,"Michele Alexander,Jeannie Long",116 min,6.3,2003,7 February 2003 (USA),"Comedy,Romance"
tt0770752,Fool's Gold,Andy Tennant,"John Claflin,Daniel Zelman",112 min,5.6,2008,8 February 2008 (USA),"Action,Adventure,Comedy"
tt0427229,Failure to Launch,Tom Dey,"Tom J. Astle,Matt Ember",97 min,5.6,2006,10 March 2006 (USA),"Comedy,Romance"
tt0120746,The Mask of Zorro,Martin Campbell,"Johnston McCulley,Ted Elliott",136 min,6.7,1998,17 July 1998 (USA),"Action,Adventure,Comedy"
tt1496422,The Paperboy,Lee Daniels,"Peter Dexter,Lee Daniels",107 min,5.8,2012,17 October 2012 (Belgium),"Drama,Thriller"
tt1726669,Killer Joe,William Friedkin,"Tracy Letts,Tracy Letts",102 min,6.7,2011,29 June 2012 (UK),"Crime,Drama,Thriller"
tt0120768,The Negotiator,F. Gary Gray,"James DeMonaco,Kevin Fox",140 min,7.3,1998,29 July 1998 (USA),"Action,Crime,Drama"
tt0790636,Dallas Buyers Club,Jean-Marc Vallée,"Craig Borten,Melisa Wallack",117 min,8.0,2013,22 November 2013 (USA),"Biography,Drama"
tt0488120,Fracture,Gregory Hoblit,"Daniel Pyne,Glenn Gers",113 min,7.2,2007,20 April 2007 (USA),"Crime,Drama,Mystery"
tt1935179,Mud,Jeff Nichols,Jeff Nichols,130 min,7.4,2012,10 May 2013 (USA),Drama
tt0790804,The Comebacks,Tom Brady,"Ed Yeager,Joey Gutierrez",84 min,4.1,2007,19 October 2007 (USA),"Comedy,Sport"
tt0091217,Hoosiers,David Anspaugh,Angelo Pizzo,114 min,7.6,1986,27 February 1987 (USA),"Drama,Sport"
tt2223990,Draft Day,Ivan Reitman,"Scott Rothman,Rajiv Joseph",110 min,6.8,2014,11 April 2014 (USA),"Drama,Sport"
tt1210166,Moneyball,Bennett Miller,"Steven Zaillian,Aaron Sorkin",133 min,7.6,2011,23 September 2011 (USA),"Biography,Drama,Sport"
tt0174856,The Hurricane,Norman Jewison,"Rubin 'Hurricane' Carter,Sam Chaiton",146 min,7.6,1999,14 January 2000 (USA),"Biography,Drama,Sport"
tt0212346,Miss Congeniality,Donald Petrie,"Marc Lawrence,Katie Ford",109 min,6.1,2000,22 December 2000 (USA),"Action,Comedy,Crime"
tt0964517,The Fighter,David O. Russell,"Scott Silver,Paul Tamasy",116 min,7.9,2010,17 December 2010 (USA),"Biography,Drama,Sport"
tt1285016,The Social Network,David Fincher,"Aaron Sorkin,Ben Mezrich",120 min,7.8,2010,1 October 2010 (USA),"Biography,Drama"
tt1041829,The Proposal,Anne Fletcher,Pete Chiarelli,108 min,6.7,2009,19 June 2009 (USA),"Comedy,Drama,Romance"
tt0882977,Snitch,Ric Roman Waugh,"Justin Haythe,Ric Roman Waugh",112 min,6.5,2013,22 February 2013 (USA),"Action,Drama,Thriller"
tt0327850,The Rundown,Peter Berg,"R.J. Stewart,R.J. Stewart",104 min,6.7,2003,26 September 2003 (USA),"Action,Adventure,Comedy"
tt0351977,Walking Tall,Kevin Bray,"Mort Briskin,David Klass",86 min,6.2,2004,2 April 2004 (USA),"Action,Crime"
tt1433108,Faster,George Tillman Jr.,"Tony Gayton,Joe Gayton",98 min,6.5,2010,24 November 2010 (USA),"Action,Crime,Drama"
tt0316465,Radio,Michael Tollin,Mike Rich,109 min,6.9,2003,24 October 2003 (USA),"Biography,Drama,Sport"
tt0087781,The Natural,Barry Levinson,"Bernard Malamud,Roger Towne",138 min,7.6,1984,11 May 1984 (USA),"Drama,Sport"
tt0388980,The Greatest Game Ever Played,Bill Paxton,"Mark Frost,Mark Frost",120 min,7.5,2005,30 September 2005 (USA),"Drama,History,Sport"
tt0186151,Frequency,Gregory Hoblit,Toby Emmerich,118 min,7.3,2000,28 April 2000 (USA),"Crime,Drama,Sci-Fi"
tt0080569,Cruising,William Friedkin,"William Friedkin,Gerald Walker",102 min,6.4,1980,15 February 1980 (USA),"Crime,Drama,Mystery"
tt0067549,The Panic in Needle Park,Jerry Schatzberg,"James Mills,Joan Didion",110 min,7.1,1971,1 June 1971 (France),Drama
tt0064651,"Me, Natalie",Fred Coe,"A. Martin Zweiback,Stanley Shapiro",111 min,7.0,1969,6 February 1970 (Norway),"Comedy,Drama"
tt0023969,Duck Soup,Leo McCarey,"Bert Kalmar,Harry Ruby",68 min,8.0,1933,17 November 1933 (USA),"Comedy,Musical,War"
tt0080678,The Elephant Man,David Lynch,"Christopher De Vore,Eric Bergren",124 min,8.2,1980,10 October 1980 (USA),"Biography,Drama"
tt0100157,Misery,Rob Reiner,"Stephen King,William Goldman",107 min,7.8,1990,30 November 1990 (USA),Thriller
tt0035575,Yankee Doodle Dandy,Michael Curtiz,"Robert Buckner,Edmund Joseph",126 min,7.8,1942,6 June 1942 (USA),"Biography,Drama,Musical"
tt0070379,Mean Streets,Martin Scorsese,"Martin Scorsese,Mardik Martin",112 min,7.4,1973,14 October 1973 (USA),"Crime,Drama"
tt0122933,Analyze This,Harold Ramis,"Kenneth Lonergan,Peter Tolan",103 min,6.7,1999,5 March 1999 (USA),"Comedy,Crime"
tt0117665,Sleepers,Barry Levinson,"Lorenzo Carcaterra,Barry Levinson",147 min,7.5,1996,18 October 1996 (USA),"Crime,Drama,Thriller"
tt0203019,Men of Honor,George Tillman Jr.,Scott Marshall Smith,129 min,7.1,2000,10 November 2000 (USA),"Biography,Drama"
tt0064116,Once Upon a Time in the West,Sergio Leone,"Sergio Donati,Sergio Leone",175 min,8.6,1968,21 December 1968 (Italy),Western
tt0101272,The Addams Family,Barry Sonnenfeld,"Charles Addams,Caroline Thompson",99 min,6.8,1991,22 November 1991 (USA),"Comedy,Fantasy"
tt0071315,Chinatown,Roman Polanski,Robert Towne,130 min,8.3,1974,20 June 1974 (USA),"Crime,Drama,Mystery"
tt0074958,Network,Sidney Lumet,Paddy Chayefsky,121 min,8.1,1976,27 November 1976 (USA),Drama
tt0106220,Addams Family Values,Barry Sonnenfeld,"Charles Addams,Paul Rudnick",94 min,6.6,1993,19 November 1993 (USA),"Comedy,Fantasy"
tt0477348,No Country for Old Men,"Ethan Coen,Joel Coen","Joel Coen,Ethan Coen",122 min,8.1,2007,21 November 2007 (USA),"Crime,Drama,Thriller"
tt0289879,The Butterfly Effect,"Eric Bress,J. Mackye Gruber","J. Mackye Gruber,Eric Bress",113 min,7.7,2004,23 January 2004 (USA),"Sci-Fi,Thriller"
tt1568346,The Girl with the Dragon Tattoo,David Fincher,"Steven Zaillian,Stieg Larsson",158 min,7.8,2011,21 December 2011 (USA),"Crime,Drama,Mystery"
tt0071360,The Conversation,Francis Ford Coppola,Francis Ford Coppola,113 min,7.9,1974,June 1974 (France),"Drama,Mystery,Thriller"
tt0078966,The China Syndrome,James Bridges,"Mike Gray,T.S. Cook",122 min,7.4,1979,16 March 1979 (USA),"Drama,Thriller"
tt0361862,The Machinist,Brad Anderson,Scott Kosar,101 min,7.7,2004,3 December 2004 (USA),"Drama,Thriller"
tt0117381,Primal Fear,Gregory Hoblit,"William Diehl,Steve Shagan",129 min,7.7,1996,3 April 1996 (USA),"Crime,Drama,Mystery"
tt0443543,The Illusionist,Neil Burger,"Neil Burger,Steven Millhauser",110 min,7.6,2006,1 September 2006 (USA),"Drama,Mystery,Romance"
tt0102685,Point Break,Kathryn Bigelow,"Rick King,W. Peter Iliff",122 min,7.2,1991,12 July 1991 (USA),"Action,Crime,Thriller"
tt0120179,Speed 2: Cruise Control,Jan de Bont,"Graham Yost,Jan de Bont",121 min,3.7,1997,13 June 1997 (USA),"Action,Crime,Romance"
tt0091860,River's Edge,Tim Hunter,Neal Jimenez,99 min,7.1,1986,8 May 1987 (USA),"Crime,Drama"
tt0284490,Showtime,Tom Dey,"Jorge Saralegui,Keith Sharon",95 min,5.5,2002,15 March 2002 (USA),"Action,Comedy,Crime"
tt0328832,The Animatrix,"Peter Chung,Andrew R. Jones","Andy Wachowski,Lana Wachowski",102 min,7.4,2003,3 June 2003 (USA),"Animation,Action,Adventure"
tt0410297,The Lake House,Alejandro Agresti,"David Auburn,Eun-Jeong Kim",99 min,6.8,2006,16 June 2006 (USA),"Drama,Fantasy,Romance"
tt1335975,47 Ronin,Carl Rinsch,"Chris Morgan,Hossein Amini",118 min,6.3,2013,25 December 2013 (USA),"Action,Adventure,Drama"
tt0970416,The Day the Earth Stood Still,Scott Derrickson,"David Scarpa,Edmund H. North",104 min,5.5,2008,12 December 2008 (USA),"Drama,Sci-Fi,Thriller"
tt3079380,Spy,Paul Feig,Paul Feig,119 min,7.2,2015,5 June 2015 (USA),"Action,Comedy,Crime"
tt0100822,Tune in Tomorrow...,Jon Amiel,"Mario Vargas Llosa,William Boyd",107 min,6.2,1990,November 1990 (USA),"Comedy,Romance"
tt0230838,Sweet November,Pat O'Connor,"Herman Raucher,Paul Yurick",119 min,6.7,2001,16 February 2001 (USA),"Drama,Romance"
tt0095853,Permanent Record,Marisa Silver,"Jarre Fees,Alice Liddle",91 min,6.3,1988,22 April 1988 (USA),"Drama,Music,Romance"
tt1220888,Henry's Crime,Malcolm Venville,"Sacha Gervasi,David N. White",108 min,6.0,2010,14 January 2011 (UK),"Comedy,Crime,Drama"
tt0175080,Providence,David Mackay,Bruce Miller,,5.6,1991,,
tt0119502,The Last Time I Committed Suicide,Stephen Kay,"Neal Cassady,Stephen Kay",92 min,5.8,1997,20 June 1997 (USA),"Biography,Drama"
tt0160518,Me and Will,"Melissa Behr,Sherrie Rose","Melissa Behr,Sherrie Rose",101 min,5.6,1999,19 October 1999 (USA),Drama
tt0095903,The Prince of Pennsylvania,Ron Nyswaner,Ron Nyswaner,87 min,5.7,1988,October 1988 (USA),"Comedy,Drama"
tt0090887,Critters,Stephen Herek,"Domonic Muir,Domonic Muir",82 min,6.0,1986,11 April 1986 (USA),"Action,Comedy,Horror"
tt0116502,Head Above Water,Jim Wilson,"Eirik Ildahl,Geir Eriksen",92 min,6.0,1996,25 June 1997 (USA),"Comedy,Thriller"
tt0072431,Young Frankenstein,Mel Brooks,"Gene Wilder,Mel Brooks",106 min,8.1,1974,15 December 1974 (USA),Comedy
tt0142342,Big Daddy,Dennis Dugan,"Steve Franks,Steve Franks",93 min,6.4,1999,25 June 1999 (USA),"Comedy,Drama"
tt0120484,The Waterboy,Frank Coraci,"Tim Herlihy,Adam Sandler",90 min,6.1,1998,6 November 1998 (USA),"Comedy,Sport"
tt0305224,Anger Management,Peter Segal,David Dorfman,106 min,6.2,2003,11 April 2003 (USA),Comedy
tt0389860,Click,Frank Coraci,"Steve Koren,Mark O'Keefe",107 min,6.4,2006,23 June 2006 (USA),"Comedy,Drama,Fantasy"
tt1564367,Just Go with It,Dennis Dugan,"Allan Loeb,Timothy Dowling",117 min,6.4,2011,11 February 2011 (USA),"Comedy,Romance"
tt0762107,I Now Pronounce You Chuck & Larry,Dennis Dugan,"Barry Fanaro,Alexander Payne",115 min,6.0,2007,20 July 2007 (USA),"Comedy,Romance"
tt0343660,50 First Dates,Peter Segal,George Wing,99 min,6.8,2004,13 February 2004 (USA),"Comedy,Romance"
