ID,title,authors,cover,pages,publisher,language,ISBN-10,ISBN13,price
B1656,Parallel Robots (Solid Mechanics and Its Applications),"J.P. Merlet,",paperback,356," Springer (November 30, 2001)", English,1402003854,9781402003851,$129.00
B1657,Oracle8i Certified Professional DBA Practice Exams,,paperback,659," McGraw-Hill Companies; Pap/Cdr Su edition (February 26, 2001)", English,72133414,9780072133417,
B1658,Performance Engineering: State of the Art and Current Trends (Lecture Notes in Computer Science),,paperback,349," Springer; 2001 edition (June 15, 2001)", English,3540421459,9783540421450,$109.00
B1659,"Oracle PL/SQL Programming, 4th Edition","Steven Feuerstein,",paperback,1200," O'Reilly Media; Fourth Edition edition (September 1, 2005)", English,596009771,9780596009779,$13.48
B1660,MINERIA DE DATOS. REDES NEURONALES Y ARBOLES DE DECISION. Ejemplos con SAS ENTERPRISE MINER,"Cesar Perez Lopez,",paperback,196," CreateSpace Independent Publishing Platform; Bilingual edition (November 14, 2013)", English,1493768409,9781493768400,
B1661,The Official Introduction to DB2 for z/OS (paperback) (2nd Edition),"Susan Graziano Sloan,",paperback,528," IBM Press; 2 edition (April 5, 2004)", English,768682126,9780768682120,
B1662,Database Solutions: A step by step guide to building databases (2nd Edition),,paperback,552," Addison-Wesley; 2 edition (September 22, 2003)", English,321173503,9780321173508,
B1663,Object-Oriented Introduction to Data Structures Using Eiffel,"Richard Wiener,",paperback,528," Prentice Hall; 1 edition (February 14, 1997)", English,131855883,9780131855885,$85.32
B1664,Oracle9i: SQL (with an Introduction to PL/SQL),,paperback,576," Course Technology (November 19, 2002)", English,619064757,9780619064754,$0.44
B1665,"Joe Celko's Trees and Hierarchies in SQL for Smarties, (The Morgan Kaufmann Series in Data Management Systems)","Joe Celko,",paperback,240," Morgan Kaufmann; 1 edition (May 21, 2004)", English,1558609202,9781558609204,$8.99
B1666,iPhone: The Missing Manual,"David Pogue,",paperback,600," O'Reilly Media; Seventh Edition edition (November 7, 2013)", English,1449362230,9781449362232,$19.80
B1667,"Microsoft Access 2013 Programming by Example with VBA, XML, and ASP (Computer Science)","Julitta Korol,",paperback,800," Mercury Learning & Information; Paperback w/ CD edition (March 27, 2014)", English,1938549805,9781938549809,
B1668,Microsoft SQL Server 2005 Analysis Services,,paperback,864," Sams Publishing; 1 edition (December 25, 2006)", English,672327821,9780672327827,$64.99
B1669,SQL For Microsoft Access (Wordware Applications Library),"Cecelia L. Allison,",paperback,374," Jones & Bartlett Learning; 2 edition (June 20, 2008)", English,1598220608,9781598220605,$28.84
B1670,Generic Programming: Advanced Lectures (Lecture Notes in Computer Science),,paperback,230," Springer; 2003 edition (November 13, 2003)", English,3540201947,9783540201946,
B1671,Expert Performance Indexing in SQL Server,,paperback,363," Apress; 2 edition (October 22, 2015)", English,1484211197,9781484211199,$49.99
B1672,Homomorphic Encryption and Applications (SpringerBriefs in Computer Science),"Xun Yi,Russell Paulet,",paperback,126," Springer; 2014 edition (November 7, 2014)", English,3319122282,9783319122281,
B1673,Introduction to dBase III Plus (Microcomputer applications for business series),"Roy Ageloff,",paperback,232," Course Technology Inc (February 1, 1993)", English, 156527055X,9781565270558,
B1674,Access 2002 For Dummies,"John Kaufeld,",paperback,384," For Dummies; 1 edition (June 15, 2001)", English,764508180,9780764508189,$21.99
B1675,"Dreamweaver CS6 Mobile and Web Development with HTML5, CSS3, and jQuery Mobile","David Karlins,",paperback,268," Packt Publishing (May 22, 2013)", English,1849694745,9781849694742,
B1676,"Installing Apache, PHP and MySQL in Ubuntu 12.10: Everything you need to prepare your Ubuntu PC for web developing",,paperback,34," CreateSpace Independent Publishing Platform; 1 edition (March 22, 2013)", English, 148279246X,9781482792461,
B1677,Professional Microsoft SQL Server Analysis Services 2008 with MDX,"Sivakumar Harinath,",paperback,1056," Wrox; 1 edition (March 16, 2009)", English,470247983,9780470247983,$25.02
B1678,Mastering Phpmyadmin for Effective MySQL Management 2e,"Marc Delisle,",paperback,316," Packt Publishing; 2 edition (October 10, 2006)", English,1847191606,9781847191601,
B1679,Build Your Own Database Driven Website Using PHP and MySQL,"Kevin Yank,",paperback,373," SitePoint; Third Edition edition (October 11, 2004)", English,975240218,9780975240212,$4.34
B1680,Managing Data in Motion: Data Integration Best Practice Techniques and Technologies (The Morgan Kaufmann Series on Business Intelligence),"April Reeve,",paperback,204," Morgan Kaufmann; 1 edition (March 29, 2013)", English,123971675,9780123971678,$43.39
B1681,MCSE Microsoft SQL Server 2000 Database Design and Implementation Readiness Review; Exam 7 (MCSE Readiness Review),"Sharon Bjeletich,",paperback,232," Microsoft Press (May 4, 2001)", English, 073561251X,9780735612518,
B1682,Big Data: Principles and best practices of scalable realtime data systems,"Nathan Marz,",paperback,328," Manning Publications; 1 edition (May 10, 2015)", English,1617290343,9781617290343,$29.58
B1683,Practical Data Mining,,paperback,302," Auerbach Publications; 1 edition (December 19, 2011)", English,1439868360,9781439868362,$99.95
B1684,"Trends in Enterprise Application Architecture: VLDB Workshop, TEAA 2005, Trondheim, Norway, August 28, 2005, Revised Selected Papers (Lecture Notes in ... Applications, incl. Internet/Web, and HCI)","Dirk Draheim,",paperback,150," Springer; 2006 edition (May 22, 2006)", English,3540327347,9783540327349,
B1685,Hands-On Programming with R: Write Your Own Functions and Simulations,"Garrett Grolemund,",paperback,230," O'Reilly Media (August 2, 2014)", English,1449359019,9781449359010,$37.72
B1686,Logical and Relational Learning (Cognitive Technologies),,paperback,387," Springer; Softcover reprint of hardcover 1st ed. 2008 edition (November 23, 2010)", English,3642057489,9783642057489,
B1687,dBase IV for Business Students: An Active-learning Approach (Promo active learning),,paperback,192, Letts Educational (August 1992), English,1873981163,9781873981160,
B1688,Microsoft Office 2000 Professional at a Glance (At a Glance (Microsoft)),,paperback,352," Microsoft Press (May 7, 1999)", English,1572319372,9781572319370,
B1689,Mastering Microsoft Access for Windows 95,"Alan Simpson,",paperback,1171, Sybex Inc; 3rd edition (December 1995), English,782117643,9780782117646,
B1690,"New Perspectives on Microsoft Office Access 2003 with VBA, Advanced","Anthony S. Briggs,",paperback,542," Cengage Learning; 1 edition (August 18, 2004)", English, 061920673X,9780619206734,$4.01
B1691,Access 97-2000: Development Outside BVA with CDR (Wordware Database Library),"Devendra Saksena,",paperback,491," Wordware Publishing, Inc. (May 25, 2001)", English,1556228228,9781556228223,
B1692,Database Principles and Design,,paperback,544," Cengage Learning EMEA; 3 edition (April 16, 2008)", English,1844805409,9781844805402,$90.27
B1693,MongoDB in Action,"Kyle Banker,",paperback,312," Manning Publications; 1 edition (December 19, 2011)", English,1935182870,9781935182870,$27.73
B1694,Oracle 12c: SQL,,paperback,604," Course Technology; 3 edition (September 11, 2015)", English,1305251032,9781305251038,$136.40
B1695,Oracle WebDB Bible,"Rick Greenwald,James Milbery,",paperback,787," Wiley (October 25, 1999)", English,764533266,9780764533266,$0.65
B1696,Microsoft Access 2002 Fast & Easy (Fast & Easy (Premier Press)),"Faithe Wempen,",paperback,400," Muska & Lipman/Premier-Trade; 1 edition (April 1, 2002)", English,761533958,9780761533955,$0.13
B1697,"Algorithmic Aspects of Wireless Sensor Networks: First International Workshop, ALGOSENSORS 2004, Turku, Finland, July 16, 2004, Proceedings (Lecture Notes in Computer Science)",,paperback,206," Springer; 2004 edition (August 17, 2004)", English,3540224769,9783540224761,
B1698,Expert dBASE,,paperback,251, Pub Group West (August 1985), English,961493704,9780961493707,
B1699,Understanding Oracle,"James T. Perry,",paperback,672, Sybex Inc (January 1989), English,895885344,9780895885340,
B1700,The Linux Database (Mis Press Slackware Series),"Fred Butzen,",paperback,561, Mis Pr (February 1997), English,1558284915,9781558284913,
B1701,SQL in Easy Steps,,paperback,192," In Easy Steps Limited; 2nd edition (April 29, 2005)", English, 184078296X,9781840782967,
B1702,Special Edition Using Oracle8/8I,"Nicholas Chase,",paperback,1082," Que (September 28, 2000)", English,789719754,9780789719751,
B1703,Functional Data Analysis with R and MATLAB (Use R!),,paperback,202," Springer; 2009 edition (July 1, 2009)", English,387981845,9780387981840,$62.98
B1704,Object-Role Modeling Fundamentals: A Practical Guide to Data Modeling with ORM,,paperback,202," Technics Publications; First edition (April 10, 2015)", English,1634620747,9781634620741,
B1705,OCP Oracle Database 10g: New Features for Administrators Exam Guide (Oracle Press),"Sam R. Alapati,",paperback,688," McGraw-Hill Education; 1 edition (November 5, 2004)", English,72258624,9780072258622,$59.99
B1706,MySQL Workbench: Data Modeling & Development (Oracle Press),"Michael McLaughlin,",paperback,480," McGraw-Hill Education; 1 edition (April 30, 2013)", English,71791884,9780071791885,$33.81
B1707,Integrating PHP with Windows (Developer Reference),"Arno Hollosi,",paperback,664," Microsoft Press; 1 edition (October 25, 2011)", English,735647917,9780735647916,$0.78
B1708,dBase IV 2.0 Programming,"Cary N. Prague,",paperback,911," TAB Books Inc; 4th edition (November 1, 1993)", English,830645780,9780830645787,
B1709,DB2 Udb E-Business Guide (Ibm Redbooks),,paperback,502, Ibm; 1 edition (July 2002), English,738424498,9780738424491,
B1710,Transact-SQL Programming: Covers Microsoft SQL Server 6.5 /7.0 and Sybase Adaptive Server 11.5,"Lee Gould,Andrew Zanevsky,",paperback,840," O'Reilly Media; First edition (April 11, 1999)", English,1565924010,9781565924017,
B1711,More Microsoft Office for Windows 95 for Dummies: A Reference for the Rest of Us,,paperback,397, John Wiley & Sons Inc (Computers) (June 1996), English,764500090,9780764500091,
B1712,Oracle Shell Scripting: Linux and UNIX Programming for Oracle (Oracle In-Focus series) (Volume 26),"Jon Emmons,",paperback,293," Rampant Techpress; First edition (May 28, 2007)", English,977671550,9780977671557,
B1713,Future Visions on Biomedicine and Bioinformatics 1: A Liber Amicorum in Memory of Swamy Laxminarayan (Communications in Medical and Care Compunetics),,paperback,168," Springer; 2011 edition (August 15, 2013)", English,3642270123,9783642270123,$209.00
B1714,Essentials: Access 2002 Level 2 (Essentials Series: Microsoft Office XP),"Dawn Parrish Wood,",paperback,232," Prentice Hall (September 9, 2001)", English,130927600,9780130927606,
B1715,Interface Design & Document Design.,,paperback,120, Rodopi Bv Editions (January 2000), English,9042005106,9789042005105,
B1716,Oracle SQL*Plus Pocket Reference (2nd Edition),"Jonathan Gennick,",paperback,120," O'Reilly Media; Second Edition edition (October 13, 2002)", English,596004419,9780596004415,$4.00
B1717,"Principles and Practice of Constraint Programming - CP 2003: 9th International Conference, CP 2003, Kinsale, Ireland, September 29 - October 3, 2003, Proceedings (Lecture Notes in Computer Science)",,paperback,1008," Springer; 2003 edition (November 13, 2003)", English,3540202021,9783540202028,
B1718,"Materialized Views: Techniques, Implementations, and Applications",,paperback,616," The MIT Press (June 4, 1999)", English,262571226,9780262571227,
B1719,Data Mining: Practical Machine Learning Tools and Techniques with Java Implementations (The Morgan Kaufmann Series in Data Management Systems),"Ian H. Witten,Eibe Frank,",paperback,371," Morgan Kaufmann; 1 edition (October 25, 1999)", English,1558605525,9781558605527,$28.45
B1720,Filemaker Pro 2.0/2.1 Bible,"Steven A. Schwartz,",paperback,700, John Wiley & Sons Inc (Computers); Pap/Dis edition (November 1994), English,1568842015,9781568842011,
B1721,The dBASE Query Language: How to Search for and Select Your Data in dBASE (An Alan Freedman Microguide),"Alan Freedman,",paperback,72, Prentice Hall Trade (February 1985), English,131961713,9780131961715,
B1722,Access 2003 Programming Weekend Crash Course,,paperback,504," Wiley; 1 edition (October 10, 2003)", English,764539752,9780764539756,$0.39
B1723,SQL 2008 Programming Joes 2 Pros Volume 4,,paperback,480," Joes 2 Pros International LLC (February 2, 2009)", English,985226838,9780985226831,
B1724,SQL Functions Programmer's Reference (Programmer to Programmer),,paperback,790," Wrox; 1 edition (April 29, 2005)", English,764569015,9780764569012,$18.79
B1725,Practical Probabilistic Programming,,paperback,325," Manning Publications; 1 edition (December 31, 2015)", English,1617292338,9781617292330,$44.99
B1726,DB2 Udb Ese V8 Non-dpf Performance Guide for High Performance Oltp And Bi,,paperback,528," Ibm (April 18, 2004)", English,738498807,9780738498805,
B1727,Populating the Semantic Web: Combining Text and Relational Databases as RDF,"Kate Byrne,",paperback,284," LAP LAMBERT Academic Publishing (December 14, 2010)", English, 384338116X,9783843381161,$106.00
B1728,"Clarion Databases & SQL, A Practial Handbook of Database Design, Flat File & SQL Data Management, and Clarion Data Handling Tricks",,paperback,623, CoveComm (2004), English,968955339,9780968955338,
B1729,Advances in Learning Classifier Systems,,paperback,281," Springer; 2001 edition (August 29, 2001)", English,3540424377,9783540424376,
B1730,iBatis in Action,"Clinton Begin,",paperback,384," Manning Publications; 1 edition (January 27, 2007)", English,1932394826,9781932394825,$28.18
B1731,Managing Multimedia and Unstructured Data in the Oracle Database,,paperback,504," Packt Publishing (March 21, 2013)", English,1849686920,9781849686921,
B1732,Microsoft Office 2003: The Complete Reference (Osborne Complete Reference Series),"Guy Hart-Davis,",paperback,920," McGraw-Hill Osborne Media; 2 edition (October 3, 2003)", English,72229950,9780072229950,$5.99
B1733,In Business With Access (Bk/Disk),"Jeffry Byrne,",paperback,384," Prentice Hall Ptr; Pap/Dsk edition (August 4, 1995)", English,134376900,9780134376905,
B1734,"New Perspectives on Microsoft Access 2010, Comprehensive (New Perspectives Series: Individual Office Applications)","Joseph J. Adamski,",paperback,832," Course Technology; 1 edition (September 22, 2010)", English,538798475,9780538798471,$132.40
B1735,PHP and MySQL LiveLessons (Video Training),"Marc Wandschneider,",paperback,112," Prentice Hall; 1 edition (October 12, 2008)", English,137155751,9780137155750,$27.54
B1736,MDX Solutions: With Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,"Sivakumar  Harinath,Christopher  Webb,",paperback,744," Wiley; 2 edition (March 6, 2006)", English,471748080,9780471748083,$49.14
B1737,Developing Enterprise Applications With Powerbuilder 6.0,,paperback,676, Wordware (July 1998), English,1556226098,9781556226090,
B1738,dBASE IV 1.1: Quickstart,"Marianne B. Fox,",paperback,400, Que Pub; First Edition edition (June 1991), English,880226145,9780880226141,
B1739,Mastering Microsoft Office 2000 Professional Edition,"Gini Courter,Annette Marquis,",paperback,1200," Sybex; Professional Edition edition (June 3, 1999)", English,782123139,9780782123135,$18.79
B1740,Beginning Oracle PL/SQL,,paperback,492," Apress; 2 edition (May 7, 2015)", English,1484207386,9781484207383,$37.83
B1741,"Access 2003: Your visual blueprintfor creating and maintaining real-world databases (Visual Read Less, Learn More)","F. Scott Barker,",paperback,336," Visual (January 2, 2004)", English,764540815,9780764540813,$12.68
B1742,Measuring Data Quality for Ongoing Improvement: A Data Quality Assessment Framework (The Morgan Kaufmann Series on Business Intelligence),"Laura Sebastian-Coleman,",paperback,376," Morgan Kaufmann; 1 edition (January 25, 2013)", English,123970334,9780123970336,$37.98
B1743,Programming Entity Framework: Code First,"Julia Lerman,Rowan Miller,",paperback,194," O'Reilly Media; 1 edition (December 4, 2011)", English,1449312942,9781449312947,$19.94
B1744,Discrete Mathematics for Computer Scientists (2nd Edition),,paperback,608," Addison-Wesley; 2 edition (October 7, 1998)", English,201360616,9780201360615,
B1745,Using Microsoft SQL Server 7.0 (Using ... (Que)),,paperback,746, Que; 1st edition (November 1998), English,789716283,9780789716286,
B1746,Oracle RAC & Grid Tuning with Solid-state Disk: Expert Secrets for High Performance Clustered Grid Computing (Oracle In-Focus series) (Volume 17),,paperback,200," Rampant Techpress (January 1, 2006)", English,976157357,9780976157359,
B1747,"Design, User Experience, and Usability. Theory, Methods, Tools and Practice: First International Conference, DUXU 2011, Held as Part of HCI ... Part I (Lecture Notes in Computer Science)",,paperback,718," Springer; 2011 edition (August 30, 2011)", English,3642216749,9783642216749,$159.00
B1748,Oracle Designer/2000 Handbook (Oracle Series),"Paul Dorsey,Peter Koletzke,",paperback,610," Oracle Pr; Authorized Oracle Press ed edition (October 1, 1996)", English,78822297,9780078822292,
B1749,Data Protection and Information Lifecycle Management,,paperback,288," Prentice Hall (October 3, 2005)", English,131927574,9780131927575,$49.99
B1750,Pro Access 2010 Development (Expert's Voice in Office),,paperback,604," Apress; 1 edition (June 13, 2011)", English,1430235780,9781430235781,$44.99
B1751,Enterprise JMS Programming (M&T Books),"Shaun Terry,",paperback,408," Wiley; 1 edition (March 1, 2002)", English,764548972,9780764548970,$10.09
B1752,Practical Cassandra: A Developer's Approach (Addison-Wesley Data & Analytics Series),"Russell Bradberry,Eric Lubow,",paperback,208," Addison-Wesley Professional; 1 edition (December 29, 2013)", English, 032193394X,9780321933942,$27.70
B1753,Enterprise Hadoop,,paperback,220," O'Reilly Media; 1 edition (December 25, 2015)", English,1491905085,9781491905081,$49.99
B1754,SQL Anywhere Studio 9 Developer's Guide (Wordware Applications Library),"Breck Carter,",paperback,474," Jones & Bartlett Learning (July 6, 2004)", English,1556225067,9781556225062,
B1755,Predictive Policing: The Role of Crime Forecasting in Law Enforcement Operations,,paperback,186," RAND Corporation (October 15, 2013)", English,833081489,9780833081483,$39.95
B1756,OCA Oracle Database 11g: SQL Fundamentals I: A Real World Certification Guide (1ZO-051),,paperback,460," Packt Publishing (December 5, 2011)", English,1849683646,9781849683647,
B1757,"Big Data: Related Technologies, Challenges and Future Prospects (SpringerBriefs in Computer Science)","Min Chen,Shiwen Mao,Yin Zhang,",paperback,89," Springer; 2014 edition (May 6, 2014)", English,3319062441,9783319062440,
B1758,"Databases in Networked Information Systems: 9th International Workshop, DNIS 2014, Aizu-Wakamatsu, Japan, March 24-26, 2014, Proceedings (Lecture ... Applications, incl. Internet/Web, and HCI)",,paperback,275," Springer; 2014 edition (February 20, 2014)", English,3319056921,9783319056920,
B1759,Six-Step Relational Database Design(TM): A step by step approach to relational database design and development Second Edition,"Fidel A Captain,",paperback,232," CreateSpace Independent Publishing Platform; 2 edition (May 11, 2013)", English,1481942727,9781481942720,
B1760,Programming Informix SQL/4Gl: A Step-By-Step Approach,"Cathy Kipp,",paperback,496, Prentice Hall (January 1995), English,131493949,9780131493940,
B1761,Building Forms & Reports: Using Microsoft Access 2010,"F. Mark Schiavone,",paperback,272," Sycamore Technical Press (September 28, 2013)", English,615866662,9780615866666,
B1762,Informix Universal Data Option (Client/Server),"Paul R. Allen,",paperback,853," Computing Mcgraw-Hill (August 1, 1998)", English,79136974,9780079136978,
B1763,MS Access 97: One Step at a Time (BP),"Noel Kantaris,",paperback,144, Bernard Babani Publishing (July 1997), English,859344304,9780859344302,
B1764,"Combinatorial Pattern Matching: 18th Annual Symposium, CPM 2007, London, Canada, July 9-11, 2007,     Proceedings (Lecture Notes in Computer Science)",,paperback,368," Springer; 2007 edition (August 17, 2007)", English,3540734368,9783540734369,$109.00
B1765,Managing Data Using Excel (Research Skills),,paperback,556," Pelagic Publishing (April 9, 2015)", English,1784270075,9781784270070,
B1766,MS Access 97 Facil,,paperback,320, Prentice Hall (1997), Spanish,9688809772,9789688809778,
B1767,The Programmer's Guide to Microsoft Access: Microsoft Access Interview Questions Answers and Explanations,,paperback,168," Equity Press (March 19, 2007)", English,1933804580,9781933804583,
B1768,Oracle Database 11g R2: Architecture & Internals,,paperback,260," Sideris Courseware Corp. (April 15, 2011)", English, 193693017X,9781936930173,
B1769,Beginning MySQL Database Design and Optimization: From Novice to Professional,,paperback,520," Apress; 1 edition (October 27, 2004)", English,1590593324,9781590593325,$34.29
B1770,Conceptual Modeling for E-Business and the Web: ER 2000 Workshops on Conceptual Modeling Approaches for E-Business and the World Wide Web and ... (Lecture Notes in Computer Science),,paperback,179," Springer; 2000 edition (October 27, 2000)", English,3540410732,9783540410737,
B1771,"Evolutionary Computation, Machine Learning and Data Mining in Bioinformatics: 10th European Conference, EvoBIO 2012, Málaga, Spain, April 11-13, 2012, Proceedings (Lecture Notes in Computer Science)",,paperback,255," Springer; 2012 edition (March 17, 2012)", English,3642290655,9783642290657,
B1772,Advanced Data Mining Techniques,"Dursun Delen,",paperback,180," Springer; 2008 edition (March 4, 2008)", English,3540769161,9783540769163,$159.00
B1773,"Landing Page 101: Learn the Top 100 Tips to Landing Pages - Improve your ROI with Quality Landing Pages, Now Create Landing Pages that Truly Convert",,paperback,168," Emereo Publishing (October 6, 2008)", English,1921523743,9781921523748,
B1774,DB2 Udb Server for Os/390 Version 6 Technical Update,,paperback,306, Ibm (June 2000), English,738417955,9780738417950,
B1775,Hadoop MapReduce v2 Cookbook Second Edition,"Thilina Gunarathne,",paperback,293," Packt Publishing - ebooks Account; 2 edition (January 25, 2015)", English,1783285478,9781783285471,
B1776,Access 97 SECRETSÂ,"Cary N. Prague,James D. Foxall,",paperback,1091," Wiley (March 4, 1997)", English,764530437,9780764530432,$23.49
B1777,Joe Celko's SQL for Smarties: Advanced SQL Programming (The Morgan Kaufmann series in data management systems),"Joe Celko,",paperback,467, Morgan Kaufmann Pub (June 1995), English,1558603239,9781558603233,$8.08
B1778,A Guide to MySQL (Available Titles Skills Assessment Manager (SAM) - Office 2010),"Philip J. Pratt,",paperback,304," Course Technology; 1 edition (December 9, 2005)", English,1418836354,9781418836351,$90.75
B1779,Creating your MySQL Database: Practical Design Tips and Techniques: A short guide for everyone on how to structure your data and set-up your MySQL database tables efficiently and easily.,,paperback,108," Packt Publishing (November 25, 2006)", English,1904811302,9781904811305,
B1780,Teach Yourself Access 97 VISUALLY (IDG's 3-D Visual Series),,paperback,303," Visual; 1 edition (July 23, 1997)", English,764560263,9780764560262,$14.09
B1781,concrete5 Beginner's Guide,,paperback,320," Packt Publishing (March 18, 2011)", English,1849514283,9781849514286,
B1782,"LATIN 2002: Theoretical Informatics: 5th Latin American Symposium, Cancun, Mexico, April 3-6, 2002, Proceedings (Lecture Notes in Computer Science)",,paperback,638," Springer; 2002 edition (May 28, 2002)", English,3540434003,9783540434009,
B1783,Design Databases: Microsoft Access 2010 (Tilde <i>skills</i>),"Tilde skills,",paperback,190," Tilde University Press; 2 edition (March 15, 2014)", English,734607873,9780734607874,
B1784,Administrator's Guide to SQL Server 2005,"Buck Woody,",paperback,648," Addison-Wesley Professional; 1 edition (June 18, 2006)", English,321397975,9780321397973,$54.99
B1785,Oracle 10g: SQL,"Joan Casteel,",paperback,640," Course Technology; 1 edition (January 27, 2006)", English, 141883629X,9781418836290,$78.99
B1786,Oracle SQL Tuning & CBO Internals (Oracle In-Focus series),,paperback,300," Rampant Techpress (April 28, 2004)", English,974599336,9780974599335,
B1787,Data Mining for the Masses,"Dr. Matthew A North,",paperback,264," Global Text Project (August 18, 2012)", English,615684378,9780615684376,
B1788,"A Beginner's Guide to Finite Mathematics: For Business, Management, and the Social Sciences","W.D. Wallis,",paperback,366," Birkhäuser Boston; 1 edition (November 6, 2003)", English,817642706,9780817642709,
B1789,Introduction to Application Software Using Vp Planner dBASE III Plus and Wordperfect,"Stephen Zollos,",paperback,131, Merrill Pub Co (June 1988), English,675209552,9780675209557,$4.95
B1790,Access Bible for Windows 95,"Cary N. Prague,",paperback,1112, John Wiley & Sons Inc (Computers); 3 Pap/Dsk edition (December 1995), English, 156884493X,9781568844930,
B1791,Filemaker Pro 4: A Developer's Guide,"Alex Kennedy,",paperback,478," Addison-Wesley (C); 2nd edition (May 15, 1999)", English,201360691,9780201360691,
B1792,Microsoft® Active Directory® Branch Office Guide Volume 1: Planning,,paperback,88," Microsoft Press; 1 edition (July 24, 2002)", English,735618240,9780735618244,$5.03
B1793,"Learning PHP, MySQL, and JavaScript: A Step-By-Step Guide to Creating Dynamic Websites (Animal Guide)","Robin Nixon,",paperback,528," O'Reilly Media; 1 edition (July 24, 2009)", English,596157134,9780596157135,$3.99
B1794,"Classification, Clustering, and Data Mining Applications: Proceedings of the Meeting of the International Federation of Classification Societies ... Data Analysis, and Knowledge Organization)",,paperback,658," Springer; Softcover reprint of the original 1st ed. 2004 edition (July 27, 2004)", English,3540220143,9783540220145,$179.00
B1795,The Microsoft Access Handbook,,paperback,58," Mcgraw-Hill Osborne Media; 2nd edition (March 1, 1994)", English,78820146,9780078820144,
B1796,Data Links: Managing Files Using DB2 (Ibm Redbooks),,paperback,372, Ibm; 1 edition (December 2001), English,738423106,9780738423104,
B1797,Hadoop Operations and Cluster Management Cookbook,"Shumin Guo,",paperback,368," Packt Publishing (July 24, 2013)", English,1782165169,9781782165163,
B1798,Oracle High-Performance Tuning with STATSPACK,"Donald K. Burleson,",paperback,674," McGraw-Hill Companies; 1st edition (April 20, 2001)", English,72133783,9780072133783,
B1799,Data Warehousing For Dummies,,paperback,384," For Dummies; 2nd edition (March 3, 2009)", English,470407476,9780470407479,
B1800,"Experimental Algorithms: 6th International Workshop, WEA 2007, Rome, Italy, June 6-8, 2007, Proceedings (Lecture Notes in Computer Science / Theoretical Computer Science and General Issues)",,paperback,450," Springer; 2007 edition (July 11, 2007)", English,3540728449,9783540728443,$129.00
B1801,"Algorithm Theory - SWAT '96: 5th Scandinavian Workshop on Algorithm Theory, Reykjavik, Iceland, July 1996. Proceedings (Lecture Notes in Computer Science)",,paperback,462," Springer; 1996 edition (June 19, 1996)", English,3540614222,9783540614227,
B1802,"Laboratory Course in Disc Operating System, WORDPERFECT 5.0, Lotus 1-2-3 and dBase III Plus (Heath laboratory course series)","Ernest S. Colantonio,",paperback,77, D.C. Heath (March 1990), English, 066924502X,9780669245028,
B1803,"Symbiotic Interaction: Third International Workshop, Symbiotic 2014, Helsinki, Finland, October 30-31, 2014, Proceedings (Lecture Notes in Computer Science)",,paperback,145," Springer; 2014 edition (December 6, 2014)", English, 331913499X,9783319134994,
B1804,Microsoft SQL Server 2012 Master Data Services 2/E,"Tyler Graham,",paperback,416," McGraw-Hill Education; 2 edition (October 30, 2012)", English,71797858,9780071797856,$34.81
B1805,Microsoft Access 2013 Step by Step,"Joan Lambert,Joyce Cox,",paperback,448," Microsoft Press; 1 edition (February 25, 2013)", English,735669082,9780735669086,$24.88
B1806,Developing Time-Oriented Database Applications in SQL (The Morgan Kaufmann Series in Data Management Systems),"Richard T. Snodgrass,",paperback,544," Morgan Kaufmann (July 26, 1999)", English,1558604367,9781558604360,
B1807,"Model Building in Mathematical Programming, 4th Edition",,paperback,368," Wiley; 4 edition (October 14, 1999)", English,471997889,9780471997887,$21.69
B1808,"Technology In Action, Complete, Exploring Microsoft Office 2010, Volume 1, and myitlab Access Card for Office 2010 Package",,paperback,685," Prentice Hall; 1 edition (July 7, 2011)", English,132836661,9780132836661,$90.04
B1809,Official Sybase SQL Anywhere Developer's Guide,"Ian Richmond,",paperback,400," Intl Thomson Computer Pr (Sd) (December 12, 1997)", English,1850328609,9781850328605,
B1810,This is not available 065204,,paperback,116," ProQuest, UMI Dissertation Publishing (October 18, 2012)", English,1249881676,9781249881674,
B1811,Oracle PL/SQL 101,"Christopher Allen,",paperback,420," McGraw-Hill Osborne Media; 1 edition (December 1, 2000)", English, 007212606X,9780072126068,$5.71
B1812,"Google Drive & Docs in 30 Minutes (2nd Edition): The unofficial guide to the new Google Drive, Docs, Sheets & Slides","Ian Lamont,",paperback,118," In 30 Minutes Guides; 2 edition (January 26, 2015)", English,1939924316,9781939924315,$10.44
B1813,HTML 4 Bible,"Bryan Pfaffenberger,",paperback,960," Wiley; 1 edition (July 29, 1998)", English,764532200,9780764532207,$5.10
B1814,"Sets, Logic and Maths for Computing (Undergraduate Topics in Computer Science)","David Makinson,",paperback,283," Springer; 2nd ed. 2012 edition (February 28, 2012)", English,1447124995,9781447124993,$30.54
B1815,Lectures on Advances in Combinatorics (Universitext),"Rudolf Ahlswede,",paperback,318," Springer; 2008 edition (June 3, 2008)", English,3540786015,9783540786016,
B1816,Using I. B. M. Microcomputers in Business: Decision Making with Lotus 1-2-3 and dBase III Plus,"John O. Mason,",paperback,750, Thomson Learning (April 1991), English,155944894,9780155944893,
B1817,Administration Solutions for DB2 Udb for Z/os,,paperback,350," Ibm (April 11, 2005)", English,738490598,9780738490595,
