#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.Title,ltable.Pages,ltable.ISBN,rtable.Title,rtable.Pages,rtable.ISBN,Gold
3816,bn_2061,B1450,Microsoft Access 2000,192.0,9780735610668,Microsoft Access 2 Developer's Handbook,600.0,9780782113273,0
1721,bn_1002,B1463,"Ado 2.6, Programmer's Reference",689.0,9781861004635,dBASE IV 1.1 Programmer's Desktop Reference,1050.0,9780895885395,0
533,bn_298,B1475,Smart Business Intelligence Solutions with Microsoft SQL Server 2008,800.0,9780735638341,The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and the Microsoft Business Intelligence Toolset,696.0,9780470640388,0
1178,bn_640,B1475,Delivering Business Intelligence with Microsoft SQL Server 2008 / Edition 2,792.0,9780071549448,The Microsoft Data Warehouse Toolkit: With SQL Server 2008 R2 and the Microsoft Business Intelligence Toolset,696.0,9780470640388,0
3336,bn_1829,B1489,"Oracle XSQL: Combining SQL, Oracle Text, XSLT, and Java to Publish Dynamic Web Content / Edition 1",592.0,9780471271208,"Oracle XSQL: Combining SQL, Oracle Text, XSLT, and Java to Publish Dynamic Web Content",592.0,9780471271208,1
2861,bn_1613,B1501,Linux for the Oracle DBA: The Definitive Reference,460.0,9780982306192,Linux for the Oracle DBA: The Definitive Reference (Oracle In-Focus series) (Volume 40),350.0,9780982306192,1
3757,bn_2017,B1504,Oracle SQL Interactive Workbook,851.0,9780131002777,Oracle PL/SQL Interactive Workbook (2nd Edition),688.0,9780130473202,0
4572,bn_2452,B1518,Teach Yourself . . . Access,222.0,9781558282902,Teach Yourself Visually Access 2010,352.0,9780470577653,0
2995,bn_1672,B1521,SQL and Relational Databases,350.0,9780915391424,Relational Databases: Design and Use,312.0,9781874152064,0
2467,bn_1386,B1524,Microsoft SQL Server 2005 Reporting Services Step by Step,576.0,9780735622500,Applied Microsoft SQL Server 2008 Reporting Services,768.0,9780976635314,0
5465,bn_2960,B1524,Microsoft SQL Server 2008 Step by Step,544.0,9780735626041,Applied Microsoft SQL Server 2008 Reporting Services,768.0,9780976635314,0
733,bn_400,B1526,SQL: The Complete Reference,1008.0,9780072118452,PHP: The Complete Reference,590.0,9780071508544,0
2396,bn_1347,B1526,Paradox 4: The Complete Reference,896.0,9780078817946,PHP: The Complete Reference,590.0,9780071508544,0
734,bn_400,B1537,SQL: The Complete Reference,1008.0,9780072118452,dBASE IV Complete Reference,1488.0,9780078815034,0
2397,bn_1347,B1537,Paradox 4: The Complete Reference,896.0,9780078817946,dBASE IV Complete Reference,1488.0,9780078815034,0
5013,bn_2701,B1540,Microsoft SQL Server 2000: A Guide to Enhancements and New Features,592.0,9780201752830,Microsoft SQL Server 2000: A Guide to Enhancements and New Features,592.0,9780201752830,1
285,bn_127,B1550,Microsoft Office Access 2007: Introductory / Edition 1,279.0,9781423904120,"The O'Leary Series: Microsoft Office Access 2013, Introductory",360.0,9780077400231,0
4532,bn_2428,B1550,"New Perspectives on Microsoft Access 2013, Introductory",592.0,9781285099217,"The O'Leary Series: Microsoft Office Access 2013, Introductory",360.0,9780077400231,0
1634,bn_938,B1557,Sams Teach Yourself PL/SQL in 21 Days with Cdrom,646.0,9780672311239,Teach Yourself SQL in 21 Days (Sams Teach Yourself),624.0,9780672311109,0
4920,bn_2620,B1557,Sams Teach Yourself Access 95 in 14 Days,,9780672307928,Teach Yourself SQL in 21 Days (Sams Teach Yourself),624.0,9780672311109,0
4981,bn_2670,B1566,Oracle in a Nutshell: A Desktop Quick Reference,928.0,9780596003364,R in a Nutshell: A Desktop Quick Reference (In a Nutshell (O'Reilly)),636.0,9780596801700,0
2160,bn_1207,B1567,Microsoft Access 2000 Step by Step,320.0,9781572319769,Microsoft Access Version 2002 Step by Step,352.0,9780735612990,0
1508,bn_852,B1576,Expert Oracle Application Express Security,296.0,9781430247319,Pro Oracle Application Express (Expert's Voice in Oracle),700.0,9781590598276,0
4000,bn_2148,B1580,Oracle Database 11g The Complete Reference / Edition 1,1368.0,9780071598750,Oracle 7: The Complete Reference,1072.0,9780078819193,0
985,bn_568,B1587,Practical Database Management,500.0,9780534925925,Concepts of Database Management,400.0,9781423901471,0
3504,bn_1901,B1591,"Problem-Solving Cases in Microsoft Access and Excel, Fourth Annual Edition / Edition 4",272.0,9781418837068,Problem Solving Cases with Microsoft Access and Excel,224.0,9781423902133,0
5536,bn_2999,B1609,Building Distributed Applications with ADO,464.0,9780471317012,Building Web Applications with UML (2nd Edition),496.0,9780201730388,0
3230,bn_1763,B1612,Microsoft Access 2000,360.0,9780764532900,How to Use Microsoft Access,143.0,9781562762230,0
4340,bn_2341,B1630,Help! Microsoft Access,1006.0,9781562760991,Microsoft Access 2 Quick & Easy,275.0,9780782114706,0
2417,bn_1361,B1634,Science of Database Management,598.0,9780256134384,Modern Database Management,700.0,,0
5214,bn_2846,B1634,Database Management Systems,288.0,9780070225640,Modern Database Management,700.0,,0
5222,bn_2854,B1634,Modern Database Management / Edition 7,736.0,9780131453203,Modern Database Management,700.0,,0
5300,bn_2908,B1646,Microsoft Office Access 2007,1024.0,9780072263503,Access 2002 on Your Side: Microsoft Office XP,300.0,9782746013544,0
2371,bn_1328,B1648,Oracle Development Unleashed,1538.0,9780672315756,Microsoft Access 2000 Development Unleashed,912.0,9780672312915,0
1093,bn_609,B1668,Microsoft SQL Server 2014,592.0,9785977534932,Microsoft SQL Server 2005 Analysis Services,864.0,9780672327827,0
2040,bn_1158,B1668,Programming Microsoft SQL Server 2008,1024.0,9780735638198,Microsoft SQL Server 2005 Analysis Services,864.0,9780672327827,0
3722,bn_2006,B1674,DB2 For Dummies,348.0,9780764506963,Access 2002 For Dummies,384.0,9780764508189,0
4816,bn_2574,B1677,Professional SQL Server Analysis Services 2005 with MDX,864.0,9780764579189,Professional Microsoft SQL Server Analysis Services 2008 with MDX,1056.0,9780470247983,0
1615,bn_927,B1678,Mastering PHPmyadmin for Effective MySQL Management,264.0,9781904811039,Mastering Phpmyadmin for Effective MySQL Management 2e,316.0,9781847191601,0
1281,bn_712,B1689,Master Microsoft Access Visually,686.0,9780764560484,Mastering Microsoft Access for Windows 95,1171.0,9780782117646,0
929,bn_535,B1690,"New Perspectives on Microsoft Office Access 2003, Comprehensive, Second Edition / Edition 2",792.0,9780619268114,"New Perspectives on Microsoft Office Access 2003 with VBA, Advanced",542.0,9780619206734,0
5230,bn_2858,B1692,"Database Systems: Principles, Design and Implementation",592.0,9780023996658,Database Principles and Design,544.0,9781844805402,0
5132,bn_2800,B1699,Understanding dBase IV,880.0,9780895885098,Understanding Oracle,672.0,9780895885340,0
4357,bn_2349,B1720,FileMaker Pro 10 Bible,816.0,9780470429006,Filemaker Pro 2.0/2.1 Bible,700.0,9781568842011,0
664,bn_355,B1724,SQL Functions: Programmer's Reference,790.0,9780764569012,SQL Functions Programmer's Reference (Programmer to Programmer),790.0,9780764569012,1
1722,bn_1002,B1724,"Ado 2.6, Programmer's Reference",689.0,9781861004635,SQL Functions Programmer's Reference (Programmer to Programmer),790.0,9780764569012,0
2504,bn_1406,B1734,"New Perspectives on Microsoft Access 2000, Comprehensive Enhanced / Edition 2",680.0,9780619044305,"New Perspectives on Microsoft Access 2010, Comprehensive (New Perspectives Series: Individual Office Applications)",832.0,9780538798471,0
3107,bn_1712,B1736,Professional Microsoft SQL Server 2012 Analysis Services with MDX and DAX,1176.0,9781118101100,MDX Solutions: With Microsoft SQL Server Analysis Services 2005 and Hyperion Essbase,744.0,9780471748083,0
1279,bn_711,B1769,Beginning PHP and MySQL E-Commerce: From Novice to Professional / Edition 2,707.0,9781590598641,Beginning MySQL Database Design and Optimization: From Novice to Professional,520.0,9781590593325,0
1542,bn_866,B1769,Beginning VB 2005 Databases: From Novice to Professional,491.0,9781590598108,Beginning MySQL Database Design and Optimization: From Novice to Professional,520.0,9781590593325,0
3795,bn_2052,B1769,Beginning SQL Queries: From Novice to Professional / Edition 1,240.0,9781590599433,Beginning MySQL Database Design and Optimization: From Novice to Professional,520.0,9781590593325,0
556,bn_312,B1784,Administrator's Guide to Microsoft SQL Server 6.5,469.0,9781882419531,Administrator's Guide to SQL Server 2005,648.0,9780321397973,0
4011,bn_2162,B1795,The ABCs of Microsoft Access,297.0,9780782111897,The Microsoft Access Handbook,58.0,9780078820144,0
905,bn_515,B1799,Oracle8 Data Warehousing,686.0,9780078825118,Data Warehousing For Dummies,384.0,9780470407479,0
169,bn_77,B1805,Microsoft Access 2013 Step By Step,448.0,9780735669086,Microsoft Access 2013 Step by Step,448.0,9780735669086,1
2542,bn_1446,B1805,Microsoft Access 2000 Bible,1272.0,9780764532863,Microsoft Access 2013 Step by Step,448.0,9780735669086,0
3915,bn_2117,B1805,Running Microsoft Access 2000,1072.0,9781572319349,Microsoft Access 2013 Step by Step,448.0,9780735669086,0
4342,bn_2341,B1805,Help! Microsoft Access,1006.0,9781562760991,Microsoft Access 2013 Step by Step,448.0,9780735669086,0
574,bn_320,B1840,Access 97 for Windows 95,164.0,9781562435004,10 Minute Guide to Access for Windows 95,178.0,9780789705556,0
4076,bn_2210,B1840,Visual Guide to Microsoft Access for Windows 95,816.0,9781566042864,10 Minute Guide to Access for Windows 95,178.0,9780789705556,0
3591,bn_1933,B1842,Microsoft SQL Server 2012 Reporting Services,1030.0,9780735658202,Programming Microsoft  SQL Server 2005,950.0,9780735619234,0
3060,bn_1696,B1877,SQL For Dummies,480.0,9781118607961,SQL For Dummies,480.0,9781118607961,1
4455,bn_2379,B1877,ACT! 2006 For Dummies,394.0,9780471774549,SQL For Dummies,480.0,9781118607961,0
2591,bn_1460,B1878,FileMaker Pro 14: The Missing Manual,972.0,9781491917480,FileMaker Pro 14: The Missing Manual,972.0,9781491917480,1
783,bn_434,B1882,Oracle9i: A Beginner's Guide,535.0,9780072192797,Oracle DBA 101: A Beginner's Guide,128.0,9781581127645,0
2182,bn_1212,B1883,Teach Yourself VISUALLY Access 2007,303.0,9780470045916,Teach Yourself VISUALLY Dreamweaver CS3,320.0,9780470144756,0
4930,bn_2627,B1898,Microsoft Data Warehousing: Building Distributed Decision Support Systems,384.0,9780471327615,Decision Support Systems and Data Warehouses,212.0,9788122414547,0
1201,bn_664,B1912,PHP and MySQL by Example,912.0,9780138006020,PHP and MySQL by Example,912.0,9780131875081,0
1394,bn_785,B1929,Learning SQL,338.0,9780596520830,Learning C# 3.0,696.0,9780596521066,0
1751,bn_1034,B1937,Sams Teach Yourself Microsoft SQL Server 2000 in 21 Days,918.0,9780672324697,Sams Teach Yourself Microsoft Access 2000 in 24 Hours,432.0,9780672312892,0
2702,bn_1513,B1942,Microsoft SQL Server 2008 Reporting Services Step by Step,576.0,9780735626478,Microsoft SQL Server 2008 Analysis Services Step by Step (Step by Step Developer),448.0,9780735626201,0
2044,bn_1158,B1944,Programming Microsoft SQL Server 2008,1024.0,9780735638198,Holistic Data Warehousing on Microsoft SQL Server 2008,386.0,9780980874242,0
3426,bn_1874,B1957,Alison Balter's Mastering Access 2002 Enterprise Development,802.0,9780672321139,Alison Balter's Mastering Microsoft Office Access 2007 Development,1248.0,9780672329326,0
1904,bn_1113,B1970,Microsoft SQL Server 2000 DBA Survival Guide,1008.0,9780672320071,Microsoft SQL Server 2008: A Beginner's Guide,709.0,9780071546386,0
5469,bn_2960,B1970,Microsoft SQL Server 2008 Step by Step,544.0,9780735626041,Microsoft SQL Server 2008: A Beginner's Guide,709.0,9780071546386,0
3636,bn_1949,B1986,Mastering SQL Server 2008,792.0,9780470289044,Designing SQL Server 2000 Databases,608.0,9781928994190,0
4974,bn_2659,B1986,SQL Server 2008 Database Design Tutorial,,2940016392455,Designing SQL Server 2000 Databases,608.0,9781928994190,0
3855,bn_2072,B1987,Learning SQL,231.0,9780135287040,Learning SPARQL,386.0,9781449371432,0
2841,bn_1608,B2001,Oracle PL/SQL Language Pocket Reference,99.0,9781565924574,Oracle PL/SQL Language Pocket Reference (Pocket Reference (O'Reilly)),180.0,9780596514044,0
1851,bn_1086,B2012,SAP Database Administration with MS SQL Server 2000,,9781592290055,Microsoft SQL Server 2000 Database Administrator's Guidebook,480.0,9780130614308,0
2279,bn_1247,B2012,Microsoft SQL Server 2000 Administrator's Pocket Consultant,480.0,9780735611290,Microsoft SQL Server 2000 Database Administrator's Guidebook,480.0,9780130614308,0
1914,bn_1117,B2015,"Sap Pm Interview Questions, Answers, And Explanations: Sap Plant Maintenance Certification Review",152.0,9781933804132,"mySQL Database Programming Interview Questions, Answers, and Explanations: mySQL Database Certification Review Guide",124.0,9781933804590,0
4315,bn_2337,B2027,Relational Database Systems,470.0,9780444877185,Intelligent Database Systems,464.0,9780201877366,0
5052,bn_2744,B2027,Fund Database Systems,873.0,9780805317480,Intelligent Database Systems,464.0,9780201877366,0
5470,bn_2960,B2048,Microsoft SQL Server 2008 Step by Step,544.0,9780735626041,Microsoft SQL Server 2000 Weekend Crash Course,408.0,9780764548406,0
2585,bn_1459,B2051,Troubleshooting Sql,384.0,9780072134896,Oracle Troubleshooting,464.0,9780078823886,0
2110,bn_1183,B2063,Mastering Reflex,336.0,9780895883483,Mastering Hadoop,398.0,9781783983643,0
500,bn_276,B2070,Oracle PL/SQL Programming,1200.0,9780596553142,Oracle Database 11g PL/SQL Programming Workbook (Oracle Press),512.0,9780071493697,0
1165,bn_633,B2073,The dBASE IV Programmers Instant Reference,544.0,9780895885388,dBASE IV: Complete Reference for Programmers,640.0,9781556151651,0
4470,bn_2389,B2083,Microsoft Office: Access 2003 Professional Results,400.0,9780072229653,Microsoft Office Access 2003 QuickSteps,224.0,9780072232295,0
4499,bn_2404,B2126,"New Perspectives on Microsoft Office Access 2007, Comprehensive / Edition 3",816.0,9781423905899,Microsoft Ofice Access 2007: Basic (Crisp Comprehensive),212.0,9781426019203,0
5315,bn_2913,B2126,Go! with Microsoft Office Access 2003 Comprehensive / Edition 1,,9780132438018,Microsoft Ofice Access 2007: Basic (Crisp Comprehensive),212.0,9781426019203,0
1599,bn_911,B2135,Java Programming with Oracle SQLJ,400.0,9780596000875,Oracle Server Programming,464.0,9780201877502,0
3483,bn_1885,B2144,Oracle Application Server 10G Essentials,288.0,9780596006211,Oracle Application Server 10g Web Development (Oracle Press),747.0,9780072255119,0
2294,bn_1256,B2145,"Intelligent Data Engineering and Automated Learning - IDEAL 2006: 7th International Conference, Burgos, Spain, September 20-23, 2006, Proceedings",1450.0,9783540454854,"Intelligent Data Engineering and Automated Learning -- IDEAL 2014: 15th International Conference, Salamanca, Spain, September 10-12, 2014, Proceedings ... Applications, incl. Internet/Web, and HCI)",508.0,9783319108391,0
3967,bn_2141,B2153,Pro Oracle Database 11g Administration,720.0,9781430229711,Pro Oracle Spatial for Oracle Database 11g,824.0,9781430242871,0
3332,bn_1828,B2159,"Microsoft SQL Server 2005: A Beginner""s Guide",704.0,9780072260939,Mastering Microsoft SQL Server 2005,1056.0,9780782143805,0
1835,bn_1062,B2170,XML and SQL: Developing Web Applications / Edition 1,256.0,9780201657968,XML and SQL: Developing Web Applications,256.0,9780201657968,1
679,bn_366,B2194,Beginning Oracle SQL,459.0,9781430271970,Beginning Oracle Programming,1000.0,9781861006905,0
1931,bn_1129,B2219,Oracle8i for Windows NT Starter Kit,481.0,9780072122480,Oracle8I for Windows Nt Starter Kit (Oracle Press Series),688.0,9780072122480,1
2359,bn_1309,B2220,Oracle: A Beginner's Guide,522.0,9780078821226,NHibernate 3 Beginner's Guide,368.0,9781849516020,0
5046,bn_2729,B2223,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",324.0,9781430264453,"Beginning Power BI with Excel 2013: Self-Service Business Intelligence Using Power Pivot, Power View, Power Query, and Power Map",324.0,9781430264453,1
4170,bn_2253,B2224,Principles of Database Systems,484.0,9780716780694,Relational Database Principles,310.0,9780826457134,0
4764,bn_2546,B2224,Relational Database Theory,389.0,9780805302493,Relational Database Principles,310.0,9780826457134,0
5313,bn_2909,B2224,The Paradox Relational Database Advisor,304.0,9780830638598,Relational Database Principles,310.0,9780826457134,0
22,bn_5,B2228,Microsoft Access 97-Visual Basic Step by Step,379.0,9781572313194,Microsoft Access 2010 Step by Step,448.0,9780735626928,0
2200,bn_1220,B2228,Microsoft ADO.NET 4 Step by Step,440.0,9780735638884,Microsoft Access 2010 Step by Step,448.0,9780735626928,0
4586,bn_2460,B2228,Microsoft Access 2.0 by PicTorial,240.0,9780133768497,Microsoft Access 2010 Step by Step,448.0,9780735626928,0
3776,bn_2043,B2237,Oracle9i For Dummies,432.0,9780764508806,Oracle PL / SQL For Dummies,432.0,9780764599576,0
2602,bn_1467,B2243,Microsoft Access Instant Reference,280.0,9780782112139,SQL Instant Reference,384.0,9780782125399,0
817,bn_462,B2255,Dynamic Web Application Development Using PHP and MySQL / Edition 1,656.0,9781844807536,Dynamic Web Application Development Using PHP and MySQL,656.0,9781844807536,1
392,bn_213,B2258,Oracle Database 11g SQL / Edition 1,688.0,9780071498500,Oracle Database 11g R2: SQL Tuning,578.0,9781936930029,0
63,bn_20,B2264,Getting Started with MariaDB,100.0,9781782168096,Getting Started with NoSQL,142.0,9781849694988,0
745,bn_410,B2264,Getting Started with Couchbase Server,90.0,9781449331061,Getting Started with NoSQL,142.0,9781849694988,0
1548,bn_876,B2267,Access 2.0 (Teach Yourself),480.0,9781558283510,Access 7 (Teach Yourself Computing),190.0,9780340697504,0
3272,bn_1791,B2272,Visual FoxPro Certification Exams Study Guide,185.0,9781930919044,MySQL Certification Study Guide,648.0,9780672326325,0
1989,bn_1150,B2288,Microsoft Access 2010 Step by Step,448.0,9780735626928,Microsoft Access 2010 Plain & Simple,288.0,,0
1990,bn_1150,B2296,Microsoft Access 2010 Step by Step,448.0,9780735626928,Microsoft Access 2007 Explained,256.0,9780859345903,0
3387,bn_1847,B2296,Microsoft Access 97,,9780030237218,Microsoft Access 2007 Explained,256.0,9780859345903,0
5093,bn_2781,B2298,The dBASE IV Quick Reference Guide,200.0,9780936862835,dBASE IV: Easy Reference Guide,96.0,9780538626774,0
4261,bn_2302,B2306,DB2 9 for Developers,550.0,9781583470718,TIBCO Spotfire for Developers,162.0,9781782179832,0
158,bn_72,B2312,Access VBA Programming / Edition 1,464.0,9780072231977,Access VBA Programming,464.0,9780072231977,1
349,bn_188,B2312,Professional Access 2013 Programming,888.0,9781118530832,Access VBA Programming,464.0,9780072231977,0
4765,bn_2546,B2327,Relational Database Theory,389.0,9780805302493,Introduction to Relational Databases,416.0,9780072229240,0
1849,bn_1083,B2346,Advanced Oracle SQL Tuning: The Definitive Reference,782.0,9780991638604,Advanced Oracle Utilities: The Definitive Reference (Oracle In-Focus series),300.0,9780979795138,0
1421,bn_804,B2356,MySQL Crash Course,336.0,9780672327124,SQL Weekend Crash Course,360.0,9780764549014,0
4695,bn_2528,B2356,Access 2003 Programming Weekend Crash Course,504.0,9780764539756,SQL Weekend Crash Course,360.0,9780764549014,0
2193,bn_1218,B2371,Pro SQL Server 2012 Reporting Services,516.0,9781430238102,Microsoft SQL Server 2000 Reporting Services (Database),704.0,9780072232165,0
3198,bn_1756,B2371,Professional Microsoft SharePoint 2007 Reporting with SQL Server 2008 Reporting Services,480.0,9780470481899,Microsoft SQL Server 2000 Reporting Services (Database),704.0,9780072232165,0
736,bn_400,B2381,SQL: The Complete Reference,1008.0,9780072118452,"Oracle: The Complete Reference, Electronic Edition",1136.0,9780078822858,0
737,bn_400,B2408,SQL: The Complete Reference,1008.0,9780072118452,BusinessObjects XI (Release 2): The Complete Reference,672.0,9780072262650,0
1374,bn_774,B2410,Inside Microsoft SQL Server 2005: T-SQL Querying,640.0,9780735623132,Inside Microsoft SQL Server 2008 T-SQL Querying (Developer Reference),832.0,9780735626034,0
1182,bn_642,B2412,Oracle Database 10g New Features,264.0,9780072229479,Oracle9i New Features,244.0,9780072223859,0
1586,bn_907,B2430,Inside Microsoft SQL Server 6.5,400.0,9781572313316,Microsoft SQL Server 6 Unleashed,1008.0,9780672309038,0
3540,bn_1909,B2430,Microsoft SQL Server 2012 Bible,1416.0,9781118106877,Microsoft SQL Server 6 Unleashed,1008.0,9780672309038,0
3465,bn_1882,B2433,Microsoft Office Access 2003,566.0,9780470069042,Microsoft Access 2003 (Marquee Series),152.0,9780763820701,0
1823,bn_1049,B2443,Microsoft Access 97,488.0,9780760051573,Microsoft Access 2010 Inside Out,1488.0,,0
4082,bn_2211,B2459,SQL Server 2012 Reporting Services Blueprints,246.0,9781849685085,Microsoft SQL Server 2012 Reporting Services (Developer Reference),1030.0,9780735658202,0
4258,bn_2297,B2467,Sams Teach Yourself OLE DB and ADO in 21 Days,9.78067231084e+12,9780672310836,Sams Teach Yourself Microsoft SQL Server 7 in 21 Days,800.0,9780672312908,0
3305,bn_1813,B2500,Access 2007 VBA Programmer's Reference,1152.0,9780470047033,Access 2010 Programmer's Reference,1272.0,9780470591666,0
262,bn_117,B2509,Pro SQL Server Reporting Services,320.0,9781590594230,Protecting SQL Server Data,268.0,9781906434274,0
4130,bn_2236,B2514,Microsoft Access 2003,544.0,9780072834321,GO Series: Microsoft Access 2003 Volume 1,480.0,9780131434271,0
521,bn_292,B2515,Microsoft SQL Server 7 Administrator's Guide,770.0,9780761513896,Microsoft SQL Server 2008 Management and Administration,912.0,9780672330445,0
2281,bn_1247,B2515,Microsoft SQL Server 2000 Administrator's Pocket Consultant,480.0,9780735611290,Microsoft SQL Server 2008 Management and Administration,912.0,9780672330445,0
5439,bn_2950,B2527,Understanding and Using dBase II and dBase III,448.0,9780893039172,Understanding dBASE III,300.0,9780895882677,0
785,bn_434,B2535,Oracle9i: A Beginner's Guide,535.0,9780072192797,Oracle: A Beginner's Guide,522.0,9780078821226,0
3940,bn_2121,B2536,Relational Databases,256.0,9780137718580,Relational Database Writings 1985-1989,528.0,9780201508819,0
4238,bn_2291,B2536,"Relational Database Writings, 1991-1994 / Edition 1",542.0,9780201824599,Relational Database Writings 1985-1989,528.0,9780201508819,0
5043,bn_2718,B2570,Introduction to Paradox 4.0,240.0,9781565270664,Introduction to dBASE IV,250.0,9780134828947,0
2661,bn_1485,B2573,Professional SQL Server 2012 Internals and Troubleshooting,576.0,9781118177655,Professional SQL Server 2012 Internals and Troubleshooting,576.0,9781118177655,1
2454,bn_1376,B2577,The Data Warehouse Lifecycle Toolkit / Edition 2,672.0,9780470149775,The Data Warehouse Lifecycle Toolkit,672.0,9780470149775,1
153,bn_67,B2578,Microsoft SQL Server 2008 Reporting Services,896.0,9780071548083,Microsoft SQL Server 2000 Unleashed,1512.0,9780672319976,0
2052,bn_1158,B2578,Programming Microsoft SQL Server 2008,1024.0,9780735638198,Microsoft SQL Server 2000 Unleashed,1512.0,9780672319976,0
1444,bn_817,B2585,Access 97 Macro and VBA Handbook (Developer's Handbook Series),1074.0,9780782119770,Access 97 Developers Handbook,1584.0,9780782119411,0
3542,bn_1909,B2603,Microsoft SQL Server 2012 Bible,1416.0,9781118106877,Microsoft SQL Server 2005 Unleashed,1752.0,9780672328244,0
3618,bn_1934,B2603,Microsoft SQL Server 2000 Unleashed,1472.0,9780672319976,Microsoft SQL Server 2005 Unleashed,1752.0,9780672328244,0
4228,bn_2281,B2603,Microsoft SQL Server 2012 Internals,982.0,9780735658561,Microsoft SQL Server 2005 Unleashed,1752.0,9780672328244,0
4329,bn_2340,B2603,Microsoft SQL Server 6 Unleashed,1008.0,9780672309038,Microsoft SQL Server 2005 Unleashed,1752.0,9780672328244,0
1044,bn_593,B2607,Database Developer's Guide with Visual C++ 2,880.0,9780672306136,Oracle: A Database Developer's Guide 2/E,447.0,9780138414207,0
579,bn_320,B2627,Access 97 for Windows 95,164.0,9781562435004,Access 97: For Windows 95/NT (Mastering),1140.0,9780782119244,0
4369,bn_2355,B2627,"Microsoft Access for Windows 95, with CD-ROM (Mastering)",1119.0,9780782117646,Access 97: For Windows 95/NT (Mastering),1140.0,9780782119244,0
68,bn_25,B2628,"Professional ADO.NET 2: Programming with SQL Server 2005, Oracle, and MySQL",648.0,9780764584374,Professional SQL Server 2005 Programming,912.0,9780764584343,0
1305,bn_722,B2631,Exploring Microsoft Access 97,416.0,9780137542277,Microsoft Access (Training Guide),128.0,9780273604174,0
2250,bn_1226,B2631,Microsoft Access 2002,224.0,9780789726315,Microsoft Access (Training Guide),128.0,9780273604174,0
443,bn_234,B2641,Quick Course in Microsoft Access 97,192.0,9780735610729,Quick Course in Microsoft Access 97 (Education/Training Edition),171.0,9781879399730,0
4157,bn_2243,B2645,Professional Microsoft SQL Server 2008 Programming,936.0,9780470257029,Professional Microsoft SQL Server 6.5 Admin,493.0,9781874416494,0
1834,bn_1060,B2677,Microsoft Access 97 Exam Cram: Microsoft Office User Specialist,321.0,9781576102237,Microsoft Access 97 Exam Prep,432.0,9781576102312,0
2018,bn_1154,B2677,Microsoft Access 97 for Windows,230.0,9781562434700,Microsoft Access 97 Exam Prep,432.0,9781576102312,0
2251,bn_1226,B2677,Microsoft Access 2002,224.0,9780789726315,Microsoft Access 97 Exam Prep,432.0,9781576102312,0
1020,bn_573,B2679,Microsoft Office Access 2003,232.0,9780072834307,Microsoft Access 2007 Data Analysis,552.0,9780470104859,0
2553,bn_1446,B2679,Microsoft Access 2000 Bible,1272.0,9780764532863,Microsoft Access 2007 Data Analysis,552.0,9780470104859,0
2638,bn_1475,B2679,Microsoft Access 2007 Comprehensive,912.0,9780132327626,Microsoft Access 2007 Data Analysis,552.0,9780470104859,0
3248,bn_1763,B2679,Microsoft Access 2000,360.0,9780764532900,Microsoft Access 2007 Data Analysis,552.0,9780470104859,0
4432,bn_2361,B2679,Using Microsoft Access 2010,352.0,9780789742896,Microsoft Access 2007 Data Analysis,552.0,9780470104859,0
5158,bn_2811,B2679,Microsoft Access 2007 Data Analysis,552.0,9780470104859,Microsoft Access 2007 Data Analysis,552.0,9780470104859,1
2069,bn_1163,B2709,Hands on Access 2000,372.0,9781884133749,Accessible Access 2000,322.0,9781852333133,0
1255,bn_695,B2716,Learn SQL Server Administration,258.0,9781556228148,SQL Server 2000 Administration (Book/CD-ROM),586.0,9780072126181,0
5029,bn_2713,B2721,Getting Started with Oracle SOA B2B Integration: A Hands-On Tutorial,,9781849688871,Getting Started with Oracle Data Integrator 11g: A Hands-on Tutorial,384.0,9781849680684,0
1827,bn_1049,B2722,Microsoft Access 97,488.0,9780760051573,GO! with Microsoft Access 2010 Brief,288.0,9780136122470,0
4441,bn_2367,B2722,GO! with Microsoft Access 2013 Introductory / Edition 1,496.0,9780133417487,GO! with Microsoft Access 2010 Brief,288.0,9780136122470,0
115,bn_43,B2750,Microsoft Office Access 2007 Introductory / Edition 1,672.0,9780073294551,Special Edition Using Microsoft Office Access 2003,1502.0,9780789729521,0
4578,bn_2456,B2750,Microsoft Office Access 2013 Complete: In Practice / Edition 1,864.0,9780077486921,Special Edition Using Microsoft Office Access 2003,1502.0,9780789729521,0
325,bn_152,B2773,Running Microsoft Access 2 for Windows,644.0,9781556155925,Microsoft Access for Windows: Step by Step/Book and Disk,378.0,9781556154829,0
5364,bn_2927,B2773,Microsoft Access 2.0 for Windows,180.0,9780538641326,Microsoft Access for Windows: Step by Step/Book and Disk,378.0,9781556154829,0
3733,bn_2007,B2781,Access 97 for Windows for Dummies: Quick Reference,226.0,9780764500565,Dummies 101 Access 97 for Windows,272.0,9780764500954,0
3839,bn_2061,B2804,Microsoft Access 2000,192.0,9780735610668,Microsoft Access 2000 at a Glance (At a Glance (Microsoft)),275.0,9781572319462,0
463,bn_256,B2809,SQL Server Security Distilled,304.0,9781904347071,SQL Server Security Distilled,376.0,9781590592199,0
