ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
2450,3178,,Twitter Speaks: A Case of National Disaster Situational Awareness,Group Additive Structure Identification for Kernel Nonparametric Regression,"Amir Karami, Vishal Shah, Reza Vaezi, Amit Bansal","Chao Pan, Michael Zhu"
1677,2356,,Bayesian Posterior Sampling via Stochastic Gradient Fisher Scoring,Minimax Estimation of Maximum Mean Discrepancy with Radial Kernels,"Sungjin Ahn, Anoop Korattikara, Max Welling","Ilya O. Tolstikhin, Bharath K. Sriperumbudur, Bernhard Schlkopf"
3358,4054,,Hierarchical Imitation and Reinforcement Learning,Efficient Loss-Based Decoding on Graphs for Extreme Classification,"Hoang M. Le, Nan Jiang, Alekh Agarwal, Miroslav Dudk, Yisong Yue, Hal Daum III","Itay Evron, Edward Moroshko, Koby Crammer"
2863,3049,,Structural Drift: The Population Dynamics of Sequential Learning,Subset Selection under Noise,"James P. Crutchfield, Sean Whalen","Chao Qian, Jing-Cheng Shi, Yang Yu, Ke Tang, Zhi-Hua Zhou"
4,1728,,Optimal Completion Distillation for Sequence Learning,Biclustering Using Message Passing,"Sara Sabour, William Chan, Mohammad Norouzi","Luke O'Connor, Soheil Feizi"
168,235,,Approximate Matrix Multiplication with Application to Linear Embeddings,A novel family of non-parametric cumulative based divergences for point processes,"Anastasios Kyrillidis, Michail Vlachos, Anastasios Zouzias","Sohan Seth, Park Il, Austin Brockmeier, Mulugeta Semework, John Choi, Joseph Francis, Jose Principe"
2538,1293,,Temporal Convolution for Real-time Keyword Spotting on Mobile Devices,Moment-based Uniform Deviation Bounds for ,"Seungwoo Choi, Seokjun Seo, Beomjun Shin, Hyeongmin Byun, Martin Kersner, Beomsu Kim, Dongyoung Kim, Sungjoo Ha","Matus J. Telgarsky, Sanjoy Dasgupta"
2595,3941,,Preventing Failures Due to Dataset Shift: Learning Predictive Models That Transport,Dirichlet-based Gaussian Processes for Large-scale Calibrated Classification,"Adarsh Subbaswamy, Peter Schulam, Suchi Saria","Dimitrios Milios, Raffaello Camoriano, Pietro Michiardi, Lorenzo Rosasco, Maurizio Filippone"
3183,368,,Estimating beta-mixing coefficients via histograms,From Bandits to Experts: On the Value of Side-Observations,"Daniel J. McDonald, Cosma Rohilla Shalizi, Mark Schervish","Shie Mannor, Ohad Shamir"
1842,2146,,Faster Eigenvector Computation via Shift-and-Invert Preconditioning,Fast and Provably Good Seedings for k-Means,"Dan Garber, Elad Hazan, Chi Jin, Sham M. Kakade, Cameron Musco, Praneeth Netrapalli, Aaron Sidford","Olivier Bachem, Mario Lucic, Hamed Hassani, Andreas Krause"
181,107,,DNA-inspired online behavioral modeling and its application to spambot detection,A Dirty Model for Multi-task Learning,"Stefano Cresci, Roberto Di Pietro, Marinella Petrocchi, Angelo Spognardi, Maurizio Tesconi","Ali Jalali, Sujay Sanghavi, Chao Ruan, Pradeep K. Ravikumar"
491,1923,,The Most Persistent Soft-Clique in a Set of Sampled Graphs,Regularization Path of Cross-Validation Error Lower Bounds,"Novi Quadrianto, Chao Chen, Christoph Lampert","Atsushi Shibagaki, Yoshiki Suzuki, Masayuki Karasuyama, Ichiro Takeuchi"
2883,3211,,Distributed Submodular Maximization,Triangle Generative Adversarial Networks,"Baharan Mirzasoleiman, Amin Karbasi, Rik Sarkar, Andreas Krause","Zhe Gan, Liqun Chen, Weiyao Wang, Yuchen Pu, Yizhe Zhang, Hao Liu, Chunyuan Li, Lawrence Carin"
3581,660,,Separable Dictionary Learning,Majorization for CRFs and Latent Likelihoods,"Simon Hawe, Matthias Seibert, Martin Kleinsteuber","Tony Jebara, Anna Choromanska"
944,4056,,Regret Lower Bound and Optimal Algorithm in Dueling Bandit Problem,Implicit Probabilistic Integrators for ODEs,"Junpei Komiyama, Junya Honda, Hisashi Kashima, Hiroshi Nakagawa","Onur Teymur, Han Cheng Lie, Tim Sullivan, Ben Calderhead"
2196,109,,Semi-analytical approximations to statistical moments of sigmoid and softmax mappings of normal variables,Factorized Latent Spaces with Structured Sparsity,Jean Daunizeau,"Yangqing Jia, Mathieu Salzmann, Trevor Darrell"
2242,823,,Conversational flow in Oxford-style debates,A Geometric take on Metric Learning,"Justine Zhang, Ravi Kumar, Sujith Ravi, Cristian Danescu-Niculescu-Mizil","Sren Hauberg, Oren Freifeld, Michael J. Black"
3369,1500,,Blaze: Simplified High Performance Cluster Computing,Decomposing Parameter Estimation Problems,"Junhao Li, Hang Zhang","Khaled S. Refaat, Arthur Choi, Adnan Darwiche"
2932,2325,,Sparsistency and agnostic inference in sparse PCA,Combinatorial Multi-Armed Bandit with General Reward Functions,"Jing Lei, Vincent Q. Vu","Wei Chen, Wei Hu, Fu Li, Jian Li, Yu Liu, Pinyan Lu"
3853,1121,,Learning with Non-Convex Truncated Losses by SGD,Adaptive Step-Size for Policy Gradient Methods,"Yi Xu, Shenghuo Zhu, Sen Yang, Chi Zhang, Rong Jin, Tianbao Yang","Matteo Pirotta, Marcello Restelli, Luca Bascetta"
3264,2836,,Tracking by Animation: Unsupervised Learning of Multi-Object Attentive Trackers,Testing and Learning on Distributions with Symmetric Noise Invariance,"Zhen He, Jian Li, Daxue Liu, Hangen He, David Barber","Ho Chung Law, Christopher Yau, Dino Sejdinovic"
3085,3546,,"Momentum and Stochastic Momentum for Stochastic Gradient, Newton, Proximal Point and Subspace Descent Methods",Neural Guided Constraint Logic Programming for Program Synthesis,"Nicolas Loizou, Peter Richtrik","Lisa Zhang, Gregory Rosenblatt, Ethan Fetaya, Renjie Liao, William Byrd, Matthew Might, Raquel Urtasun, Richard Zemel"
1037,2905,,Loss Bounds and Time Complexity for Speed Priors,Hiding Images in Plain Sight: Deep Steganography,"Daniel Filan, Marcus Hutter, Jan Leike",Shumeet Baluja
3993,4151,,Analysis of universal adversarial perturbations,Differentiable MPC for End-to-end Planning and Control,"Seyed-Mohsen Moosavi-Dezfooli, Alhussein Fawzi, Omar Fawzi, Pascal Frossard, Stefano Soatto","Brandon Amos, Ivan Jimenez, Jacob Sacks, Byron Boots, J. Zico Kolter"
1164,3678,,Cross-modal Deep Metric Learning with Multi-task Regularization,Learning latent variable structured prediction models with Gaussian perturbations,"Xin Huang, Yuxin Peng","Kevin Bello, Jean Honorio"
3629,1966,,Deep Learning for Low-Dose CT Denoising,b-bit Marginal Regression,"Maryam Gholizadeh-Ansari, Javad Alirezaie, Paul Babyn","Martin Slawski, Ping Li"
2056,2633,,Effective Bayesian Modeling of Groups of Related Count Time Series,Clustering Signed Networks with the Geometric Mean of Laplacians,Nicolas Chapados,"Pedro Mercado, Francesco Tudisco, Matthias Hein"
534,3975,,Learning Optimal Policies from Observational Data,Bayesian Distributed Stochastic Gradient Descent,"Onur Atan, William R. Zame, M van der Schaar","Michael Teng, Frank Wood"
3582,358,,Compressing Gradient Optimizers via Count-Sketches,Relative Density-Ratio Estimation for Robust Distribution Comparison,"Ryan Spring, Anastasios Kyrillidis, Vijai Mohan, Anshumali Shrivastava","Makoto Yamada, Taiji Suzuki, Takafumi Kanamori, Hirotaka Hachiya, Masashi Sugiyama"
750,2103,,CSI-Net: Unified Human Body Characterization and Pose Recognition,Skip-Thought Vectors,"Fei Wang, Jinsong Han, Shiyuan Zhang, Xu He, Dong Huang","Ryan Kiros, Yukun Zhu, Ruslan R. Salakhutdinov, Richard Zemel, Raquel Urtasun, Antonio Torralba, Sanja Fidler"
316,2338,,Forward-backward-forward methods with variance reduction for stochastic variational inequalities,Correlated-PCA: Principal Components' Analysis when Data and Noise are Correlated,"Radu Ioan Bot, Panayotis Mertikopoulos, Mathias Staudigl, Phan Tu Vuong","Namrata Vaswani, Han Guo"
1746,1505,,"Adaptive Skills, Adaptive Partitions (ASAP)",The Blinded Bandit: Learning with Adaptive Feedback,"Daniel J. Mankowitz, Timothy A. Mann, Shie Mannor","Ofer Dekel, Elad Hazan, Tomer Koren"
1564,2615,,Second-Order Optimization for Non-Convex Machine Learning: An Empirical Study,Completely random measures for modelling block-structured sparse networks,"Peng Xu, Farbod Roosta-Khorasani, Michael W. Mahoney","Tue Herlau, Mikkel N. Schmidt, Morten Mrup"
2060,3350,,Modeling sepsis progression using hidden Markov models,Z-Forcing: Training Stochastic Recurrent Networks,"Brenden K. Petersen, Michael B. Mayhew, Kalvin O. E. Ogbuefi, John D. Greene, Vincent X. Liu, Priyadip Ray","Anirudh Goyal ALIAS PARTH GOYAL, Alessandro Sordoni, Marc-Alexandre Ct, Nan Rosemary Ke, Yoshua Bengio"
2681,2303,,Doubly Decomposing Nonparametric Tensor Regression,Synthesis of MCMC and Belief Propagation,"Masaaki Imaizumi, Kohei Hayashi","Sung-Soo Ahn, Michael Chertkov, Jinwoo Shin"
1686,352,,Single-Forward-Step Projective Splitting: Exploiting Cocoercivity,Simultaneous Sampling and Multi-Structure Fitting with Adaptive Reversible Jump MCMC,"Patrick R. Johnstone, Jonathan Eckstein","Trung T. Pham, Tat-jun Chin, Jin Yu, David Suter"
2437,1561,,Diagnosis of Celiac Disease and Environmental Enteropathy on Biopsy Images Using Color Balancing on Convolutional Neural Networks,A Filtering Approach to Stochastic Variational Inference,"Kamran Kowsari, Rasoul Sali, Marium N. Khan, William Adorno, S. Asad Ali, Sean R. Moore, Beatrice C. Amadi, Paul Kelly, Sana Syed, Donald E. Brown","Neil Houlsby, David Blei"
3289,171,,Automatic tagging using deep convolutional neural networks,Basis Construction from Power Series Expansions of Value Functions,"Keunwoo Choi, George Fazekas, Mark Sandler","Sridhar Mahadevan, Bo Liu"
3995,3279,,On Distributed Cooperative Decision-Making in Multiarmed Bandits,A framework for Multi-A(rmed)/B(andit) Testing with Online FDR Control,"Peter Landgren, Vaibhav Srivastava, Naomi Ehrich Leonard","Fanny Yang, Aaditya Ramdas, Kevin G. Jamieson, Martin J. Wainwright"
3421,1971,,An Overview of the Asymptotic Performance of the Family of the FastICA Algorithms,Collaborative Filtering with Graph Information: Consistency and Scalable Methods,Tianwen Wei,"Nikhil Rao, Hsiang-Fu Yu, Pradeep K. Ravikumar, Inderjit S. Dhillon"
3170,1072,,Mean Actor Critic,Learning Adaptive Value of Information for Structured Prediction,"Cameron Allen, Kavosh Asadi, Melrose Roderick, Abdel-rahman Mohamed, George Konidaris, Michael Littman","David J. Weiss, Ben Taskar"
2224,1917,,Clipping free attacks against artificial neural networks,Max-Margin Majority Voting for Learning from Crowds,"Boussad Addad, Jerome Kodjabachian, Christophe Meyer","TIAN TIAN, Jun Zhu"
710,596,,Transforming Musical Signals through a Genre Classifying Convolutional Neural Network,Exploiting spatial overlap to efficiently compute appearance distances between image windows,"S. Geng, G. Ren, M. Ogihara","Bogdan Alexe, Viviana Petrescu, Vittorio Ferrari"
773,2973,,BOCK : Bayesian Optimization with Cylindrical Kernels,Bridging the Gap Between Value and Policy Based Reinforcement Learning,"ChangYong Oh, Efstratios Gavves, Max Welling","Ofir Nachum, Mohammad Norouzi, Kelvin Xu, Dale Schuurmans"
1103,107,,Pyrcca: regularized kernel canonical correlation analysis in Python and its applications to neuroimaging,A Dirty Model for Multi-task Learning,"Natalia Y. Bilenko, Jack L. Gallant","Ali Jalali, Sujay Sanghavi, Chao Ruan, Pradeep K. Ravikumar"
527,2628,,Optimizing Non-decomposable Measures with Deep Networks,Backprop KF: Learning Discriminative Deterministic State Estimators,"Amartya Sanyal, Pawan Kumar, Purushottam Kar, Sanjay Chawla, Fabrizio Sebastiani","Tuomas Haarnoja, Anurag Ajay, Sergey Levine, Pieter Abbeel"
3376,2313,,Improved GQ-CNN: Deep Learning Model for Planning Robust Grasps,Generating Long-term Trajectories Using Deep Hierarchical Networks,"Maciej Ja?kowski, Jakub ?wi?tkowski, Micha? Zaj?c, Maciej Klimek, Jarek Potiuk, Piotr Rybicki, Piotr Polatowski, Przemys?aw Walczyk, Kacper Nowicki, Marek Cygan","Stephan Zheng, Yisong Yue, Jennifer Hobbs"
3036,1798,,A simpler condition for consistency of a kernel independence test,Compressive spectral embedding: sidestepping the SVD,Arthur Gretton,"Dinesh Ramasamy, Upamanyu Madhow"
1130,109,,KeyIn: Discovering Subgoal Structure with Keyframe-based Video Prediction,Factorized Latent Spaces with Structured Sparsity,"Karl Pertsch, Oleh Rybkin, Jingyun Yang, Kosta Derpanis, Joseph Lim, Kostas Daniilidis, Andrew Jaegle","Yangqing Jia, Mathieu Salzmann, Trevor Darrell"
982,4293,,Empirical estimation of entropy functionals with confidence,Dynamic Network Model from Partial Observations,"Kumar Sricharan, Raviv Raich, Alfred O. Hero III","Elahe Ghalebi, Baharan Mirzasoleiman, Radu Grosu, Jure Leskovec"
1873,286,,Disentangling by Factorising,Sufficient Conditions for Generating Group Level Sparsity in a Robust Minimax Framework,"Hyunjik Kim, Andriy Mnih","Hongbo Zhou, Qiang Cheng"
2754,2379,,Robust Deep-Learning-Based Road-Prediction for Augmented Reality Navigation Systems,Learning to Communicate with Deep Multi-Agent Reinforcement Learning,"Matthias Limmer, Julian Forster, Dennis Baudach, Florian Schle, Roland Schweiger, Hendrik P. A. Lensch","Jakob Foerster, Ioannis Alexandros Assael, Nando de Freitas, Shimon Whiteson"
824,1804,,Where are we now? A large benchmark study of recent symbolic regression methods,Online Rank Elicitation for Plackett-Luce: A Dueling Bandits Approach,"Patryk Orzechowski, William La Cava, Jason H. Moore","Balzs Szrnyi, Rbert Busa-Fekete, Adil Paul, Eyke Hllermeier"
210,3403,,SenseGen: A Deep Learning Architecture for Synthetic Sensor Data Generation,Joint Sub-bands Learning with Clique Structures for Wavelet Domain Super-Resolution,"Moustafa Alzantot, Supriyo Chakraborty, Mani B. Srivastava","Zhisheng Zhong, Tiancheng Shen, Yibo Yang, Zhouchen Lin, Chao Zhang"
3607,1551,,How Sensitive are Sensitivity-Based Explanations?,Spatio-temporal Representations of Uncertainty in Spiking Neural Networks,"Chih-Kuan Yeh, Cheng-Yu Hsieh, Arun Sai Suggala, David Inouye, Pradeep Ravikumar","Cristina Savin, Sophie Denve"
1236,2464,,Data Readiness Levels,A Probabilistic Model of Social Decision Making based on Reward Maximization,Neil D. Lawrence,"Koosha Khalvati, Seongmin A. Park, Jean-Claude Dreher, Rajesh P. Rao"
2403,3853,,Deep-Sentiment: Sentiment Analysis Using Ensemble of CNN and Bi-LSTM Models,LAG: Lazily Aggregated Gradient for Communication-Efficient Distributed Learning,"Shervin Minaee, Elham Azimi, AmirAli Abdolrashidi","Tianyi Chen, Georgios Giannakis, Tao Sun, Wotao Yin"
3321,1819,,Detecting Cybersecurity Events from Noisy Short Text,Solving Random Quadratic Systems of Equations Is Nearly as Easy as Solving Linear Systems,"Semih Yagcioglu, Mehmet Saygin Seyfioglu, Begum Citamak, Batuhan Bardak, Seren Guldamlasioglu, Azmi Yuksel, Emin Islam Tatli","Yuxin Chen, Emmanuel Candes"
1925,3644,,Deceiving End-to-End Deep Learning Malware Detectors using Adversarial Examples,Demystifying excessively volatile human learning: A Bayesian persistent prior and a neural approximation,"Felix Kreuk, Assi Barak, Shir Aviv-Reuven, Moran Baruch, Benny Pinkas, Joseph Keshet","Chaitanya Ryali, Gautam Reddy, Angela J. Yu"
1973,1749,,EILearn: Learning Incrementally Using Previous Knowledge Obtained From an Ensemble of Classifiers,A Convergent Gradient Descent Algorithm for Rank Minimization and Semidefinite Programming from Random Linear Measurements,"Shivang Agarwal, C. Ravindranath Chowdary, Shripriya Maheshwari","Qinqing Zheng, John Lafferty"
2814,4333,,MobiRNN: Efficient Recurrent Neural Network Execution on Mobile GPU,PCA of high dimensional random walks with comparison to neural network training,"Qingqing Cao, Niranjan Balasubramanian, Aruna Balasubramanian","Joseph Antognini, Jascha Sohl-Dickstein"
239,718,,CROSSBOW: Scaling Deep Learning with Small Batch Sizes on Multi-GPU Servers,Clustering by Nonnegative Matrix Factorization Using Graph Random Walk,"Alexandros Koliousis, Pijika Watcharapichat, Matthias Weidlich, Luo Mai, Paolo Costa, Peter Pietzuch","Zhirong Yang, Tele Hao, Onur Dikmen, Xi Chen, Erkki Oja"
1719,1225,,Monge beats Bayes: Hardness Results for Adversarial Training,Information-theoretic lower bounds for distributed statistical estimation with communication constraints,"Zac Cranko, Aditya Krishna Menon, Richard Nock, Cheng-Soon Ong, Zhan Shi, Christian Walder","Yuchen Zhang, John Duchi, Michael I. Jordan, Martin J. Wainwright"
3547,2707,,"Nonlocal Neural Networks, Nonlocal Diffusion and Nonlocal Modeling",Learning Deep Parsimonious Representations,"Yunzhe Tao, Qi Sun, Qiang Du, Wei Liu","Renjie Liao, Alex Schwing, Richard Zemel, Raquel Urtasun"
2900,3779,,Online Low-Rank Subspace Learning from Incomplete Data: A Bayesian View,"BML: A High-performance, Low-cost Gradient Synchronization Algorithm for DML Training","Paris V. Giampouras, Athanasios A. Rontogiannis, Konstantinos E. Themelis, Konstantinos D. Koutroumbas","Songtao Wang, Dan Li, Yang Cheng, Jinkun Geng, Yanshu Wang, Shuai Wang, Shu-Tao Xia, Jianping Wu"
2023,3047,,Kernel Adaptive Metropolis-Hastings,Limitations on Variance-Reduction and Acceleration Schemes for Finite Sums Optimization,"Dino Sejdinovic, Heiko Strathmann, Maria Lomeli Garcia, Christophe Andrieu, Arthur Gretton",Yossi Arjevani
929,1119,,Multi-label ensemble based on variable pairwise constraint projection,Computing the Stationary Distribution Locally,"Ping Li, Hong Li, Min Wu","Christina E. Lee, Asuman Ozdaglar, Devavrat Shah"
2420,2823,,An Easy to Use Repository for Comparing and Improving Machine Learning Algorithm Usage,Matching neural paths: transfer from recognition to correspondence search,"Michael R. Smith, Andrew White, Christophe Giraud-Carrier, Tony Martinez","Nikolay Savinov, Lubor Ladicky, Marc Pollefeys"
1047,3827,,A Multi-Modal Approach to Infer Image Affect,A Smoother Way to Train Structured Prediction Models,"Ashok Sundaresan, Sugumar Murugesan, Sean Davis, Karthik Kappaganthu, ZhongYi Jin, Divya Jain, Anurag Maunder","Venkata Krishna Pillutla, Vincent Roulet, Sham M. Kakade, Zaid Harchaoui"
2728,454,,Value Iteration Networks,Convergence Rates of Inexact Proximal-Gradient Methods for Convex Optimization,"Aviv Tamar, Yi Wu, Garrett Thomas, Sergey Levine, Pieter Abbeel","Mark Schmidt, Nicolas L. Roux, Francis R. Bach"
102,160,,Unregularized Online Learning Algorithms with General Loss Functions,Multivariate Dyadic Regression Trees for Sparse Learning Problems,"Yiming Ying, Ding-Xuan Zhou","Han Liu, Xi Chen"
2568,645,,ACDC: A Structured Efficient Linear Layer,3D Social Saliency from Head-mounted Cameras,"Marcin Moczulski, Misha Denil, Jeremy Appleyard, Nando de Freitas","Hyun S. Park, Eakta Jain, Yaser Sheikh"
2634,3642,,Graph-Structured Multi-task Regression and an Efficient Optimization Method for General Fused Lasso,Paraphrasing Complex Network: Network Compression via Factor Transfer,"Xi Chen, Seyoung Kim, Qihang Lin, Jaime G. Carbonell, Eric P. Xing","Jangho Kim, Seonguk Park, Nojun Kwak"
2552,517,,Large Dimensional Analysis of Robust M-Estimators of Covariance with Outliers,Spectral Methods for Learning Multivariate Latent Tree Structure,"David Morales-Jimenez, Romain Couillet, Matthew R. McKay","Animashree Anandkumar, Kamalika Chaudhuri, Daniel J. Hsu, Sham M. Kakade, Le Song, Tong Zhang"
48,2071,,Sifting Common Information from Many Variables,"Reflection, Refraction, and Hamiltonian Monte Carlo","Greg Ver Steeg, Shuyang Gao, Kyle Reing, Aram Galstyan","Hadi Mohasel Afshar, Justin Domke"
3280,1758,,Identifying Malicious Web Domains Using Machine Learning Techniques with Online Credibility and Performance Data,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,"Zhongyi Hu, Raymond Chiong, Ilung Pranata, Willy Susilo, Yukun Bao","Armand Joulin, Tomas Mikolov"
3590,4148,,A Credit Assignment Compiler for Joint Prediction,Online Reciprocal Recommendation with Theoretical Performance Guarantees,"Kai-Wei Chang, He He, Hal Daum III, John Langford, Stephane Ross","Claudio Gentile, Nikos Parotsidis, Fabio Vitale"
1994,3554,,Disease Trajectory Maps,Entropy and mutual information in models of deep neural networks,"Peter Schulam, Raman Arora","Marylou Gabri, Andre Manoel, Clment Luneau, jean barbier, Nicolas Macris, Florent Krzakala, Lenka Zdeborov"
900,2799,,Active Feature Acquisition with Supervised Matrix Completion,GP CaKe: Effective brain connectivity with causal kernels,"Sheng-Jun Huang, Miao Xu, Ming-Kun Xie, Masashi Sugiyama, Gang Niu, Songcan Chen","Luca Ambrogioni, Max Hinne, Marcel Van Gerven, Eric Maris"
2013,755,,Recurrent Attentional Networks for Saliency Detection,Scaled Gradients on Grassmann Manifolds for Matrix Completion,"Jason Kuen, Zhenhua Wang, Gang Wang","Thanh Ngo, Yousef Saad"
3989,869,,Multi-borders classification,Approximate Message Passing with Consistent Parameter Estimation and Applications to Sparse Learning,Peter Mills,"Ulugbek Kamilov, Sundeep Rangan, Michael Unser, Alyson K. Fletcher"
3418,4115,,Interaction Pursuit with Feature Screening and Selection,RenderNet: A deep convolutional network for differentiable rendering from 3D shapes,"Yingying Fan, Yinfei Kong, Daoji Li, Jinchi Lv","Thu H. Nguyen-Phuoc, Chuan Li, Stephen Balaban, Yongliang Yang"
957,3362,,Learning Intrinsic Sparse Structures within Long Short-Term Memory,Cross-Spectral Factor Analysis,"Wei Wen, Yuxiong He, Samyam Rajbhandari, Minjia Zhang, Wenhan Wang, Fang Liu, Bin Hu, Yiran Chen, Hai Li","Neil Gallagher, Kyle R. Ulrich, Austin Talbot, Kafui Dzirasa, Lawrence Carin, David E. Carlson"
976,735,,Normalization based K means Clustering Algorithm,Statistical Consistency of Ranking Methods in A Rank-Differentiable Probability Space,"Deepali Virmani, Shweta Taneja, Geetika Malhotra","Yanyan Lan, Jiafeng Guo, Xueqi Cheng, Tie-yan Liu"
2373,1407,,Self-Learning Camera: Autonomous Adaptation of Object Detectors to Unlabeled Video Streams,Poisson Process Jumping between an Unknown Number of Rates: Application to Neural Spike Data,"Adrien Gaidon, Gloria Zen, Jose A. Rodriguez-Serrano","Florian Stimberg, Andreas Ruttor, Manfred Opper"
3196,2464,,Fully Understanding the Hashing Trick,A Probabilistic Model of Social Decision Making based on Reward Maximization,"Casper Benjamin Freksen, Lior Kamma, Kasper Green Larsen","Koosha Khalvati, Seongmin A. Park, Jean-Claude Dreher, Rajesh P. Rao"
285,1951,,Machine Learning Across Cultures: Modeling the Adoption of Financial Services for the Poor,Generative Image Modeling Using Spatial LSTMs,"Muhammad Raza Khan, Joshua E. Blumenstock","Lucas Theis, Matthias Bethge"
3744,2470,,Effective Mean-Field Inference Method for Nonnegative Boltzmann Machines,Noise-Tolerant Life-Long Matrix Completion via Adaptive Sampling,Muneki Yasuda,"Maria-Florina F. Balcan, Hongyang Zhang"
2160,1944,,Learning using Local Membership Queries,Learning Bayesian Networks with Thousands of Variables,"Pranjal Awasthi, Vitaly Feldman, Varun Kanade","Mauro Scanagatta, Cassio P. de Campos, Giorgio Corani, Marco Zaffalon"
1302,3330,,Predicting Risk-of-Readmission for Congestive Heart Failure Patients: A Multi-Layer Approach,Clustering Stable Instances of Euclidean k-means.,"Kiyana Zolfaghar, Nele Verbiest, Jayshree Agarwal, Naren Meadem, Si-Chi Chin, Senjuti Basu Roy, Ankur Teredesai, David Hazel, Paul Amoroso, Lester Reed","Aravindan Vijayaraghavan, Abhratanu Dutta, Alex Wang"
544,1521,,Learning an Approximate Model Predictive Controller with Guarantees,Bayesian Nonlinear Support Vector Machines and Discriminative Factor Modeling,"Michael Hertneck, Johannes Khler, Sebastian Trimpe, Frank Allgwer","Ricardo Henao, Xin Yuan, Lawrence Carin"
1354,4261,,PAC-Bayesian Analysis of Martingales and Multiarmed Bandits,Sanity Checks for Saliency Maps,"Yevgeny Seldin, Franois Laviolette, John Shawe-Taylor, Jan Peters, Peter Auer","Julius Adebayo, Justin Gilmer, Michael Muelly, Ian Goodfellow, Moritz Hardt, Been Kim"
728,4358,,Riemannian metrics for neural networks II: recurrent networks and learning symbolic data sequences,Improved Network Robustness with Adversary Critic,Yann Ollivier,"Alexander Matyasko, Lap-Pui Chau"
3475,2964,,Modeling The Intensity Function Of Point Process Via Recurrent Neural Networks,Dynamic Revenue Sharing,"Shuai Xiao, Junchi Yan, Stephen M. Chu, Xiaokang Yang, Hongyuan Zha","Santiago Balseiro, Max Lin, Vahab Mirrokni, Renato Leme, IIIS Song Zuo"
3321,179,,Detecting Cybersecurity Events from Noisy Short Text,A Family of Penalty Functions for Structured Sparsity,"Semih Yagcioglu, Mehmet Saygin Seyfioglu, Begum Citamak, Batuhan Bardak, Seren Guldamlasioglu, Azmi Yuksel, Emin Islam Tatli","Jean Morales, Charles A. Micchelli, Massimiliano Pontil"
279,2199,,Deep Learning Methods for Efficient Large Scale Video Labeling,Learning User Perceived Clusters with Feature-Level Supervision,"Miha Skalic, Marcin Pekalski, Xingguo E. Pan","Ting-Yu Cheng, Guiguan Lin, xinyang gong, Kang-Jun Liu, Shan-Hung Wu"
3699,49,,Unsupervised Imitation Learning,Learning Bounds for Importance Weighting,"Sebastian Curi, Kfir Y. Levy, Andreas Krause","Corinna Cortes, Yishay Mansour, Mehryar Mohri"
1108,1140,,Curvature-based Comparison of Two Neural Networks,Near-Optimal Entrywise Sampling for Data Matrices,"Tao Yu, Huan Long, John E. Hopcroft","Dimitris Achlioptas, Zohar S. Karnin, Edo Liberty"
1991,1435,,Supervised multiway factorization,General Table Completion using a Bayesian Nonparametric Model,"Eric F. Lock, Gen Li","Isabel Valera, Zoubin Ghahramani"
396,1244,,Provable Robustness of ReLU networks via Maximization of Linear Regions,Symbolic Opportunistic Policy Iteration for Factored-Action MDPs,"Francesco Croce, Maksym Andriushchenko, Matthias Hein","Aswin Raghavan, Roni Khardon, Alan Fern, Prasad Tadepalli"
2024,1019,,Finding Associations and Computing Similarity via Biased Pair Sampling,Regularized M-estimators with nonconvexity: Statistical and algorithmic theory for local optima,"Andrea Campagna, Rasmus Pagh","Po-Ling Loh, Martin J. Wainwright"
2654,410,,On the Ground Validation of Online Diagnosis with Twitter and Medical Records,Active Classification based on Value of Classifier,"Todd Bodnar, Victoria C Barclay, Nilam Ram, Conrad S Tucker, Marcel Salath","Tianshi Gao, Daphne Koller"
2986,1994,,Neural Task Graphs: Generalizing to Unseen Tasks from a Single Video Demonstration,Sample Efficient Path Integral Control under Uncertainty,"De-An Huang, Suraj Nair, Danfei Xu, Yuke Zhu, Animesh Garg, Li Fei-Fei, Silvio Savarese, Juan Carlos Niebles","Yunpeng Pan, Evangelos Theodorou, Michail Kontitsis"
2362,2620,,Transfer Learning for Content-Based Recommender Systems using Tree Matching,Safe Exploration in Finite Markov Decision Processes with Gaussian Processes,"Naseem Biadsy, Lior Rokach, Armin Shmilovici","Matteo Turchetta, Felix Berkenkamp, Andreas Krause"
3661,1449,,Learning Determinantal Point Processes,Non-convex Robust PCA,"Alex Kulesza, Ben Taskar","Praneeth Netrapalli, Niranjan U N, Sujay Sanghavi, Animashree Anandkumar, Prateek Jain"
1426,3713,,Inference in Deep Networks in High Dimensions,Multiplicative Weights Updates with Constant Step-Size in Graphical Constant-Sum Games,"Alyson K. Fletcher, Sundeep Rangan",Yun Kuen Cheung
2867,3915,,Graph-to-Sequence Learning using Gated Graph Neural Networks,Critical initialisation for deep signal propagation in noisy rectifier neural networks,"Daniel Beck, Gholamreza Haffari, Trevor Cohn","Arnu Pretorius, Elan van Biljon, Steve Kroon, Herman Kamper"
2497,2028,,Using transfer learning to detect galaxy mergers,Estimating Jaccard Index with Missing Observations: A Matrix Calibration Approach,"Sandro Ackermann, Kevin Schawinski, Ce Zhang, Anna K. Weigel, M. Dennis Turp",Wenye Li
