ID_A,ID_B,Title_A,Title_B,Authors_A,Authors_B
2240,1654,Large Kernel Matters -- Improve Semantic Segmentation by Global Convolutional Network,Large scale visual place recognition with sub-linear storage growth,"Peng, Chao and Zhang, Xiangyu and Yu, Gang and Luo, Guiming and Sun, Jian","Huu Le, Michael Milford"
998,3737,Tree Quantization for Large-Scale Similarity Search and Classification,Recognition in Terra Incognita,"Babenko, Artem and Lempitsky, Victor","Sara Beery, Grant van Horn, Pietro Perona"
2967,2078,"A Unifying Contrast Maximization Framework for Event Cameras, With Applications to Motion, Depth, and Optical Flow Estimation",Multi-Level Contextual Network for Biomedical Image Segmentation,"Gallego, Guillermo and Rebecq, Henri and Scaramuzza, Davide","Amirhossein Dadashzadeh, Alireza Tavakoli Targhi"
1214,2839,DHSNet: Deep Hierarchical Saliency Network for Salient Object Detection,Deep Adaptive Temporal Pooling for Activity Recognition,"Liu, Nian and Han, Junwei","Sibo Song, Ngai-Man Cheung, Vijay Chandrasekhar, Bappaditya Mandal"
1470,5891,Actor-Action Semantic Segmentation With Grouping Process Models,On the Robustness of the CVPR 2018 White-Box Adversarial Example Defenses,"Xu, Chenliang and Corso, Jason J.","Anish Athalye, Nicholas Carlini"
3345,1945,Emotional Attention: A Study of Image Sentiment and Visual Attention,Local Explanation Methods for Deep Neural Networks Lack Sensitivity to Parameter Values,"Fan, Shaojing and Shen, Zhiqi and Jiang, Ming and Koenig, Bryan L. and Xu, Juan and Kankanhalli, Mohan S. and Zhao, Qi","Julius Adebayo, Justin Gilmer, Ian Goodfellow, Been Kim"
3404,6762,SketchMate: Deep Hashing for Million-Scale Human Sketch Retrieval,OIL: Observational Imitation Learning,"Xu, Peng and Huang, Yongye and Yuan, Tongtong and Pang, Kaiyue and Song, Yi-Zhe and Xiang, Tao and Hospedales, Timothy M. and Ma, Zhanyu and Guo, Jun","Guohao Li, Matthias Mller, Vincent Casser, Neil Smith, Dominik L. Michels, Bernard Ghanem"
1962,6540,Collaborative Deep Reinforcement Learning for Joint Object Search,DeepN-JPEG: A Deep Neural Network Favorable JPEG-based Image Compression Framework,"Kong, Xiangyu and Xin, Bo and Wang, Yizhou and Hua, Gang","Zihao Liu, Tao Liu, Wujie Wen, Lei Jiang, Jie Xu, Yanzhi Wang, Gang Quan"
3510,9938,Rethinking Feature Distribution for Loss Functions in Image Classification,Multi-task Self-Supervised Visual Learning,"Wan, Weitao and Zhong, Yuanyi and Li, Tianpeng and Chen, Jiansheng","Carl Doersch, Andrew Zisserman"
1042,1387,Material Classification With Thermal Imagery,Fast Adaptive Bilateral Filtering,"Saponaro, Philip and Sorensen, Scott and Kolagunda, Abhishek and Kambhamettu, Chandra","Ruturaj G. Gavaskar, Kunal N. Chaudhury"
3237,9404,Making Convolutional Networks Recurrent for Visual Sequence Learning,Realizing Half-Diminished Reality from Video Stream of Manipulating Objects,"Yang, Xiaodong and Molchanov, Pavlo and Kautz, Jan","Hayato Okumoto, Mitsuo Yoshida, Kyoji Umemura"
443,7979,Multi-target Tracking with Motion Context in Tensor Power Iteration,Image Registration for the Alignment of Digitized Historical Documents,"Shi, Xinchu and Ling, Haibin and Hu, Weiming and Yuan, Chunfeng and Xing, Junliang","AmirAbbas Davari, Tobias Lindenberger, Armin Hberle, Vincent Christlein, Andreas Maier, Christian Riess"
511,6169,Fast and Exact: ADMM-Based Discriminative Shape Segmentation with Loopy Part Models,Learning Kinematic Descriptions using SPARE: Simulated and Physical ARticulated Extendable dataset,"Boussaid, Haithem and Kokkinos, Iasonas","Abhishek Venkataraman, Brent Griffin, Jason J. Corso"
2148,3881,A Domain Based Approach to Social Relation Recognition,Real-time clustering and multi-target tracking using event-based sensors,"Sun, Qianru and Schiele, Bernt and Fritz, Mario","Francisco Barranco, Cornelia Fermuller, Eduardo Ros"
2581,4883,Rotation Averaging and Strong Duality,Corpus Conversion Service: A machine learning platform to ingest documents at scale [Poster abstract],"Eriksson, Anders and Olsson, Carl and Kahl, Fredrik and Chin, Tat-Jun","Peter W J Staar, Michele Dolfi, Christoph Auer, Costas Bekas"
866,3880,Towards 3D Object Detection With Bimodal Deep Boltzmann Machines Over RGBD Imagery,Semi-parametric Image Inpainting,"Liu, Wei and Ji, Rongrong and Li, Shaozi",Karim Iskakov
1792,3055,Position Tracking for Virtual Reality Using Commodity WiFi,A Novel Disparity Transformation Algorithm for Road Segmentation,"Kotaru, Manikanta and Katti, Sachin","Rui Fan, Mohammud Junaid Bocus, Naim Dahnoun"
1797,4471,Correlational Gaussian Processes for Cross-Domain Visual Recognition,"Sparse, Collaborative, or Nonnegative Representation: Which Helps Pattern Classification?","Long, Chengjiang and Hua, Gang","Jun Xu, Wangpeng An, Lei Zhang, David Zhang"
607,1038,Light Field Layer Matting,A Comparative Study of Computational Aesthetics,"Fiss, Juliet and Curless, Brian and Szeliski, Rick","Dogancan Temel, Ghassan AlRegib"
1927,446,Deep Joint Rain Detection and Removal From a Single Image,Adversarial Defense of Image Classification Using a Variational Auto-Encoder,"Yang, Wenhan and Tan, Robby T. and Feng, Jiashi and Liu, Jiaying and Guo, Zongming and Yan, Shuicheng","Yi Luo, Henry Pfister"
1434,5670,Gradient-Domain Image Reconstruction Framework With Intensity-Range and Base-Structure Constraints,Learning how to be robust: Deep polynomial regression,"Shibata, Takashi and Tanaka, Masayuki and Okutomi, Masatoshi","Juan-Manuel Perez-Rua, Tomas Crivelli, Patrick Bouthemy, Patrick Perez"
3418,233,Arbitrary Style Transfer With Deep Feature Reshuffle,OCTID: Optical Coherence Tomography Image Database,"Gu, Shuyang and Chen, Congliang and Liao, Jing and Yuan, Lu","Peyman Gholami, Priyanka Roy, Mohana Kuppuswamy Parthasarathy, Vasudevan Lakshminarayanan"
1412,5670,Context Encoders: Feature Learning by Inpainting,Learning how to be robust: Deep polynomial regression,"Pathak, Deepak and Krahenbuhl, Philipp and Donahue, Jeff and Darrell, Trevor and Efros, Alexei A.","Juan-Manuel Perez-Rua, Tomas Crivelli, Patrick Bouthemy, Patrick Perez"
357,1186,Edge-aware Gradient Domain Optimization Framework for Image Filtering by Local Propagation,GaitSet: Regarding Gait as a Set for Cross-View Gait Recognition,"Hua, Miao and Bie, Xiaohui and Zhang, Minying and Wang, Wencheng","Hanqing Chao, Yiwei He, Junping Zhang, Jianfeng Feng"
2408,7563,CASENet: Deep Category-Aware Semantic Edge Detection,Circular Antenna Array Design for Breast Cancer Detection,"Yu, Zhiding and Feng, Chen and Liu, Ming-Yu and Ramalingam, Srikumar","Kalthoum Ouerghi, Najib Fadlallah, Amor Smida, Ridha Ghayoula, Jaouhar Fattahi, Noureddine Boulejfen"
2070,6449,G2DeNet: Global Gaussian Distribution Embedding Network and Its Application to Visual Recognition,Attention-based Temporal Weighted Convolutional Neural Network for Action Recognition,"Wang, Qilong and Li, Peihua and Zhang, Lei","Jinliang Zang, Le Wang, Ziyi Liu, Qilin Zhang, Zhenxing Niu, Gang Hua, Nanning Zheng"
2994,5889,Object Referring in Videos With Language and Human Gaze,A Systematic DNN Weight Pruning Framework using Alternating Direction Method of Multipliers,"Balajee Vasudevan, Arun and Dai, Dengxin and Van Gool, Luc","Tianyun Zhang, Shaokai Ye, Kaiqi Zhang, Jian Tang, Wujie Wen, Makan Fardad, Yanzhi Wang"
508,2395,Orientation Robust Text Line Detection in Natural Images,Multimodal Local-Global Ranking Fusion for Emotion Recognition,"Kang, Le and Li, Yi and Doermann, David","Paul Pu Liang, Amir Zadeh, Louis-Philippe Morency"
1020,2020,3D Shape Estimation From 2D Landmarks: A Convex Relaxation Approach,Cascaded Pyramid Network for 3D Human Pose Estimation Challenge,"Zhou, Xiaowei and Leonardos, Spyridon and Hu, Xiaoyan and Daniilidis, Kostas","Sungeun Hong, Wonjin Jung, Ilsang Woo, Seung Wook Kim"
3389,2601,Unsupervised Cross-Dataset Person Re-Identification by Transfer Learning of Spatial-Temporal Patterns,Bayesian Outdoor Defect Detection,"Lv, Jianming and Chen, Weihang and Li, Qing and Yang, Can","Fei Jiang, Guosheng Yin"
2727,2763,Improving Landmark Localization With Semi-Supervised Learning,HMS-Net: Hierarchical Multi-scale Sparsity-invariant Network for Sparse Depth Completion,"Honari, Sina and Molchanov, Pavlo and Tyree, Stephen and Vincent, Pascal and Pal, Christopher and Kautz, Jan","Zixuan Huang, Junming Fan, Shuai Yi, Xiaogang Wang, Hongsheng Li"
444,6480,SphereFlow: 6 DoF Scene Flow from RGB-D Pairs,A Multi-perspective Approach To Anomaly Detection For Self-aware Embodied Agents,"Hornacek, Michael and Fitzgibbon, Andrew and Rother, Carsten","Mohamad Baydoun, Mahdyar Ravanbakhsh, Damian Campo, Pablo Marin, David Martin, Lucio Marcenaro, Andrea Cavallaro, Carlo S. Regazzoni"
2063,3142,Learning Video Object Segmentation From Static Images,Learning to Align Images using Weak Geometric Supervision,"Perazzi, Federico and Khoreva, Anna and Benenson, Rodrigo and Schiele, Bernt and Sorkine-Hornung, Alexander","Jing Dong, Byron Boots, Frank Dellaert, Ranveer Chandra, Sudipta N. Sinha"
267,1694,"Active Frame, Location, and Detector Selection for Automated and Manual Video Annotation",Left Ventricle Segmentation via Optical-Flow-Net from Short-axis Cine MRI: Preserving the Temporal Coherence of Cardiac Motion,"Karasev, Vasiliy and Ravichandran, Avinash and Soatto, Stefano","Wenjun Yan, Yuanyuan Wang, Zeju Li, Rob J. van der Geest, Qian Tao"
1860,8222,PolyNet: A Pursuit of Structural Diversity in Very Deep Networks,Taming Adversarial Domain Transfer with Structural Constraints for Image Enhancement,"Zhang, Xingcheng and Li, Zhizhong and Change Loy, Chen and Lin, Dahua","Elias Vansteenkiste, Patrick Kern"
2602,5961,Single-Image Depth Estimation Based on Fourier Domain Analysis,Automatic Prediction of Building Age from Photographs,"Lee, Jae-Han and Heo, Minhyeok and Kim, Kyung-Rae and Kim, Chang-Su","Matthias Zeppelzauer, Miroslav Despotovic, Muntaha Sakeena, David Koch, Mario Dller"
2093,2019,The Incremental Multiresolution Matrix Factorization Algorithm,Towards WARSHIP: Combining Components of Brain-Inspired Computing of RSH for Image Super Resolution,"Ithapu, Vamsi K. and Kondor, Risi and Johnson, Sterling C. and Singh, Vikas","Wendi Xu, Ming Zhang"
404,9874,Efficient Structured Parsing of Facades Using Dynamic Programming,Simultaneously Color-Depth Super-Resolution with Conditional Generative Adversarial Network,"Cohen, Andrea and Schwing, Alexander G. and Pollefeys, Marc","Lijun Zhao, Huihui Bai, Jie Liang, Bing Zeng, Anhong Wang, Yao Zhao"
1342,1922,They Are Not Equally Reliable: Semantic Event Search Using Differentiated Concept Classifiers,Visual Localization of Key Positions for Visually Impaired People,"Chang, Xiaojun and Yu, Yao-Liang and Yang, Yi and Xing, Eric P.","Ruiqi Cheng, Kaiwei Wang, Longqing Lin, Kailun Yang"
2121,3314,Generalized Rank Pooling for Activity Recognition,Tiny-DSOD: Lightweight Object Detection for Resource-Restricted Usages,"Cherian, Anoop and Fernando, Basura and Harandi, Mehrtash and Gould, Stephen","Yuxi Li, Jiuwei Li, Weiyao Lin, Jianguo Li"
2789,3994,Monocular 3D Pose and Shape Estimation of Multiple People in Natural Scenes - The Importance of Multiple Scene Constraints,Iterative Attention Mining for Weakly Supervised Thoracic Disease Pattern Localization in Chest X-Rays,"Zanfir, Andrei and Marinoiu, Elisabeta and Sminchisescu, Cristian","Jinzheng Cai, Le Lu, Adam P. Harrison, Xiaoshuang Shi, Pingjun Chen, Lin Yang"
2089,6407,SST: Single-Stream Temporal Action Proposals,Dynamic Sampling Convolutional Neural Networks,"Buch, Shyamal and Escorcia, Victor and Shen, Chuanqi and Ghanem, Bernard and Carlos Niebles, Juan","Jialin Wu, Dai Li, Yu Yang, Chandrajit Bajaj, Xiangyang Ji"
1503,6388,Deep Region and Multi-Label Learning for Facial Action Unit Detection,HATS: Histograms of Averaged Time Surfaces for Robust Event-based Object Classification,"Zhao, Kaili and Chu, Wen-Sheng and Zhang, Honggang","Amos Sironi, Manuele Brambilla, Nicolas Bourdis, Xavier Lagorce, Ryad Benosman"
1260,3793,Embedding Label Structures for Fine-Grained Feature Representation,Vision System for AGI: Problems and Directions,"Zhang, Xiaofan and Zhou, Feng and Lin, Yuanqing and Zhang, Shaoting","Alexey Potapov, Sergey Rodionov, Maxim Peterson, Oleg Shcherbakov, Innokentii Zhdanov, Nikolai Skorobogatko"
1803,8927,Template Matching With Deformable Diversity Similarity,Open Set Logo Detection and Retrieval,"Talmi, Itamar and Mechrez, Roey and Zelnik-Manor, Lihi","Andras Tzk, Christian Herrmann, Daniel Manger, Jrgen Beyerer"
1295,8148,Recurrently Target-Attending Tracking,Dilated FCN for Multi-Agent 2D/3D Medical Image Registration,"Cui, Zhen and Xiao, Shengtao and Feng, Jiashi and Yan, Shuicheng","Shun Miao, Sebastien Piat, Peter Fischer, Ahmet Tuysuzoglu, Philip Mewes, Tommaso Mansi, Rui Liao"
167,7662,A Principled Approach for Coarse-to-Fine MAP Inference,Improved Style Transfer by Respecting Inter-layer Correlations,"Zach, Christopher","Mao-Chuang Yeh, Shuai Tang"
3041,7433,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,Using Deep Autoencoders for Facial Expression Recognition,"Dai, Angela and Ritchie, Daniel and Bokeloh, Martin and Reed, Scott and Sturm, J_rgen and Niener, Matthias","Muhammad Usman, Siddique Latif, Junaid Qadir"
2939,4278,Zero-Shot Sketch-Image Hashing,G2D: from GTA to Data,"Shen, Yuming and Liu, Li and Shen, Fumin and Shao, Ling","Anh-Dzung Doan, Abdul Mohsi Jawaid, Thanh-Toan Do, Tat-Jun Chin"
812,9619,Enriching Object Detection With 2D-3D Registration and Continuous Viewpoint Estimation,Multi-scale Forest Species Recognition Systems for Reduced Cost,"Bongsoo Choy, Christopher and Stark, Michael and Corbett-Davies, Sam and Savarese, Silvio","Paulo R. Cavalin, Marcelo N. Kapp, Luiz S. Oliveira"
719,5176,Membership Representation for Detecting Block-Diagonal Structure in Low-Rank or Sparse Subspace Clustering,Direction-aware Spatial Context Features for Shadow Detection and Removal,"Lee, Minsik and Lee, Jieun and Lee, Hyeogjin and Kwak, Nojun","Xiaowei Hu, Chi-Wing Fu, Lei Zhu, Jing Qin, Pheng-Ann Heng"
1404,5159,Do It Yourself Hyperspectral Imaging With Everyday Digital Cameras,Multi-view Common Component Discriminant Analysis for Cross-view Classification,"Wug Oh, Seoung and Brown, Michael S. and Pollefeys, Marc and Joo Kim, Seon","Xinge You, Jiamiao Xu, Wei Yuan, Xiao-Yuan Jing, Dacheng Tao, Taiping Zhang"
87,648,Separation of Line Drawings Based on Split Faces for 3D Object Reconstruction,Vision-Based Gait Analysis for Senior Care,"Zou, Changqing and Yang, Heng and Liu, Jianzhuang","David Xue, Anin Sayana, Evan Darke, Kelly Shen, Jun-Ting Hsieh, Zelun Luo, Li-Jia Li, N. Lance Downing, Arnold Milstein, Li Fei-Fei"
2250,6251,From Local to Global: Edge Profiles to Camera Motion in Blurred Images,Neural Baby Talk,"Vasu, Subeesh and Rajagopalan, A. N.","Jiasen Lu, Jianwei Yang, Dhruv Batra, Devi Parikh"
1916,3713,Xception: Deep Learning With Depthwise Separable Convolutions,Sparsity-based Convolutional Kernel Network for Unsupervised Medical Image Analysis,"Chollet, Francois","Euijoon Ahn, Jinman Kim, Ashnil Kumar, Michael Fulham, Dagan Feng"
3069,4797,Multi-Cue Correlation Filters for Robust Visual Tracking,CapsNet comparative performance evaluation for image classification,"Wang, Ning and Zhou, Wengang and Tian, Qi and Hong, Richang and Wang, Meng and Li, Houqiang","Rinat Mukhometzianov, Juan Carrillo"
2787,861,Look at Boundary: A Boundary-Aware Face Alignment Algorithm,3D-LaneNet: end-to-end 3D multiple lane detection,"Wu, Wayne and Qian, Chen and Yang, Shuo and Wang, Quan and Cai, Yici and Zhou, Qiang","Noa Garnett, Rafi Cohen, Tomer Pe'er, Roee Lahav, Dan Levi"
3059,8794,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,Multi-label Image Recognition by Recurrently Discovering Attentional Regions,"Shin, Changha and Jeon, Hae-Gon and Yoon, Youngjin and So Kweon, In and Joo Kim, Seon","Zhouxia Wang, Tianshui Chen, Guanbin Li, Ruijia Xu, Liang Lin"
1574,5723,Dense Monocular Depth Estimation in Complex Dynamic Scenes,Neural Kinematic Networks for Unsupervised Motion Retargetting,"Ranftl, Rene and Vineet, Vibhav and Chen, Qifeng and Koltun, Vladlen","Ruben Villegas, Jimei Yang, Duygu Ceylan, Honglak Lee"
2313,9951,Teaching Compositionality to CNNs,A wavelet frame coefficient total variational model for image restoration,"Stone, Austin and Wang, Huayan and Stark, Michael and Liu, Yi and Scott Phoenix, D. and George, Dileep","Wei Wang, Xiang-Gen Xia, Shengli Zhang, Chuanjiang He"
2212,3940,FC4: Fully Convolutional Color Constancy With Confidence-Weighted Pooling,Subpixel-Precise Tracking of Rigid Objects in Real-time,"Hu, Yuanming and Wang, Baoyuan and Lin, Stephen","Tobias Bttger, Markus Ulrich, Carsten Steger"
1917,4047,Learning Detailed Face Reconstruction From a Single Image,Recognition of Offline Handwritten Devanagari Numerals using Regional Weighted Run Length Features,"Richardson, Elad and Sela, Matan and Or-El, Roy and Kimmel, Ron","Pawan Kumar Singh, Supratim Das, Ram Sarkar, Mita Nasipuri"
1096,9699,Iteratively Reweighted Graph Cut for Multi-Label MRFs With Non-Convex Priors,Segmentation and Classification of Cine-MR Images Using Fully Convolutional Networks and Handcrafted Features,"Ajanthan, Thalaiyasingam and Hartley, Richard and Salzmann, Mathieu and Li, Hongdong","M. Hossein Eybposh, Mohammad Haghir Ebrahim-Abadi, Mohammad Jalilpour-Monesi, Seyed Saman Saboksayr"
803,4783,Hierarchical Sparse Coding With Geometric Prior For Visual Geo-Location,A novel channel pruning method for deep neural network compression,"Gopalan, Raghuraman","Yiming Hu, Siyang Sun, Jianquan Li, Xingang Wang, Qingyi Gu"
1235,9499,Information-Driven Adaptive Structured-Light Scanners,Look Wider to Match Image Patches with Convolutional Neural Networks,"Rosman, Guy and Rus, Daniela and Fisher, III, John W.","Haesol Park, Kyoung Mu Lee"
3533,8940,Improvements to Context Based Self-Supervised Learning,Using the quantization error from Self-Organized Map (SOM) output for detecting critical variability in large bodies of image time series in less than a minute,"Nathan Mundhenk, T. and Ho, Daniel and Chen, Barry Y.","Birgitta Dresp-Langley, John Mwangi Wandeto"
645,330,Mid-Level Deep Pattern Mining,Design Pseudo Ground Truth with Motion Cue for Unsupervised Video Object Segmentation,"Li, Yao and Liu, Lingqiao and Shen, Chunhua and van den Hengel, Anton","Ye Wang, Jongmoo Choi, Yueru Chen, Qin Huang, Siyang Li, Ming-Sui Lee, C. -C. Jay Kuo"
2409,5257,Geometric Loss Functions for Camera Pose Regression With Deep Learning,Learning Short-Cut Connections for Object Counting,"Kendall, Alex and Cipolla, Roberto","Daniel Ooro-Rubio, Mathias Niepert, Roberto J. Lpez-Sastre"
2382,3703,Seeing What Is Not There: Learning Context to Determine Where Objects Are Missing,Spatial-Temporal Synergic Residual Learning for Video Person Re-Identification,"Sun, Jin and Jacobs, David W.","Xinxing Su, Yingtian Zou, Yu Cheng, Shuangjie Xu, Mo Yu, Pan Zhou"
10,2067,Neural Decision Forests for Semantic Image Labelling,Layer-compensated Pruning for Resource-constrained Convolutional Neural Networks,"Rota Bulo, Samuel and Kontschieder, Peter","Ting-Wu Chin, Cha Zhang, Diana Marculescu"
495,3019,Fast Rotation Search with Stereographic Projections for 3D Registration,Denoising of 3-D Magnetic Resonance Images Using a Residual Encoder-Decoder Wasserstein Generative Adversarial Network,"Parra Bustos, Alvaro and Chin, Tat-Jun and Suter, David","Maosong Ran, Jinrong Hu, Yang Chen, Hu Chen, Huaiqiang Sun, Jiliu Zhou, Yi Zhang"
1283,9627,Person Re-Identification by Multi-Channel Parts-Based CNN With Improved Triplet Loss Function,Emotion Recognition in the Wild using Deep Neural Networks and Bayesian Classifiers,"Cheng, De and Gong, Yihong and Zhou, Sanping and Wang, Jinjun and Zheng, Nanning","Luca Surace, Massimiliano Patacchiola, Elena Battini Snmez, William Spataro, Angelo Cangelosi"
3238,3687,Real-World Anomaly Detection in Surveillance Videos,Effective Use of Synthetic Data for Urban Scene Semantic Segmentation,"Sultani, Waqas and Chen, Chen and Shah, Mubarak","Fatemeh Sadat Saleh, Mohammad Sadegh Aliakbarian, Mathieu Salzmann, Lars Petersson, Jose M. Alvarez"
900,9511,Sparse Projections for High-Dimensional Binary Codes,Rotation Adaptive Visual Object Tracking with Motion Consistency,"Xia, Yan and He, Kaiming and Kohli, Pushmeet and Sun, Jian","Litu Rout, Sidhartha, Gorthi R. K. S. S. Manyam, Deepak Mishra"
324,1925,Towards Good Practices for Action Video Encoding,Context-Aware Text-Based Binary Image Stylization and Synthesis,"Wu, Jianxin and Zhang, Yu and Lin, Weiyao","Shuai Yang, Jiaying Liu, Wenhan Yang, Zongming Guo"
1973,4147,3DMatch: Learning Local Geometric Descriptors From RGB-D Reconstructions,A Unified Model with Structured Output for Fashion Images Classification,"Zeng, Andy and Song, Shuran and Niessner, Matthias and Fisher, Matthew and Xiao, Jianxiong and Funkhouser, Thomas","Beatriz Quintino Ferreira, Lus Baa, Joo Faria, Ricardo Gamelas Sousa"
1516,2729,Weakly Supervised Object Localization With Progressive Domain Adaptation,Quantitative Evaluation of Base and Detail Decomposition Filters Based on their Artifacts,"Li, Dong and Huang, Jia-Bin and Li, Yali and Wang, Shengjin and Yang, Ming-Hsuan","Charles Hessel, Jean-Michel Morel"
2856,9865,Real-Time Monocular Depth Estimation Using Synthetic Data With Domain Adaptation via Image Style Transfer,Disguised Face Identification (DFI) with Facial KeyPoints using Spatial Fusion Convolutional Network,"Atapour-Abarghouei, Amir and Breckon, Toby P.","Amarjot Singh, Devendra Patil, G Meghana Reddy, SN Omkar"
786,6203,Reweighted Laplace Prior Based Hyperspectral Compressive Sensing for Unknown Sparsity,Feed-forward Uncertainty Propagation in Belief and Neural Networks,"Zhang, Lei and Wei, Wei and Zhang, Yanning and Tian, Chunna and Li, Fei","Alexander Shekhovtsov, Boris Flach, Michal Busta"
1452,8999,Analyzing Classifiers: Fisher Vectors and Deep Neural Networks,Max-Margin Invariant Features from Transformed Unlabeled Data,"Lapuschkin, Sebastian and Binder, Alexander and Montavon, Gregoire and Muller, Klaus-Robert and Samek, Wojciech","Dipan K. Pal, Ashwin A. Kannan, Gautam Arakalgud, Marios Savvides"
2248,9491,SPFTN: A Self-Paced Fine-Tuning Network for Segmenting Objects in Weakly Labelled Videos,APPD: Adaptive and Precise Pupil Boundary Detection using Entropy of Contour Gradients,"Zhang, Dingwen and Yang, Le and Meng, Deyu and Xu, Dong and Han, Junwei","Cihan Topal, Halil Ibrahim Cakir, Cuneyt Akinlar"
3191,992,Compressed Video Action Recognition,Finding a Needle in the Haystack: Attention-Based Classification of High Resolution Microscopy Images,"Wu, Chao-Yuan and Zaheer, Manzil and Hu, Hexiang and Manmatha, R. and Smola, Alexander J. and Kr_henb_hl, Philipp","Naofumi Tomita, Behnaz Abdollahi, Jason Wei, Bing Ren, Arief Suriawinata, Saeed Hassanpour"
1571,5436,Joint Multiview Segmentation and Localization of RGB-D Images Using Depth-Induced Silhouette Consistency,Matryoshka Networks: Predicting 3D Geometry via Nested Shape Layers,"Zhang, Chi and Li, Zhiwei and Cai, Rui and Chao, Hongyang and Rui, Yong","Stephan R. Richter, Stefan Roth"
812,7102,Enriching Object Detection With 2D-3D Registration and Continuous Viewpoint Estimation,Semantic Scene Completion Combining Colour and Depth: preliminary experiments,"Bongsoo Choy, Christopher and Stark, Michael and Corbett-Davies, Sam and Savarese, Silvio","Andre Bernardes Soares Guedes, Teofilo Emidio de Campos, Adrian Hilton"
1379,3881,Recursive Recurrent Nets With Attention Modeling for OCR in the Wild,Real-time clustering and multi-target tracking using event-based sensors,"Lee, Chen-Yu and Osindero, Simon","Francisco Barranco, Cornelia Fermuller, Eduardo Ros"
1667,689,DeepCut: Joint Subset Partition and Labeling for Multi Person Pose Estimation,Learning to Separate Multiple Illuminants in a Single Image,"Pishchulin, Leonid and Insafutdinov, Eldar and Tang, Siyu and Andres, Bjoern and Andriluka, Mykhaylo and Gehler, Peter V. and Schiele, Bernt","Zhuo Hui, Ayan Chakrabarti, Kalyan Sunkavalli, Aswin C. Sankaranarayanan"
861,5481,Learning Lightness From Human Judgement on Relative Reflectance,Two-Stream Binocular Network: Accurate Near Field Finger Detection Based On Binocular Images,"Narihira, Takuya and Maire, Michael and Yu, Stella X.","Yi Wei, Guijin Wang, Cairong Zhang, Hengkai Guo, Xinghao Chen, Huazhong Yang"
3092,6797,Optimizing Filter Size in Convolutional Neural Networks for Facial Action Unit Recognition,Satellite imagery analysis for operational damage assessment in Emergency situations,"Han, Shizhong and Meng, Zibo and Li, Zhiyuan and O'Reilly, James and Cai, Jie and Wang, Xiaofeng and Tong, Yan","Alexey Trekin, German Novikov, Georgy Potapov, Vladimir Ignatiev, Evgeny Burnaev"
3157,8855,Weakly Supervised Phrase Localization With Multi-Scale Anchored Transformer Network,A Classification-Based Study of Covariate Shift in GAN Distributions,"Zhao, Fang and Li, Jianshu and Zhao, Jian and Feng, Jiashi","Shibani Santurkar, Ludwig Schmidt, Aleksander Mdry"
392,4895,Learning-Based Atlas Selection for Multiple-Atlas Segmentation,Complex Relations in a Deep Structured Prediction Model for Fine Image Segmentation,"Sanroma, Gerard and Wu, Guorong and Gao, Yaozong and Shen, Dinggang","Cristina Mata, Guy Ben-Yosef, Boris Katz"
1167,6358,Occlusion Boundary Detection via Deep Exploration of Context,A Smoke Removal Method for Laparoscopic Images,"Fu, Huan and Wang, Chaohui and Tao, Dacheng and Black, Michael J.","Congcong Wang, Faouzi Alaya Cheikh, Mounir Kaaniche, Ole Jacob Elle"
1676,9975,Yin and Yang: Balancing and Answering Binary Visual Questions,Generating Visual Representations for Zero-Shot Classification,"Zhang, Peng and Goyal, Yash and Summers-Stay, Douglas and Batra, Dhruv and Parikh, Devi","Maxime Bucher, Stphane Herbin, Frdric Jurie"
892,4272,Self Scaled Regularized Robust Regression,RISE: Randomized Input Sampling for Explanation of Black-box Models,"Wang, Yin and Dicle, Caglayan and Sznaier, Mario and Camps, Octavia","Vitali Petsiuk, Abir Das, Kate Saenko"
2739,4544,Deep Back-Projection Networks for Super-Resolution,DMCNN: Dual-Domain Multi-Scale Convolutional Neural Network for Compression Artifacts Removal,"Haris, Muhammad and Shakhnarovich, Gregory and Ukita, Norimichi","Xiaoshuai Zhang, Wenhan Yang, Yueyu Hu, Jiaying Liu"
1413,1473,Comparative Deep Learning of Hybrid Representations for Image Recommendations,Unsupervised Identification of Disease Marker Candidates in Retinal OCT Imaging Data,"Lei, Chenyi and Liu, Dong and Li, Weiping and Zha, Zheng-Jun and Li, Houqiang","Philipp Seebck, Sebastian M. Waldstein, Sophie Klimscha, Hrvoje Bogunovic, Thomas Schlegl, Bianca S. Gerendas, Ren Donner, Ursula Schmidt-Erfurth, Georg Langs"
3215,4315,Tracking Multiple Objects Outside the Line of Sight Using Speckle Imaging,Deconvolving convolution neural network for cell detection,"Smith, Brandon M. and O'Toole, Matthew and Gupta, Mohit","Shan E Ahmed Raza, Khalid AbdulJabbar, Mariam Jamal-Hanjani, Selvaraju Veeriah, John Le Quesne, Charles Swanton, Yinyin Yuan"
