ID_A,ID_B,Flag,Title_A,Title_B,Authors_A,Authors_B
2997,8121,,Grounding Referring Expressions in Images by Variational Context,Grounding Referring Expressions in Images by Variational Context,"Zhang, Hanwang and Niu, Yulei and Chang, Shih-Fu","Hanwang Zhang, Yulei Niu, Shih-Fu Chang"
2998,8390,,Dynamic Graph Generation Network: Generating Relational Knowledge From Diagrams,Dynamic Graph Generation Network: Generating Relational Knowledge from Diagrams,"Kim, Daesik and Yoo, YoungJoon and Kim, Jee-Soo and Lee, SangKuk and Kwak, Nojun","Daesik Kim, Youngjoon Yoo, Jeesoo Kim, Sangkuk Lee, Nojun Kwak"
3000,7821,,Towards Dense Object Tracking in a 2D Honeybee Hive,Towards dense object tracking in a 2D honeybee hive,"Bozek, Katarzyna and Hebert, Laetitia and Mikheyev, Alexander S. and Stephens, Greg J.","Katarzyna Bozek, Laetitia Hebert, Alexander S Mikheyev, Greg J Stephens"
3001,8431,,Long-Term On-Board Prediction of People in Traffic Scenes Under Uncertainty,Long-Term On-Board Prediction of People in Traffic Scenes under Uncertainty,"Bhattacharyya, Apratim and Fritz, Mario and Schiele, Bernt","Apratim Bhattacharyya, Mario Fritz, Bernt Schiele"
3002,8581,,Single-Shot Refinement Neural Network for Object Detection,Single-Shot Refinement Neural Network for Object Detection,"Zhang, Shifeng and Wen, Longyin and Bian, Xiao and Lei, Zhen and Li, Stan Z.","Shifeng Zhang, Longyin Wen, Xiao Bian, Zhen Lei, Stan Z. Li"
3003,8294,,Video Captioning via Hierarchical Reinforcement Learning,Video Captioning via Hierarchical Reinforcement Learning,"Wang, Xin and Chen, Wenhu and Wu, Jiawei and Wang, Yuan-Fang and Yang Wang, William","Xin Wang, Wenhu Chen, Jiawei Wu, Yuan-Fang Wang, William Yang Wang"
3005,8346,,Learning to Segment Every Thing,Learning to Segment Every Thing,"Hu, Ronghang and Dollr, Piotr and He, Kaiming and Darrell, Trevor and Girshick, Ross","Ronghang Hu, Piotr Dollr, Kaiming He, Trevor Darrell, Ross Girshick"
3006,6025,,Self-Supervised Adversarial Hashing Networks for Cross-Modal Retrieval,Self-Supervised Adversarial Hashing Networks for Cross-Modal Retrieval,"Li, Chao and Deng, Cheng and Li, Ning and Liu, Wei and Gao, Xinbo and Tao, Dacheng","Chao Li, Cheng Deng, Ning Li, Wei Liu, Xinbo Gao, Dacheng Tao"
3007,8635,,Parallel Attention: A Unified Framework for Visual Object Discovery Through Dialogs and Queries,Parallel Attention: A Unified Framework for Visual Object Discovery through Dialogs and Queries,"Zhuang, Bohan and Wu, Qi and Shen, Chunhua and Reid, Ian and van den Hengel, Anton","Bohan Zhuang, Qi Wu, Chunhua Shen, Ian Reid, Anton van den Hengel"
3008,5513,,Zigzag Learning for Weakly Supervised Object Detection,Zigzag Learning for Weakly Supervised Object Detection,"Zhang, Xiaopeng and Feng, Jiashi and Xiong, Hongkai and Tian, Qi","Xiaopeng Zhang, Jiashi Feng, Hongkai Xiong, Qi Tian"
3010,8006,,Generalized Zero-Shot Learning via Synthesized Examples,Generalized Zero-Shot Learning via Synthesized Examples,"Kumar Verma, Vinay and Arora, Gundeep and Mishra, Ashish and Rai, Piyush","Vinay Kumar Verma, Gundeep Arora, Ashish Mishra, Piyush Rai"
3012,4033,,SYQ: Learning Symmetric Quantization for Efficient Deep Neural Networks,SYQ: Learning Symmetric Quantization For Efficient Deep Neural Networks,"Faraone, Julian and Fraser, Nicholas and Blott, Michaela and Leong, Philip H.W.","Julian Faraone, Nicholas Fraser, Michaela Blott, Philip H. W. Leong"
3013,8318,,DS*: Tighter Lifting-Free Convex Relaxations for Quadratic Matching Problems,DS*: Tighter Lifting-Free Convex Relaxations for Quadratic Matching Problems,"Bernard, Florian and Theobalt, Christian and Moeller, Michael","Florian Bernard, Christian Theobalt, Michael Moeller"
3016,8531,,Residual Parameter Transfer for Deep Domain Adaptation,Residual Parameter Transfer for Deep Domain Adaptation,"Rozantsev, Artem and Salzmann, Mathieu and Fua, Pascal","Artem Rozantsev, Mathieu Salzmann, Pascal Fua"
3018,6644,,Learning to Localize Sound Source in Visual Scenes,Learning to Localize Sound Source in Visual Scenes,"Senocak, Arda and Oh, Tae-Hyun and Kim, Junsik and Yang, Ming-Hsuan and So Kweon, In","Arda Senocak, Tae-Hyun Oh, Junsik Kim, Ming-Hsuan Yang, In So Kweon"
3019,5515,,Dynamic Few-Shot Visual Learning Without Forgetting,Dynamic Few-Shot Visual Learning without Forgetting,"Gidaris, Spyros and Komodakis, Nikos","Spyros Gidaris, Nikos Komodakis"
3022,7586,,Conditional Probability Models for Deep Image Compression,Conditional Probability Models for Deep Image Compression,"Mentzer, Fabian and Agustsson, Eirikur and Tschannen, Michael and Timofte, Radu and Van Gool, Luc","Fabian Mentzer, Eirikur Agustsson, Michael Tschannen, Radu Timofte, Luc Van Gool"
3025,8095,,Generative Adversarial Perturbations,Generative Adversarial Perturbations,"Poursaeed, Omid and Katsman, Isay and Gao, Bicheng and Belongie, Serge","Omid Poursaeed, Isay Katsman, Bicheng Gao, Serge Belongie"
3026,5996,,Learning Strict Identity Mappings in Deep Residual Networks,ResNet Sparsifier: Learning Strict Identity Mappings in Deep Residual Networks,"Yu, Xin and Yu, Zhiding and Ramalingam, Srikumar","Xin Yu, Zhiding Yu, Srikumar Ramalingam"
3027,8425,,Geometric Robustness of Deep Networks: Analysis and Improvement,Geometric robustness of deep networks: analysis and improvement,"Kanbak, Can and Moosavi-Dezfooli, Seyed-Mohsen and Frossard, Pascal","Can Kanbak, Seyed-Mohsen Moosavi-Dezfooli, Pascal Frossard"
3028,5829,,View Extrapolation of Human Body From a Single Image,View Extrapolation of Human Body from a Single Image,"Zhu, Hao and Su, Hao and Wang, Peng and Cao, Xun and Yang, Ruigang","Hao Zhu, Hao Su, Peng Wang, Xun Cao, Ruigang Yang"
3030,5875,,PointNetVLAD: Deep Point Cloud Based Retrieval for Large-Scale Place Recognition,PointNetVLAD: Deep Point Cloud Based Retrieval for Large-Scale Place Recognition,"Angelina Uy, Mikaela and Hee Lee, Gim","Mikaela Angelina Uy, Gim Hee Lee"
3032,8630,,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,VoxelNet: End-to-End Learning for Point Cloud Based 3D Object Detection,"Zhou, Yin and Tuzel, Oncel","Yin Zhou, Oncel Tuzel"
3033,8232,,Image to Image Translation for Domain Adaptation,Image to Image Translation for Domain Adaptation,"Murez, Zak and Kolouri, Soheil and Kriegman, David and Ramamoorthi, Ravi and Kim, Kyungnam","Zak Murez, Soheil Kolouri, David Kriegman, Ravi Ramamoorthi, Kyungnam Kim"
3035,5736,,Im2Struct: Recovering 3D Shape Structure From a Single RGB Image,Im2Struct: Recovering 3D Shape Structure from a Single RGB Image,"Niu, Chengjie and Li, Jun and Xu, Kai","Chengjie Niu, Jun Li, Kai Xu"
3038,7893,,Mining Point Cloud Local Structures by Kernel Correlation and Graph Pooling,Mining Point Cloud Local Structures by Kernel Correlation and Graph Pooling,"Shen, Yiru and Feng, Chen and Yang, Yaoqing and Tian, Dong","Yiru Shen, Chen Feng, Yaoqing Yang, Dong Tian"
3039,8371,,Large-Scale Point Cloud Semantic Segmentation With Superpoint Graphs,Large-scale Point Cloud Semantic Segmentation with Superpoint Graphs,"Landrieu, Loic and Simonovsky, Martin","Loic Landrieu, Martin Simonovsky"
3041,7756,,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,ScanComplete: Large-Scale Scene Completion and Semantic Segmentation for 3D Scans,"Dai, Angela and Ritchie, Daniel and Bokeloh, Martin and Reed, Scott and Sturm, J_rgen and Niener, Matthias","Angela Dai, Daniel Ritchie, Martin Bokeloh, Scott Reed, Jrgen Sturm, Matthias Niener"
3045,5706,,Geometry-Aware Deep Network for Single-Image Novel View Synthesis,Geometry-aware Deep Network for Single-Image Novel View Synthesis,"Liu, Miaomiao and He, Xuming and Salzmann, Mathieu","Miaomiao Liu, Xuming He, Mathieu Salzmann"
3047,8308,,Sparse Photometric 3D Face Reconstruction Guided by Morphable Models,Sparse Photometric 3D Face Reconstruction Guided by Morphable Models,"Cao, Xuan and Chen, Zhang and Chen, Anpei and Chen, Xin and Li, Shiying and Yu, Jingyi","Xuan Cao, Zhang Chen, Anpei Chen, Xin Chen, Cen Wang, Jingyi Yu"
3049,8356,,Learning Less Is More - 6D Camera Localization via 3D Surface Regression,Learning Less is More - 6D Camera Localization via 3D Surface Regression,"Brachmann, Eric and Rother, Carsten","Eric Brachmann, Carsten Rother"
3050,8004,,Feature Mapping for Learning Fast and Accurate 3D Pose Inference From Synthetic Images,Feature Mapping for Learning Fast and Accurate 3D Pose Inference from Synthetic Images,"Rad, Mahdi and Oberweger, Markus and Lepetit, Vincent","Mahdi Rad, Markus Oberweger, Vincent Lepetit"
3052,2138,,Geometry-Aware Network for Non-Rigid Shape Prediction From a Single View,Geometry-Aware Network for Non-Rigid Shape Prediction from a Single View,"Pumarola, Albert and Agudo, Antonio and Porzi, Lorenzo and Sanfeliu, Alberto and Lepetit, Vincent and Moreno-Noguer, Francesc","Albert Pumarola, Antonio Agudo, Lorenzo Porzi, Alberto Sanfeliu, Vincent Lepetit, Francesc Moreno-Noguer"
3055,6667,,Analysis of Hand Segmentation in the Wild,Analysis of Hand Segmentation in the Wild,"Urooj, Aisha and Borji, Ali","Aisha Urooj Khan, Ali Borji"
3056,7133,,RoadTracer: Automatic Extraction of Road Networks From Aerial Images,RoadTracer: Automatic Extraction of Road Networks from Aerial Images,"Bastani, Favyen and He, Songtao and Abbar, Sofiane and Alizadeh, Mohammad and Balakrishnan, Hari and Chawla, Sanjay and Madden, Sam and DeWitt, David","Favyen Bastani, Songtao He, Sofiane Abbar, Mohammad Alizadeh, Hari Balakrishnan, Sanjay Chawla, Sam Madden, David DeWitt"
3058,4665,,Soccer on Your Tabletop,Soccer on Your Tabletop,"Rematas, Konstantinos and Kemelmacher-Shlizerman, Ira and Curless, Brian and Seitz, Steve","Konstantinos Rematas, Ira Kemelmacher-Shlizerman, Brian Curless, Steve Seitz"
3059,5957,,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth From Light Field Images,EPINET: A Fully-Convolutional Neural Network Using Epipolar Geometry for Depth from Light Field Images,"Shin, Changha and Jeon, Hae-Gon and Yoon, Youngjin and So Kweon, In and Joo Kim, Seon","Changha Shin, Hae-Gon Jeon, Youngjin Yoon, In So Kweon, Seon Joo Kim"
3062,4764,,CRRN: Multi-Scale Guided Concurrent Reflection Removal Network,CRRN: Multi-Scale Guided Concurrent Reflection Removal Network,"Wan, Renjie and Shi, Boxin and Duan, Ling-Yu and Tan, Ah-Hwee and Kot, Alex C.","Renjie Wan, Boxin Shi, Ling-Yu Duan, Ah-Hwee Tan, Alex C. Kot"
3063,4401,,Single Image Reflection Separation With Perceptual Losses,Single Image Reflection Separation with Perceptual Losses,"Zhang, Xuaner and Ng, Ren and Chen, Qifeng","Xuaner Zhang, Ren Ng, Qifeng Chen"
3066,8611,,Efficient Diverse Ensemble for Discriminative Co-Tracking,Efficient Diverse Ensemble for Discriminative Co-Tracking,"Meshgi, Kourosh and Oba, Shigeyuki and Ishii, Shin","Kourosh Meshgi, Shigeyuki Oba, Shin Ishii"
3068,6907,,A Twofold Siamese Network for Real-Time Object Tracking,A Twofold Siamese Network for Real-Time Object Tracking,"He, Anfeng and Luo, Chong and Tian, Xinmei and Zeng, Wenjun","Anfeng He, Chong Luo, Xinmei Tian, Wenjun Zeng"
3072,4338,,High-Speed Tracking With Multi-Kernel Correlation Filters,High-speed Tracking with Multi-kernel Correlation Filters,"Tang, Ming and Yu, Bin and Zhang, Fan and Wang, Jinqiao","Ming Tang, Bin Yu, Fan Zhang, Jinqiao Wang"
3073,8674,,Occlusion Aware Unsupervised Learning of Optical Flow,Occlusion Aware Unsupervised Learning of Optical Flow,"Wang, Yang and Yang, Yi and Yang, Zhenheng and Zhao, Liang and Wang, Peng and Xu, Wei","Yang Wang, Yi Yang, Zhenheng Yang, Liang Zhao, Peng Wang, Wei Xu"
3074,7466,,Revisiting Video Saliency: A Large-Scale Benchmark and a New Model,Revisiting Video Saliency: A Large-scale Benchmark and a New Model,"Wang, Wenguan and Shen, Jianbing and Guo, Fang and Cheng, Ming-Ming and Borji, Ali","Wenguan Wang, Jianbing Shen, Fang Guo, Ming-Ming Cheng, Ali Borji"
3075,6330,,Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,Learning Spatial-Temporal Regularized Correlation Filters for Visual Tracking,"Li, Feng and Tian, Cheng and Zuo, Wangmeng and Zhang, Lei and Yang, Ming-Hsuan","Feng Li, Cheng Tian, Wangmeng Zuo, Lei Zhang, Ming-Hsuan Yang"
3076,8206,,Multimodal Visual Concept Learning With Weakly Supervised Techniques,Multimodal Visual Concept Learning with Weakly Supervised Techniques,"Bouritsas, Giorgos and Koutras, Petros and Zlatintsi, Athanasia and Maragos, Petros","Giorgos Bouritsas, Petros Koutras, Athanasia Zlatintsi, Petros Maragos"
3078,7980,,Learning a Complete Image Indexing Pipeline,Learning a Complete Image Indexing Pipeline,"Jain, Himalaya and Zepeda, Joaquin and Prez, Patrick and Gribonval, Rmi","Himalaya Jain, Joaquin Zepeda, Patrick Prez, Rmi Gribonval"
3079,6569,,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,Transparency by Design: Closing the Gap Between Performance and Interpretability in Visual Reasoning,"Mascharka, David and Tran, Philip and Soklaski, Ryan and Majumdar, Arjun","David Mascharka, Philip Tran, Ryan Soklaski, Arjun Majumdar"
3082,8236,,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,Don't Just Assume; Look and Answer: Overcoming Priors for Visual Question Answering,"Agrawal, Aishwarya and Batra, Dhruv and Parikh, Devi and Kembhavi, Aniruddha","Aishwarya Agrawal, Dhruv Batra, Devi Parikh, Aniruddha Kembhavi"
3083,6211,,Learning Pixel-Level Semantic Affinity With Image-Level Supervision for Weakly Supervised Semantic Segmentation,Learning Pixel-level Semantic Affinity with Image-level Supervision for Weakly Supervised Semantic Segmentation,"Ahn, Jiwoon and Kwak, Suha","Jiwoon Ahn, Suha Kwak"
3084,8097,,From Lifestyle Vlogs to Everyday Interactions,From Lifestyle Vlogs to Everyday Interactions,"Fouhey, David F. and Kuo, Wei-cheng and Efros, Alexei A. and Malik, Jitendra","David F. Fouhey, Wei-cheng Kuo, Alexei A. Efros, Jitendra Malik"
3085,6144,,Cross-Domain Weakly-Supervised Object Detection Through Progressive Domain Adaptation,Cross-Domain Weakly-Supervised Object Detection through Progressive Domain Adaptation,"Inoue, Naoto and Furuta, Ryosuke and Yamasaki, Toshihiko and Aizawa, Kiyoharu","Naoto Inoue, Ryosuke Furuta, Toshihiko Yamasaki, Kiyoharu Aizawa"
3087,6655,,An End-to-End TextSpotter With Explicit Alignment and Attention,An end-to-end TextSpotter with Explicit Alignment and Attention,"He, Tong and Tian, Zhi and Huang, Weilin and Shen, Chunhua and Qiao, Yu and Sun, Changming","Tong He, Zhi Tian, Weilin Huang, Chunhua Shen, Yu Qiao, Changming Sun"
3090,8434,,Natural and Effective Obfuscation by Head Inpainting,Natural and Effective Obfuscation by Head Inpainting,"Sun, Qianru and Ma, Liqian and Joon Oh, Seong and Van Gool, Luc and Schiele, Bernt and Fritz, Mario","Qianru Sun, Liqian Ma, Seong Joon Oh, Luc Van Gool, Bernt Schiele, Mario Fritz"
3091,8173,,3D Semantic Trajectory Reconstruction From 3D Pixel Continuum,3D Semantic Trajectory Reconstruction from 3D Pixel Continuum,"Shin Yoon, Jae and Li, Ziwei and Soo Park, Hyun","Jae Shin Yoon, Ziwei Li, Hyun Soo Park"
3093,8548,,V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation From a Single Depth Map,V2V-PoseNet: Voxel-to-Voxel Prediction Network for Accurate 3D Hand and Human Pose Estimation from a Single Depth Map,"Moon, Gyeongsik and Yong Chang, Ju and Mu Lee, Kyoung","Gyeongsik Moon, Ju Yong Chang, Kyoung Mu Lee"
3094,6816,,Ring Loss: Convex Feature Normalization for Face Recognition,Ring loss: Convex Feature Normalization for Face Recognition,"Zheng, Yutong and Pal, Dipan K. and Savvides, Marios","Yutong Zheng, Dipan K. Pal, Marios Savvides"
3095,5923,0,Adversarially Occluded Samples for Person Re-Identification,Occluded Person Re-identification,"Huang, Houjing and Li, Dangwei and Zhang, Zhang and Chen, Xiaotang and Huang, Kaiqi","Jiaxuan Zhuo, Zeyu Chen, Jianhuang Lai, Guangcong Wang"
3097,8165,,4DFAB: A Large Scale 4D Database for Facial Expression Analysis and Biometric Applications,4DFAB: A Large Scale 4D Facial Expression Database for Biometric Applications,"Cheng, Shiyang and Kotsia, Irene and Pantic, Maja and Zafeiriou, Stefanos","Shiyang Cheng, Irene Kotsia, Maja Pantic, Stefanos Zafeiriou"
3098,6896,,Seeing Small Faces From Robust Anchor's Perspective,Seeing Small Faces from Robust Anchor's Perspective,"Zhu, Chenchen and Tao, Ran and Luu, Khoa and Savvides, Marios","Chenchen Zhu, Ran Tao, Khoa Luu, Marios Savvides"
3099,6889,,2D/3D Pose Estimation and Action Recognition Using Multitask Deep Learning,2D/3D Pose Estimation and Action Recognition using Multitask Deep Learning,"Luvizon, Diogo C. and Picard, David and Tabia, Hedi","Diogo C. Luvizon, David Picard, Hedi Tabia"
3100,8436,,Dense 3D Regression for Hand Pose Estimation,Dense 3D Regression for Hand Pose Estimation,"Wan, Chengde and Probst, Thomas and Van Gool, Luc and Yao, Angela","Chengde Wan, Thomas Probst, Luc Van Gool, Angela Yao"
3101,8350,,Camera Style Adaptation for Person Re-Identification,Camera Style Adaptation for Person Re-identification,"Zhong, Zhun and Zheng, Liang and Zheng, Zhedong and Li, Shaozi and Yang, Yi","Zhun Zhong, Liang Zheng, Zhedong Zheng, Shaozi Li, Yi Yang"
3102,8967,,PoseTrack: A Benchmark for Human Pose Estimation and Tracking,PoseTrack: A Benchmark for Human Pose Estimation and Tracking,"Andriluka, Mykhaylo and Iqbal, Umar and Insafutdinov, Eldar and Pishchulin, Leonid and Milan, Anton and Gall, Juergen and Schiele, Bernt","Mykhaylo Andriluka, Umar Iqbal, Eldar Insafutdinov, Leonid Pishchulin, Anton Milan, Juergen Gall, Bernt Schiele"
3104,6772,,Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,Pose-Robust Face Recognition via Deep Residual Equivariant Mapping,"Cao, Kaidi and Rong, Yu and Li, Cheng and Tang, Xiaoou and Change Loy, Chen","Kaidi Cao, Yu Rong, Cheng Li, Xiaoou Tang, Chen Change Loy"
3105,7897,,DecideNet: Counting Varying Density Crowds Through Attention Guided Detection and Density Estimation,DecideNet: Counting Varying Density Crowds Through Attention Guided Detection and Density Estimation,"Liu, Jiang and Gao, Chenqiang and Meng, Deyu and Hauptmann, Alexander G.","Jiang Liu, Chenqiang Gao, Deyu Meng, Alexander G. Hauptmann"
3106,7910,,LSTM Pose Machines,LSTM Pose Machines,"Luo, Yue and Ren, Jimmy and Wang, Zhouxia and Sun, Wenxiu and Pan, Jinshan and Liu, Jianbo and Pang, Jiahao and Lin, Liang","Yue Luo, Jimmy Ren, Zhouxia Wang, Wenxiu Sun, Jinshan Pan, Jianbo Liu, Jiahao Pang, Liang Lin"
3107,6143,,Disentangling Features in 3D Face Shapes for Joint Face Reconstruction and Recognition,Disentangling Features in 3D Face Shapes for Joint Face Reconstruction and Recognition,"Liu, Feng and Zhu, Ronghang and Zeng, Dan and Zhao, Qijun and Liu, Xiaoming","Feng Liu, Ronghang Zhu, Dan Zeng, Qijun Zhao, Xiaoming Liu"
3108,5364,,Convolutional Sequence to Sequence Model for Human Dynamics,Convolutional Sequence to Sequence Model for Human Dynamics,"Li, Chen and Zhang, Zhen and Sun Lee, Wee and Hee Lee, Gim","Chen Li, Zhen Zhang, Wee Sun Lee, Gim Hee Lee"
3111,6257,,3D Human Pose Estimation in the Wild by Adversarial Learning,3D Human Pose Estimation in the Wild by Adversarial Learning,"Yang, Wei and Ouyang, Wanli and Wang, Xiaolong and Ren, Jimmy and Li, Hongsheng and Wang, Xiaogang","Wei Yang, Wanli Ouyang, Xiaolong Wang, Jimmy Ren, Hongsheng Li, Xiaogang Wang"
3112,7382,,CosFace: Large Margin Cosine Loss for Deep Face Recognition,CosFace: Large Margin Cosine Loss for Deep Face Recognition,"Wang, Hao and Wang, Yitong and Zhou, Zheng and Ji, Xing and Gong, Dihong and Zhou, Jingchao and Li, Zhifeng and Liu, Wei","Hao Wang, Yitong Wang, Zheng Zhou, Xing Ji, Dihong Gong, Jingchao Zhou, Zhifeng Li, Wei Liu"
3116,8115,,Learning Latent Super-Events to Detect Multiple Activities in Videos,Learning Latent Super-Events to Detect Multiple Activities in Videos,"Piergiovanni, AJ and Ryoo, Michael S.","AJ Piergiovanni, Michael S. Ryoo"
3120,6042,,When Will You Do What? - Anticipating Temporal Occurrences of Activities,When will you do what? - Anticipating Temporal Occurrences of Activities,"Abu Farha, Yazan and Richard, Alexander and Gall, Juergen","Yazan Abu Farha, Alexander Richard, Juergen Gall"
3122,6240,,Dual Attention Matching Network for Context-Aware Feature Sequence Based Person Re-Identification,Dual Attention Matching Network for Context-Aware Feature Sequence based Person Re-Identification,"Si, Jianlou and Zhang, Honggang and Li, Chun-Guang and Kuen, Jason and Kong, Xiangfei and Kot, Alex C. and Wang, Gang","Jianlou Si, Honggang Zhang, Chun-Guang Li, Jason Kuen, Xiangfei Kong, Alex C. Kot, Gang Wang"
3127,6333,,Pyramid Stereo Matching Network,Pyramid Stereo Matching Network,"Chang, Jia-Ren and Chen, Yong-Sheng","Jia-Ren Chang, Yong-Sheng Chen"
3127,6577,0,Pyramid Stereo Matching Network,EdgeStereo: A Context Integrated Residual Pyramid Network for Stereo Matching,"Chang, Jia-Ren and Chen, Yong-Sheng","Xiao Song, Xu Zhao, Hanwen Hu, Liangji Fang"
3128,6019,,Event-Based Vision Meets Deep Learning on Steering Prediction for Self-Driving Cars,Event-based Vision meets Deep Learning on Steering Prediction for Self-driving Cars,"Maqueda, Ana I. and Loquercio, Antonio and Gallego, Guillermo and Garc_a, Narciso and Scaramuzza, Davide","Ana I. Maqueda, Antonio Loquercio, Guillermo Gallego, Narciso Garcia, Davide Scaramuzza"
3129,4515,,Learning Answer Embeddings for Visual Question Answering,Learning Answer Embeddings for Visual Question Answering,"Hu, Hexiang and Chao, Wei-Lun and Sha, Fei","Hexiang Hu, Wei-Lun Chao, Fei Sha"
3131,8571,,CleanNet: Transfer Learning for Scalable Image Classifier Training With Label Noise,CleanNet: Transfer Learning for Scalable Image Classifier Training with Label Noise,"Lee, Kuang-Huei and He, Xiaodong and Zhang, Lei and Yang, Linjun","Kuang-Huei Lee, Xiaodong He, Lei Zhang, Linjun Yang"
3132,6595,,Independently Recurrent Neural Network (IndRNN): Building a Longer and Deeper RNN,Independently Recurrent Neural Network (IndRNN): Building A Longer and Deeper RNN,"Li, Shuai and Li, Wanqing and Cook, Chris and Zhu, Ce and Gao, Yanbo","Shuai Li, Wanqing Li, Chris Cook, Ce Zhu, Yanbo Gao"
3133,5963,,Mix and Match Networks: Encoder-Decoder Alignment for Zero-Pair Image Translation,Mix and match networks: encoder-decoder alignment for zero-pair image translation,"Wang, Yaxing and van de Weijer, Joost and Herranz, Luis","Yaxing Wang, Joost van de Weijer, Luis Herranz"
3135,8353,,Between-Class Learning for Image Classification,Between-class Learning for Image Classification,"Tokozume, Yuji and Ushiku, Yoshitaka and Harada, Tatsuya","Yuji Tokozume, Yoshitaka Ushiku, Tatsuya Harada"
3136,8476,,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,Adversarial Feature Augmentation for Unsupervised Domain Adaptation,"Volpi, Riccardo and Morerio, Pietro and Savarese, Silvio and Murino, Vittorio","Riccardo Volpi, Pietro Morerio, Silvio Savarese, Vittorio Murino"
3137,7447,,Generative Image Inpainting With Contextual Attention,Generative Image Inpainting with Contextual Attention,"Yu, Jiahui and Lin, Zhe and Yang, Jimei and Shen, Xiaohui and Lu, Xin and Huang, Thomas S.","Jiahui Yu, Zhe Lin, Jimei Yang, Xiaohui Shen, Xin Lu, Thomas S. Huang"
3138,7825,,CSGNet: Neural Shape Parser for Constructive Solid Geometry,CSGNet: Neural Shape Parser for Constructive Solid Geometry,"Sharma, Gopal and Goyal, Rishabh and Liu, Difan and Kalogerakis, Evangelos and Maji, Subhransu","Gopal Sharma, Rishabh Goyal, Difan Liu, Evangelos Kalogerakis, Subhransu Maji"
3139,5408,,Conditional Image-to-Image Translation,Conditional Image-to-Image Translation,"Lin, Jianxin and Xia, Yingce and Qin, Tao and Chen, Zhibo and Liu, Tie-Yan","Jianxin Lin, Yingce Xia, Tao Qin, Zhibo Chen, Tie-Yan Liu"
3140,6962,,Continuous Relaxation of MAP Inference: A Nonconvex Perspective,Continuous Relaxation of MAP Inference: A Nonconvex Perspective,"Khu L-Huu, D. and Paragios, Nikos","D. Khu L-Huu, Nikos Paragios"
3141,8193,,Feature Generating Networks for Zero-Shot Learning,Feature Generating Networks for Zero-Shot Learning,"Xian, Yongqin and Lorenz, Tobias and Schiele, Bernt and Akata, Zeynep","Yongqin Xian, Tobias Lorenz, Bernt Schiele, Zeynep Akata"
3142,6145,,Joint Optimization Framework for Learning With Noisy Labels,Joint Optimization Framework for Learning with Noisy Labels,"Tanaka, Daiki and Ikami, Daiki and Yamasaki, Toshihiko and Aizawa, Kiyoharu","Daiki Tanaka, Daiki Ikami, Toshihiko Yamasaki, Kiyoharu Aizawa"
3143,4912,0,Convolutional Image Captioning,Image Captioning,"Aneja, Jyoti and Deshpande, Aditya and Schwing, Alexander G.","Vikram Mullachery, Vishal Motwani"
3143,4920,0,Convolutional Image Captioning,CNN+CNN: Convolutional Decoders for Image Captioning,"Aneja, Jyoti and Deshpande, Aditya and Schwing, Alexander G.","Qingzhong Wang, Antoni B. Chan"
3143,8423,,Convolutional Image Captioning,Convolutional Image Captioning,"Aneja, Jyoti and Deshpande, Aditya and Schwing, Alexander G.","Jyoti Aneja, Aditya Deshpande, Alexander Schwing"
3144,8746,,AON: Towards Arbitrarily-Oriented Text Recognition,AON: Towards Arbitrarily-Oriented Text Recognition,"Cheng, Zhanzhan and Xu, Yangliu and Bai, Fan and Niu, Yi and Pu, Shiliang and Zhou, Shuigeng","Zhanzhan Cheng, Yangliu Xu, Fan Bai, Yi Niu, Shiliang Pu, Shuigeng Zhou"
3150,5976,,Regularizing Deep Networks by Modeling and Predicting Label Structure,Regularizing Deep Networks by Modeling and Predicting Label Structure,"Mostajabi, Mohammadreza and Maire, Michael and Shakhnarovich, Gregory","Mohammadreza Mostajabi, Michael Maire, Gregory Shakhnarovich"
3151,8080,,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,In-Place Activated BatchNorm for Memory-Optimized Training of DNNs,"Rota Bul_, Samuel and Porzi, Lorenzo and Kontschieder, Peter","Samuel Rota Bul, Lorenzo Porzi, Peter Kontschieder"
3152,7441,,DVQA: Understanding Data Visualizations via Question Answering,DVQA: Understanding Data Visualizations via Question Answering,"Kafle, Kushal and Price, Brian and Cohen, Scott and Kanan, Christopher","Kushal Kafle, Brian Price, Scott Cohen, Christopher Kanan"
3153,7040,,DA-GAN: Instance-Level Image Translation by Deep Attention Generative Adversarial Networks,DA-GAN: Instance-level Image Translation by Deep Attention Generative Adversarial Networks (with Supplementary Materials),"Ma, Shuang and Fu, Jianlong and Wen Chen, Chang and Mei, Tao","Shuang Ma, Jianlong Fu, Chang Wen Chen, Tao Mei"
