ID,Title,Author,Price,ISBN13,Publisher,Publication_Date,Pages,Dimensions
HC0524,The Golden Lily(Bloodlines (Paperback)),Richelle Mead,$7.51,9781595146021,Razorbill,"Jan. 8th, 2013",432,
HC0525,Identical,Ellen Hopkins,$12.99,9781416950066,Margaret K. McElderry Books,"Dec. 21st, 2010",565,4.90 x 6.80 x 1.60 inches
HC0526,Deadline,Chris Crutcher,$10.70,9780060850913,Greenwillow Books,"Apr. 21st, 2009",316,5.36 x 8.02 x 0.81 inches
HC0527,Lock and Key,Sarah Dessen,$10.17,9780142414729,Speak,"May. 14th, 2009",422,5.40 x 8.30 x 1.30 inches
HC0528,The Summer I Turned Pretty,Jenny Han,$10.60,9781416968290,Simon & Schuster Books for Young Readers,"Apr. 6th, 2010",304,5.60 x 8.20 x 0.80 inches
HC0529,Darkness Before Dawn,Sharon M. Draper,$8.69,9780689851346,Simon Pulse,"Jul. 1st, 2002",288,4.16 x 7.03 x 0.81 inches
HC0530,Secret Speakers,K. S. R. Kingworth,$118.50,9780980130355,Rawle & Windsor Publishing,Unknown,475,5.50 x 8.40 x 1.20 inches
HC0531,Marked(House of Night Novels (Paperback)),P. C. Cast,$9.87,9780312360269,St. Martin's Griffin,"May. 1st, 2007",306,5.29 x 8.55 x 0.85 inches
HC0532,Heartless(Pretty Little Liars (Quality)),Sara Shepard,$10.59,9780061566165,Harper Teen,"Jun. 8th, 2010",274,5.30 x 8.10 x 0.70 inches
HC0533,The Dangerous Days of Daniel X(Daniel X (Quality)),James Patterson,$9.20,9780316119702,"Little, Brown Books for Young Readers","Jun. 15th, 2010",234,5.68 x 7.62 x 0.82 inches
HC0534,Bone #9(Bone Reissue Graphic Novels (Paperback)),Jeff Smith,$12.67,9780439706322,Graphix,"Feb. 1st, 2009",224,6.00 x 9.00 x 1.00 inches
HC0535,13 Treasures,Michelle Harrison,$9.20,9780316041478,"Little, Brown Books for Young Readers","May. 10th, 2011",355,5.20 x 7.50 x 1.00 inches
HC0536,The Ghoul Next Door(Monster High (Paperback)),Lisi Harrison,$7.43,9780316186667,Poppy Books,"Apr. 10th, 2012",245,5.40 x 8.10 x 0.70 inches
HC0537,The Lost Years(Merlin (Puffin)),T. A. Barron,$9.95,9780142418895,Puffin Books,"May. 12th, 2011",326,5.00 x 7.60 x 1.00 inches
HC0538,My Life in Dog Years,Gary Paulsen,$8.43,9780440414711,Yearling Books,"Jun. 8th, 1999",144,5.18 x 7.65 x 0.36 inches
HC0539,Tricks,Ellen Hopkins,$13.01,9781416950080,Margaret K. McElderry Books,"Dec. 6th, 2011",627,5.06 x 6.95 x 1.63 inches
HC0540,Z for Zachariah,Robert C. O'Brien,$11.27,9781416939214,Simon Pulse,"Jul. 10th, 2007",249,5.00 x 7.00 x 0.70 inches
HC0541,Howl's Moving Castle,Diana Wynne Jones,$9.95,9780064410342,Greenwillow Books,"Aug. 7th, 2001",336,4.36 x 6.78 x 0.90 inches
HC0542,Hoops,Walter Dean Myers,,9780440938842,Laurel Leaf Library,"Mar. 15th, 1983",192,3.75 x 7.28 x 0.53 inches
HC0543,A Wrinkle in Time,Madeleine L'Engle,$10.70,9781250004673,Square Fish,"Jan. 31st, 2012",236,5.50 x 8.50 x 1.50 inches
HC0544,The Hobbit,J. R. R. Tolkien,$17.11,9780395520215,Houghton Mifflin Harcourt (HMH),"Oct. 30th, 1989",304,7.84 x 10.00 x 0.94 inches
HC0545,The Juvie Three,Gordon Korman,$9.86,9781423101628,Hyperion Books,"Jan. 1st, 2010",249,5.10 x 7.40 x 0.80 inches
HC0546,The Grimm Legacy,Polly Shulman,$9.27,9780142419045,Puffin Books,"Jul. 7th, 2011",336,5.12 x 7.71 x 0.94 inches
HC0547,Bruiser,Neal Shusterman,$10.64,9780061134104,Harper Teen,"Oct. 4th, 2011",328,5.30 x 7.90 x 1.00 inches
HC0548,Bridge to Terabithia,Katherine Paterson,$8.43,9780060734015,HarperTrophy,"Dec. 28th, 2004",191,4.10 x 6.60 x 0.60 inches
HC0549,Othello(Oxford School Shakespeare),William Shakespeare,$10.70,9780198328735,"Oxford University Press, USA","May. 1st, 2009",174,6.60 x 8.40 x 0.50 inches
HC0550,Chanda's Secrets,Allan Stratton,$13.63,9781550378344,Annick Press,"Mar. 6th, 2004",193,5.02 x 7.59 x 0.41 inches
HC0551,Killer(Pretty Little Liars (Quality)),Sara Shepard,,9780061566134,Harper Teen,"Jan. 19th, 2010",321,5.32 x 8.06 x 0.86 inches
HC0552,Scat,Carl Hiaasen,$8.97,9780440421047,Yearling Books,"Feb. 28th, 2012",400,5.27 x 7.60 x 0.97 inches
HC0553,Slam!,Walter Dean Myers,$9.65,9780545055741,Scholastic Paperbacks,"May. 1st, 2008",266,5.15 x 7.05 x 0.62 inches
HC0554,The Final Warning(Maximum Ride (Quality)),James Patterson,$10.71,9780316002875,"Little, Brown Young Readers","Sep. 1st, 2008",256,5.28 x 7.56 x 0.81 inches
HC0555,A Living Nightmare(Cirque Du Freak: Saga of Darren Shan (Paperback)),Darren Shan,$10.59,9780316605106,"Little, Brown Books for Young Readers","Jun. 1st, 2002",272,5.50 x 8.30 x 0.80 inches
HC0556,Rock Jaw(Bone Reissue Graphic Novels (Paperback)),Jeff Smith,$12.37,9780439706360,Graphix,"Feb. 1st, 2007",116,6.04 x 8.98 x 0.40 inches
HC0557,All the Broken Pieces,Ann E. Burg,$9.80,9780545080934,Scholastic Paperbacks,"Mar. 1st, 2012",218,5.20 x 7.40 x 0.80 inches
HC0558,Anna Dressed in Blood,Kendare Blake,$11.00,9780765328670,Tor Books,"Jul. 3rd, 2012",316,5.50 x 8.23 x 0.85 inches
HC0559,Hero,Mike Lupica,$8.71,9780142419601,Puffin Books,"Jul. 12th, 2011",304,5.51 x 8.45 x 0.83 inches
HC0560,The Iron Daughter(Iron Fey - Trilogy),Julie Kagawa,$10.70,9780373210138,Harlequin,"Aug. 1st, 2010",359,5.40 x 8.20 x 1.10 inches
HC0561,Plague(Gone (Paper)),Michael Grant,$10.86,9780061449147,Katherine Tegen Books,"Apr. 3rd, 2012",492,5.30 x 7.90 x 1.40 inches
HC0562,The Toothpaste Millionaire,Jean Merrill,$9.16,9780618759255,Bank Street Press,"Sep. 1st, 2006",129,5.40 x 8.20 x 0.40 inches
HC0563,Warriors: Power of Three Box Set(Warriors: Power of Three (Paperback)),Erin Hunter,$47.40,9780061957055,HarperCollins,"Sep. 28th, 2010",129,5.40 x 7.80 x 4.60 inches
HC0564,Boy Meets Boy,David Levithan,$9.97,9780375832994,Alfred A. Knopf Books for Young Readers,"May. 10th, 2005",185,5.21 x 8.09 x 0.43 inches
HC0565,Downsiders,Neal Shusterman,$8.69,9780689839696,Simon Pulse,"Feb. 1st, 2001",256,4.24 x 7.08 x 0.70 inches
HC0566,The Iron Knight(Iron Fey - Trilogy),Julie Kagawa,$10.94,9780373210367,Harlequin Teen,"Oct. 25th, 2011",394,5.30 x 8.20 x 1.20 inches
HC0567,"Lucky Star, Volume 1(Lucky Star (Bandai))",Kagami Yoshimizu,$153.99,9781604961126,Bandai Entertainment,"Jun. 30th, 2009",149,5.70 x 8.10 x 0.50 inches
HC0568,Witch & Wizard(Witch),James Patterson,$7.09,9780316101752,Little Brown and Company,"Oct. 30th, 2012",384,
HC0569,The Eternity Code(Artemis Fowl (Quality)),Eoin Colfer,$9.98,9781423124535,Hyperion Books,"Jul. 1st, 2009",309,5.10 x 7.50 x 1.00 inches
HC0570,My Mother the Cheerleader,Robert Sharenow,$10.70,9780061148989,Harper Teen,"Jan. 27th, 2009",288,5.36 x 8.06 x 0.80 inches
HC0571,This Is Not a Test,Courtney Summers,$11.29,9780312656744,St. Martin's Griffin,"Jun. 19th, 2012",326,5.52 x 8.27 x 1.01 inches
HC0572,Great Source Math on Call,Great Source Education Group,$35.46,9780669508192,Great Source,"Jul. 2nd, 2003",480,6.58 x 9.22 x 0.62 inches
HC0573,The Anxiety Workbook for Teens,Lisa M. Schab,$14.35,9781572246034,New Harbinger Publications,"Apr. 1st, 2008",192,7.90 x 10.02 x 0.42 inches
HC0574,Mr. Tucket(Tucket Adventures (Paperback)),Gary Paulsen,$8.49,9780440411338,Yearling Books,"Nov. 1st, 1995",192,5.28 x 7.68 x 0.47 inches
HC0575,Downriver,Will Hobbs,$8.11,9781442445475,Atheneum Books for Young Readers,"Jul. 10th, 2012",198,5.30 x 7.67 x 0.57 inches
HC0576,Skyclan's Destiny(Warriors (Avon Paperback)),Erin Hunter,$9.21,9780061699962,HarperCollins,"Apr. 26th, 2011",462,5.26 x 7.64 x 1.15 inches
HC0577,Angel [With Poster](Maximum Ride (Quality)),James Patterson,$10.46,9780316038324,Little Brown and Company,"Feb. 7th, 2012",291,5.30 x 7.60 x 1.20 inches
HC0578,Jackie & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.72,9780380800841,HarperCollins,"Feb. 2nd, 2000",160,4.98 x 7.84 x 0.37 inches
HC0579,Unexpected Twist(Go-For-Gold Gymnasts),Dominique Moceanu,$168.77,9781423136583,Hyperion Books,"Jun. 19th, 2012",210,5.26 x 7.59 x 0.68 inches
HC0580,Through My Eyes,Linda Kranz,$11.78,9780873587150,Rising Moon (Nrl),"Jul. 1st, 1998",128,7.02 x 8.93 x 0.39 inches
HC0581,Half-Blood(Covenant),Jennifer L. Armentrout,$10.60,9780983157205,Spencer Hill Press,"Oct. 15th, 2011",281,6.00 x 8.90 x 0.90 inches
HC0582,Pandemonium,Lauren Oliver,$7.84,9780061978074,HarperCollins,"Jan. 22nd, 2013",400,
HC0583,Stopping the Pain,Lawrence E. Shapiro,$15.41,9781572246027,Instant Help Books,"Mar. 1st, 2008",168,7.96 x 9.83 x 0.35 inches
HC0584,Stuck in Neutral,Terry Trueman,$9.83,9780064472135,Harper Teen,"Oct. 9th, 2001",144,5.76 x 6.41 x 0.30 inches
HC0585,Eagle Strike(Alex Rider Adventures (Paperback)),Anthony Horowitz,$9.92,9780142406137,Puffin Books,"Feb. 16th, 2006",322,5.86 x 7.76 x 1.15 inches
HC0586,The Awakening and the Struggle(Vampire Diaries (Quality)),L. J. Smith,$10.87,9780061140976,Harper Teen,"Jan. 1st, 2007",492,5.30 x 8.06 x 1.23 inches
HC0587,The Music of Dolphins(Apple Signature Edition),Karen Hesse,$8.25,9780590897983,Scholastic,"Feb. 1st, 1998",181,5.24 x 7.80 x 0.55 inches
HC0588,Everybody Sees the Ants,A. S. King,$7.78,9780316129275,"Little, Brown Books for Young Readers","Sep. 18th, 2012",320,
HC0589,Dark Life(Dark Life),Kat Falls,$8.95,9780545178150,Scholastic Paperbacks,"Feb. 1st, 2011",297,5.30 x 7.50 x 0.70 inches
HC0590,Tiger Eyes,Judy Blume,$10.32,9780385739894,Delacorte Press Books for Young Readers,"Apr. 13th, 2010",217,5.30 x 8.10 x 0.50 inches
HC0591,Shift,Jennifer Bradbury,$6.85,9781442408524,Atheneum Books for Young Readers,"Apr. 3rd, 2012",245,5.56 x 8.24 x 0.77 inches
HC0592,Surviving Hitler,Andrea Warren,$8.49,9780060007676,HarperCollins,"Sep. 17th, 2002",160,7.16 x 9.03 x 0.43 inches
HC0593,Under the Blood-Red Sun,Graham Salisbury,$116.50,9780553494877,Laurel Leaf Library,"Apr. 26th, 2005",246,4.18 x 6.96 x 0.73 inches
HC0594,"The New Nation, 1789-1850(History of US (Paperback))",Joy Hakim,$15.63,9780195327182,"Oxford University Press, USA","Feb. 4th, 2007",199,7.60 x 9.04 x 0.41 inches
HC0595,Monster High 3(Monster High (Paperback)),Lisi Harrison,$8.44,9780316186681,Poppy Books,"Oct. 2nd, 2012",272,
HC0596,Glass,Ellen Hopkins,,9781416940913,Simon Pulse,"Apr. 7th, 2009",681,5.06 x 7.04 x 1.91 inches
HC0597,Harris and Me,Gary Paulsen,$8.45,9780152058807,Harcourt Paperbacks,"Mar. 1st, 2007",157,5.03 x 7.54 x 0.43 inches
HC0598,"Ties That Bind, Ties That Break",Lensey Namioka,$8.43,9780440415992,Laurel Leaf Library,"Nov. 14th, 2000",160,4.13 x 6.84 x 0.45 inches
HC0599,Ghost Circles(Bone Reissue Graphic Novels (Paperback)),Jeff Smith,$12.63,9780439706346,Graphix,"Feb. 1st, 2008",150,6.36 x 9.04 x 0.49 inches
HC0600,"Good Night, Mr. Tom",Michelle Magorian,$9.26,9780064401746,HarperTrophy,"Nov. 13th, 1986",336,5.10 x 7.60 x 0.80 inches
HC0601,The Wonderful Wizard of Oz,L. Frank Baum,$7.94,9780451530295,Signet Classics,"Oct. 3rd, 2006",240,4.24 x 7.00 x 0.64 inches
HC0602,Weedflower,Cynthia Kadohata,$9.16,9781416975663,Aladdin Paperbacks,"Jan. 27th, 2009",260,5.16 x 7.63 x 0.72 inches
HC0603,Chomp,Carl Hiaasen,$9.05,9780375868276,Ember,"Mar. 12th, 2013",304,
HC0604,Lockdown(Escape from Tenopia),Alexander Gordon Smith,$11.31,9780312611934,Square Fish,"Aug. 3rd, 2010",290,5.50 x 8.25 x 1.00 inches
HC0605,The Iron Queen(Iron Fey - Trilogy),Julie Kagawa,$10.72,9780373210183,Harlequin,"Jan. 25th, 2011",358,5.42 x 8.24 x 1.00 inches
HC0606,A Wind in the Door(Madeleine L'Engle's Time Quintet),Madeleine L'Engle,$8.47,9780312368548,Square Fish,"May. 1st, 2007",245,5.30 x 7.62 x 0.69 inches
HC0607,To Be a Slave,Julius Lester,$7.95,9780142403860,Puffin Books,"Jan. 1st, 2006",160,5.02 x 7.04 x 0.49 inches
HC0608,I Shall Wear Midnight(Discworld),Terry Pratchett,$10.71,9780061433061,HarperCollins,"Sep. 27th, 2011",368,5.20 x 7.80 x 1.10 inches
HC0609,Within Reach,Mark Pfetzer,$9.19,9780141304977,Puffin Books,"Jan. 1st, 2000",224,5.06 x 7.88 x 0.62 inches
HC0610,The Woman in Black,Susan Hill,$116.50,9781567921892,David R. Godine,"Dec. 31st, 2001",144,5.58 x 8.58 x 0.41 inches
HC0611,Perfectly Unique,Annie F. Downs,$12.35,9780310724346,Zondervan,"Sep. 4th, 2012",224,
HC0612,Whale Talk,Chris Crutcher,$10.69,9780061771316,Greenwillow Books,"Jun. 30th, 2009",298,5.30 x 6.98 x 0.69 inches
HC0613,Sing Down the Moon,Scott O'Dell,$6.09,9780440406730,Yearling Books,"Jul. 31st, 1992",144,5.33 x 7.62 x 0.40 inches
HC0614,Red Scarf Girl,Ji-Li Jiang,$9.85,9780061667718,Harper Teen,"Jun. 24th, 2008",285,4.30 x 6.78 x 0.69 inches
HC0615,Heat,Mike Lupica,$8.61,9780142407578,Puffin Books,"Mar. 1st, 2007",220,5.56 x 8.18 x 0.64 inches
HC0616,Nick & Norah's Infinite Playlist,Rachel Cohn,$9.95,9780375835339,Alfred A. Knopf,"Aug. 28th, 2007",183,5.32 x 7.96 x 0.43 inches
HC0617,Man Vs. Beast(Cherub),Robert Muchamore,$49.68,9781416927259,Simon Pulse,"Mar. 31st, 2007",327,4.20 x 7.04 x 0.88 inches
HC0618,The Greek Gods(Point),Bernard Evlsin,$7.66,9780590441100,Scholastic Paperbacks,"Jan. 1st, 1995",128,5.28 x 7.63 x 0.45 inches
HC0619,Artemis Fowl(Artemis Fowl (Quality)),Eoin Colfer,$9.99,9781423124948,Hyperion Books,"Aug. 1st, 2009",416,5.02 x 7.74 x 1.02 inches
HC0620,Shine,Lauren Myracle,$8.68,9781419701849,ABRAMS,"Feb. 1st, 2012",376,5.40 x 8.20 x 1.10 inches
HC0621,Fangirl,Ken Baker,$6.45,9780762443444,Running Press Kids,"Oct. 2nd, 2012",272,
HC0622,Sisterhood of the Traveling Pants(Sisterhood of the Traveling Pants (Paperback)),Ann Brashares,$10.27,9780385730587,Ember,"Mar. 11th, 2003",336,5.52 x 8.18 x 0.72 inches
HC0623,The Cage,Ruth Minsky Sender,$8.69,9780689813214,Simon Pulse,"Aug. 1st, 1997",256,4.17 x 7.06 x 0.67 inches
HC0624,Ray & Me(Baseball Card Adventures (Paperback)),Dan Gutman,$7.73,9780061234835,Harper,"Feb. 22nd, 2011",173,5.33 x 7.61 x 0.45 inches
HC0625,5 Minutes a Day,Freeman-Smith,$128.05,9781605871257,Freeman-Smith,Unknown,384,5.02 x 7.10 x 0.80 inches
HC0626,Warriors: Omen of the Stars #3(Warriors (Avon Paperback)),Erin Hunter,$8.48,9780061555176,HarperCollins,"Dec. 27th, 2011",368,5.10 x 7.50 x 0.90 inches
HC0627,Jellicoe Road,Melina Marchetta,$10.63,9780061431852,Harper Teen,"Mar. 9th, 2010",419,5.20 x 7.90 x 1.20 inches
HC0628,Skellig,David Almond,$8.44,9780440416029,Yearling Books,"Sep. 12th, 2000",192,5.18 x 7.60 x 0.52 inches
HC0629,Kiss My Math,Danica McKellar,$14.78,9780452295407,Plume Books,"Jun. 1st, 2009",331,6.04 x 9.01 x 0.76 inches
HC0630,The Lying Game(Lying Game (Paperback)),Sara Shepard,$10.59,9780061869716,Harper Teen,"Dec. 6th, 2011",307,5.32 x 7.94 x 0.89 inches
HC0631,Just Listen,Sarah Dessen,$10.17,9780142410974,Puffin Books,"Mar. 1st, 2008",371,5.98 x 8.22 x 1.07 inches
HC0632,The Call of the Wild(Scholastic Classics),Jack London,$6.88,9780439227148,Scholastic Paperbacks,"Jan. 1st, 2001",192,4.36 x 6.81 x 0.53 inches
HC0633,The Mad Scientists' Club Complete Collection,Bertrand R. Brinley,$28.94,9781930900516,Purple House Press,"Nov. 1st, 2010",619,6.07 x 8.96 x 1.64 inches
HC0634,The Thief(Thief of Eddis (Paperback)),Megan Whalen Turner,$8.47,9780060824976,Eos,"Dec. 27th, 2005",280,5.16 x 7.64 x 0.68 inches
HC0635,"Hang-Ups, Hook-Ups, and Holding Out(Girlology)","Melisa, M.D. Holmes",$19.97,9780757305863,Health Communications,"Jun. 1st, 2007",274,6.11 x 8.91 x 0.68 inches
HC0636,Revolution,Jennifer Donnelly,$10.18,9780385737647,Ember,"Jul. 26th, 2011",471,5.58 x 8.19 x 1.12 inches
HC0637,Witch & Wizard(Witch),James Patterson,$10.73,9780316038355,Little Brown and Company,"Oct. 25th, 2011",400,5.53 x 8.27 x 1.04 inches
HC0638,The Reptile Room(Series of Unfortunate Events (Paperback)),Lemony Snicket,$8.44,9780061146312,HarperTrophy,"May. 8th, 2007",168,5.32 x 7.61 x 0.50 inches
HC0639,Pay the Piper,Jane Yolen,$116.04,9780765350411,Starscape Books,"Jun. 30th, 2006",192,5.26 x 7.62 x 0.52 inches
HC0640,Brian's Hunt,Gary Paulsen,$118.89,9780553494150,Laurel Leaf Library,"Oct. 31st, 2005",105,4.22 x 6.96 x 0.32 inches
HC0641,Children of the River(Laurel-Leaf Contemporary Fiction),Linda Crew,$8.44,9780440210221,Laurel Leaf Library,"Aug. 1st, 1991",224,4.17 x 6.99 x 0.61 inches
HC0642,Make Lemonade(Make Lemonade Trilogy),Virginia Euwer Wolff,$9.95,9780805080704,Henry Holt & Company,"May. 2nd, 2006",200,5.16 x 7.80 x 0.56 inches
HC0643,The Adventures of Tintin(Adventures of Tintin (Paperback)),Herge,$11.44,9780316358347,"Little, Brown Books for Young Readers","Jun. 30th, 1974",62,8.50 x 11.40 x 0.30 inches
HC0644,Kira-Kira,Cynthia Kadohata,$9.16,9780689856402,Aladdin Paperbacks,"Dec. 1st, 2006",244,5.16 x 7.65 x 0.73 inches
HC0645,Son of the Mob(Son of the Mob (Paperback)),Gordon Korman,$9.87,9780786815937,Hyperion Books for Children,"Aug. 9th, 2004",262,5.28 x 7.56 x 0.69 inches
HC0646,Le Petit Prince(Folio Junior),Antoine De Saint-Exupery,$15.03,9782070612758,Editions Gallimard,"Mar. 1st, 2007",113,5.27 x 7.35 x 0.31 inches
HC0647,Under the Blood-Red Sun,Graham Salisbury,,9780440411390,Yearling Books,"Nov. 1st, 1995",256,5.21 x 7.64 x 0.64 inches
HC0648,Things Not Seen,Andrew Clements,$8.47,9780142400760,Puffin Books,"Mar. 8th, 2004",251,5.04 x 7.86 x 0.66 inches
HC0649,The Dead of Night(Tomorrow),John Marsden,$144.11,9780439829113,Scholastic Paperbacks,"Jun. 1st, 2006",264,6.48 x 7.98 x 0.60 inches
HC0650,The Fourth Apprentice(Warriors (Avon Paperback)),Erin Hunter,$8.48,9780061555114,Harper,"Dec. 21st, 2010",368,5.26 x 7.56 x 0.82 inches
HC0651,Does My Head Look Big in This?,Randa Abdel-Fattah,$9.52,9780439922333,Scholastic Paperbacks,"Aug. 1st, 2008",360,5.34 x 8.02 x 0.80 inches
HC0652,The Goddess Legacy(Harlequin Teen),Aimee Carter,$10.86,9780373210756,Harlequin Teen,"Jul. 31st, 2012",395,5.40 x 8.10 x 1.20 inches
HC0653,Notes from the Midnight Driver,Jordan Sonnenblick,$10.43,9780439757812,Scholastic,"Oct. 1st, 2007",265,5.06 x 7.07 x 0.62 inches
HC0654,King of the Mild Frontier,Chris Crutcher,$10.59,9780060502515,Greenwillow Books,"Oct. 5th, 2004",260,5.40 x 7.98 x 0.66 inches
HC0655,A Boy at War,Harry Mazer,$8.43,9780689841606,Simon & Schuster Books for Young Readers,"Nov. 1st, 2002",112,5.10 x 7.50 x 0.40 inches
HC0656,The Compound,S. A. Bodeen,$10.61,9780312578602,Square Fish,"Sep. 1st, 2009",248,5.40 x 8.20 x 0.80 inches
HC0657,"The Astonishing Life of Octavian Nothing, Traitor to the Nation(Astonishing Life of Octavian Nothing, Traitor to the Nation)",M. T. Anderson,$11.60,9780763636791,Candlewick Press (MA),"Jan. 22nd, 2008",353,5.70 x 7.90 x 1.10 inches
HC0658,"Algebra, Grades 6-8",Spectrum,$11.27,9780769663067,Spectrum,"Feb. 15th, 2011",124,8.30 x 10.70 x 0.40 inches
HC0659,Julie of the Wolves,Jean Craighead George,$9.85,9780060540951,HarperTrophy,"Sep. 16th, 2003",201,4.26 x 6.74 x 0.56 inches
HC0660,"Love, Stargirl",Jerry Spinelli,$8.91,9780375856440,Alfred A. Knopf,"Apr. 28th, 2009",274,5.10 x 7.80 x 0.70 inches
HC0661,Burning for Revenge(Tomorrow),John Marsden,$121.39,9780439858038,Scholastic Paperbacks,"Dec. 1st, 2006",254,5.30 x 8.16 x 0.60 inches
HC0662,Burned(House of Night Novels (Paperback)),P. C. Cast,$10.71,9780312387969,St. Martin's Griffin,"Sep. 27th, 2011",323,5.58 x 8.32 x 0.89 inches
HC0663,"Adventurer's Wanted, Book 2(Adventurers Wanted (Mass Market))",M. L. Forman,$8.98,9781609089115,Shadow Mountain,"Jan. 24th, 2012",384,5.53 x 8.20 x 1.07 inches
HC0664,The Bar Code Tattoo(Point Thriller),Suzanne Weyn,,9780439395625,Scholastic Paperbacks,"Sep. 1st, 2004",256,4.18 x 6.84 x 0.73 inches
HC0665,Torment(Fallen (Quality) (Delacourte)),Lauren Kate,$10.91,9780385739153,Ember,"Jun. 14th, 2011",452,5.62 x 8.18 x 1.07 inches
HC0666,"I, Juan de Pareja",Elizabeth Borton de Trevino,$9.23,9780312380052,Square Fish,"Apr. 29th, 2008",180,5.42 x 7.60 x 0.55 inches
HC0667,Hope Was Here,Joan Bauer,$8.61,9780142404249,Speak,"May. 1st, 2005",186,5.00 x 7.60 x 0.60 inches
HC0668,The Chocolate War(Readers Circle (Delacorte)),Robert Cormier,$9.22,9780375829871,Alfred A. Knopf Books for Young Readers,"Sep. 14th, 2004",253,5.36 x 7.98 x 0.60 inches
HC0669,Sounder,William Howard Armstrong,$8.49,9780064400206,HarperTrophy,"Jun. 9th, 1995",128,5.24 x 7.38 x 0.30 inches
HC0670,The Adventures of Tintin(Adventures of Tintin (Paperback)),Herge,$11.29,9780316358460,"Little, Brown Books for Young Readers","Sep. 30th, 1976",62,8.64 x 11.60 x 0.19 inches
HC0671,Uglies,Scott Westerfeld,$34.81,9781442479395,Simon Pulse,"Aug. 21st, 2012",1600,9.01 x 7.51 x 4.40 inches
HC0672,Checking Your Grammar(Scholastic Guides (Paperback)),Marvin Terban,$9.92,9780590494557,Scholastic,"Aug. 1st, 1994",144,6.29 x 8.26 x 0.33 inches
HC0673,Clockwork Prince(Infernal Devices),Cassandra Clare,$8.00,9781416975892,Margaret K. McElderry Books,"Mar. 19th, 2013",528,
HC0674,Shakespeare's Secret,Elise Broach,$8.47,9780312371326,Square Fish,"Aug. 21st, 2007",258,5.21 x 7.69 x 0.74 inches
HC0675,The Name of the Star(Shades of London (Quality - Trilogy)),Maureen Johnson,$8.65,9780142422052,Speak,"Oct. 2nd, 2012",400,
HC0676,Ashes(Ashes (Quality - Trilogy)),Ilsa J. Bick,$10.99,9781606843857,Egmontusa,"Aug. 28th, 2012",496,5.10 x 7.80 x 1.10 inches
HC0677,Athletic Shorts,Chris Crutcher,$10.66,9780060507831,Greenwillow Books,"Nov. 5th, 2002",208,5.02 x 7.08 x 0.48 inches
HC0678,145th Street,Walter Dean Myers,$11.27,9780307976109,Ember,"Feb. 14th, 2012",151,5.53 x 8.21 x 0.38 inches
HC0679,Cut,Patricia McCormick,$9.59,9780545290791,Push,"May. 1st, 2011",168,5.00 x 6.90 x 0.50 inches
HC0680,Betrayed(House of Night Novels (Paperback)),P. C. Cast,$10.61,9780312360283,St. Martin's Griffin,"Oct. 2nd, 2007",310,5.49 x 8.25 x 0.85 inches
HC0681,Great Bear Lake(Seekers (Quality)),Erin Hunter,$8.47,9780060871277,HarperCollins,"Jan. 5th, 2010",301,6.90 x 7.64 x 0.72 inches
HC0682,Before I Die,Jenny Downham,$9.89,9780385751834,David Fickling Books,"May. 26th, 2009",326,5.10 x 7.90 x 0.60 inches
HC0683,The Adoration of Jenna Fox(Jenna Fox Chronicles),Mary E. Pearson,$10.58,9780312594411,Square Fish,"Sep. 1st, 2009",266,5.54 x 8.28 x 0.76 inches
HC0684,The Divorce Helpbook for Kids(Rebuilding Books; For Divorce and Beyond),Cynthia MacGregor,$15.28,9781886230392,Impact s,"Jun. 19th, 2001",112,6.12 x 8.94 x 0.32 inches
HC0685,Briar Rose(Fairy Tales),Jane Yolen,$8.45,9780765342300,Tor Books,"Mar. 15th, 2002",224,5.10 x 7.60 x 1.00 inches
HC0686,13 Little Blue Envelopes,Maureen Johnson,$10.71,9780060541439,HarperCollins s,"Sep. 26th, 2006",317,5.39 x 8.04 x 0.84 inches
HC0687,The Extraordinary Adventures of Alfred Kropp(Alfred Kropp Adventures),Rick Yancey,$116.48,9781599902838,Bloomsbury Publishing PLC,"May. 27th, 2008",339,4.30 x 6.90 x 0.90 inches
HC0688,Dance with a Vampire(Vampire Kisses (Paperback)),Ellen Schreiber,$5.79,9780061132254,Harper Teen,Unknown,242,4.30 x 6.72 x 0.60 inches
HC0689,November Blues,Sharon M. Draper,$8.72,9781416906995,Simon Pulse,"May. 19th, 2009",383,4.18 x 7.12 x 1.08 inches
HC0690,Shelter(Mickey Bolitar Novels (Quality)),Harlan Coben,$9.76,9780142422038,Speak,"Aug. 21st, 2012",320,5.40 x 8.20 x 1.00 inches
HC0691,Something Upstairs,Avi,$7.55,9780545214919,Scholastic Press,"Jul. 1st, 2010",140,6.20 x 7.62 x 0.38 inches
HC0692,Foretold(Demon Trappers),Jana Oliver,$10.20,9781250021847,St. Martin's Griffin,"Feb. 19th, 2013",352,
HC0693,The Opal Deception(Artemis Fowl (Quality)),Eoin Colfer,$9.98,9781423124559,Hyperion Books,"Jul. 1st, 2009",342,5.30 x 7.40 x 0.90 inches
HC0694,Angel(Maximum Ride),James Patterson,$11.15,9780446545242,Grand Central Publishing,"Feb. 26th, 2013",242,
HC0695,"The Wonderful Story of Henry Sugar, and Six More",Roald Dahl,$9.28,9780141304700,Puffin Books,"May. 1st, 2000",225,5.10 x 7.77 x 0.70 inches
