ID_A,ID_B,Flag,Title_A,Title_B,ISBN13_A,ISBN13_B
BN0831,HC0871,,Black Dawn (Morganville Vampires Series #12),Fading Echoes(Warriors (Avon Paperback)),9.78045E+12,9.78006E+12
BN1484,HC1842,,Breakable,Innocent Darkness(Aether Chronicles),9.78043E+12,9.78074E+12
BN2547,HC0745,,The Realms of the Gods (The Immortals Series #4),After Tupac and D Foster,9.78142E+12,9.78014E+12
BN1474,HC0477,,Hunted (House of Night Series #5),Wicked(Pretty Little Liars (Quality)),9.78031E+12,9.78006E+12
BN0399,HC2695,,New Moon,Eclipse [With Poster](Twilight Saga (Paperback)),9.78032E+12,9.78032E+12
BN1617,HC0812,,Wake (Watersong Series #1),Miracle's Boys,9.78125E+12,9.78014E+12
BN1068,HC1041,,Rot & Ruin (Rot & Ruin Series #1),Dear Austin: Letters from the Underground Railroad,9.78144E+12,9.78038E+12
BN1660,HC0132,,Divine Madness: Mission 5 (Cherub Serie),The 6 Most Important Decisions You'll Ever Make,9.78144E+12,9.78074E+12
BN0683,HC0172,,The Wizard Heir (The Heir Series #2),The Face on the Milk Carton,9.78142E+12,9.78044E+12
BN2660,HC2128,,Control,The Wish List,9.78014E+12,9.78044E+12
BN0522,HC0441,,What I Thought Was True,The Darkest Hour(Warriors (Avon Paperback)),9.78014E+12,9.78006E+12
BN1095,HC2251,,The Summer After You and Me,Shakespeare Bats Cleanup,9.78149E+12,9.78076E+12
BN0736,HC2018,,Persepolis 2: The Story of a Return,At First Sight(Romantic Comedies (Mass Market)),9.78038E+12,9.78142E+12
BN2313,HC2985,,Luka and the Fire of Life,West from Home(Little House),9.78068E+12,9.78006E+12
BN0635,HC1375,,Hunger of Memory: The Education of Richard Rodriguez,Through the Looking-Glass(Dover Thrift Editions),9.78055E+12,9.78049E+12
BN0475,HC0042,,Beauty Queens,An Abundance of Katherines,9.78044E+12,9.78014E+12
BN0571,HC1632,,The Rithmatist,Little Rock Girl 1957(Captured History),9.78077E+12,9.78076E+12
BN1544,HC3093,,Halloween Party (Fear Street Series),Pride and Prejudice(Classic Lines),9.78142E+12,9.7814E+12
BN0188,HC2937,,Chew On This: Everything You Don't Want to Know about Fast Food,Huntress,9.78062E+12,9.78032E+12
BN0960,HC1841,,Romiette and Julio,The Motley Fool Investment Guide for Teens(Motley Fool),9.78069E+12,9.78074E+12
BN2347,HC0955,,The Last Echo (Body Finder Series #3),Begging for Change,9.78006E+12,9.78142E+12
BN2167,HC3041,,Star Wars X-Wing #2: Wedge's Gamble,What Janie Found,9.78055E+12,9.78044E+12
BN0722,HC0193,,Silence,Erak's Ransom(Ranger's Apprentice (Quality)),9.7815E+12,9.78014E+12
BN1106,HC2697,,"Thirst No. 2: Phantom, Evil Thirst, and Creatures of Forever (Last Vampire Series)",Dark Destiny(Dark Mirror),9.78142E+12,9.78031E+12
BN0387,HC1448,,The Last of the Mohicans (Barnes & Noble Classics Series),Enchantress from the Stars,9.78159E+12,9.78014E+12
BN0303,HC0307,,I Am Alice (Last Apprentice Series #12),Harriet the Spy,9.78006E+12,9.78044E+12
BN1037,HC0459,,Son of the Mob,Scorch(Croak),9.78079E+12,9.78055E+12
BN1192,HC1913,,How to Win Friends and Influence People for Teen Girls,Dairy Queen,9.78074E+12,9.78062E+12
BN3003,HC3078,,"Dirt Bikes, Drones, and Other Ways to Fly","Draw 50 Flowers, Trees, and Other Plants",9.78054E+12,9.78039E+12
BN0827,HC2491,,Rebel Angels (Gemma Doyle Trilogy #2),The Subtle Knife(His Dark Materials (Paperback)),9.78039E+12,9.78044E+12
BN2599,HC1331,,The Name of the Game Was Murder,What She Left Behind,9.78044E+12,9.78144E+12
BN1691,HC1067,,Insurgente (Divergent Series #2),The Batboy,9.78843E+12,9.78014E+12
BN1406,HC1214,,Fire Season (Star Kingdom Series #2),A Matter of Trust(Bluford (Quality)),9.78145E+12,9.78044E+12
BN2981,HC0876,,Rose Daughter,The Pushcart War,9.78044E+12,9.78044E+12
BN2498,HC1716,,Classy: Exceptional Advice for the Extremely Modern Lady,The First Americans(History of US (Paperback)),9.7816E+12,9.7802E+12
BN2418,HC2528,,Envy (Luxe Series #3),Alexander the Great(Wicked History (Paperback)),9.78006E+12,9.78053E+12
BN2639,HC2787,,Jumping Fire: A Smokejumper's Memoir of Fighting Wildfire,Temptation(Harlequin Teen),9.78016E+12,9.78037E+12
BN0059,HC1169,,Hatchet (Brian's Saga Series #1),Year of Impossible Goodbyes,9.78142E+12,9.78044E+12
BN2193,HC2820,,Princess in Training (Princess Diaries Series #6),The Disappearance of Haruhi Suzumiya(Melancholy of Haruhi Suzumiya (Paper)),9.78006E+12,9.78032E+12
BN2784,HC2549,,"Every You, Every Me",Stop Pretending,9.78038E+12,9.78006E+12
BN2543,HC1239,,Palace of the Damned (Saga of Larten Crepsley Series #3),Aimee,9.78032E+12,9.78014E+12
BN2996,HC1317,,Blackout,The Gollywhopper Games,9.78006E+12,9.78006E+12
BN1771,HC1938,,With Every Drop of Blood,Anne Frank,9.78044E+12,9.7816E+12
BN2400,HC2890,,The Legend of Luke (Redwall Series #12),Zebrafish,9.78044E+12,9.78142E+12
BN1033,HC0328,,Sometimes It Lasts (Sea Breeze Series #5),Milkweed(Random House Reader's Circle),9.78148E+12,9.78038E+12
BN0553,HC0233,,"The Beekeeper's Apprentice: or, On the Segregation of the Queen",Crank,9.78125E+12,9.78069E+12
BN0869,HC0658,,Behemoth (Leviathan Series #2),"Algebra, Grades 6-8",9.78142E+12,9.78077E+12
BN2301,HC1900,,Vampire Academy: A Graphic Novel,Rose Blanche(Creative Paperbacks),9.7816E+12,9.7809E+12
BN1456,HC0007,,The Host with Bonus Chapter,The Lightning Thief(Percy Jackson & the Olympians (Paperback)),9.78032E+12,9.78079E+12
BN1752,HC1191,,Star Wars The New Rebellion,The Stress Reduction Workbook for Teens(Instant Help Solutions),9.78055E+12,9.78157E+12
BN1845,HC2354,,Jessica's Guide to Dating on the Dark Side (Jessica's Guide Series #1),Never Enough,9.78055E+12,9.78144E+12
BN0198,HC1230,,Confessions of a Murder Suspect,The Bridge to Never Land,9.78146E+12,9.78142E+12
BN2141,HC2378,,"His Dark Materials: The Golden Compass, The Subtle Knife, The Amber Spyglass",Under the Persimmon Tree,9.78038E+12,9.78031E+12
BN1280,HC2256,,Storm (Paper Gods Series #3),First Semester(Kimani TRU),9.78037E+12,9.78037E+12
BN1630,HC0726,,Endless,Snakehead(Alex Rider Adventures (Paperback)),9.7814E+12,9.78014E+12
BN0483,HC1733,,Burned (House of Night Series #7),The Bar Code Rebellion,9.78031E+12,9.78044E+12
BN0286,HC0920,,Sleeping Freshmen Never Lie,The Stars,9.78014E+12,9.78055E+12
BN0357,HC0029,,The Sorceress (The Secrets of the Immortal Nicholas Flamel #3),City of Bones(Mortal Instruments (Paperback)),9.78039E+12,9.78142E+12
BN1900,HC0734,,BZRK Reloaded,An Inconvenient Truth,9.78161E+12,9.78067E+12
BN1414,HC2675,,Los juegos del hambre (The Hunger Games),The Rivers of Zadaa(Pendragon (Quality)),9.78843E+12,9.78069E+12
BN2341,HC2280,,L. A. Candy (L. A Candy Series #1),Famous for Thirty Seconds,9.78006E+12,9.78142E+12
BN2524,HC0526,,Antrax (Voyage of the Jerle Shannara Series #2),Deadline,9.78035E+12,9.78006E+12
BN0204,HC1554,,"Drums, Girls, and Dangerous Pie",American Medical Association Girl's Guide to Becoming a Teen,9.78055E+12,9.78079E+12
BN2554,HC1868,,"Mississippi Jack: Being an Account of the Further Waterborne Adventures of Jacky Faber, Midshipman, Fine Lady, and Lily of the West (Bloody Jack Adventure Series #5)",The Raging Fires(Merlin (Puffin)),9.78015E+12,9.78014E+12
BN1331,HC1518,,Witch Hunter,"Dark Magick, Awakening, and Spellbound(Sweep 3 in 1)",9.78141E+12,9.78014E+12
BN1793,HC0379,,Pendragon (Pendragon Cycle Series #4),Letters to a Young Brother,9.78038E+12,9.78159E+12
BN1517,HC1143,,Antigoddess (Goddess War Series #1),"Every You, Every Me",9.78077E+12,9.78038E+12
BN0565,HC1271,,"I, Robot",Lady Knight(Protector of the Small (Paperback)),9.78055E+12,9.78038E+12
BN0518,HC2085,,The Dead and the Gone (Life As We Knew It #2),Incarnate,9.78055E+12,9.78006E+12
BN2443,HC0419,,The Fire Wish,America Street,9.78039E+12,9.78089E+12
BN1419,HC1862,,The Land,Messenger,9.78014E+12,9.78044E+12
BN0857,HC0896,,Elixir: A Covenant Novella,This Lullaby,9.78194E+12,9.78014E+12
BN1146,HC0092,,Pop,Alice's Adventures in Wonderland(Dover Thrift Editions),9.78006E+12,9.78049E+12
BN2996,HC2040,,Blackout,Prom & Prejudice,9.78006E+12,9.78055E+12
BN1191,HC1590,,Exit Here.,Gossip Girl(Gossip Girl Novels (Paperback)),9.78142E+12,9.78032E+12
BN0028,HC0844,,Inheritance (Inheritance Cycle Series #4),Waiting for Normal,9.78038E+12,9.78006E+12
BN2293,HC0192,,The Isle of Blood,The King's of Clonmel(Ranger's Apprentice (Quality)),9.78148E+12,9.78014E+12
BN0368,HC2172,,Copper Sun,Shugo Chara!(Shugo Chara!),9.78142E+12,9.78035E+12
BN2078,HC1909,,Lord of the Shadows (Cirque Du Freak Series #11),The Artemis Fowl #2(Artemis Fowl (Graphic Novels)),9.78032E+12,9.78142E+12
BN0279,HC2833,,Lure of the Dead (Last Apprentice Series #10),Dove,9.78006E+12,9.78006E+12
BN2990,HC0051,,Annexed,The Lightning Thief(Percy Jackson & the Olympians (Paperback)),9.78055E+12,9.78142E+12
BN2768,HC1696,,Ilse Witch (Voyage of the Jerle Shannara Series #1),Obernewtyn(Obernewtyn Chronicles the Obernewtyn Chronicles),9.78035E+12,9.78038E+12
BN2900,HC1837,,Infinite (Incarnate Trilogy Series #3),Playground,9.78006E+12,9.7816E+12
BN3000,HC0814,,The Devouring (The Devouring Series #1),"War, Terrible War, 1855-1865(History of US (Paperback))",9.78032E+12,9.7802E+12
BN0025,HC3099,,The Catcher in the Rye,Corazon de Tinta,9.78032E+12,9.78055E+12
BN0951,HC0379,,City of the Beasts (Alexander Cold Series #1),Letters to a Young Brother,9.78006E+12,9.78159E+12
BN0232,HC0083,,Crossed (Matched Trilogy Series #2),Holes,9.78014E+12,9.78044E+12
BN1221,HC0287,,I Have a Bad Feeling About This,Fire from the Rock,9.7814E+12,9.78014E+12
BN0299,HC0119,,Boy21,"Tomorrow, When the War Began(Tomorrow)",9.78032E+12,9.78044E+12
BN1104,HC1059,,Hogfather (Discworld Series #20),Night Star(Immortal Brotherhood),9.78006E+12,9.78125E+12
BN1892,HC1140,,Beneath My Mother's Feet,"September 11, 2001",9.78144E+12,9.78076E+12
BN0348,HC2901,,The 7 Habits of Highly Effective Teens Personal Workbook,The Mayflower and the Pilgrims' New World,9.78148E+12,9.78014E+12
BN2109,HC0731,,ACID,Nail Art [With 6 Bottles of Nail Paint],9.78039E+12,9.78159E+12
BN1675,HC1243,,Midnight Frost (Mythos Academy Series #5),Killers of the Dawn(Cirque Du Freak: Saga of Darren Shan (Paperback)),9.78076E+12,9.78032E+12
BN2955,HC2040,,Kidnapped,Prom & Prejudice,9.78151E+12,9.78055E+12
BN0381,HC1578,,Soldier's Heart: Being the Story of the Enlistment and Due Service of the Boy Charley Goddard in the First Minnesota Volunteers,Darkness Before Dawn,9.78044E+12,9.78006E+12
BN1885,HC2968,,A Million Suns (Across the Universe Series #2),Legacy(Harlequin Teen),9.7816E+12,9.78037E+12
BN2726,HC1136,,Life: The Orignal Picture Puzzle,Twilight(Warriors: The New Prophecy (Paperback)),9.78193E+12,9.78006E+12
BN0663,HC2656,,Tiger's Quest (Tiger's Curse Series #2),Fade Out(Morganville Vampires (Mass Market)),9.78145E+12,9.78045E+12
BN2203,HC2469,,Jessica's Guide to Dating on the Dark Side (Jessica's Guide Series #1),Philip Pullman: His Dark Materials(His Dark Materials (Paperback)),9.78055E+12,9.78038E+12
BN2896,HC1986,,I Am Mordred (Tale of Camelot Series #1),Skulduggery Pleasant(Skulduggery Pleasant (Paperback)),9.7807E+12,9.78006E+12
BN0993,HC2210,,Conversion,Eva,9.78015E+12,9.78044E+12
BN2443,HC2164,,The Fire Wish,King George: What Was His Problem?,9.78039E+12,9.7816E+12
BN1663,HC1610,,Princess of Glass,"The Shadow Children, the Complete Series(Shadow Children)",9.7816E+12,9.78144E+12
BN2480,HC0659,,Sealed with a Diss (Clique Series #8),Julie of the Wolves,9.78032E+12,9.78006E+12
BN2217,HC1343,,North of Beautiful,Skyship Academy(Skyship Academy),9.78032E+12,9.78074E+12
BN1108,HC1854,,Warm Bodies,The Sweet Far Thing(Readers Circle (Delacorte)),9.78148E+12,9.78044E+12
BN2237,HC0877,,Stop Pretending: What Happened when My Big Sister Went Crazy,The Endless Steppe,9.78006E+12,9.78006E+12
BN1691,HC1265,,Insurgente (Divergent Series #2),The Lab(Lab (Mass Market)),9.78843E+12,9.78055E+12
BN1851,HC2282,,The Vanishing Game,East,9.78162E+12,9.78015E+12
BN0646,HC1098,,The Name of the Star (Shades of London Series #1),Beauty,9.78014E+12,9.78006E+12
BN0952,HC1751,,The Fifth of March: A Story of the Boston Massacre,To Save a Life,9.78015E+12,9.78098E+12
BN1003,HC1505,,Girl of Nightmares,Hero,9.78077E+12,9.78156E+12
BN1697,HC0625,,"Izzy, Willy-Nilly",5 Minutes a Day,9.78142E+12,9.78161E+12
BN0658,HC0255,,Ashen Winter (Ashfall Series #2),New Moon(Twilight Saga (Paperback)),9.78193E+12,9.78032E+12
BN2764,HC0171,,Flight #116 is Down,The Wednesday Wars,9.78059E+12,9.78055E+12
BN0556,HC2726,,"Out of Sight, Out of Time (Gallagher Girls Series #5)",Seventeen Presents... 500 Beauty Tips,9.78142E+12,9.78159E+12
BN2013,HC2055,,The Rise and Fall of a Theater Geek,Gone(Wake Trilogy (Paperback)),9.78045E+12,9.78142E+12
BN2028,HC0260,,Sea of Stars,The Sorceress(Secrets of the Immortal Nicholas Flamel (Paperback)),9.78148E+12,9.78039E+12
BN2104,HC0394,,The Rising (Department 19 Series #2),The Incredible Journey,9.7816E+12,9.78044E+12
BN0614,HC1409,,Shadow Kiss (Vampire Academy Series #3),Deenie,9.7816E+12,9.78044E+12
BN1416,HC2984,,Life: The Ultimate Picture Puzzle: Can You Spot the Differences?,The Lost Crown,9.7816E+12,9.78142E+12
BN1669,HC1859,,Halo (Halo Trilogy #1),Silver(Bandia Novel),9.78031E+12,9.78074E+12
BN2455,HC1817,,We Are Witnesses: Five Diaries of Teenagers Who Died in the Holocaust,Many Waters(Madeleine L'Engle's Time Quintet),9.78031E+12,9.78031E+12
BN1946,HC0196,,The Diamond Throne (Elenium Series #1),Before I Fall,9.78035E+12,9.78006E+12
BN0146,HC2916,,Revealed (House of Night Series #11),Tucket's Ride(Tucket Adventures (Paperback)),9.78125E+12,9.78044E+12
BN2900,HC2266,,Infinite (Incarnate Trilogy Series #3),Young Fu of the Upper Yangtze,9.78006E+12,9.78031E+12
BN1148,HC2179,,The Killing: Mission 4 (Cherub Series),If I Should Die Before I Wake,9.78144E+12,9.78015E+12
BN0883,HC1354,,Betrayed (House of Night Series #2),Fractions Grade 6(Kumon Math Workbooks),9.78031E+12,9.78193E+12
BN2131,HC0930,,The Secret Hour (Midnighters Series #1),She's All That!(Mythlopedia),9.78006E+12,9.78161E+12
BN2937,HC1788,,Rivals and Retribution (13 to Life Series #5),We Are Witnesses,9.78031E+12,9.78031E+12
BN1086,HC3072,,Running with the Demon (Word and The Void Trilogy Series #1),"Step-By-Step Problem Solving, Grade 5(Singapore Math)",9.78035E+12,9.78161E+12
BN1066,HC0301,,Someone Like You (reissue),The Mad Art of Caricature!,9.78014E+12,9.78098E+12
BN2331,HC1391,,In the Hand of the Goddess (Song of the Lionness Series #2),School of Fear(School of Fear (Paperback)),9.78069E+12,9.78032E+12
BN1718,HC0935,,"Beach Blondes: June Dreams, July's Promise, August Magic (Summer Series)",The Black Pearl,9.78142E+12,9.78055E+12
BN0815,HC2347,,Burn for Burn (Burn for Burn Series #1),Summer of Fear,9.78144E+12,9.78044E+12
BN0567,HC0707,,The Raging Fires (Merlin Saga Series #3),The Apothecary,9.78014E+12,9.78014E+12
BN1386,HC1122,,Ask Me No Questions,Don't Sit on the Baby!,9.78142E+12,9.78098E+12
BN1578,HC1484,,Star Wars Episode III: Revenge of the Sith,Shiver Trilogy,9.78035E+12,9.78055E+12
BN0699,HC1470,,I Am the Mission (Unknown Assassin Series #2),Midnight Magic,9.78032E+12,9.78044E+12
BN2548,HC1570,,Remember Me: Remember Me; The Return; The Last Story,Puberty Boy,9.78144E+12,9.78174E+12
BN2329,HC0911,,End of Days (Fallen Series #3),Catching Jordan,9.78144E+12,9.7814E+12
BN0514,HC2347,,Stone Cold Touch (Dark Elements Series #2),Summer of Fear,9.78037E+12,9.78044E+12
BN0541,HC0015,,Under the Never Sky (Under the Never Sky Series #1),Esperanza Rising,9.78006E+12,9.78044E+12
BN0809,HC0108,,The Anger Workbook for Teens: Activities to Help You Deal with Anger and Frustration,The Adventures of Ulysses,9.78157E+12,9.78059E+12
BN2054,HC1139,,Tom Clancy's Op-Center #10: Sea of Fire,Stolen Nights(Vampire Queen),9.78043E+12,9.78031E+12
BN0514,HC1005,,Stone Cold Touch (Dark Elements Series #2),Return to Paradise,9.78037E+12,9.78074E+12
BN0738,HC2601,,Ash,Phantom Stallion #13(Phantom Stallion),9.78032E+12,9.78006E+12
BN3018,HC0696,,Hattie Ever After,I Know What You Did Last Summer,9.78038E+12,9.78044E+12
BN0773,HC2828,,I Shall Wear Midnight: The Fourth Tiffany Aching Adventure (Discworld Series #38),Lemonade Mouth,9.78006E+12,9.78039E+12
BN0498,HC1560,,The Girl of Fire and Thorns (Girl of Fire and Thorns Series #1),Tiger(Five Ancestors (Paperback)),9.78006E+12,9.78038E+12
BN0833,HC2685,,The Hobbit: The Enchanting Prelude to The Lord of the Rings,A Summer of Kings,9.78035E+12,9.78055E+12
BN0358,HC2123,,The Looking Glass Wars (Looking Glass Wars #1),Zahrah the Windseeker,9.78014E+12,9.78055E+12
BN1775,HC0324,,Caucasia: A Novel,Flawless(Pretty Little Liars (Quality)),9.78157E+12,9.78006E+12
BN0497,HC2100,,Through the Ever Night (Under the Never Sky Series #2),Willful Impropriety,9.78006E+12,9.78076E+12
BN1526,HC1192,,The Vampire Prince (Cirque Du Freak Series #6),Cascade(River of Time),9.78032E+12,9.78143E+12
BN0155,HC0245,,Nothing But the Truth: A Documentary Novel,Kingdom Keepers(Kingdom Keepers (Paperback)),9.78055E+12,9.78142E+12
BN1335,HC1935,,Nightmares and Dreamscapes,The Drama Years,9.78144E+12,9.78145E+12
BN0751,HC0131,,Beautiful Darkness (Beautiful Creatures Series #2),Out from Boneville(Bone (Graphix Paperback)),9.78032E+12,9.78044E+12
BN1589,HC0341,,BZRK,Journey to the River Sea,9.78161E+12,9.78014E+12
BN0665,HC0762,,The Golden Compass (His Dark Materials Series #1),The Eleventh Plague,9.78044E+12,9.78055E+12
BN2015,HC1591,,The Tyrant's Daughter,The Year of the Hangman,9.78045E+12,9.78014E+12
BN1108,HC0924,,Warm Bodies,Tintin in America(Adventures of Tintin (Paperback)),9.78148E+12,9.78032E+12
BN0573,HC2481,,Elements: A Visual Exploration of Every Known Atom in the Universe,Secrets and Lies(Capital Girls),9.78158E+12,9.78031E+12
BN1263,HC0019,,Crystal Cave (Arthurian Saga Series #1),The Hobbit,9.78006E+12,9.78055E+12
BN0804,HC2060,,Coming of Age in Mississippi,They Broke the Law; You Be the Judge,9.78044E+12,9.78158E+12
BN2664,HC0711,,Robot Building for Teens,Harry Potter and the Prisoner of Azkaban(Harry Potter),9.78113E+12,9.78044E+12
BN0552,HC2224,,Whirligig,The Fine Art of Truth or Dare,9.78031E+12,9.78014E+12
BN0166,HC2365,,The Sky Is Everywhere,Revenge of the Whale,9.78014E+12,9.78014E+12
BN0815,HC1956,,Burn for Burn (Burn for Burn Series #1),A Proud Taste for Scarlet and Miniver,9.78144E+12,9.78069E+12
BN0274,HC2957,,Panic,A Breath of Eyre,9.78006E+12,9.78076E+12
BN2163,HC1342,,Dicey's Song,Hex Hall(Hex Hall (Quality)),9.78144E+12,9.78142E+12
BN2388,HC2623,,"Jake, Reinvented",Zap,9.78079E+12,9.78076E+12
BN2136,HC0949,,Hell's Heroes (Demonata Series #10),The Ask and the Answer(Chaos Walking Trilogy (Paper)),9.78032E+12,9.78076E+12
BN1266,HC1701,,Revolution,Teens Cook,9.78039E+12,9.78158E+12
BN1651,HC3071,,Sever (Chemical Garden Series #3),See No Evil(Orca Currents (Quality)),9.78144E+12,9.78155E+12
BN0111,HC1994,,It's Kind of a Funny Story,Foiled,9.78079E+12,9.7816E+12
BN1010,HC2564,,The Recruit: Mission 1 (Cherub Series),The Second Summer of the Sisterhood(Sisterhood of the Traveling Pants (Paperback)),9.78144E+12,9.78055E+12
BN1923,HC2294,,Facing the Lion (Abridged Edition): Memoirs of a Young Girl in Nazi Europe,The Named(Guardians of Time),9.78194E+12,9.78158E+12
BN1592,HC1880,,Hunters of the Dusk (Cirque Du Freak Series #7),Basher Science: Human Body(Basher),9.78032E+12,9.78075E+12
BN2437,HC2751,,My Favorite Mistake (A Circuit Series #2),Pilgrims Don't Wear Pink,9.7816E+12,9.78055E+12
BN0007,HC1827,,The Giver,The Afterlife,9.78054E+12,9.78015E+12
BN1320,HC3033,,Star Wars Rogue Planet,Prom,9.78035E+12,9.78014E+12
BN1642,HC1379,,Steppenwolf,Notes from the Dog,9.78031E+12,9.78038E+12
BN3008,HC2753,,Bitter End,Ripper(Ripper Novel),9.78032E+12,9.78074E+12
BN1216,HC0660,,Some Boys,"Love, Stargirl",9.7814E+12,9.78038E+12
BN2343,HC1362,,Murder on the Iditarod Trail,Also Known as Harper,9.7808E+12,9.78031E+12
BN0108,HC0567,,The Eye of Minds (Mortality Doctrine Series #1),"Lucky Star, Volume 1(Lucky Star (Bandai))",9.78039E+12,9.7816E+12
BN0635,HC2318,,Hunger of Memory: The Education of Richard Rodriguez,Downsiders,9.78055E+12,9.78142E+12
BN0650,HC1784,,King Lear (No Fear Shakespeare Series),Life in Prison,9.78159E+12,9.78159E+12
BN2430,HC0397,,S.E.X.: The All-You-Need-To-Know Progressive Sexuality Guide to Get You Through High School and College,Max the Mighty,9.7816E+12,9.78059E+12
BN0738,HC1592,,Ash,Revolution News(History News (Candlewick)),9.78032E+12,9.78076E+12
BN2821,HC0739,,Soul Screamers Volume Two: My Soul to Keep\My Soul to Steal\Reaper,Dear Bully,9.78037E+12,9.78006E+12
BN2096,HC1322,,Tom Clancy's Op-Center #1,Black Dawn(Morganville Vampires),9.78043E+12,9.78045E+12
BN0130,HC0051,,I Am Number Four (Lorien Legacies Series #1),The Lightning Thief(Percy Jackson & the Olympians (Paperback)),9.78006E+12,9.78142E+12
BN1336,HC1650,,Sunrise over Fallujah,Shadow of a Bull,9.78044E+12,9.78142E+12
BN1306,HC0364,,Mas alla de mi (Reaching Out),Sabotaged(Missing (Aladdin)),9.78055E+12,9.78142E+12
BN1965,HC1998,,Children of the River,While I Live(Ellie Chronicles (Quality)),9.78044E+12,9.78044E+12
BN2007,HC1231,,The Rest of Us Just Live Here,Give a Boy a Gun,9.78006E+12,9.78069E+12
BN2102,HC2820,,Book of a Thousand Days,The Disappearance of Haruhi Suzumiya(Melancholy of Haruhi Suzumiya (Paper)),9.7816E+12,9.78032E+12
BN0538,HC2003,,It's Not Summer Without You,Flight(Smallville (Little Brown Paperback)),9.78142E+12,9.78032E+12
BN1885,HC2717,,A Million Suns (Across the Universe Series #2),Guantanamo Boy,9.7816E+12,9.78081E+12
BN2881,HC2915,,Exile's Valor (Heralds of Valdemar Series #7),Getting the Girl,9.78076E+12,9.78044E+12
BN2528,HC2627,,Down a Dark Hall,Hanging on to Max,9.78032E+12,9.78069E+12
BN1358,HC0418,,Vitro,"M.C. Higgins, the Great",9.7816E+12,9.78142E+12
BN1833,HC1139,,"The Morganville Vampires, Volume 1",Stolen Nights(Vampire Queen),9.78045E+12,9.78031E+12
BN1943,HC2035,,"Buffy the Vampire Slayer Season Eight, Volume 2: No Future for You","Tiger, Tiger",9.78159E+12,9.78044E+12
BN1351,HC0097,,Fools' Gold (Order of Darkness Series #3),Black Ships Before Troy,9.78144E+12,9.78055E+12
BN0410,HC1811,,Stranger in a Strange Land,The Woman Who Rides Like a Man(Song of the Lioness (Paperback)),9.78044E+12,9.78144E+12
BN2061,HC2854,,The Unbound (Archived Series #2),Dreadnought(H.I.V.E.),9.78142E+12,9.78144E+12
BN1366,HC1360,,The Pigman's Legacy,Banner in the Sky,9.78006E+12,9.78006E+12
BN1300,HC2664,,Heist Society (Heist Society Series #1),Last Night I Sang to the Monster,9.78142E+12,9.78194E+12
BN2401,HC2543,,Red Planet,Daughter of War,9.78035E+12,9.78155E+12
BN2853,HC0813,,The Carrie Diaries (Carrie Diaries Series #1),Fated(Soul Seekers (Quality)),9.78006E+12,9.78031E+12
BN0708,HC2425,,Perfect,"Yu-GI-Oh! Gx, Volume 1(Yu-GI-Oh! Gx (Viz))",9.78142E+12,9.78142E+12
BN0617,HC0863,,Redwall (Redwall Series #1),"Don't You Dare Read This, Mrs. Dunphrey",9.78044E+12,9.78069E+12
BN1429,HC1180,,The Tempest (Dover Thrift Editions),Tracker,9.78049E+12,9.78142E+12
BN0893,HC2550,,Winter's Heart (Wheel of Time Series #9),Shortie Like Mine,9.78077E+12,9.78076E+12
BN2102,HC2583,,Book of a Thousand Days,Drama High(Drama High),9.7816E+12,9.78076E+12
BN0372,HC1022,,Seedfolks,The House of Dies Drear,9.78006E+12,9.78142E+12
BN1698,HC2577,,Carpe Jugulum (Discworld Series #23),Nerdlandia,9.78006E+12,9.7807E+12
BN0820,HC0072,,Sea of Shadows (Age of Legends Series #1),The Westing Game(Puffin Classics (Paperback)),9.78006E+12,9.78014E+12
BN2199,HC0794,,The Fame Game (Fame Game Series #1),Death Cloud(Sherlock Holmes: The Legend Begins (Paperback)),9.78006E+12,9.78031E+12
BN0087,HC2102,,Treasure Island (Barnes & Noble Classics Series),The National Geographic Bee Ultimate Fact Book,9.78159E+12,9.78143E+12
BN0081,HC1967,,Beloved,Kissed by an Angel,9.7814E+12,9.78142E+12
BN1913,HC1250,,Star Wars The Han Solo Trilogy #1: The Paradise Snare,The Red Badge of Courage(Puffin Classics (Paperback)),9.78055E+12,9.78014E+12
BN0966,HC0058,,Golden Boy,The Hobbit,9.78014E+12,9.78062E+12
BN3013,HC2002,,Teenage Love Affair,How to Ruin My Teenage Life,9.78076E+12,9.78074E+12
BN2135,HC3047,,Some Girls Are,Boom!,9.78031E+12,9.78039E+12
BN2330,HC0062,,Algebra Survival Guide: A Conversational Handbook for the Thoroughly Befuddled,Monster,9.78097E+12,9.78006E+12
BN1249,HC0595,,Evil Star (The Gatekeepers Series #2),Monster High 3(Monster High (Paperback)),9.78044E+12,9.78032E+12
BN0701,HC2366,,Scorched,The Morganville Vampires(Morganville Vampires Collections),9.7814E+12,9.78045E+12
BN2120,HC1528,,Purple Heart,Decked with Holly,9.78006E+12,9.78076E+12
BN0475,HC2450,,Beauty Queens,While He Was Away,9.78044E+12,9.7814E+12
BN1927,HC0716,,First Kill (The Slayer Chronicles Series #1),My Anxious Mind,9.78014E+12,9.78143E+12
BN1702,HC1968,,Ink (Paper Gods Series #1),A Jar of Dreams,9.78037E+12,9.78069E+12
BN2456,HC1462,,The Goats,Fiddle Fever,9.78031E+12,9.78062E+12
BN1757,HC0302,,Storm (Brigid Kemmerer's Elemental Series #1),Code Orange,9.78076E+12,9.78039E+12
