#key=_id
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
#ltable=POINTER
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN,ltable.ISBN13,ltable.PageCount,ltable.PublishDate,ltable.Publisher,ltable.SecondAuthor,ltable.ThirdAuthor,ltable.Title,rtable.FirstAuthor,rtable.SecondAuthor,rtable.ThirdAuthor,rtable.ISBN13,rtable.PageCount,rtable.PublishDate,rtable.Publisher,rtable.Title,match_label
1097,1178,1552,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,2940017678008,,,"New York, London, Macmillan Co",Autobiography of Benjamin Franklin; with an introduction and notes,0
1099,1178,1638,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,2940017484579,,,Philadelphia : J.B. Lippincott ; London : Trbner &amp; Co,"Autobiography of Benjamin Franklin : edited from his manuscript, with notes and an introduction",0
1100,1178,1712,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,9781330154151,260,6/24/15,FB &amp;c Ltd,Life of Benjamin Franklin: On the Basis of His Autobiography (Classic Reprint),0
1102,1178,1827,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,2940017335871,,,New York : D. Appleton and Company,Autobiography ; Poor Richard ; Letters,0
1114,1178,2662,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,2940017704479,,,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends,0
1118,1178,2969,Benjamin Franklin,1596590459,9781596590458,0,June 6th 2006,Your Coach Digital,,,Wealth and Wisdom: The Way to Wealth and The Autobiography of Benjamin Franklin: Two Timeless American Classics That Still Speak to Us Today,Benjamin Franklin,,,2940017454565,,,"London, J. M. Dent; New York, E. P. Dutton","The autobiography of Benjamin Franklin, now first printed in England from the full and authentic text",0
1128,1195,1710,Kathleen Raine,807608777,9780807608777,0,,George Braziller,,,The Lion's Mouth: Concluding Chapters Of Autobiography,Kathleen Raine,,,9780807608777,192,2/1/78,"Braziller, George Inc.",Lion's Mouth: Concluding Chapters of Autobiography,1
1140,1210,3117,Hutchins Hapgood,1497389526,9781497389526,224,March 19th 2014,Createspace,,,The Autobiography of a Thief,Hutchins Hapgood,,,2940017335086,,,"New York : Fox, Duffield",The autobiography of a thief,0
1156,1226,228,Benjamin Franklin,1616405511,9781616405519,320,November 1st 2011,Cosimo Classics,,,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin,,,9780553904987,384,4/29/08,Random House Publishing Group,The Autobiography and Other Writings,0
1167,1226,958,Benjamin Franklin,1616405511,9781616405519,320,November 1st 2011,Cosimo Classics,,,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin: 1757-1790,,,9781596985759,480,7/1/07,Regnery Publishing,The The Compleated Autobiography,0
1173,1226,1526,Benjamin Franklin,1616405511,9781616405519,320,November 1st 2011,Cosimo Classics,,,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin,,,9780940450295,1632,1/28/87,Library of America,"Benjamin Franklin: Writings (The Autobiography, Poor Richard's Almanack, Bagatelles, Pamphlets, Essays, & Letters) (Library of America)",0
1185,1226,2276,Benjamin Franklin,1616405511,9781616405519,320,November 1st 2011,Cosimo Classics,,,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin,,,9781297173585,248,2/18/15,Scholar's Choice,The Autobiography and Essays - Scholar's Choice Edition,0
1193,1226,2752,Benjamin Franklin,1616405511,9781616405519,320,November 1st 2011,Cosimo Classics,,,"The Autobiography of Benjamin Franklin Including Poor Richard's Almanac, and Familiar Letters",Benjamin Franklin,,,9781298188465,274,2/18/15,Scholar's Choice,The Autobiography of Benjamin Franklin - Scholar's Choice Edition,0
1222,1235,3111,John C. Holmes,,,192,February 7th 2012,BearManor Media,Laurie Holmes,,Porn King: The Autobiography of John C. Holmes,John C. Hermon,,,9780717125913,280,1/1/97,"Gill &amp; MacMillan, Limited",Holding the Line: An Autobiography,0
1227,1236,2640,S. Weir Mitchell,548563454,9780548563458,164,October 1st 2007,Kessinger Publishing,A.J. Keller,,The Autobiography of a Quack and the Case of George Dedlow (1900),S. Weir Mitchell,,,2940024756683,,,New York : The Century Co.,The youth of Washington : told in the form of an autobiography,0
1231,1237,1015,Edwin Eastman,,,329,,,,,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,,,9783655257951,,1/1/10,MVB E-Books,Seven and Nine years Among the Camanches and Apaches An Autobiography,0
1234,1237,2273,Edwin Eastman,,,329,,,,,Seven and Nine years Among the Camanches and Apaches An Autobiography,Edwin Eastman,Clark Johnson,,9781296853433,336,8/13/15,Andesite Press,Seven And Nine Years Among The Camanches And Apaches: An Autobiography,0
1249,1241,1894,Booker T. Washington,,,133,,,,,Up from Slavery: an autobiography,Booker T. Washington,,,9780806521831,330,1/28/01,Kensington,Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography,0
1261,1257,1270,Joseph Bates,1883925444,9781883925444,318,2004,Andrews University Press,,,The Autobiography of Joseph Bates,Joseph Bates,,,9781479602872,174,3/31/14,"TEACH Services, Inc.",The Autobiography of Elder Joseph Bates,0
1269,1274,224,Harry Redknapp,91957575,9780091957575,432,October 1st 2013,Ebury Press,,,Always Managing: My Autobiography,Harry Redknapp,,,9781407060736,432,10/10/13,Ebury Publishing,Always Managing: My Autobiography,1
1287,1321,2269,David Huddart,203306570,9780203306574,200,October 26th 2007,Routledge,,,Postcolonial Theory and Autobiography,David Huddart,,,9780415759014,208,10/26/07,Taylor &amp; Francis,Postcolonial Theory and Autobiography,0
1300,1324,755,Mark Twain,,,760,,,,,"Autobiography of Mark Twain: Ruminations on His Life and Times, in His Own Words, Volume 1",Mark Twain,,,9781441778437,20,11/15/10,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition",0
1307,1324,1592,Mark Twain,,,760,,,,,"Autobiography of Mark Twain: Ruminations on His Life and Times, in His Own Words, Volume 1",Mark Twain,Grover Gardner,,9781441778475,,1/28/11,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]",0
1311,1324,3325,Mark Twain,,,760,,,,,"Autobiography of Mark Twain: Ruminations on His Life and Times, in His Own Words, Volume 1",Mark Twain,,,9780766161375,376,6/28/03,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2",0
1351,1358,901,Ian Thorpe,,,336,October 24th 2012,Simon & Schuster UK,,,This Is Me: The Autobiography,Ian Thorpe,,,9780731815739,336,10/24/12,Simon &amp; Schuster Australia,This Is Me: The Autobiography,1
1356,1373,136,Russell Means,312147619,9780312147617,624,November 15th 1996,St. Martin's Griffin,Marvin J. Wolf,,Where White Men Fear to Tread: The Autobiography of Russell Means,Russell Means,Marvin Wolf,,9780312147617,624,11/28/96,St. Martin's Press,Where White Men Fear to Tread: The Autobiography of Russell Means,1
1359,1375,381,Theodore Roosevelt,1604596198,9781604596199,696,January 4th 2009,Wilder Publications,,,Bully! Three Autobiographies by Theodore Roosevelt,Theodore Roosevelt,,,2940013239296,,10/30/11,Seven Treasures Publications,The Autobiography of Theodore Roosevelt,0
1360,1375,440,Theodore Roosevelt,1604596198,9781604596199,696,January 4th 2009,Wilder Publications,,,Bully! Three Autobiographies by Theodore Roosevelt,Theodore Roosevelt,,,9781411439252,633,3/1/11,Barnes &amp; Noble,An Autobiography (Barnes & Noble Digital Library),0
1372,1387,1374,George Dewey,870210289,9780870210280,297,April 1st 1987,US Naval Institute Press,,,"Autobiography of George Dewey, Admiral of the Navy",George Dewey,,,9781330247976,410,5/21/15,FB &amp;c Ltd,Autobiography of George Dewey: Admiral of the Navy (Classic Reprint),0
1375,1388,805,Jim Tully,,,336,1924,Albert & Charles Boni,,,Beggars of Life: A Hobo Autobiography,Jim Tully,,,9781902593784,256,11/1/03,AK Press,Beggars of Life: A Hobo Autobiography,0
1376,1393,503,William L. Andrews,252060334,9780252060335,368,May 1st 1988,University of Illinois Press,,,"To Tell a Free Story: The First Century of Afro-American Autobiography, 1760-1865",William L. Andrews,,,9780451471444,496,12/2/14,Penguin Publishing Group,Classic American Autobiographies,0
1389,1396,419,St. Therese of Lisieux,1497412226,,184,March 21st 2014,CreateSpace Independent Publishing Platform,Catholic Book Club,,The Story of a Soul: The Autobiography of St. Therese of Lisieux (annotated),St Therese of Liseaux,,,9781507779590,106,1/31/15,CreateSpace Publishing,The Story of a Soul - The Autobiography of St Therese of Liseaux,0
1390,1396,525,St. Therese of Lisieux,1497412226,,184,March 21st 2014,CreateSpace Independent Publishing Platform,Catholic Book Club,,The Story of a Soul: The Autobiography of St. Therese of Lisieux (annotated),St Therese Of Lisieux,,,9781499324037,242,5/2/14,CreateSpace Publishing,The Story of a Soul: The Autobiography of St. Therese of Lisieux (Illustrated),0
1441,1456,688,Alec Douglas-Home Home of the Hirsel,2119978,9780002119979,320,,Not Avail,,,The Way The Wind Blows: An Autobiography,the Co-founder of AA,,,9781616490010,232,5/14/10,Hazelden Publishing,"Bill W., My First 40 Years: An Autobiography",0
1445,1456,1059,Alec Douglas-Home Home of the Hirsel,2119978,9780002119979,320,,Not Avail,,,The Way The Wind Blows: An Autobiography,Dior Deluxe Edition: The Autobiography of Christian Dior,,,9781851778690,208,10/13/15,V &amp; A Publishing,Dior,0
1452,1456,2868,Alec Douglas-Home Home of the Hirsel,2119978,9780002119979,320,,Not Avail,,,The Way The Wind Blows: An Autobiography,request of the Provincial Woman's Christian Temperance Union of Ontario,,,2940028765971,,,Toronto : W. Briggs; Montreal : C.W. Coates,"Campaign echoes [microform] : the autobiography of Mrs. Letitia Youmans, the pioneer of the white ribbon movement in Canada : written",0
1454,1456,3050,Alec Douglas-Home Home of the Hirsel,2119978,9780002119979,320,,Not Avail,,,The Way The Wind Blows: An Autobiography,e to the City of Dreams: An Autobiography,,,9780730830061,296,1/1/04,Art Gallery of South Australia,Good,0
1463,1461,495,H.R. Jakes,9781480814,,268,March 11th 2015,Archway Publishing,,,The Curious Autobiography of Elaine Jakes,H.R. Jakes,,,9781480814752,268,3/30/15,Archway Publishing,The Curious Autobiography of Elaine Jakes,1
1511,1502,3337,Vincent Katz,8881588404,9788881588404,173,September 30th 2012,Charta,Alex Katz,,Invented Symbols: An Art Autobiography,Alex Katz,,,9788881588404,173,9/30/12,Charta,Invented Symbols: An Art Autobiography,1
1512,1505,285,Usain Bolt,7371411,9780007371419,320,September 12th 2013,HarperSport,,,Faster than Lightning: My Autobiography,Usain Bolt,,,9780007523658,320,9/12/13,HarperCollins Publishers,Faster than Lightning: My Autobiography,1
1518,1512,2574,Evelyn Stefansson Nef,966505174,9780966505177,320,March 13th 2003,Francis Press,,,Finding My Way: Autobiography of an Optimist,Evelyn Stefansson Nef,,,9780966505153,320,5/28/02,"Francis Press, The",Finding My Way: The Autobiography of an Optimist,0
1533,1543,1209,Laurence Olivier,140068880,9780140068887,36,January 3rd 1984,Penguin Books,,,Confessions of an Actor: An Autobiography,Laurence Olivier,,,9781857974935,,11/3/94,Gardners Books,Confessions of an Actor : The Autobiography,0
1540,1544,2994,William Henry Hudson,1443733849,9781443733847,314,November 4th 2008,Pomona Press,,,Far Away and Long Ago - Autobiography of His Youth,William Henry Seward,,,2940017335710,,,"New York, D. Appleton and company","Autobiography of William H. Seward, from 1801 to 1834. With a memoir of his life, and selections from his letters from 1831 to 1846",0
1549,1554,2628,Robert Maiorano,983687803,9780983687801,174,November 1st 2011,Aperture Press,,,Worlds Apart: The Autobiography of a Dancer from Brooklyn,Robert Maiorano,,,9780983687801,174,11/1/11,"Aperture Press, LLC",Worlds Apart: The Autobiography of a Dancer from Brooklyn,1
1553,1558,1210,David J. Carlson,252072669,9780252072666,232,November 22nd 2005,University of Illinois Press,,,Sovereign Selves: American Indian Autobiography and the Law,David K. Guthrie and Charles J. Guthrie [microform],,,2940028998348,,,Toronto : Belford,"Autobiography of Thomas Guthrie, D.D. And Memoir / [edited]",0
1558,1563,227,Booker T. Washington,,,511,Feb-65,Avon Books,W.E.B. Du Bois,James Weldon Johnson,Three Negro Classics (Up From Slavery; The Souls of Black Folk; The Autobiography of an Ex-Colored Man),Booker T. Washington,,,9783849644024,451,5/5/14,Jazzybee Verlag,An Autobiography - The Story of My Life and Work,0
1559,1563,578,Booker T. Washington,,,511,Feb-65,Avon Books,W.E.B. Du Bois,James Weldon Johnson,Three Negro Classics (Up From Slavery; The Souls of Black Folk; The Autobiography of an Ex-Colored Man),Booker T. Washington,,,2940148325369,,2/8/14,Bronson Tweed Publishing,Up From Slavery: An Autobiography of Booker T. Washington,0
1570,1567,307,Frank O'Connor,141187913,9780141187914,0,July 7th 2005,Penguin Classics,Declan Kiberd,,An Only Child And My Father's Son: An Autobiography (Autobiography of Frank O'Connor #1-2),Frank O'Connor,,,9781497655072,464,8/12/14,Open Road Media,An Only Child and My Father's Son: The Autobiography,0
1587,1581,539,Jon E. Lewis,,,284,March 1st 2012,Robinson,,,Rome: The Autobiography,Jon E. Lewis,,,9781849012638,300,7/30/09,"Little, Brown Book Group",World War II: The Autobiography,0
1588,1581,644,Jon E. Lewis,,,284,March 1st 2012,Robinson,,,Rome: The Autobiography,Jon E. Lewis,,,9781780337500,480,3/1/12,"Little, Brown Book Group",London: the Autobiography,0
1606,1646,2087,Amelia E. Barr,781258634,9780781258630,0,March 1st 1993,Reprint Services Corporation,,,All the Days of My Life: An Autobiography,Amelia E. Barr,,,2940148260394,,1/15/14,"Five Star Publishing, LLC",All the Days of My Life : An Autobiography (Illustrated),0
1627,1662,3255,Charles H. Spurgeon,1146755325,9781146755320,390,March 7th 2010,Nabu Press,Susannah Spurgeon,Joseph Harrald,The Autobiography of Charles H. Spurgeon: 1854-1860,Charles Haddon H. Spurgeon,,,9780340577783,,,"Hodder &amp; Stoughton, Ltd.",Autobiography of C. H. Spurgeon,0
1632,1663,1390,William Henry Jackson,1880397080,9781880397084,347,November 28th 1994,Patrice Press,,,Time Exposure: The Autobiography of William Henry Jackson,Bernard Shaw (The life of William Henry Davies),,,9788074849374,336,9/20/13,e-artnow ebooks,The Autobiography of a Super-Tramp - With a preface,0
1646,1668,1619,Ezekiel Mphahlele,869752375,9780869752371,260,December 31st 1984,Ravan Press,Eskia Mphahlele,,"Afrika My Music: An Autobiography, 1957-1983",Ezekiel Mphahlele,,,2900869754848,260,12/1/95,Ohio University Press,Afrika My Music: An Autobiography 1957-1983,0
1652,1678,151,Mark Twain,1113779543,9781113779540,158,September 22nd 2009,BiblioLife,,,Is Shakespeare Dead? from My Autobiography,Mark Twain,,,9780520952447,440,3/26/12,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition",0
1658,1678,469,Mark Twain,1113779543,9781113779540,158,September 22nd 2009,BiblioLife,,,Is Shakespeare Dead? from My Autobiography,Mark Twain,,,9781477475539,406,5/25/12,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2,0
1664,1678,969,Mark Twain,1113779543,9781113779540,158,September 22nd 2009,BiblioLife,,,Is Shakespeare Dead? from My Autobiography,Mark Twain,,,2940016310794,,2/13/13,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version",0
1669,1678,1772,Mark Twain,1113779543,9781113779540,158,September 22nd 2009,BiblioLife,,,Is Shakespeare Dead? from My Autobiography,Mark Twain,,,9780766161375,376,6/28/03,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2",0
1729,1759,2475,George Woodcock,155005192X,9781550051926,331,November 18th 2010,Fitzhenry & Whiteside,,,Letter to the Past: An Autobiography,George Woodcock,,,9781550051841,304,11/16/10,Fitzhenry &amp; Whiteside Ltd.,Beyond the Blue Mountain: An Autobiography,0
1732,1760,2978,Ron Moody,1907532110,9781907532115,264,September 1st 2010,Aurum,,,"A Still Untitled, (Not Quite) Autobiography",Ron Moody,,,9781907532115,,9/28/10,JR,"Still Untitled, (Not Quite) Autobiography",1
1735,1762,1664,Herbert Spencer,,,0,,,,,"An Autobiography, Vols 1-2",Herbert Spencer (Illustrated),,,2940150659667,,10/8/14,AS Team,An Autobiography: Volume 1 and 2,0
1736,1762,1738,Herbert Spencer,,,0,,,,,"An Autobiography, Vols 1-2",Spencer Herbert 1820-1903,,,9781314499094,628,6/23/13,HardPress Publishing,An Autobiography Volume 2,0
1737,1762,2376,Herbert Spencer,,,0,,,,,"An Autobiography, Vols 1-2",Spencer Herbert 1820-1903,,,9781314499100,606,6/23/13,HardPress Publishing,An Autobiography Volume 1,0
1740,1764,35,Theodore Roosevelt IV,1495955168,9781495955167,216,February 15th 2014,Createspace,,,An Autobiography of Theodore Roosevelt,Theodore Roosevelt,,,9781451580129,298,4/1/10,CreateSpace Publishing,Theodore Roosevelt: An Autobiography,0
1761,1787,1683,David  Rees,1870188195,9781870188197,257,December 31st 1992,Third House,,,Not For Your Hands: An Autobiography,David Rees,,,9781870188197,257,1/1/92,Lpc Inbook,Not for Your Hands; An Autobiography,1
1770,1800,1971,Anne Halkett,1141373211,9781141373215,158,January 10th 2010,Nabu Press,,,The Autobiography of Anne Lady Halkett,John Gough Nichols Anne Halkett,,,2940017595343,,,Printed for the Camden Society,The Autobiography of Anne Lady Halkett,0
1773,1807,527,Mazo de la Roche,855948116,9780855948115,0,,,,,Ringing The Changes: An Autobiography,Jeanne-Marie de la Motte-Guyon,,,9780768498103,450,7/28/11,"Destiny Image, Inc.",Autobiography of Madame Guyon (Authentic Original Classic),0
1774,1807,1020,Mazo de la Roche,855948116,9780855948115,0,,,,,Ringing The Changes: An Autobiography,Jeanne Marie Bouvier de la Motte Guyon l Summary & Study Guide,,,2940013005020,,8/20/11,BookRags.com,Experiencing the Depth of Jesus Christ: The Autobiography,0
1777,1807,3539,Mazo de la Roche,855948116,9780855948115,0,,,,,Ringing The Changes: An Autobiography,Mazo de la Roche,,,9781459730397,304,11/7/15,Dundurn Press,Ringing the Changes: An Autobiography,0
1792,1828,257,Diego Maradona,,,328,April 1st 2013,Skyhorse Publishing,Mark Weinstein,,Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,Diego Armando Maradona,,,9781616081867,328,2/23/11,Skyhorse Publishing,Maradona: The Autobiography of Soccer's Greatest and Most Controversial Star,0
1799,1849,3492,Lady Gregory,1103857142,9781103857142,336,April 10th 2009,BiblioLife,,,Our Irish Theatre: A Chapter of Autobiography,Lady Gregory,,,2940020302778,,,"New York, London : G.P. Putnam''s Sons",Our Irish theater; a chapter of autobiography,0
1808,1870,303,David Alliance,1849541922,9781849541923,448,June 2nd 2015,The Robson Press,,,A Bazaar Life: The Autobiography of David Alliance,David Alliance,,,9781849541923,448,6/2/15,"Biteback Publishing, Ltd.",A Bazaar Life: The Autobiography of David Alliance,1
1818,1913,3109,Lynn C. Miller,299184242,9780299184247,344,September 10th 2003,University of Wisconsin Press,Jacqueline Taylor,,Voices Made Flesh: Performing Women'S Autobiography,Lynn C. Miller,,,9780299184247,344,10/28/03,University of Wisconsin Press,Voices Made Flesh : Performing Women's Autobiography / Edition 1,1
1824,1916,2011,William L. Andrews,130198455,9780130198457,231,October 19th 1992,Longman Publishing Group,,,African-American Autobiography: A Collection of Critical Essays,William L. Andrews,,,9780252012228,368,6/1/86,University of Illinois Press,"To Tell A Free Story: The First Century Of Afro-American Autobiography, 1760-1865",0
1848,1926,447,Benjamin Franklin,,,0,,,John Woolman,William Penn,Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude,Benjamin Franklin,,,9781512149340,132,5/11/15,CreateSpace Publishing,Autobiography of Benjamin Franklin: A Founding Father,0
1859,1926,1500,Benjamin Franklin,,,0,,,John Woolman,William Penn,Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude,Benjamin Franklin,,,2940017704479,,,"Boston, New York [etc.] Houghton, Mifflin and company",The autobiography of Benjamin Franklin and a sketch of Franklin's life from the point where the autobiography ends,0
1872,1926,2276,Benjamin Franklin,,,0,,,John Woolman,William Penn,Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude,Benjamin Franklin,,,9781297173585,248,2/18/15,Scholar's Choice,The Autobiography and Essays - Scholar's Choice Edition,0
1881,1926,2831,Benjamin Franklin,,,0,,,John Woolman,William Penn,Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude,Benjamin Franklin,,,2940026646487,,,"Houghton, Mifflin and company",The Autobiography of Benjamin Franklin and a Sketch of Franklin's Life from the Point where the ...,0
1889,1926,3611,Benjamin Franklin,,,0,,,John Woolman,William Penn,Harvard Classics Volume 1: The Autobiography of Benjamin Franklin; The Journal of John Woolman; Some Fruits of Solitude,Benjamin Franklin,Russel B. Nye,,9780395051306,224,1/2/57,Cengage Learning,Autobiography and Other Writings / Edition 1,0
1892,1930,690,John Stuart Mill,,,434,,Bantam,,,Essential Works of John Stuart Mill: Utilitarianism/Autobiography/On Liberty/The Utility of Religion,John Stuart Mill,,,9781411458253,276,7/12/11,Barnes &amp; Noble,The Autobiography of John Stuart Mill (Barnes & Noble Digital Library),0
1899,1933,2075,Nasir al-Din Tusi,1860645232,9781860645235,128,December 3rd 1999,I. B. Tauris,,,Contemplation and Action: The Spiritual Autobiography of a Muslim Scholar: Nasir al-Din Tusi,Nasir al-Din Tusi,,,9781860645235,128,12/3/99,"I. B.Tauris &amp; Company, Limited",Contemplation and Action: The Spiritual Autobiography of a Shi'i Philosopher,1
1904,1939,3414,Martin Kemp,752832646,9780752832647,276,Mar-00,Orion,,,True: The Autobiography of Martin Kemp,Martin Kemp,Kemp,,9780752832647,256,3/28/00,"Orion Publishing Group, Limited",True: Autobiography of Martin Kemp,1
1936,1974,3528,Conway Moncure Daniel,5518952716,9785518952713,504,January 1st 2014,Book on Demand Ltd.,,,Autobiography,Moncure Daniel Conway,,,9781407711294,422,1/10/12,HardPress Publishing,"Autobiography, Memories and Experiences of Moncure Daniel Conway: With Two Portraits Volume 1",0
1940,1977,2407,Amanda Smith,1445543931,9781445543932,558,March 26th 2010,Vintage Cookery Books,,,An Autobiography,Amanda Smith,,,2940014750141,,6/4/12,ASmith Books,Mrs. Amanda Smith: An Autobiography,0
1946,1982,2009,Martineau Harriet Peterson Linda H,1460403142,9781460403143,745,May 14th 2014,Not Avail,,,Autobiography,Maria Weston Chapman Harriet Martineau,,,2940019732739,,,Smith Elder,Harriet Martineau's Autobiography,0
1955,1994,637,Hawk Black Hawk,1409983021,9781409983026,172,December 4th 2009,Dodo Press,,,"Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak; Or, Black Hawk (Dodo Press)",Black Hawk,,,2940000785560,,2/1/09,B&amp;R Samizdat Express,Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak or Black Hawk (1882),0
1984,2022,3624,Chuck Berry,571207545,9780571207541,0,June 1st 2001,Faber & Faber,,,Chuck Berry: The Autobiography,Chuck Berry,,,9780793502639,120,9/28/86,Hal Leonard Corporation,Chuck Berry,0
1989,2034,2225,Unknown Author 440,,,0,1978,Personal Christianity,,,Maranatha Man: An Autobiography,Unknown Author,,,9781330106952,318,7/2/15,FB &amp;c Ltd,"The Autobiography of Leigh Hunt, Vol. 1 of 3: With Reminiscences of Friends and Contemporaries (Classic Reprint)",0
1990,2034,2506,Unknown Author 440,,,0,1978,Personal Christianity,,,Maranatha Man: An Autobiography,Unknown Author,,,9781330881569,276,7/7/15,FB &amp;c Ltd,"A Country Curate's Autobiography, or Passages of a Life Without a Living, Vol. 2 of 2 (Classic Reprint)",0
1992,2034,3538,Unknown Author 440,,,0,1978,Personal Christianity,,,Maranatha Man: An Autobiography,Unknown Author,,,9781330066676,386,6/14/15,FB &amp;c Ltd,"The Autobiography of Charles H. Spurgeon, Vol. 3: Compiled From His Diary, Letters, and Records; 1856 1878 (Classic Reprint)",0
1995,2036,2245,Chris J. Berry,1452022844,9781452022840,0,July 20th 2010,Authorhouse,,,Sixty Psychic Years: Autobiography,J. Bill Berry,,,9780826208132,216,12/1/92,University of Missouri Press,Home Ground: Southern Autobiography,0
1996,2042,2175,Daniel B. Shea,299116506,9780299116507,290,March 1st 1988,University of Wisconsin Press,,,Spiritual Autobiography in Early America,Daniel B. Kellogg,,,2940023961163,,,Chase,"Autobiography of Dr. D. B. Kellogg: Or, Explanation of Clairvoyance ...",0
2001,2059,103,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9781627557863,148,6/10/15,"Wilder Publications, Inc.",Up from Slavery: An Autobiography,0
2008,2059,996,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9781633846586,420,6/10/15,"Wilder Publications, Inc.",The Booker T. Washington Reader: Up From Slavery: An Autobiography; My Larger Education; Character Building; The Negro Problem,0
2010,2059,1894,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9780806521831,330,1/28/01,Kensington,Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography,0
2019,2066,3539,Jeanne Marie Bouvier de la Motte Guyon,1595479260,9781595479266,212,March 20th 2007,Nuvision Publications,,,Autobiography of Madame Guyon,Mazo de la Roche,,,9781459730397,304,11/7/15,Dundurn Press,Ringing the Changes: An Autobiography,0
2020,2070,1265,John Howard Swanson,964694603,9780964694606,338,September 1st 1995,Vitality Pubns,Laurel O. Cook,,Confessions of an Art Dealer: An Autobiography,John Howard Brown,,,2940020559660,,,"Boston, Mass., Johnson-Wynne co.",Men of mark in Massachusetts. Ideals of American life told in biographies and autobiographies of eminent living americans,0
2029,2081,773,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9781494802127,184,12/26/13,CreateSpace Independent Publishing Platform,Up From Slavery: The Autobiography of Booker T. Washington,0
2033,2081,1894,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9780806521831,330,1/28/01,Kensington,Up From Slavery: The Autobiography Of Booker T. Washington: Aun Autobiography,0
2035,2081,2303,Booker T. Washington,,,202,July 28th 2015,Chios Classics,,,Up From Slavery: An Autobiography,Booker T. Washington,,,9781295966271,348,2/8/15,Scholar's Choice,Up from Slavery: An Autobiography - Scholar's Choice Edition,0
2037,2096,518,Bill Bruford,,,353,March 1st 2009,Jawbone Press,,,Bill Bruford: The Autobiography,Bill Bruford,,,9781905792436,320,4/7/13,Foruli Limited,"Bill Bruford: The Autobiography. Yes, King Crimson, Earthworks and More.",0
