#key=_id
#ltable=POINTER
#rtable=POINTER
#foreign_key_ltable=ltable.ID
#foreign_key_rtable=rtable.ID
_id,ltable.ID,rtable.ID,ltable.FirstAuthor,ltable.ISBN13,ltable.Publisher,ltable.Title,rtable.Author1,rtable.ISBN13,rtable.Publisher,rtable.Title
406,330,316,Danny Baker,9780297863403,Orion Publishing,Going to Sea in a Sieve: The Autobiography,Danny Baker,9780297870128,"Orion Publishing Group, Limited",Going Off Alarming: The Autobiography: Vol 2
407,335,487,Left Handed,9780803279582,Bison Books,"Left Handed, Son of Old Man Hat: A Navaho Autobiography",Left Handed,9780803280571,UNP - Bison Books,"Left Handed, Son of Old Man Hat: A Navaho Autobiography"
408,337,1313,David Ginola,9780007100996,HarperCollins Publishers,David Ginola - The Autobiography-H,David Ginola,9780007100996,HarperCollins Publishers,David Ginola Le Magnifique: The Autobiography
409,338,3145,Kate Douglas Wiggin, ,Houghton Mifflin,My Garden of Memory: An Autobiography,Kate Douglas,9780813546643,Rutgers University Press,"Contesting Childhood: Autobiography, Trauma, and Memory"
410,341,631,William Kuhn,9780385530996,Nan A. Talese,Reading Jackie: Her Autobiography in Books,William Kuhn,9780385531009,Knopf Doubleday Publishing Group,Reading Jackie: Her Autobiography in Books
411,342,596,Richard E. Bellman,9789971966003,World Scientific Pub Co Inc,Eye Of The Hurricane: An Autobiography,Richard E Morris,9780692214497,King Richard Edward,Twice Pardoned: Autobiography
412,343,465,Mary Harris Jones, ,Mother Jones,The Autobiography of Mother Jones,Mary Harris Jones,9780486436456,Dover Publications,Autobiography Of Mother Jones
413,343,1089,Mary Harris Jones, ,Mother Jones,The Autobiography of Mother Jones,Graham Jones as Told to Mary Alice Baker Ferguson,9781490850412,"Nelson, Thomas, Inc.",God's Grace for Graham: An Autobiography
414,343,1115,Mary Harris Jones, ,Mother Jones,The Autobiography of Mother Jones,Mary Harris Jones,9780882861661,Charles H. Kerr Publishing Company,The Autobiography of Mother Jones / Edition 1
415,347,349,John Francis O'Conor, ,Pyrrhus Press,The Autobiography of St. Ignatius,John Francis O'Conor,9781634618793,Pyrrhus Press,The Autobiography of St. Ignatius
416,347,2858,John Francis O'Conor, ,Pyrrhus Press,The Autobiography of St. Ignatius,John Francis Hylan,2940017733639,"New York, The Rotary press","Autobiography of John Francis Hylan, mayor of New York"
417,352,288,Janis Ian,9781585426751,Tarcher,Society's Child: My Autobiography,Janis Ian,9781440635168,Penguin Publishing Group,Society's Child: My Autobiography
418,353,1226,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Thomas Henry Huxley,2940021372534,"New York [etc.] Longmans, Green, and co.",Huxley's autobiography and selected essays from lay sermons
419,353,1497,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Thomas Newcome Henry Newcome,2940017651063,Printed for the Chetham society,"The Autobiography of Henry Newcome, M. A."
420,353,1792,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Thomas Henry Huxley,9781406589436,Dodo Press,Autobiography And Selected Essays
421,353,1916,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Thomas W. Henry,9780878056903,University Press of Mississippi,From Slavery to Salvation: The Autobiography of Rev. Thomas W. Henry of the A. M. E. Church
422,353,1994,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Percy Bysshe Thomas Henry Huxley,9781438534916,"Standard Publications, Incorporated",Autobiography and Selected Essays
423,353,2652,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Brander Matthews Thomas Henry Huxley,2940017595336,The Gregg PublishingCompany,Autobiography and Essays
424,353,2654,Thomas Henry Huxley, ,Houghton Mifflin,Autobiography and Selected Essays,Thomas Henry Huxley,9781406589436,Dodo Press,Autobiography And Selected Essays
425,354,81,"Joseph / Lalli, Sergio Bonanno",9780233976099,Andre Deutsch,A Man Of Honour: The Autobiography Of A Godfather,Joseph Bonanno,9780312979232,St. Martin's Press,Man of Honor
426,356,3700,Paul Radin,9780486200965,Dover Publications,The Autobiography of a Winnebago Indian,Paul Radin,9780486200965,Dover Publications,"Autobiography of a Winnebago Indian: Life, Ways, Acculturation, and the Peyote Cult"
427,359,73,Chuck Missler,9781578215942,Koinonia Institute (2014),"I, Jesus: An Autobiography",Chuck Missler,2940150997851,Koinonia House,"I, Jesus: An Autobiography"
428,361,1952,Garry Shandling,9780684812045,Simon & Schuster,Confessions of a Late Night Talk Show Host: The Autobiography of Larry Sanders,Garry Shandling,9780671536022,Simon &amp; Schuster Audio,Confessions of a Late Night Talk Show Host: The Autobiography of Larry Sanders
429,361,2897,Garry Shandling,9780684812045,Simon & Schuster,Confessions of a Late Night Talk Show Host: The Autobiography of Larry Sanders,Garry Shandling,9780671536022,Simon &amp; Schuster Audio,Confessions of a Late Night Talk Show Host: The Autobiography of Larry Sanders
430,363,3039,Julian Assange,9780857863843,Canongate Books,Julian Assange - The Unauthorised Autobiography,Julian Assange,9780857863843,Canongate Books,Julian Assange - The Unauthorised Autobiography
431,366,754,Horace Silver,9780520243743,University of California Press,Let's Get to the Nitty Gritty: The Autobiography of Horace Silver,Horace Silver,9780520253926,University of California Press,Let's Get to the Nitty Gritty: The Autobiography of Horace Silver / Edition 1
432,369,2032,Dick Francis,9780330266857, ,The Sport Of Queens; The Autobiography Of Dick Francis,Dick Francis,9780330339025,McClelland &amp; Stewart Ltd.,The Sport of Queens: The Autobiography of Dick Francis
433,371,2617,William O. Douglas,9780394711652,Vintage Books USA,"Go East, Young Man: The Early Years: The Autobiography of William O. Douglas",William O. Douglas,9780394492407,"Random House, Incorporated","Court Years, Nineteen Thirty-Nine to Nineteen Seventy-Five: The Autobiography of William O. Douglas"
434,374,1181,Igor Stravinsky,9780393318562,W. W. Norton & Company,An Autobiography,Igor Stravinsky,9781406711073,Baltzell Press,Igor Stravinsky - An Autobiography
435,376,472,Betsy Blankenbaker,9780692323960,Betsy Blankenbaker,autobiography of an orgasm,Betsy Blankenbaker,9781483543369,BookBaby,Autobiography of an Orgasm
436,382,35,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781451580129,CreateSpace Publishing,Theodore Roosevelt: An Autobiography
437,382,104,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore TEDDY ROOSEVELT [Winner of the Nobel Prize] Nook Edition (Part I of the Best Presidents Series incl. George Washington,2940013017061,Great American Presidents Biographies,THE GREATEST AMERICAN PRESIDENT: THE AUTOBIOGRAPHY OF THEODORE ROOSEVELT (Worldwide Bestseller)
438,382,381,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,2940013239296,Seven Treasures Publications,The Autobiography of Theodore Roosevelt
439,382,440,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781411439252,Barnes &amp; Noble,An Autobiography (Barnes & Noble Digital Library)
440,382,739,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781494866907,CreateSpace Independent Publishing Platform,Theodore Roosevelt: Autobiography
441,382,746,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781931082655,Library of America,The Rough Riders and An Autobiography
442,382,968,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781604596199,Wilder Publications,Bully! Three Autobiographies By Theodore Roosevelt
443,382,1172,Theodore Roosevelt, ,General Press,The Autobiography of Theodore Roosevelt,Theodore Roosevelt,9781502958662,CreateSpace Publishing,Theodore Roosevelt; an Autobiography
444,383,340,Andrew  Strauss,9780340840689,Hodder & Stoughton,driving ambition: my autobiography,Andrew Strauss,9781444722161,"Hodder &amp; Stoughton, Ltd.",Driving Ambition - My Autobiography
445,385,606,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,9781515035145,CreateSpace Publishing,Autobiography of Ma-ka-tai-me-she-kia-kiak or Black Hawk
446,385,637,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,2940000785560,B&amp;R Samizdat Express,Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak or Black Hawk (1882)
447,385,750,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: An Autobiography
448,385,771,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,9781602067615,Cosimo,The Autobiography Of Black Hawk
449,385,1734,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,9781451005813,FB &amp;c Ltd,"Autobiography of Ma-Ka-Tai-Me-She-Kia-Kiak or Black Hawk: Embracing the Traditions of His Nation, Various Wars in Which He Has Been Engaged, and His Account of the Cause and General History of the Black Hawk War of 1832, His Surrender, and Travels Through"
450,385,2986,Black Hawk,9780252723254,University of Illinois Press,Black Hawk: AN AUTOBIOGRAPHY,Black Hawk,9781298069481,Scholar's Choice,Autobiography of Ma Ka Tai Me She Kia Kiak - Scholar's Choice Edition
451,387,1325,Dory Previn,9780385147088,Doubleday Books,Bog-Trotter: An Autobiography with Lyrics,Dory Previn,9780385147088,Knopf Doubleday Publishing Group,Bog-Trotter: An Autobiography with Lyrics
452,392,9,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9780520279940,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition"
453,392,26,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9780520272781,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition"
454,392,107,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9788026804529,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain"
455,392,151,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9780520952447,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition"
456,392,220,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781608427710,KRE,Autobiography of Mark Twain - 100th Anniversary Edition
457,392,250,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940013663541,WDS Publishing,Mark Twain's Autobiography VOL 1 & 2
458,392,289,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940012096456,Literary Classics Press,THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook
459,392,334,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940000737101,B&amp;R Samizdat Express,Chapters from my Autobiography
460,392,446,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940011938245,Baxter St.,Mark Twain's Autobiography
461,392,469,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781477475539,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2
462,392,537,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9788026804642,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe
463,392,649,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940000737040,B&amp;R Samizdat Express,A Burlesque Autobiography
464,392,755,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781441778437,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition"
465,392,930,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781608429943,KRE,Autobiography Of Mark Twain - Abridged Edition
466,392,938,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781504637169,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3"
467,392,969,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940016310794,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version"
468,392,1045,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781607788249,MobileReference,Mark Twain's Burlesque Autobiography
469,392,1051,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,2940011919084,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance"
470,392,1470,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9782819913436,pubOne.info,Is Shakespeare Dead? From my autobiography.
471,392,1592,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9781441778475,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]"
472,392,1772,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
473,392,2889,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Twain Mark,9781297300837,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition
474,392,3135,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Roy J . Friedman Mark Twain Collection Mark Twain,2940018903741,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography
475,392,3325,Mark Twain,9780766161368,Kessinger Publishin,"Mark Twain's Autobiography, Part 1",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
476,394,1991,Stanislav Lunev,9780895263902,Regnery Publishing,Through the Eyes of the Enemy: The Autobiography of Stanislav Lunev,Stanislav Lunev,9780895263902,"Regnery Publishing, Incorporated, An Eagle Publishing Company",Through the Eyes of the Enemy: The Autobiography of Stanislav Lunev
477,394,2236,Stanislav Lunev,9780895263902,Regnery Publishing,Through the Eyes of the Enemy: The Autobiography of Stanislav Lunev,Stanislav Lunev,9780895263902,"Regnery Publishing, Incorporated, An Eagle Publishing Company",Through the Eyes of the Enemy: The Autobiography of Stanislav Lunev
478,396,600,Andrew Wyeth,9780821225691,Bulfinch,Autobiography,Andrew Wyeth,9780821225691,Bulfinch,Andrew Wyeth: Autobiography
479,396,3104,Andrew Wyeth,9780821225691,Bulfinch,Autobiography,Andrew Wyeth,9780821222171,Bulfinch,Andrew Wyeth: Autobiography
480,397,9,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9780520279940,University of California Press,"Autobiography of Mark Twain, Volume 3: The Complete and Authoritative Edition"
481,397,26,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9780520272781,University of California Press,"Autobiography of Mark Twain, Volume 2: The Complete and Authoritative Edition"
482,397,107,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9788026804529,e-artnow Editions,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain Mark Twain"
483,397,151,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9780520952447,University of California Press,"Autobiography of Mark Twain: Volume 1, Reader's Edition"
484,397,220,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781608427710,KRE,Autobiography of Mark Twain - 100th Anniversary Edition
485,397,250,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940013663541,WDS Publishing,Mark Twain's Autobiography VOL 1 & 2
486,397,289,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940012096456,Literary Classics Press,THE AUTOBIOGRAPHY OF MARK TWAIN Nook Edition (100th Anniversary Newly Edited and Commented Version) Special Nook Enabled Features The Autobiography of Mark Twain NOOKbook
487,397,334,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940000737101,B&amp;R Samizdat Express,Chapters from my Autobiography
488,397,446,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940011938245,Baxter St.,Mark Twain's Autobiography
489,397,469,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781477475539,CreateSpace Independent Publishing Platform,Autobiography of Mark Twain Volume 2
490,397,537,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9788026804642,e-artnow Editions,The Mark Twain Autobiography + 3 Biographies: 4 Mark Twain Biographies In 1 Book: Chapters From My Autobiography By Mark Twain + My Mark Twain By William Dean Howells' + Mark Twain A Biography By Albert Bigelow Paine + The Boys' Life Of Mark Twain By Albe
491,397,649,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940000737040,B&amp;R Samizdat Express,A Burlesque Autobiography
492,397,755,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781441778437,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 1: The Complete and Authoritative Edition"
493,397,930,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781608429943,KRE,Autobiography Of Mark Twain - Abridged Edition
494,397,938,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781504637169,"Blackstone Audio, Inc.","Autobiography of Mark Twain, Vol. 3"
495,397,969,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940016310794,Unforgotten Classics,"Autobiography of Mark Twain, the authentic original version"
496,397,1045,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781607788249,MobileReference,Mark Twain's Burlesque Autobiography
497,397,1051,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,2940011919084,WHITE DOG PUBLISHING,"A Burlesque Autobiography and, First Romance"
498,397,1470,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9782819913436,pubOne.info,Is Shakespeare Dead? From my autobiography.
499,397,1592,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9781441778475,Findaway World,"Autobiography of Mark Twain, Volume 1: The Complete and Authoritative Edition [With Earbuds]"
500,397,1772,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
501,397,2889,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Twain Mark,9781297300837,Scholar's Choice,Mark Twain's Burlesque Autobiography: First Romance - Scholar's Choice Edition
502,397,3135,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Roy J . Friedman Mark Twain Collection Mark Twain,2940018903741,Harper &amp; Brothers Publishers,Is Shakespeare Dead?: From My Autobiography
503,397,3325,Mark Twain, ,e-artnow,"The Complete Works of Mark Twain: The Novels, short stories, essays and satires, travel writing, non-fiction, the complete letters, the complete speeches, and the autobiography of Mark Twain",Mark Twain,9780766161375,Kessinger Publishing Company,"Mark Twain's Autobiography, Volume 2"
504,398,3161,Larry Rivers,9781560253198,Da Capo Press,What Did I Do?: The Unauthorized Autobiography of Larry Rivers,Larry Rivers,9780060190071,HarperCollins Publishers,What Did I Do?: The Unauthorized Autobiography of Larry Rivers
505,399,505,John P. Parker,9780393317183,W. W. Norton & Company,"His Promised Land: The Autobiography of John P. Parker, Former Slave and Conductor on the Underground Railroad",John P. Parker,9780393317183,"Norton, W. W. &amp; Company, Inc.","His Promised Land: The Autobiography of John P. Parker, Former Slave and Conductor on the Underground Railroad"
506,399,3518,John P. Parker,9780393317183,W. W. Norton & Company,"His Promised Land: The Autobiography of John P. Parker, Former Slave and Conductor on the Underground Railroad",John P. Cushing,9781331061618,FB &amp;c Ltd,Selections From Huxley: Embracing the Autobiography; On the Advisableness of Improving Natural Knowledge; A Liberal Education and Where to Find It; On a Piece of Chalk (Classic Reprint)
507,401,165,Oscar Zeta Acosta, ,Vintage,Autobiography of a Brown Buffalo (Vintage International),Oscar Zeta Acosta,9780307831675,Knopf Doubleday Publishing Group,Autobiography of a Brown Buffalo
508,405,596,Richard E. Leakey,9780881620559,Salem House Pub,One Life: Richard E. Leakey: An Autobiography,Richard E Morris,9780692214497,King Richard Edward,Twice Pardoned: Autobiography
509,406,895,Neil Elliott,9781594084720,Cork Hill Press,The Autobiography of Jesus Christ as Told to: Neil Elliott,Neil Elliott,2940011411359,Neil Elliott,The Autobiography of Jesus Christ
510,407,314,Henry Ford,9781420928198,Digireads.com,My Life And Work (The Autobiography Of Henry Ford),Henry Jr. Ford,9781500804947,CreateSpace Publishing,My Life and Work - An Autobiography of Henry Ford
511,407,777,Henry Ford,9781420928198,Digireads.com,My Life And Work (The Autobiography Of Henry Ford),Henry Ford,9781604241464,"Standard Publications, Incorporated",My Life And Work - Autobiography
512,409,860,Georgie Anne Geyer,9780226289915,University Of Chicago Press,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent,Georgie Anne Geyer,9780226289915,University of Chicago Press,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent
513,409,927,Georgie Anne Geyer,9780226289915,University Of Chicago Press,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent,Georgie Anne Geyer,9781891053160,Garrett County Press,Buying the Night Flight: The Autobiography of a Woman Foreign Correspondent
514,410,217,Leon Trotsky,9780486123400,Dover Publications,My Life: An Attempt at an Autobiography,Leon Trotsky,9780486456096,Dover Publications,My Life: An Attempt at an Autobiography
515,410,2300,Leon Trotsky,9780486123400,Dover Publications,My Life: An Attempt at an Autobiography,Leon Trotsky,2940026844593,New York; Charles Schribner s Sons,"My Life, An Attempt at Autobiography"
516,411,588,Jennifer Carroll,9781599324999,Advantage Media Group,When You Get There: An Autobiography,Jennifer Carroll,9781599324999,Advantage Media Group,When You Get There: An Autobiography
517,414,1601,Martin Van Buren,9781176386129,Nabu Press,The Autobiography of Martin Van Buren,Martin Van Buren,9780306712753,Da Capo Press,Autobiography of Martin Van Buren
518,417,2869,Ross Venokur,9780440417095,Yearling,The Autobiography of Meatball Finkelstein,Ross Venokur,9780440417095,Random House Children's Books,The Autobiography Of Meatball Finkelstein
519,418,1173,Palden Gyatso,9780802135742,Grove Press,The Autobiography of a Tibetan Monk,Palden Gyatso,9780802135742,"Grove/Atlantic, Inc.",Autobiography of a Tibetan Monk
520,419,170,Jeff Lenburg Lorenzo Lamas, ,BenBella Books,Renegade at Heart: An Autobiography,Lorenzo Lamas,9781941631263,"BenBella Books, Inc.",Renegade at Heart: An Autobiography
521,425,1133,Ambrose Bierce,9781572330184,University of Tennessee Press,A Sole Survivor: Bits of Autobiography,Ambrose Bierce,9781846377297,Echo Library,"Collected works Volume 1 Ashes of the Beacon; the Land Beyond the Blow; for the Ahkoond; John Smith, Liberator; Bits of Autobiography"
522,427,2428,Alan Mills,9780755312306,Headline Book Publishing,Lifting the Covers: The Autobiography,Alan Mills,9780755312290,"Headline Book Publishing, Limited",Lifting the Covers: My Autobiography
523,429,8,Jerry Spinelli,9780679887911,Ember,Knots in My Yo-Yo String: The Autobiography of a Kid,Jerry Spinelli,9780679887911,Random House Children's Books,Knots in My Yo-yo String: The Autobiography of a Kid
524,433,198,John Beevers,9780867168099,St. Anthony Messenger Press,The Autobiography of St. Therese of Lisieux: The Story of a Soul,John Beevers,9780307778086,The Crown Publishing Group,The Autobiography of Saint Therese: The Story of a Soul
525,434,738,Joe W. Kittinger,9780826348036,University of New Mexico Press,Come Up And Get Me: An Autobiography Of Colonel Joseph Kittinger,Joe Kittinger,9780826348043,University of New Mexico Press,Come up and Get Me: An Autobiography of Colonel Joe Kittinger
526,435,601,Nancy Oestreich Lurie,9780472061099,UNIVERSITY OF MICHIGAN REGIONAL,"Mountain Wolf Woman, Sister of Crashing Thunder: The Autobiography of a Winnebago Indian",Nancy Oestreich Lurie,9780472061099,University of Michigan Press,"Mountain Wolf Woman, Sister of Crashing Thunder: The Autobiography of a Winnebago Indian / Edition 1"
527,436,278,Saburo Sakai,9780553110357, ,Samurai! The Autobiography of Japan's Bravest Fighter Ace,Saburo Sakai,9781507795859,CreateSpace Publishing,Samurai!: The Autobiography of Japan's World War Two Flying Ace
528,438,62,Agatha Christie,9780007555307,HarperCollins,"Agatha Christie: An Autobiography, Volume Two",Agatha Christie,9780062204578,HarperCollins Publishers,An Autobiography
529,439,1170,W.A. Criswell,9780849990380,W Publishing Group,Standing on the Promises: The Autobiography of W. A. Criswell,W. A. Criswell,9780849990380,W Publishing Group,Standing on the Promises: The Autobiography of W. A. Criswell
